cell_id,Thalassarche melanophris,Thalassarche melanophris melanophris,Thalassarche melanophris impavida
848e443ffffffff,2.0,0.0,0.0
848e4c9ffffffff,6.0,0.0,0.0
848e6a7ffffffff,1.0,0.0,0.0
84a726bffffffff,28.0,10.0,0.0
84a8105ffffffff,2.0,0.0,0.0
84a8141ffffffff,34.0,0.0,0.0
84a8143ffffffff,13.0,0.0,0.0
84a8147ffffffff,2.0,0.0,0.0
84a8167ffffffff,4.0,0.0,0.0
84a8343ffffffff,3.0,0.0,0.0
84a834bffffffff,4.0,0.0,0.0
84a8351ffffffff,8.0,0.0,0.0
84a8355ffffffff,28.0,0.0,0.0
84a835dffffffff,8.0,0.0,0.0
84a8a07ffffffff,2.0,0.0,0.0
84a8a59ffffffff,33.0,0.0,0.0
84a9007ffffffff,1.0,0.0,0.0
84a903dffffffff,1.0,0.0,0.0
84a9041ffffffff,3.0,0.0,0.0
84a9049ffffffff,3.0,0.0,0.0
84a9051ffffffff,5.0,0.0,0.0
84a9057ffffffff,4.0,0.0,0.0
84a906bffffffff,3.0,0.0,0.0
84a9181ffffffff,3.0,0.0,0.0
84a91edffffffff,1.0,0.0,0.0
84a9207ffffffff,3.0,0.0,0.0
84a9213ffffffff,1.0,0.0,0.0
84a9217ffffffff,14.0,0.0,0.0
84a9223ffffffff,1.0,0.0,0.0
84a923dffffffff,3.0,0.0,0.0
84a98b7ffffffff,19.0,0.0,0.0
84ac363ffffffff,1.0,1.0,0.0
84ad341ffffffff,2.0,0.0,0.0
84ad345ffffffff,11.0,1.0,0.0
84ad347ffffffff,46.0,27.0,0.0
84ad34dffffffff,49.0,11.0,0.0
84ad361ffffffff,5.0,2.0,0.0
84ad369ffffffff,47.0,16.0,0.0
84ad36bffffffff,23.0,10.0,0.0
84b2007ffffffff,2.0,0.0,0.0
84b2049ffffffff,1.0,0.0,0.0
84b2183ffffffff,2.0,0.0,0.0
84b2189ffffffff,8.0,0.0,0.0
84b218bffffffff,19.0,0.0,0.0
84b2191ffffffff,8.0,0.0,0.0
84b2195ffffffff,106.0,0.0,0.0
84b2197ffffffff,3.0,0.0,0.0
84b219dffffffff,11.0,0.0,0.0
84b21b3ffffffff,7.0,0.0,0.0
84b21bbffffffff,3.0,0.0,0.0
84b21d5ffffffff,7.0,0.0,0.0
84b21d7ffffffff,6.0,0.0,0.0
84b21ddffffffff,2.0,0.0,0.0
84b2225ffffffff,2.0,0.0,0.0
84b222dffffffff,2.0,0.0,0.0
84b2261ffffffff,9.0,0.0,0.0
84b2265ffffffff,11.0,0.0,0.0
84b226dffffffff,1.0,0.0,0.0
84b2305ffffffff,2.0,0.0,0.0
84b2993ffffffff,16.0,0.0,0.0
84b2c0dffffffff,60.0,0.0,0.0
84b2c27ffffffff,1.0,0.0,0.0
84b2c2bffffffff,17.0,0.0,0.0
84b2c35ffffffff,19.0,0.0,0.0
84b2c3dffffffff,8.0,0.0,0.0
84b2c41ffffffff,21.0,0.0,0.0
84b2c45ffffffff,1320.0,133.0,0.0
84b2c47ffffffff,57.0,0.0,0.0
84b2c4dffffffff,454.0,2.0,0.0
84b2c63ffffffff,5.0,3.0,0.0
84b2c69ffffffff,2.0,0.0,0.0
84b2c6bffffffff,2.0,0.0,0.0
84b2d4dffffffff,2.0,0.0,0.0
84b2d51ffffffff,2.0,0.0,0.0
84b2d81ffffffff,4.0,0.0,0.0
84b2d85ffffffff,3.0,0.0,0.0
84b2d87ffffffff,6.0,0.0,0.0
84b2d89ffffffff,1.0,0.0,0.0
84b2d8dffffffff,5.0,0.0,0.0
84b2da1ffffffff,23.0,0.0,0.0
84b2da3ffffffff,67.0,0.0,0.0
84b2da5ffffffff,2.0,1.0,0.0
84b2da7ffffffff,20.0,3.0,0.0
84b2da9ffffffff,22.0,0.0,0.0
84b2dabffffffff,104.0,6.0,0.0
84b2dadffffffff,5.0,0.0,0.0
84b2dc1ffffffff,2.0,0.0,0.0
84b2dc3ffffffff,5.0,0.0,0.0
84b2dc5ffffffff,12.0,0.0,0.0
84b2dc7ffffffff,2.0,0.0,0.0
84b2dc9ffffffff,3.0,0.0,0.0
84b2dcbffffffff,33.0,0.0,0.0
84b2dcdffffffff,9.0,0.0,0.0
84b2de3ffffffff,22.0,0.0,0.0
84b2debffffffff,26.0,0.0,0.0
84b2e21ffffffff,2.0,0.0,0.0
84b2e25ffffffff,3.0,0.0,0.0
84b2e27ffffffff,9.0,0.0,0.0
84b2e2dffffffff,23.0,0.0,0.0
84b2e65ffffffff,8.0,0.0,0.0
84b2f5bffffffff,2.0,0.0,0.0
84b3031ffffffff,8.0,0.0,0.0
84b3047ffffffff,32.0,0.0,0.0
84b306bffffffff,5.0,0.0,0.0
84b3127ffffffff,1.0,0.0,0.0
84b3197ffffffff,28.0,0.0,0.0
84b31ddffffffff,1.0,0.0,0.0
84b3307ffffffff,4.0,0.0,0.0
84b3329ffffffff,1.0,0.0,0.0
84b94b3ffffffff,2.0,2.0,0.0
84b94b7ffffffff,2.0,0.0,0.0
84ba1cdffffffff,18.0,0.0,8.0
84ba21dffffffff,8.0,8.0,0.0
84ba237ffffffff,7.0,0.0,0.0
84ba243ffffffff,3.0,1.0,2.0
84ba60dffffffff,1.0,0.0,0.0
84ba765ffffffff,1.0,0.0,0.0
84ba76dffffffff,1.0,0.0,0.0
84bb08dffffffff,2.0,2.0,0.0
84bb0a1ffffffff,2.0,2.0,0.0
84bb0a7ffffffff,2.0,1.0,1.0
84bb0adffffffff,13.0,7.0,6.0
84bb0b7ffffffff,2.0,0.0,0.0
84bb0c7ffffffff,4.0,4.0,0.0
84bb0e3ffffffff,2.0,0.0,0.0
84bb245ffffffff,2.0,0.0,2.0
84bb291ffffffff,13.0,7.0,0.0
84bb293ffffffff,9.0,9.0,0.0
84bb295ffffffff,69.0,55.0,3.0
84bb2bbffffffff,1.0,0.0,0.0
84bb2dbffffffff,231.0,153.0,7.0
84bb52dffffffff,2.0,0.0,2.0
84bb531ffffffff,10.0,5.0,5.0
84bb533ffffffff,6.0,0.0,0.0
84bb535ffffffff,4.0,3.0,1.0
84bb537ffffffff,66.0,9.0,42.0
84bb53dffffffff,4.0,0.0,1.0
84bb54bffffffff,5.0,0.0,5.0
84bb567ffffffff,9.0,0.0,9.0
84bb585ffffffff,2.0,0.0,2.0
84bb5a9ffffffff,4.0,2.0,2.0
84bb5e3ffffffff,2.0,0.0,1.0
84bb5e5ffffffff,2.0,0.0,2.0
84bb749ffffffff,1.0,0.0,0.0
84bc443ffffffff,2.0,0.0,0.0
84bc653ffffffff,1.0,1.0,0.0
84bc693ffffffff,68.0,34.0,0.0
84bc695ffffffff,1.0,0.0,0.0
84bc697ffffffff,10.0,6.0,0.0
84bc699ffffffff,2.0,2.0,0.0
84bc6c9ffffffff,5.0,0.0,0.0
84bc6d5ffffffff,3.0,0.0,0.0
84bc6d7ffffffff,4.0,1.0,0.0
84bc711ffffffff,2.0,0.0,0.0
84bd485ffffffff,3.0,0.0,0.0
84bd75bffffffff,2.0,0.0,0.0
84be089ffffffff,53.0,7.0,0.0
84be08dffffffff,157.0,9.0,0.0
84be0c1ffffffff,194.0,52.0,58.0
84be0c3ffffffff,84.0,22.0,6.0
84be0c7ffffffff,115.0,26.0,6.0
84be0d9ffffffff,1.0,0.0,0.0
84be0ddffffffff,13.0,0.0,0.0
84be0e1ffffffff,17.0,6.0,3.0
84be0e3ffffffff,550.0,144.0,129.0
84be0e5ffffffff,14.0,3.0,4.0
84be0e7ffffffff,32.0,10.0,7.0
84be0ebffffffff,18.0,2.0,2.0
84be1a9ffffffff,34.0,7.0,16.0
84be1d1ffffffff,1.0,1.0,0.0
84be1d9ffffffff,27.0,3.0,5.0
84be1dbffffffff,12.0,6.0,3.0
84be291ffffffff,1.0,0.0,0.0
84be293ffffffff,174.0,39.0,57.0
84be297ffffffff,22.0,3.0,3.0
84be29bffffffff,48.0,16.0,19.0
84be2b3ffffffff,3.0,0.0,0.0
84be2b5ffffffff,2.0,0.0,0.0
84be2b7ffffffff,2.0,1.0,1.0
84be607ffffffff,11.0,0.0,0.0
84be60dffffffff,4.0,0.0,0.0
84be611ffffffff,1.0,0.0,0.0
84be613ffffffff,8.0,0.0,0.0
84be617ffffffff,21.0,2.0,0.0
84be639ffffffff,65.0,24.0,0.0
84be63bffffffff,96.0,2.0,0.0
84be647ffffffff,1.0,0.0,0.0
84be681ffffffff,6.0,4.0,0.0
84be689ffffffff,565.0,279.0,186.0
84be68bffffffff,22.0,7.0,7.0
84be68dffffffff,84.0,44.0,6.0
84be691ffffffff,39.0,7.0,11.0
84be695ffffffff,117.0,42.0,52.0
84be69dffffffff,23.0,12.0,5.0
84be6c3ffffffff,8.0,5.0,3.0
84be6ebffffffff,3.0,0.0,0.0
84be749ffffffff,7.0,0.0,0.0
84be74bffffffff,2.0,0.0,0.0
84be74dffffffff,6.0,0.0,0.0
84be76dffffffff,2.0,0.0,0.0
84be889ffffffff,3.0,0.0,0.0
84be8ddffffffff,2.0,0.0,0.0
84beab7ffffffff,32.0,15.0,0.0
84beae3ffffffff,4.0,2.0,0.0
84bf2c7ffffffff,2.0,0.0,0.0
84bf49bffffffff,1.0,0.0,0.0
84bf4adffffffff,4.0,0.0,0.0
84bf4b1ffffffff,4.0,0.0,0.0
84bf4b9ffffffff,10.0,2.0,0.0
84bf4bbffffffff,2.0,0.0,0.0
84bf4c5ffffffff,1.0,1.0,0.0
84bf4c9ffffffff,1659.0,728.0,615.0
84bf4e5ffffffff,2.0,0.0,0.0
84bf4e7ffffffff,5.0,1.0,0.0
84bf5a5ffffffff,3.0,0.0,0.0
84bf5b1ffffffff,18.0,12.0,1.0
84bf5dbffffffff,4.0,0.0,0.0
84bf6b7ffffffff,3.0,0.0,0.0
84c01ebffffffff,1.0,0.0,0.0
84c0987ffffffff,1.0,0.0,0.0
84c0d49ffffffff,1.0,1.0,0.0
84c0e2dffffffff,2.0,0.0,0.0
84c2001ffffffff,4.0,0.0,0.0
84c2007ffffffff,5.0,0.0,0.0
84c2009ffffffff,2.0,0.0,0.0
84c200bffffffff,3.0,0.0,0.0
84c202dffffffff,3.0,0.0,0.0
84c2031ffffffff,25.0,2.0,0.0
84c2035ffffffff,49.0,0.0,0.0
84c2037ffffffff,41.0,0.0,0.0
84c2039ffffffff,20.0,0.0,0.0
84c203dffffffff,3.0,0.0,0.0
84c2043ffffffff,3.0,0.0,0.0
84c2051ffffffff,1.0,0.0,0.0
84c2053ffffffff,3.0,0.0,0.0
84c2055ffffffff,10.0,0.0,0.0
84c205bffffffff,4.0,0.0,0.0
84c205dffffffff,7.0,0.0,0.0
84c2111ffffffff,3.0,0.0,0.0
84c2113ffffffff,8.0,6.0,0.0
84c2119ffffffff,3.0,0.0,0.0
84c214bffffffff,2.0,1.0,0.0
84c2153ffffffff,2.0,0.0,0.0
84c2155ffffffff,1.0,1.0,0.0
84c2157ffffffff,4.0,2.0,0.0
84c215bffffffff,3.0,0.0,0.0
84c215dffffffff,4.0,0.0,0.0
84c2181ffffffff,5.0,0.0,0.0
84c2185ffffffff,1.0,0.0,0.0
84c2187ffffffff,6.0,0.0,0.0
84c2189ffffffff,6.0,0.0,0.0
84c218bffffffff,9.0,0.0,0.0
84c218dffffffff,1.0,1.0,0.0
