cell_id,Astur bicolor,Astur bicolor bicolor/fidens,Astur bicolor pileatus/guttifer
834508fffffffff,5.0,0.0,0.0
83450afffffffff,7.0,0.0,0.0
83450bfffffffff,8.0,0.0,0.0
83450cfffffffff,13.0,0.0,0.0
83450dfffffffff,24.0,0.0,0.0
83450efffffffff,6.0,0.0,0.0
834521fffffffff,2.0,0.0,0.0
834523fffffffff,15.0,0.0,0.0
834528fffffffff,45.0,6.0,0.0
834529fffffffff,3.0,0.0,0.0
83452afffffffff,91.0,0.0,0.0
83452bfffffffff,25.0,0.0,0.0
83452cfffffffff,17.0,0.0,0.0
83452dfffffffff,15.0,9.0,0.0
83452efffffffff,150.0,8.0,0.0
834576fffffffff,5.0,0.0,0.0
835f03fffffffff,2.0,0.0,0.0
835f12fffffffff,1.0,0.0,0.0
835f29fffffffff,8.0,0.0,0.0
835f2bfffffffff,7.0,0.0,0.0
835f2dfffffffff,2.0,0.0,0.0
835f43fffffffff,1.0,0.0,0.0
835f4bfffffffff,2.0,0.0,0.0
835f71fffffffff,2.0,1.0,0.0
835f75fffffffff,1.0,0.0,0.0
836602fffffffff,3.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0
836604fffffffff,7.0,0.0,0.0
836606fffffffff,5.0,0.0,0.0
836608fffffffff,4.0,0.0,0.0
83660afffffffff,4.0,0.0,0.0
83660bfffffffff,3.0,0.0,0.0
83660cfffffffff,9.0,0.0,0.0
836610fffffffff,13.0,0.0,0.0
836613fffffffff,38.0,0.0,0.0
836616fffffffff,7.0,0.0,0.0
836618fffffffff,1.0,0.0,0.0
836619fffffffff,6.0,0.0,0.0
83661afffffffff,6.0,0.0,0.0
83661bfffffffff,11.0,0.0,0.0
83661dfffffffff,4.0,0.0,0.0
83661efffffffff,1.0,0.0,0.0
836620fffffffff,76.0,3.0,0.0
836621fffffffff,13.0,0.0,0.0
836622fffffffff,30.0,5.0,0.0
836623fffffffff,8.0,6.0,0.0
836625fffffffff,8.0,0.0,0.0
836629fffffffff,2.0,0.0,0.0
83662efffffffff,5.0,0.0,0.0
836631fffffffff,14.0,1.0,0.0
836641fffffffff,2.0,0.0,0.0
83665afffffffff,13.0,1.0,0.0
83665bfffffffff,1.0,0.0,0.0
836663fffffffff,3.0,0.0,0.0
836684fffffffff,3.0,0.0,0.0
8366a0fffffffff,5.0,0.0,0.0
8366a1fffffffff,1.0,0.0,0.0
8366a3fffffffff,3.0,0.0,0.0
8366a5fffffffff,6.0,0.0,0.0
8366a6fffffffff,4.0,0.0,0.0
8366b0fffffffff,13.0,0.0,0.0
8366b4fffffffff,890.0,0.0,0.0
8366b5fffffffff,91.0,0.0,0.0
8366b6fffffffff,13.0,0.0,0.0
8366c1fffffffff,2.0,0.0,0.0
8366c3fffffffff,2.0,0.0,0.0
8366c4fffffffff,17.0,0.0,0.0
8366c6fffffffff,13.0,0.0,0.0
8366d0fffffffff,13.0,0.0,0.0
8366d1fffffffff,3.0,0.0,0.0
8366d2fffffffff,2.0,0.0,0.0
8366d3fffffffff,165.0,30.0,0.0
8366d4fffffffff,3.0,0.0,0.0
8366d5fffffffff,5.0,0.0,0.0
8366d8fffffffff,1.0,1.0,0.0
8366dafffffffff,3.0,0.0,0.0
8366dbfffffffff,2.0,0.0,0.0
8366dcfffffffff,47.0,1.0,0.0
8366ddfffffffff,1.0,0.0,0.0
8366defffffffff,43.0,1.0,0.0
8366e0fffffffff,7.0,0.0,0.0
8366e2fffffffff,11.0,0.0,0.0
8366e3fffffffff,4.0,0.0,0.0
8366e4fffffffff,5.0,0.0,0.0
8366e6fffffffff,35.0,0.0,0.0
8366ecfffffffff,3.0,0.0,0.0
8366eefffffffff,2.0,0.0,0.0
8366f0fffffffff,6.0,0.0,0.0
8366f1fffffffff,2.0,0.0,0.0
8366f5fffffffff,6.0,0.0,0.0
836741fffffffff,116.0,0.0,0.0
836742fffffffff,7.0,0.0,0.0
836743fffffffff,12.0,0.0,0.0
83674afffffffff,5.0,0.0,0.0
83674cfffffffff,18.0,0.0,0.0
83674efffffffff,27.0,0.0,0.0
836751fffffffff,3.0,0.0,0.0
836753fffffffff,17.0,0.0,0.0
83675afffffffff,6.0,2.0,0.0
83675cfffffffff,22.0,0.0,0.0
83675efffffffff,12.0,0.0,0.0
836794fffffffff,1.0,0.0,0.0
836796fffffffff,4.0,0.0,0.0
83679afffffffff,39.0,0.0,0.0
83679bfffffffff,6.0,0.0,0.0
836d21fffffffff,3.0,0.0,0.0
836d2cfffffffff,17.0,0.0,0.0
836d31fffffffff,4.0,0.0,0.0
836d35fffffffff,1.0,0.0,0.0
836d65fffffffff,4.0,4.0,0.0
836d68fffffffff,8.0,0.0,0.0
836d69fffffffff,667.0,0.0,0.0
836d6dfffffffff,30.0,0.0,0.0
838006fffffffff,3.0,0.0,0.0
838010fffffffff,9.0,0.0,0.0
838016fffffffff,4.0,0.0,0.0
838030fffffffff,5.0,0.0,0.0
838061fffffffff,1.0,0.0,0.0
838065fffffffff,1.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0
838102fffffffff,21.0,0.0,0.0
838104fffffffff,1.0,0.0,0.0
838118fffffffff,1.0,0.0,0.0
838121fffffffff,7.0,0.0,0.0
838123fffffffff,3.0,0.0,0.0
838124fffffffff,16.0,0.0,0.0
838130fffffffff,1.0,0.0,0.0
83814dfffffffff,9.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0
838188fffffffff,4.0,0.0,0.0
83818efffffffff,3.0,0.0,0.0
8381adfffffffff,1.0,0.0,0.0
838a05fffffffff,3.0,0.0,0.0
838a10fffffffff,2.0,0.0,0.0
838a31fffffffff,6.0,0.0,0.0
838a68fffffffff,4.0,0.0,0.0
838a69fffffffff,3.0,0.0,0.0
838a6dfffffffff,1.0,0.0,0.0
838a9cfffffffff,10.0,0.0,0.0
838af2fffffffff,7.0,0.0,0.0
838af4fffffffff,4.0,0.0,0.0
838af6fffffffff,5.0,0.0,0.0
838b0cfffffffff,2.0,0.0,0.0
838b20fffffffff,18.0,0.0,0.0
838b21fffffffff,12.0,0.0,0.0
838b22fffffffff,23.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0
838b2cfffffffff,7.0,0.0,0.0
838b2dfffffffff,4.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b36fffffffff,2.0,0.0,0.0
838b40fffffffff,2.0,0.0,0.0
838b44fffffffff,4.0,0.0,0.0
838b61fffffffff,18.0,0.0,0.0
838b62fffffffff,3.0,0.0,0.0
838b63fffffffff,26.0,0.0,0.0
838b69fffffffff,1.0,0.0,0.0
838b6efffffffff,9.0,0.0,0.0
838b71fffffffff,8.0,0.0,0.0
838b74fffffffff,14.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0
838b9dfffffffff,8.0,0.0,0.0
838ba0fffffffff,4.0,0.0,0.0
838ba6fffffffff,6.0,0.0,0.0
838bb5fffffffff,7.0,0.0,0.0
838e64fffffffff,2.0,0.0,0.0
838f08fffffffff,3.0,0.0,0.0
838f09fffffffff,2.0,0.0,0.0
838f0dfffffffff,67.0,9.0,0.0
838f2afffffffff,62.0,0.0,0.0
838f2bfffffffff,59.0,8.0,0.0
838f2cfffffffff,6.0,0.0,0.0
838f42fffffffff,2.0,0.0,0.0
838f43fffffffff,3.0,0.0,0.0
838f46fffffffff,6.0,0.0,0.0
838f50fffffffff,19.0,0.0,0.0
838f54fffffffff,20.0,0.0,0.0
838f55fffffffff,12.0,0.0,0.0
838f6efffffffff,2.0,0.0,0.0
838f70fffffffff,2.0,0.0,0.0
838f72fffffffff,12.0,1.0,0.0
838f73fffffffff,2.0,0.0,0.0
838f76fffffffff,4.0,4.0,0.0
83a596fffffffff,2.0,0.0,0.0
83a806fffffffff,56.0,0.0,0.0
83a810fffffffff,16.0,0.0,0.0
83a812fffffffff,64.0,0.0,0.0
83a813fffffffff,7.0,0.0,0.0
83a814fffffffff,40.0,0.0,0.0
83a815fffffffff,20.0,0.0,0.0
83a816fffffffff,3.0,0.0,0.0
83a81afffffffff,1.0,0.0,0.0
83a821fffffffff,1.0,0.0,0.0
83a824fffffffff,13.0,0.0,0.0
83a826fffffffff,1.0,0.0,0.0
83a831fffffffff,38.0,0.0,0.0
83a833fffffffff,9.0,0.0,0.0
83a840fffffffff,8.0,0.0,0.0
83a841fffffffff,2.0,0.0,0.0
83a844fffffffff,2.0,0.0,0.0
83a846fffffffff,10.0,0.0,0.0
83a859fffffffff,80.0,0.0,0.0
83a85dfffffffff,17.0,0.0,0.0
