cell_id,Pyrrhula pyrrhula,Pyrrhula pyrrhula [pyrrhula Group],Pyrrhula pyrrhula [griseiventris Group]
8310d5fffffffff,1.0,0.0,0.0
8310dcfffffffff,18.0,0.0,0.0
8310eefffffffff,63.0,0.0,0.0
8310f0fffffffff,4.0,2.0,0.0
8310f1fffffffff,2.0,0.0,0.0
8310f2fffffffff,1.0,0.0,0.0
831100fffffffff,5.0,0.0,0.0
831101fffffffff,1.0,0.0,0.0
831102fffffffff,1.0,0.0,0.0
831103fffffffff,29.0,0.0,0.0
831104fffffffff,10.0,0.0,0.0
831105fffffffff,12.0,2.0,0.0
831106fffffffff,320.0,3.0,0.0
831113fffffffff,4.0,0.0,0.0
831115fffffffff,1.0,0.0,0.0
831116fffffffff,33.0,0.0,0.0
831120fffffffff,2.0,1.0,0.0
831122fffffffff,2.0,0.0,0.0
831123fffffffff,31.0,0.0,0.0
831124fffffffff,13.0,0.0,0.0
831125fffffffff,9.0,4.0,0.0
831126fffffffff,230.0,65.0,0.0
831128fffffffff,15.0,2.0,0.0
831129fffffffff,2.0,0.0,0.0
83112afffffffff,5.0,2.0,0.0
83112cfffffffff,1.0,0.0,0.0
83112dfffffffff,6.0,0.0,0.0
83112efffffffff,23.0,6.0,0.0
831130fffffffff,8.0,0.0,0.0
831133fffffffff,3.0,0.0,0.0
831134fffffffff,71.0,0.0,0.0
831135fffffffff,14.0,0.0,0.0
831136fffffffff,46.0,0.0,0.0
831154fffffffff,3.0,0.0,0.0
83115cfffffffff,1.0,1.0,0.0
831165fffffffff,2.0,0.0,0.0
831181fffffffff,129.0,0.0,0.0
831185fffffffff,7.0,0.0,0.0
83118afffffffff,4.0,0.0,0.0
83118bfffffffff,2.0,0.0,0.0
83118cfffffffff,103.0,12.0,0.0
83118efffffffff,5.0,0.0,0.0
83119cfffffffff,9.0,0.0,0.0
8311a6fffffffff,2.0,0.0,0.0
8311a8fffffffff,2.0,0.0,0.0
8311aafffffffff,743.0,2.0,0.0
8311abfffffffff,46.0,7.0,0.0
8311acfffffffff,2.0,0.0,0.0
8311aefffffffff,101.0,24.0,0.0
8311b4fffffffff,24.0,0.0,0.0
8311b6fffffffff,2.0,0.0,0.0
83148cfffffffff,2.0,0.0,0.0
83149afffffffff,2.0,0.0,0.0
8314c8fffffffff,1.0,0.0,1.0
83158efffffffff,2.0,0.0,0.0
831598fffffffff,20.0,4.0,2.0
83159cfffffffff,2.0,0.0,0.0
831616fffffffff,18.0,0.0,0.0
831630fffffffff,2.0,0.0,0.0
83178bfffffffff,4.0,0.0,0.0
831801fffffffff,16.0,0.0,0.0
831805fffffffff,28.0,4.0,0.0
831820fffffffff,4.0,0.0,0.0
831821fffffffff,1.0,0.0,0.0
831823fffffffff,25.0,10.0,0.0
831825fffffffff,14.0,5.0,0.0
831828fffffffff,56.0,7.0,0.0
831829fffffffff,4.0,0.0,0.0
83182afffffffff,47.0,0.0,0.0
83182cfffffffff,537.0,17.0,0.0
83182dfffffffff,12.0,0.0,0.0
83182efffffffff,120.0,43.0,0.0
831840fffffffff,2.0,0.0,0.0
831844fffffffff,10.0,0.0,0.0
831845fffffffff,18.0,0.0,0.0
831846fffffffff,5.0,0.0,0.0
831849fffffffff,622.0,0.0,0.0
83184afffffffff,9.0,0.0,0.0
83184bfffffffff,789.0,10.0,0.0
83184dfffffffff,5.0,0.0,0.0
831859fffffffff,67.0,0.0,0.0
83185bfffffffff,161.0,0.0,0.0
831860fffffffff,8.0,2.0,0.0
831862fffffffff,14.0,9.0,0.0
831863fffffffff,4.0,0.0,0.0
831865fffffffff,3.0,0.0,0.0
831866fffffffff,12.0,2.0,0.0
831869fffffffff,2.0,0.0,0.0
83186afffffffff,5.0,0.0,0.0
83186cfffffffff,9.0,0.0,0.0
83186dfffffffff,3.0,3.0,0.0
831870fffffffff,62.0,8.0,0.0
831871fffffffff,5.0,1.0,0.0
831873fffffffff,92.0,19.0,0.0
831874fffffffff,38.0,4.0,0.0
831875fffffffff,12.0,0.0,0.0
831876fffffffff,18.0,2.0,0.0
831908fffffffff,42.0,12.0,0.0
831909fffffffff,99.0,14.0,0.0
83190bfffffffff,17.0,4.0,0.0
83190cfffffffff,22.0,4.0,0.0
83190dfffffffff,244.0,46.0,0.0
83190efffffffff,11.0,4.0,0.0
831929fffffffff,2.0,0.0,0.0
83192afffffffff,5.0,2.0,0.0
83192bfffffffff,70.0,30.0,0.0
831940fffffffff,262.0,25.0,0.0
831941fffffffff,836.0,221.0,0.0
831942fffffffff,1702.0,694.0,0.0
831943fffffffff,604.0,135.0,0.0
831946fffffffff,140.0,18.0,0.0
831948fffffffff,246.0,61.0,0.0
831949fffffffff,11.0,2.0,0.0
83194afffffffff,759.0,57.0,0.0
83194bfffffffff,15.0,5.0,0.0
83194cfffffffff,238.0,35.0,0.0
83194dfffffffff,20.0,5.0,0.0
83194efffffffff,217.0,11.0,0.0
831950fffffffff,1.0,1.0,0.0
831951fffffffff,419.0,54.0,0.0
831952fffffffff,45.0,9.0,0.0
831953fffffffff,36.0,8.0,0.0
831954fffffffff,38.0,2.0,0.0
831955fffffffff,200.0,57.0,0.0
831956fffffffff,11.0,0.0,0.0
831958fffffffff,205.0,7.0,0.0
831959fffffffff,663.0,28.0,0.0
83195afffffffff,105.0,7.0,0.0
83195bfffffffff,125.0,17.0,0.0
83195cfffffffff,765.0,68.0,0.0
83195dfffffffff,562.0,33.0,0.0
83195efffffffff,51.0,5.0,0.0
831968fffffffff,15.0,0.0,0.0
831969fffffffff,138.0,0.0,0.0
83196bfffffffff,29.0,0.0,0.0
83196dfffffffff,87.0,0.0,0.0
831972fffffffff,462.0,13.0,0.0
831973fffffffff,284.0,5.0,0.0
831976fffffffff,30.0,0.0,0.0
831e00fffffffff,17.0,0.0,0.0
831e01fffffffff,67.0,0.0,0.0
831e02fffffffff,63.0,8.0,0.0
831e03fffffffff,111.0,4.0,0.0
831e04fffffffff,162.0,0.0,0.0
831e05fffffffff,108.0,0.0,0.0
831e06fffffffff,226.0,0.0,0.0
831e08fffffffff,54.0,0.0,0.0
831e09fffffffff,6.0,0.0,0.0
831e0afffffffff,163.0,0.0,0.0
831e0bfffffffff,5.0,0.0,0.0
831e0cfffffffff,15.0,0.0,0.0
831e0dfffffffff,6.0,0.0,0.0
831e0efffffffff,103.0,0.0,0.0
831e10fffffffff,11.0,0.0,0.0
831e11fffffffff,10.0,2.0,0.0
831e12fffffffff,84.0,0.0,0.0
831e13fffffffff,44.0,2.0,0.0
831e14fffffffff,27.0,0.0,0.0
831e15fffffffff,33.0,2.0,0.0
831e16fffffffff,115.0,0.0,0.0
831e19fffffffff,11.0,0.0,0.0
831e1bfffffffff,28.0,0.0,0.0
831e1cfffffffff,20.0,1.0,0.0
831e1dfffffffff,4.0,0.0,0.0
831e1efffffffff,8.0,1.0,0.0
831e20fffffffff,21.0,0.0,0.0
831e21fffffffff,8.0,0.0,0.0
831e22fffffffff,277.0,0.0,0.0
831e23fffffffff,59.0,0.0,0.0
831e24fffffffff,61.0,0.0,0.0
831e25fffffffff,10.0,0.0,0.0
831e26fffffffff,24.0,0.0,0.0
831e28fffffffff,12.0,0.0,0.0
831e29fffffffff,5.0,0.0,0.0
831e2afffffffff,83.0,1.0,0.0
831e2bfffffffff,46.0,0.0,0.0
831e2cfffffffff,6.0,0.0,0.0
831e2dfffffffff,8.0,0.0,0.0
831e2efffffffff,110.0,0.0,0.0
831e30fffffffff,123.0,0.0,0.0
831e31fffffffff,28.0,0.0,0.0
831e32fffffffff,238.0,10.0,0.0
831e33fffffffff,50.0,0.0,0.0
831e34fffffffff,144.0,3.0,0.0
831e35fffffffff,324.0,0.0,0.0
831e36fffffffff,56.0,0.0,0.0
831e42fffffffff,29.0,0.0,0.0
831e46fffffffff,11.0,0.0,0.0
831e4dfffffffff,7.0,0.0,0.0
831e50fffffffff,2.0,0.0,0.0
831e51fffffffff,15.0,0.0,0.0
831e52fffffffff,34.0,0.0,0.0
831e53fffffffff,1.0,0.0,0.0
831e54fffffffff,1.0,0.0,0.0
831e55fffffffff,6.0,0.0,0.0
831e5cfffffffff,4.0,0.0,0.0
831e60fffffffff,12.0,0.0,0.0
831e61fffffffff,4.0,0.0,0.0
831e63fffffffff,73.0,0.0,0.0
831e64fffffffff,1.0,0.0,0.0
831e65fffffffff,2.0,0.0,0.0
831e66fffffffff,6.0,0.0,0.0
831e6bfffffffff,2.0,0.0,0.0
831e6dfffffffff,17.0,0.0,0.0
831e6efffffffff,2.0,0.0,0.0
831e72fffffffff,3.0,0.0,0.0
831e73fffffffff,2.0,0.0,0.0
831e74fffffffff,14.0,0.0,0.0
831e75fffffffff,9.0,0.0,0.0
831e76fffffffff,25.0,0.0,0.0
831e80fffffffff,3.0,0.0,0.0
831e81fffffffff,2.0,0.0,0.0
831e8afffffffff,2.0,0.0,0.0
831ea2fffffffff,4.0,0.0,0.0
831ea4fffffffff,8.0,4.0,0.0
831ea5fffffffff,1.0,0.0,0.0
831ea9fffffffff,6.0,0.0,0.0
831eacfffffffff,11.0,0.0,0.0
831eadfffffffff,4.0,0.0,0.0
831ec0fffffffff,155.0,0.0,0.0
831ec1fffffffff,21.0,0.0,0.0
831ec2fffffffff,55.0,0.0,0.0
831ec3fffffffff,129.0,0.0,0.0
831ec4fffffffff,13.0,0.0,0.0
831ec5fffffffff,14.0,0.0,0.0
831ec6fffffffff,9.0,0.0,0.0
831ecafffffffff,12.0,0.0,0.0
831ecbfffffffff,2.0,0.0,0.0
831ecdfffffffff,1.0,0.0,0.0
831ed1fffffffff,5.0,0.0,0.0
831ed3fffffffff,1.0,0.0,0.0
831ed5fffffffff,1.0,0.0,0.0
831ee0fffffffff,1.0,0.0,0.0
831ee2fffffffff,2.0,0.0,0.0
831ee3fffffffff,15.0,0.0,0.0
831ee6fffffffff,17.0,0.0,0.0
831ee9fffffffff,3.0,0.0,0.0
831eeafffffffff,2.0,0.0,0.0
831eebfffffffff,7.0,0.0,0.0
831ef0fffffffff,12.0,0.0,0.0
831ef1fffffffff,10.0,0.0,0.0
831ef2fffffffff,3.0,0.0,0.0
831ef3fffffffff,3.0,0.0,0.0
831ef4fffffffff,5.0,0.0,0.0
831ef5fffffffff,3.0,0.0,0.0
831ef6fffffffff,5.0,0.0,0.0
831f00fffffffff,34.0,19.0,0.0
831f01fffffffff,14.0,1.0,0.0
831f02fffffffff,90.0,0.0,0.0
831f03fffffffff,28.0,0.0,0.0
831f04fffffffff,20.0,5.0,0.0
831f05fffffffff,128.0,11.0,0.0
831f06fffffffff,85.0,10.0,0.0
831f08fffffffff,1.0,0.0,0.0
831f09fffffffff,2.0,0.0,0.0
831f0afffffffff,12.0,0.0,0.0
831f0bfffffffff,2.0,0.0,0.0
831f0dfffffffff,6.0,0.0,0.0
831f10fffffffff,87.0,0.0,0.0
831f11fffffffff,27.0,0.0,0.0
831f12fffffffff,181.0,0.0,0.0
831f13fffffffff,173.0,7.0,0.0
831f14fffffffff,57.0,0.0,0.0
831f15fffffffff,81.0,20.0,0.0
831f16fffffffff,27.0,0.0,0.0
831f18fffffffff,36.0,3.0,0.0
831f19fffffffff,38.0,0.0,0.0
831f1afffffffff,134.0,28.0,0.0
831f1bfffffffff,26.0,3.0,0.0
831f1cfffffffff,7.0,2.0,0.0
831f1dfffffffff,69.0,9.0,0.0
831f1efffffffff,9.0,6.0,0.0
831f20fffffffff,14.0,3.0,0.0
831f21fffffffff,3.0,0.0,0.0
831f22fffffffff,73.0,4.0,0.0
831f23fffffffff,62.0,21.0,0.0
831f24fffffffff,47.0,8.0,0.0
831f25fffffffff,15.0,0.0,0.0
831f26fffffffff,18.0,0.0,0.0
831f28fffffffff,18.0,0.0,0.0
831f29fffffffff,59.0,0.0,0.0
831f2afffffffff,166.0,135.0,0.0
831f2cfffffffff,14.0,0.0,0.0
831f2dfffffffff,27.0,0.0,0.0
831f2efffffffff,25.0,0.0,0.0
831f31fffffffff,34.0,6.0,0.0
831f32fffffffff,1.0,0.0,0.0
831f33fffffffff,16.0,2.0,0.0
831f35fffffffff,30.0,18.0,0.0
831f40fffffffff,41.0,0.0,0.0
831f41fffffffff,2.0,0.0,0.0
831f42fffffffff,17.0,0.0,0.0
831f43fffffffff,6.0,0.0,0.0
831f45fffffffff,7.0,0.0,0.0
831f46fffffffff,1.0,0.0,0.0
831f48fffffffff,2.0,0.0,0.0
831f4afffffffff,15.0,0.0,0.0
831f4bfffffffff,6.0,0.0,0.0
831f4cfffffffff,10.0,0.0,0.0
831f4dfffffffff,2.0,0.0,0.0
831f4efffffffff,235.0,0.0,0.0
831f50fffffffff,2.0,0.0,0.0
831f51fffffffff,58.0,4.0,0.0
831f52fffffffff,25.0,0.0,0.0
831f53fffffffff,60.0,0.0,0.0
831f55fffffffff,5.0,0.0,0.0
831f56fffffffff,13.0,0.0,0.0
831f58fffffffff,10.0,0.0,0.0
831f5afffffffff,23.0,0.0,0.0
831f5cfffffffff,39.0,0.0,0.0
831f5efffffffff,70.0,0.0,0.0
831f60fffffffff,53.0,0.0,0.0
831f61fffffffff,27.0,0.0,0.0
831f63fffffffff,1.0,0.0,0.0
831f64fffffffff,8.0,0.0,0.0
831f65fffffffff,14.0,0.0,0.0
831f66fffffffff,4.0,0.0,0.0
831f68fffffffff,3.0,0.0,0.0
831f6afffffffff,1.0,0.0,0.0
831f6cfffffffff,4.0,0.0,0.0
831f6efffffffff,8.0,0.0,0.0
831f71fffffffff,96.0,0.0,0.0
831f72fffffffff,174.0,0.0,0.0
831f75fffffffff,5.0,0.0,0.0
831f80fffffffff,35.0,0.0,0.0
831f81fffffffff,71.0,0.0,0.0
831f82fffffffff,107.0,10.0,0.0
831f83fffffffff,92.0,0.0,0.0
831f84fffffffff,12.0,3.0,0.0
831f85fffffffff,50.0,5.0,0.0
831f88fffffffff,256.0,53.0,0.0
831f89fffffffff,147.0,26.0,0.0
831f8afffffffff,40.0,1.0,0.0
831f8bfffffffff,65.0,3.0,0.0
831f8cfffffffff,32.0,0.0,0.0
831f8dfffffffff,294.0,87.0,0.0
831f8efffffffff,91.0,15.0,0.0
831f91fffffffff,91.0,58.0,0.0
831f92fffffffff,4.0,0.0,0.0
831f93fffffffff,25.0,6.0,0.0
831f95fffffffff,3.0,2.0,0.0
831f96fffffffff,8.0,0.0,0.0
831f98fffffffff,13.0,2.0,0.0
831f99fffffffff,2.0,0.0,0.0
831f9afffffffff,17.0,0.0,0.0
831f9cfffffffff,108.0,22.0,0.0
831f9dfffffffff,10.0,3.0,0.0
831f9efffffffff,62.0,2.0,0.0
831fa0fffffffff,70.0,0.0,0.0
831fa1fffffffff,58.0,0.0,0.0
831fa2fffffffff,20.0,0.0,0.0
831fa3fffffffff,79.0,0.0,0.0
831fa4fffffffff,39.0,0.0,0.0
831fa5fffffffff,58.0,0.0,0.0
831fa6fffffffff,29.0,0.0,0.0
831fa8fffffffff,52.0,8.0,0.0
831fa9fffffffff,59.0,0.0,0.0
831faafffffffff,29.0,0.0,0.0
831fabfffffffff,29.0,0.0,0.0
831facfffffffff,27.0,0.0,0.0
831fadfffffffff,9.0,0.0,0.0
831faefffffffff,48.0,0.0,0.0
831fb0fffffffff,16.0,6.0,0.0
831fb1fffffffff,18.0,0.0,0.0
831fb2fffffffff,10.0,0.0,0.0
831fb4fffffffff,26.0,5.0,0.0
831fb5fffffffff,7.0,4.0,0.0
831fb6fffffffff,4.0,0.0,0.0
832045fffffffff,4.0,3.0,0.0
83204dfffffffff,4.0,0.0,0.0
832068fffffffff,3.0,1.0,0.0
83206afffffffff,1.0,1.0,0.0
83206bfffffffff,5.0,1.0,0.0
83206dfffffffff,2.0,0.0,0.0
832125fffffffff,1.0,0.0,0.0
83240afffffffff,1.0,0.0,0.0
832423fffffffff,1.0,0.0,1.0
83242cfffffffff,1.0,0.0,1.0
832512fffffffff,4.0,4.0,0.0
832546fffffffff,38.0,0.0,0.0
83255afffffffff,52.0,11.0,7.0
832571fffffffff,18.0,0.0,0.0
832c00fffffffff,1.0,0.0,0.0
832c01fffffffff,17.0,0.0,0.0
832c04fffffffff,77.0,0.0,0.0
832c05fffffffff,3.0,0.0,0.0
832c09fffffffff,3.0,0.0,0.0
832c0bfffffffff,5.0,0.0,0.0
832c0cfffffffff,1.0,0.0,0.0
832c0dfffffffff,2.0,0.0,0.0
832c19fffffffff,11.0,0.0,0.0
832c1bfffffffff,2.0,0.0,0.0
832c1dfffffffff,3.0,0.0,0.0
832c20fffffffff,5.0,0.0,0.0
832c21fffffffff,4.0,0.0,0.0
832c23fffffffff,22.0,0.0,0.0
832c26fffffffff,24.0,0.0,0.0
832c28fffffffff,107.0,0.0,0.0
832c2afffffffff,6.0,0.0,0.0
832c2bfffffffff,7.0,0.0,0.0
832c2cfffffffff,19.0,0.0,0.0
832c2efffffffff,26.0,0.0,0.0
832cc0fffffffff,2.0,0.0,0.0
832cc2fffffffff,2.0,0.0,0.0
832cc6fffffffff,3.0,0.0,0.0
832cf1fffffffff,5.0,0.0,0.0
832cf3fffffffff,6.0,0.0,0.0
832cf5fffffffff,2.0,0.0,0.0
832d00fffffffff,9.0,0.0,0.0
832d04fffffffff,11.0,0.0,0.0
832d06fffffffff,4.0,0.0,0.0
832d18fffffffff,2.0,0.0,0.0
832d19fffffffff,9.0,0.0,0.0
832d1dfffffffff,4.0,0.0,0.0
832d31fffffffff,46.0,0.0,0.0
832d33fffffffff,58.0,0.0,0.0
832d34fffffffff,21.0,0.0,0.0
832d35fffffffff,13.0,0.0,0.0
832d36fffffffff,6.0,0.0,0.0
832d5cfffffffff,1.0,0.0,0.0
832d64fffffffff,36.0,0.0,0.0
832e0efffffffff,2.0,0.0,0.0
832e12fffffffff,3.0,0.0,0.0
832e13fffffffff,14.0,0.0,9.0
832e1afffffffff,15.0,0.0,3.0
832e1bfffffffff,8.0,0.0,1.0
832e1efffffffff,2.0,0.0,0.0
832e61fffffffff,5.0,0.0,0.0
832e66fffffffff,1.0,0.0,0.0
832e6dfffffffff,20.0,0.0,0.0
832e74fffffffff,6.0,0.0,1.0
832e75fffffffff,41.0,0.0,16.0
832e88fffffffff,12.0,0.0,11.0
832ea1fffffffff,2.0,0.0,2.0
832eacfffffffff,57.0,0.0,18.0
832eadfffffffff,49.0,0.0,14.0
832ec2fffffffff,3.0,0.0,0.0
832edcfffffffff,7.0,0.0,0.0
832ef2fffffffff,3.0,0.0,0.0
832f58fffffffff,2.0,0.0,0.0
832f5afffffffff,15.0,0.0,5.0
832f5bfffffffff,41.0,0.0,4.0
833025fffffffff,3.0,0.0,0.0
8330c4fffffffff,1.0,0.0,0.0
8330e0fffffffff,2.0,0.0,0.0
8330e1fffffffff,25.0,0.0,0.0
8330e5fffffffff,6.0,0.0,0.0
8330e8fffffffff,2.0,0.0,0.0
833145fffffffff,1.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0
83316cfffffffff,2.0,0.0,0.0
83316efffffffff,1.0,0.0,0.0
833900fffffffff,41.0,0.0,0.0
833901fffffffff,10.0,0.0,0.0
833902fffffffff,8.0,0.0,0.0
833903fffffffff,9.0,0.0,0.0
833904fffffffff,86.0,0.0,0.0
833905fffffffff,28.0,0.0,0.0
833906fffffffff,74.0,0.0,0.0
83390afffffffff,4.0,0.0,0.0
83390bfffffffff,3.0,0.0,0.0
833910fffffffff,168.0,7.0,0.0
833911fffffffff,62.0,0.0,0.0
833915fffffffff,113.0,0.0,0.0
833918fffffffff,34.0,0.0,0.0
833919fffffffff,15.0,0.0,0.0
83391cfffffffff,19.0,0.0,0.0
83391dfffffffff,10.0,0.0,0.0
83391efffffffff,16.0,0.0,0.0
833920fffffffff,197.0,0.0,0.0
833921fffffffff,109.0,2.0,0.0
833922fffffffff,76.0,0.0,0.0
833923fffffffff,169.0,0.0,0.0
833924fffffffff,31.0,0.0,0.0
833925fffffffff,258.0,0.0,0.0
833929fffffffff,337.0,0.0,0.0
83392cfffffffff,282.0,0.0,0.0
83392dfffffffff,546.0,0.0,0.0
83392efffffffff,33.0,0.0,0.0
833931fffffffff,19.0,0.0,0.0
833933fffffffff,28.0,0.0,0.0
833944fffffffff,122.0,0.0,0.0
833945fffffffff,2.0,0.0,0.0
833960fffffffff,5.0,0.0,0.0
833962fffffffff,252.0,0.0,0.0
833963fffffffff,67.0,0.0,0.0
833964fffffffff,4.0,0.0,0.0
833966fffffffff,37.0,1.0,0.0
833968fffffffff,1.0,0.0,0.0
833969fffffffff,1.0,0.0,0.0
83396cfffffffff,2.0,0.0,0.0
83396dfffffffff,21.0,0.0,0.0
833974fffffffff,59.0,0.0,0.0
833975fffffffff,521.0,18.0,0.0
833976fffffffff,6.0,0.0,0.0
