cell_id,Agelaius phoeniceus,Agelaius phoeniceus [phoeniceus Group],Agelaius phoeniceus californicus/mailliardorum,Agelaius phoeniceus gubernator
822b1ffffffffff,15153.0,299.0,0.0,0.0
822b27fffffffff,1380.0,0.0,0.0,0.0
822b2ffffffffff,562.0,0.0,0.0,0.0
822b37fffffffff,2739.0,0.0,0.0,0.0
822b87fffffffff,53532.0,2250.0,0.0,0.0
822b8ffffffffff,99295.0,11507.0,0.0,0.0
822b97fffffffff,7627.0,436.0,0.0,0.0
822b9ffffffffff,142985.0,12331.0,0.0,0.0
822ba7fffffffff,11123.0,2.0,0.0,0.0
822baffffffffff,119154.0,239.0,0.0,0.0
822bb7fffffffff,2674.0,0.0,0.0,0.0
824417fffffffff,17833.0,912.0,0.0,0.0
82441ffffffffff,27610.0,651.0,0.0,0.0
824447fffffffff,31871.0,2.0,0.0,0.0
82444ffffffffff,7352.0,26.0,0.0,0.0
824457fffffffff,26310.0,771.0,0.0,0.0
82445ffffffffff,5176.0,222.0,0.0,0.0
824467fffffffff,3504.0,0.0,0.0,0.0
82446ffffffffff,54282.0,1031.0,0.0,0.0
824477fffffffff,8242.0,0.0,0.0,0.0
824487fffffffff,2774.0,0.0,0.0,0.0
8244a7fffffffff,8454.0,545.0,0.0,0.0
8244affffffffff,52730.0,2307.0,0.0,0.0
8244b7fffffffff,541.0,0.0,0.0,0.0
8244c7fffffffff,19791.0,388.0,0.0,0.0
8244cffffffffff,14435.0,87.0,0.0,0.0
8244d7fffffffff,40629.0,1354.0,0.0,0.0
8244dffffffffff,18952.0,758.0,0.0,0.0
8244e7fffffffff,15278.0,649.0,0.0,0.0
8244effffffffff,5413.0,139.0,0.0,0.0
8244f7fffffffff,34716.0,1925.0,0.0,0.0
824507fffffffff,162.0,2.0,0.0,0.0
82450ffffffffff,2485.0,317.0,0.0,0.0
82451ffffffffff,91.0,0.0,0.0,0.0
824527fffffffff,1400.0,0.0,0.0,0.0
82452ffffffffff,6353.0,170.0,0.0,0.0
824537fffffffff,363.0,0.0,0.0,0.0
824577fffffffff,748.0,214.0,0.0,0.0
824807fffffffff,246.0,0.0,0.0,0.0
82480ffffffffff,154.0,7.0,0.0,0.0
824817fffffffff,293.0,0.0,0.0,87.0
82481ffffffffff,107.0,0.0,0.0,0.0
824827fffffffff,100.0,2.0,0.0,0.0
82482ffffffffff,87.0,6.0,0.0,0.0
824837fffffffff,1386.0,2.0,0.0,12.0
82484ffffffffff,194.0,0.0,0.0,0.0
824857fffffffff,405.0,7.0,0.0,0.0
82485ffffffffff,7153.0,181.0,0.0,0.0
824877fffffffff,9.0,0.0,0.0,0.0
824887fffffffff,9933.0,154.0,0.0,0.0
82488ffffffffff,5201.0,61.0,0.0,0.0
824897fffffffff,31919.0,670.0,0.0,0.0
82489ffffffffff,27185.0,156.0,0.0,0.0
8248a7fffffffff,797.0,0.0,0.0,0.0
8248affffffffff,133.0,0.0,0.0,0.0
8248b7fffffffff,62109.0,851.0,0.0,0.0
8248c7fffffffff,13697.0,596.0,0.0,0.0
8248cffffffffff,4679.0,376.0,0.0,0.0
8248d7fffffffff,3436.0,140.0,0.0,0.0
8248dffffffffff,16720.0,577.0,0.0,0.0
8248e7fffffffff,149.0,14.0,0.0,0.0
8248effffffffff,47961.0,3033.0,0.0,0.0
8248f7fffffffff,752.0,12.0,0.0,0.0
824987fffffffff,1350.0,0.0,0.0,131.0
82498ffffffffff,28.0,0.0,0.0,0.0
824997fffffffff,3893.0,53.0,0.0,415.0
82499ffffffffff,117.0,0.0,0.0,0.0
8249affffffffff,618.0,11.0,0.0,3.0
8249b7fffffffff,295.0,0.0,0.0,27.0
8266b7fffffffff,193.0,0.0,0.0,0.0
826797fffffffff,35.0,0.0,0.0,0.0
82679ffffffffff,419.0,0.0,0.0,0.0
8267b7fffffffff,5.0,0.0,0.0,0.0
826d07fffffffff,238.0,22.0,0.0,0.0
826d17fffffffff,31.0,1.0,0.0,0.0
826d27fffffffff,747.0,48.0,0.0,0.0
826d2ffffffffff,486.0,26.0,0.0,0.0
826d37fffffffff,3112.0,82.0,0.0,0.0
826d67fffffffff,1439.0,0.0,0.0,0.0
826d6ffffffffff,11565.0,0.0,0.0,0.0
826d77fffffffff,1053.0,3.0,0.0,0.0
