cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
825f0ffffffffff,858.0,0.0,0.0
825f17fffffffff,119.0,0.0,0.0
825f1ffffffffff,150.0,0.0,0.0
825f2ffffffffff,707.0,0.0,0.0
825f47fffffffff,179.0,0.0,2.0
825f4ffffffffff,90.0,0.0,0.0
825f57fffffffff,5.0,0.0,0.0
825f5ffffffffff,1862.0,0.0,0.0
825f6ffffffffff,16.0,0.0,0.0
825f77fffffffff,20.0,0.0,0.0
826607fffffffff,1524.0,46.0,0.0
82660ffffffffff,1193.0,44.0,0.0
826617fffffffff,2800.0,231.0,2.0
82661ffffffffff,1877.0,48.0,19.0
826627fffffffff,1972.0,220.0,0.0
82662ffffffffff,200.0,2.0,0.0
826637fffffffff,597.0,10.0,0.0
826647fffffffff,288.0,0.0,18.0
826657fffffffff,1150.0,0.0,29.0
82665ffffffffff,105.0,0.0,12.0
826667fffffffff,265.0,0.0,2.0
826677fffffffff,1002.0,0.0,54.0
8266a7fffffffff,9286.0,859.0,0.0
8266c7fffffffff,1590.0,11.0,0.0
8266cffffffffff,115.0,0.0,0.0
8266d7fffffffff,423.0,0.0,52.0
8266dffffffffff,981.0,0.0,125.0
8266e7fffffffff,4316.0,65.0,33.0
8266effffffffff,428.0,0.0,0.0
8266f7fffffffff,2982.0,0.0,102.0
826747fffffffff,356.0,0.0,20.0
82674ffffffffff,769.0,0.0,43.0
826757fffffffff,775.0,0.0,2.0
82675ffffffffff,569.0,0.0,11.0
82678ffffffffff,2.0,0.0,0.0
828007fffffffff,5.0,0.0,0.0
82800ffffffffff,37.0,0.0,5.0
828017fffffffff,518.0,0.0,63.0
82801ffffffffff,3.0,0.0,0.0
82802ffffffffff,2.0,0.0,0.0
828037fffffffff,278.0,0.0,52.0
828047fffffffff,50.0,0.0,0.0
82804ffffffffff,10.0,0.0,0.0
828057fffffffff,56.0,0.0,0.0
828067fffffffff,7.0,0.0,0.0
82806ffffffffff,40.0,0.0,0.0
828077fffffffff,21.0,0.0,0.0
8280a7fffffffff,4.0,0.0,4.0
828107fffffffff,14.0,0.0,1.0
828117fffffffff,115.0,0.0,15.0
82811ffffffffff,18.0,0.0,5.0
828127fffffffff,25.0,0.0,9.0
82812ffffffffff,24.0,0.0,9.0
828137fffffffff,176.0,0.0,13.0
828147fffffffff,121.0,0.0,0.0
82814ffffffffff,240.0,0.0,0.0
828157fffffffff,6.0,0.0,0.0
82815ffffffffff,111.0,0.0,1.0
828167fffffffff,113.0,0.0,2.0
828177fffffffff,153.0,0.0,0.0
828187fffffffff,291.0,0.0,31.0
82818ffffffffff,61.0,0.0,2.0
82819ffffffffff,20.0,0.0,0.0
8281a7fffffffff,56.0,0.0,21.0
8281affffffffff,68.0,0.0,9.0
828a07fffffffff,45.0,0.0,7.0
828a1ffffffffff,8.0,0.0,3.0
828a27fffffffff,30.0,0.0,1.0
828a2ffffffffff,3.0,0.0,0.0
828a37fffffffff,7.0,0.0,0.0
828a47fffffffff,872.0,0.0,3.0
828a57fffffffff,60.0,0.0,0.0
828a6ffffffffff,1434.0,0.0,0.0
828a77fffffffff,27.0,0.0,0.0
828a87fffffffff,15.0,0.0,0.0
828a8ffffffffff,65.0,0.0,5.0
828a97fffffffff,12.0,0.0,0.0
828a9ffffffffff,44.0,0.0,0.0
828aaffffffffff,129.0,0.0,23.0
828ab7fffffffff,3.0,0.0,0.0
828ad7fffffffff,2.0,0.0,0.0
828adffffffffff,216.0,0.0,0.0
828ae7fffffffff,14.0,0.0,0.0
828af7fffffffff,605.0,0.0,73.0
828b07fffffffff,47.0,0.0,0.0
828b0ffffffffff,487.0,0.0,0.0
828b17fffffffff,30.0,0.0,1.0
828b1ffffffffff,28.0,0.0,0.0
828b27fffffffff,788.0,0.0,0.0
828b2ffffffffff,428.0,0.0,0.0
828b37fffffffff,117.0,0.0,0.0
828b47fffffffff,595.0,0.0,33.0
