cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
828b4ffffffffff,12.0,0.0,3.0
828b57fffffffff,109.0,0.0,4.0
828b5ffffffffff,43.0,0.0,19.0
828b67fffffffff,295.0,0.0,41.0
828b6ffffffffff,197.0,0.0,14.0
828b77fffffffff,170.0,0.0,0.0
828b87fffffffff,25.0,0.0,0.0
828b8ffffffffff,20.0,0.0,2.0
828b97fffffffff,1.0,0.0,0.0
828b9ffffffffff,304.0,0.0,22.0
828ba7fffffffff,170.0,0.0,37.0
828bb7fffffffff,31.0,0.0,0.0
828e67fffffffff,104.0,0.0,0.0
828f0ffffffffff,215.0,0.0,16.0
828f27fffffffff,7.0,0.0,0.0
828f2ffffffffff,1266.0,0.0,107.0
828f47fffffffff,629.0,0.0,35.0
828f4ffffffffff,197.0,0.0,0.0
828f5ffffffffff,7.0,0.0,0.0
828f67fffffffff,321.0,0.0,0.0
828f6ffffffffff,172.0,0.0,0.0
828f77fffffffff,23.0,0.0,0.0
82a597fffffffff,46.0,0.0,6.0
82a807fffffffff,445.0,0.0,74.0
82a80ffffffffff,99.0,0.0,6.0
82a817fffffffff,3011.0,0.0,300.0
82a81ffffffffff,2379.0,0.0,27.0
82a827fffffffff,109.0,0.0,4.0
82a82ffffffffff,123.0,0.0,0.0
82a837fffffffff,472.0,0.0,22.0
82a847fffffffff,1221.0,0.0,41.0
82a84ffffffffff,21.0,0.0,0.0
82a857fffffffff,71.0,0.0,5.0
82a85ffffffffff,5672.0,0.0,921.0
82a867fffffffff,138.0,0.0,0.0
82a86ffffffffff,75.0,0.0,0.0
82a877fffffffff,60.0,0.0,0.0
82a887fffffffff,183.0,0.0,19.0
82a88ffffffffff,178.0,0.0,18.0
82a897fffffffff,206.0,0.0,36.0
82a89ffffffffff,9.0,0.0,0.0
82a8a7fffffffff,1272.0,0.0,140.0
82a8affffffffff,215.0,0.0,14.0
82a8b7fffffffff,73.0,0.0,2.0
82a8c7fffffffff,170.0,0.0,8.0
82a8cffffffffff,33.0,0.0,21.0
82a8d7fffffffff,168.0,0.0,6.0
82a8dffffffffff,25.0,0.0,0.0
82a8e7fffffffff,35.0,0.0,4.0
82a8effffffffff,1.0,0.0,0.0
82a8f7fffffffff,32.0,0.0,0.0
82a907fffffffff,439.0,0.0,38.0
82a90ffffffffff,265.0,0.0,17.0
82a91ffffffffff,215.0,0.0,8.0
82a927fffffffff,62.0,0.0,2.0
82a92ffffffffff,838.0,0.0,20.0
82a947fffffffff,3334.0,0.0,0.0
82a94ffffffffff,2473.0,0.0,0.0
82a957fffffffff,630.0,0.0,6.0
82a95ffffffffff,475.0,0.0,0.0
82a967fffffffff,1910.0,0.0,6.0
82a96ffffffffff,1457.0,0.0,0.0
82a977fffffffff,403.0,0.0,4.0
82b22ffffffffff,2.0,0.0,0.0
82b247fffffffff,55.0,0.0,0.0
82b24ffffffffff,297.0,0.0,0.0
82b25ffffffffff,169.0,0.0,0.0
82b267fffffffff,343.0,0.0,0.0
82b26ffffffffff,361.0,0.0,0.0
82b277fffffffff,101.0,0.0,0.0
82b2e7fffffffff,5.0,0.0,0.0
82b32ffffffffff,25.0,0.0,0.0
82b347fffffffff,370.0,0.0,0.0
82b34ffffffffff,163.0,0.0,0.0
82b357fffffffff,201.0,0.0,0.0
82b35ffffffffff,915.0,0.0,0.0
82b367fffffffff,106.0,0.0,0.0
82b36ffffffffff,377.0,0.0,0.0
82c21ffffffffff,75.0,0.0,0.0
82c22ffffffffff,8.0,0.0,0.0
82c2c7fffffffff,1967.0,0.0,0.0
82c2cffffffffff,1284.0,0.0,2.0
82c2d7fffffffff,657.0,0.0,0.0
82c2dffffffffff,207.0,0.0,3.0
82c2e7fffffffff,4765.0,0.0,52.0
82c2effffffffff,451.0,0.0,2.0
82c2f7fffffffff,1331.0,0.0,5.0
82c347fffffffff,8.0,0.0,0.0
82c34ffffffffff,9.0,0.0,0.0
82c357fffffffff,2.0,0.0,0.0
82c35ffffffffff,4.0,0.0,0.0
