cell_id,Turdus falcklandii,Turdus falcklandii magellanicus/pembertoni,Turdus falcklandii falcklandii
84b2003ffffffff,5.0,0.0,0.0
84b2007ffffffff,6.0,0.0,0.0
84b2015ffffffff,245.0,0.0,0.0
84b2017ffffffff,8.0,0.0,0.0
84b2019ffffffff,2.0,0.0,0.0
84b201bffffffff,2.0,0.0,0.0
84b201dffffffff,1.0,0.0,0.0
84b2031ffffffff,2.0,0.0,0.0
84b2033ffffffff,1.0,0.0,0.0
84b2039ffffffff,54.0,0.0,0.0
84b2051ffffffff,4.0,0.0,0.0
84b2057ffffffff,4.0,0.0,0.0
84b20a5ffffffff,32.0,0.0,0.0
84b20a7ffffffff,15.0,0.0,0.0
84b20adffffffff,15.0,0.0,0.0
84b20e7ffffffff,10.0,0.0,0.0
84b20edffffffff,3.0,0.0,0.0
84b218bffffffff,2.0,0.0,0.0
84b2191ffffffff,788.0,0.0,0.0
84b2193ffffffff,29.0,0.0,0.0
84b2195ffffffff,44.0,0.0,0.0
84b2197ffffffff,138.0,0.0,0.0
84b2199ffffffff,20.0,0.0,0.0
84b219bffffffff,69.0,0.0,0.0
84b219dffffffff,39.0,0.0,0.0
84b21bbffffffff,70.0,0.0,0.0
84b21d7ffffffff,8.0,0.0,0.0
84b21d9ffffffff,50.0,0.0,0.0
84b21dbffffffff,29.0,0.0,0.0
84b21ddffffffff,68.0,0.0,0.0
84b22a5ffffffff,1.0,0.0,0.0
84b2993ffffffff,14.0,0.0,0.0
84b2c01ffffffff,49.0,0.0,0.0
84b2c03ffffffff,151.0,0.0,0.0
84b2c05ffffffff,137.0,0.0,0.0
84b2c07ffffffff,47.0,0.0,0.0
84b2c09ffffffff,90.0,4.0,0.0
84b2c0bffffffff,428.0,25.0,0.0
84b2c0dffffffff,2404.0,0.0,0.0
84b2c11ffffffff,263.0,0.0,0.0
84b2c13ffffffff,4.0,0.0,0.0
84b2c15ffffffff,338.0,1.0,0.0
84b2c17ffffffff,67.0,0.0,0.0
84b2c19ffffffff,13.0,0.0,0.0
84b2c1dffffffff,144.0,0.0,0.0
84b2c2bffffffff,265.0,0.0,0.0
84b2c31ffffffff,56.0,0.0,0.0
84b2c33ffffffff,51.0,0.0,0.0
84b2c35ffffffff,292.0,0.0,0.0
84b2c37ffffffff,24.0,0.0,0.0
84b2c39ffffffff,266.0,0.0,0.0
84b2c3bffffffff,177.0,0.0,0.0
84b2c3dffffffff,194.0,2.0,0.0
84b2c41ffffffff,2638.0,0.0,0.0
84b2c43ffffffff,282.0,4.0,0.0
84b2c45ffffffff,182.0,0.0,0.0
84b2c47ffffffff,1106.0,0.0,0.0
84b2c49ffffffff,254.0,0.0,0.0
84b2c4bffffffff,436.0,0.0,0.0
84b2c4dffffffff,458.0,0.0,0.0
84b2c51ffffffff,4366.0,229.0,0.0
84b2c53ffffffff,981.0,90.0,0.0
84b2c55ffffffff,3477.0,359.0,0.0
84b2c57ffffffff,617.0,18.0,0.0
84b2c59ffffffff,21.0,0.0,0.0
84b2c5bffffffff,9.0,0.0,0.0
84b2c5dffffffff,874.0,83.0,0.0
84b2c81ffffffff,2.0,0.0,0.0
84b2c85ffffffff,30.0,0.0,0.0
84b2c89ffffffff,5.0,0.0,0.0
84b2c8bffffffff,2.0,0.0,0.0
84b2c8dffffffff,41.0,0.0,0.0
84b2ca3ffffffff,2.0,0.0,0.0
84b2ca7ffffffff,51.0,0.0,0.0
84b2ca9ffffffff,23.0,0.0,0.0
84b2cadffffffff,10.0,0.0,0.0
84b2cc7ffffffff,1.0,0.0,0.0
84b2ce3ffffffff,17.0,0.0,0.0
84b2ce5ffffffff,443.0,0.0,0.0
84b2ce7ffffffff,22.0,0.0,0.0
84b2ce9ffffffff,37.0,0.0,0.0
84b2cebffffffff,12.0,0.0,0.0
84b2cedffffffff,49.0,0.0,0.0
84b2d81ffffffff,38.0,0.0,0.0
84b2d83ffffffff,7.0,0.0,0.0
84b2d87ffffffff,476.0,0.0,0.0
84b2d89ffffffff,39.0,0.0,0.0
84b2d91ffffffff,12.0,0.0,0.0
84b2d93ffffffff,93.0,0.0,0.0
84b2d95ffffffff,6.0,0.0,0.0
84b2d97ffffffff,36.0,0.0,0.0
84b2d99ffffffff,4.0,0.0,0.0
84b2d9dffffffff,39.0,0.0,0.0
84b2da3ffffffff,87.0,0.0,0.0
84b2dabffffffff,263.0,0.0,0.0
84b2db1ffffffff,14.0,0.0,0.0
84b2db3ffffffff,70.0,0.0,0.0
84b2db5ffffffff,4.0,0.0,0.0
84b2db7ffffffff,13.0,0.0,0.0
84b2db9ffffffff,11.0,0.0,0.0
84b2dbbffffffff,33.0,0.0,0.0
84b2dbdffffffff,75.0,0.0,0.0
84b2dc1ffffffff,4.0,0.0,0.0
84b2dc3ffffffff,60.0,0.0,0.0
84b2dcbffffffff,209.0,0.0,0.0
84b2dd1ffffffff,136.0,0.0,0.0
84b2dd3ffffffff,21.0,0.0,0.0
84b2dd5ffffffff,44.0,0.0,0.0
84b2dd7ffffffff,1.0,0.0,0.0
84b2dd9ffffffff,210.0,0.0,0.0
84b2ddbffffffff,271.0,0.0,0.0
84b2dddffffffff,9.0,0.0,0.0
84b2e05ffffffff,3.0,0.0,0.0
84b2e07ffffffff,1.0,0.0,0.0
84b2e0dffffffff,36.0,0.0,0.0
84b2e13ffffffff,2.0,0.0,0.0
84b2e1dffffffff,2.0,0.0,0.0
84b2e21ffffffff,131.0,0.0,0.0
84b2e23ffffffff,30.0,0.0,0.0
84b2e27ffffffff,295.0,0.0,0.0
84b2e29ffffffff,87.0,0.0,0.0
84b2e2bffffffff,49.0,0.0,0.0
84b2e2dffffffff,125.0,0.0,0.0
84b2e33ffffffff,35.0,0.0,0.0
84b2e35ffffffff,57.0,0.0,0.0
84b2e37ffffffff,79.0,0.0,0.0
84b2e3dffffffff,62.0,0.0,0.0
84b2e45ffffffff,14.0,0.0,0.0
84b2e47ffffffff,5.0,0.0,0.0
84b2e49ffffffff,3.0,0.0,0.0
84b2e4dffffffff,42.0,0.0,0.0
84b2e61ffffffff,6.0,0.0,0.0
84b2e63ffffffff,7.0,0.0,0.0
84b2e65ffffffff,5.0,0.0,0.0
84b2e67ffffffff,26.0,0.0,0.0
84b2e69ffffffff,32.0,0.0,0.0
84b2e6bffffffff,49.0,0.0,0.0
84b2e6dffffffff,83.0,0.0,0.0
84b2e85ffffffff,1.0,0.0,0.0
84b2ea7ffffffff,11.0,0.0,0.0
84b2ea9ffffffff,2.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0
84b2eadffffffff,5.0,0.0,0.0
84b2ee9ffffffff,8.0,0.0,0.0
84b2eedffffffff,4.0,0.0,0.0
84c205bffffffff,20.0,0.0,0.0
84c218bffffffff,4.0,0.0,0.0
84c2213ffffffff,5.0,0.0,0.0
84c2217ffffffff,6.0,0.0,0.0
84c22adffffffff,4.0,0.0,0.0
84c22c5ffffffff,9.0,0.0,0.0
84c22e5ffffffff,3.0,0.0,0.0
84c22edffffffff,5.0,0.0,0.0
84c3083ffffffff,2.0,0.0,0.0
84c3089ffffffff,12.0,0.0,0.0
84c308bffffffff,24.0,0.0,0.0
84c3093ffffffff,3.0,0.0,0.0
84c30d1ffffffff,9.0,0.0,0.0
84c30dbffffffff,5.0,0.0,0.0
84c3201ffffffff,8.0,0.0,0.0
84c320dffffffff,19.0,0.0,0.0
84c3215ffffffff,5.0,0.0,0.0
84c3217ffffffff,120.0,0.0,0.0
84c3219ffffffff,4.0,0.0,0.0
84c3241ffffffff,16.0,0.0,0.0
84c325bffffffff,4.0,0.0,0.0
84c3287ffffffff,3.0,0.0,0.0
84c3297ffffffff,373.0,0.0,0.0
84c329bffffffff,11.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a5ffffffff,5.0,0.0,0.0
84c32a9ffffffff,1.0,0.0,0.0
84c32adffffffff,4.0,0.0,0.0
84c32bbffffffff,4.0,0.0,0.0
84c32c5ffffffff,3.0,0.0,0.0
84c32e1ffffffff,156.0,0.0,0.0
84c32e3ffffffff,4.0,0.0,0.0
84c32edffffffff,25.0,0.0,0.0
84c3441ffffffff,1.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3503ffffffff,4.0,0.0,0.0
84c3505ffffffff,23.0,0.0,0.0
84c350dffffffff,5.0,0.0,0.0
84c3531ffffffff,2.0,0.0,0.0
84c3539ffffffff,37.0,0.0,0.0
84c353dffffffff,2.0,0.0,0.0
84c3543ffffffff,1.0,0.0,0.0
84c3545ffffffff,9.0,0.0,0.0
84c355dffffffff,2.0,0.0,0.0
84c3563ffffffff,1.0,0.0,0.0
84c3569ffffffff,10.0,0.0,0.0
84c356dffffffff,22.0,0.0,0.0
84c3609ffffffff,7.0,0.0,0.0
84c360dffffffff,72.0,0.0,0.0
84c3643ffffffff,4.0,0.0,0.0
84c364dffffffff,5.0,0.0,0.0
84c3663ffffffff,10.0,0.0,0.0
84c36d9ffffffff,2.0,0.0,0.0
84c36ddffffffff,3.0,0.0,0.0
84c3709ffffffff,100.0,0.0,0.0
84c371bffffffff,3.0,0.0,0.0
84c3735ffffffff,27.0,0.0,0.0
84c3739ffffffff,6.0,0.0,0.0
84c3743ffffffff,2.0,0.0,0.0
84c3755ffffffff,5.0,0.0,0.0
84c3759ffffffff,12.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,44.0,0.0,0.0
84c3767ffffffff,31.0,0.0,0.0
84c376dffffffff,92.0,0.0,0.0
84ce121ffffffff,2.0,0.0,0.0
84ce123ffffffff,3.0,0.0,0.0
84ce127ffffffff,36.0,1.0,0.0
84ce135ffffffff,2.0,0.0,0.0
84ce147ffffffff,2.0,0.0,0.0
84ce169ffffffff,3.0,0.0,0.0
84ce801ffffffff,59.0,0.0,0.0
84ce803ffffffff,59.0,0.0,0.0
84ce805ffffffff,3.0,0.0,0.0
84ce807ffffffff,19.0,0.0,0.0
84ce809ffffffff,480.0,0.0,0.0
84ce80bffffffff,863.0,0.0,0.0
84ce80dffffffff,29.0,0.0,0.0
84ce811ffffffff,42.0,0.0,0.0
84ce813ffffffff,83.0,0.0,0.0
84ce815ffffffff,59.0,0.0,0.0
84ce817ffffffff,114.0,0.0,0.0
84ce819ffffffff,279.0,2.0,0.0
84ce81bffffffff,37.0,0.0,0.0
84ce81dffffffff,112.0,0.0,0.0
84ce823ffffffff,10.0,0.0,0.0
84ce827ffffffff,14.0,0.0,0.0
84ce82bffffffff,15.0,0.0,0.0
84ce831ffffffff,193.0,0.0,0.0
84ce833ffffffff,62.0,0.0,0.0
84ce835ffffffff,20.0,0.0,0.0
84ce837ffffffff,24.0,0.0,0.0
84ce839ffffffff,430.0,0.0,0.0
84ce83bffffffff,13.0,0.0,0.0
84ce83dffffffff,74.0,0.0,0.0
84ce843ffffffff,5.0,0.0,0.0
84ce847ffffffff,27.0,0.0,0.0
84ce849ffffffff,4.0,0.0,0.0
84ce84bffffffff,8.0,0.0,0.0
84ce851ffffffff,22.0,0.0,0.0
84ce853ffffffff,60.0,2.0,0.0
84ce855ffffffff,226.0,0.0,0.0
84ce857ffffffff,55.0,0.0,0.0
84ce859ffffffff,36.0,1.0,0.0
84ce85bffffffff,98.0,0.0,0.0
84ce85dffffffff,42.0,0.0,0.0
84ce861ffffffff,5.0,0.0,0.0
84ce863ffffffff,7.0,0.0,0.0
84ce881ffffffff,187.0,0.0,0.0
84ce885ffffffff,21.0,0.0,0.0
84ce887ffffffff,48.0,0.0,0.0
84ce88dffffffff,69.0,0.0,0.0
84ce895ffffffff,37.0,0.0,0.0
84ce8a1ffffffff,22.0,0.0,0.0
84ce8a3ffffffff,29.0,0.0,0.0
84ce8a5ffffffff,10.0,0.0,0.0
84ce8a7ffffffff,4.0,0.0,0.0
84ce8a9ffffffff,312.0,0.0,0.0
84ce8abffffffff,4.0,0.0,0.0
84ce8adffffffff,8.0,0.0,0.0
84ce8b5ffffffff,18.0,0.0,0.0
84ce8b7ffffffff,7.0,0.0,0.0
84ce8b9ffffffff,4.0,0.0,0.0
84ce8bdffffffff,11.0,0.0,0.0
84ce8c1ffffffff,1547.0,0.0,0.0
84ce8c3ffffffff,85.0,0.0,0.0
84ce8c5ffffffff,38.0,0.0,0.0
84ce8c7ffffffff,351.0,0.0,0.0
84ce8c9ffffffff,462.0,3.0,0.0
84ce8cbffffffff,78.0,0.0,0.0
84ce8cdffffffff,24.0,0.0,0.0
84ce8e1ffffffff,300.0,0.0,0.0
84ce8e3ffffffff,29.0,0.0,0.0
84ce8e5ffffffff,189.0,0.0,0.0
84ce8e7ffffffff,7.0,0.0,0.0
84ce8e9ffffffff,39.0,0.0,0.0
84ce8ebffffffff,31.0,0.0,0.0
84ce8edffffffff,45.0,0.0,0.0
84ce903ffffffff,3.0,0.0,0.0
84ce907ffffffff,2.0,0.0,0.0
84ce913ffffffff,11.0,0.0,0.0
84ce917ffffffff,8.0,0.0,0.0
84ce923ffffffff,22.0,0.0,0.0
84ce927ffffffff,20.0,0.0,0.0
84ce931ffffffff,667.0,0.0,0.0
84ce933ffffffff,34.0,0.0,0.0
84ce935ffffffff,655.0,0.0,0.0
84ce937ffffffff,244.0,0.0,0.0
84ce93bffffffff,17.0,0.0,0.0
84ce961ffffffff,2.0,0.0,0.0
84ce969ffffffff,17.0,0.0,0.0
84ce96bffffffff,2.0,0.0,0.0
84ce96dffffffff,6.0,0.0,0.0
84ce981ffffffff,17.0,0.0,0.0
84ce983ffffffff,70.0,0.0,0.0
84ce989ffffffff,232.0,0.0,0.0
84ce98bffffffff,4.0,0.0,0.0
84ce98dffffffff,25.0,0.0,0.0
84ce991ffffffff,3.0,0.0,0.0
84ce993ffffffff,18.0,0.0,0.0
84ce995ffffffff,16.0,0.0,0.0
84ce997ffffffff,88.0,0.0,0.0
84ce999ffffffff,18.0,0.0,0.0
84ce99bffffffff,22.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0
84ce9abffffffff,1.0,0.0,0.0
84ce9b1ffffffff,22.0,0.0,0.0
84ce9b3ffffffff,123.0,0.0,0.0
84ce9b5ffffffff,7.0,0.0,0.0
84ce9b7ffffffff,59.0,0.0,0.0
84ce9b9ffffffff,4.0,0.0,0.0
84ce9bbffffffff,4.0,0.0,0.0
84ce9bdffffffff,57.0,0.0,0.0
84ce9c1ffffffff,10.0,0.0,0.0
84ce9c3ffffffff,36.0,0.0,0.0
84ce9c7ffffffff,235.0,0.0,0.0
84ce9cbffffffff,13.0,0.0,0.0
84ce9d1ffffffff,192.0,0.0,0.0
84ce9d3ffffffff,135.0,0.0,0.0
84ce9d5ffffffff,33.0,0.0,0.0
84ce9d7ffffffff,46.0,0.0,0.0
84ce9d9ffffffff,15.0,0.0,0.0
84ce9dbffffffff,65.0,0.0,0.0
84ce9ddffffffff,109.0,0.0,0.0
84ce9e3ffffffff,13.0,0.0,0.0
84ce9e5ffffffff,7.0,0.0,0.0
84ce9e9ffffffff,32.0,0.0,0.0
84ce9edffffffff,28.0,0.0,0.0
84cea03ffffffff,71.0,1.0,0.0
84cea05ffffffff,8.0,0.0,0.0
84cea07ffffffff,118.0,0.0,0.0
84cea0bffffffff,12.0,0.0,0.0
84cea11ffffffff,1645.0,0.0,0.0
84cea13ffffffff,33.0,0.0,0.0
84cea15ffffffff,42.0,0.0,0.0
84cea17ffffffff,478.0,1.0,0.0
84cea1dffffffff,95.0,1.0,0.0
84cea21ffffffff,2.0,0.0,0.0
84cea25ffffffff,17.0,0.0,0.0
84cea27ffffffff,5.0,0.0,0.0
84cea2bffffffff,12.0,0.0,0.0
84cea31ffffffff,10.0,0.0,0.0
84cea33ffffffff,3.0,0.0,0.0
84cea35ffffffff,10.0,0.0,0.0
84cea37ffffffff,64.0,0.0,0.0
84cea39ffffffff,65.0,0.0,0.0
84cea3bffffffff,4.0,0.0,0.0
