cell_id,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota [pyrrhonota Group],Petrochelidon pyrrhonota melanogaster
822687fffffffff,172.0,0.0,0.0
82268ffffffffff,363.0,36.0,0.0
822697fffffffff,71.0,12.0,0.0
82269ffffffffff,145.0,4.0,0.0
8226a7fffffffff,6.0,0.0,0.0
8226affffffffff,203.0,33.0,0.0
8226b7fffffffff,27.0,17.0,0.0
8226c7fffffffff,13.0,3.0,0.0
8226cffffffffff,36.0,0.0,0.0
8226d7fffffffff,41.0,2.0,0.0
8226dffffffffff,23.0,0.0,0.0
8226e7fffffffff,47.0,0.0,0.0
8226effffffffff,19.0,2.0,0.0
8226f7fffffffff,32.0,0.0,0.0
822707fffffffff,28.0,0.0,0.0
82270ffffffffff,8.0,1.0,0.0
822717fffffffff,25.0,0.0,0.0
82271ffffffffff,2.0,0.0,0.0
822747fffffffff,23.0,2.0,0.0
82274ffffffffff,111.0,4.0,0.0
822757fffffffff,28.0,0.0,0.0
82275ffffffffff,124.0,2.0,0.0
822767fffffffff,37.0,0.0,0.0
82276ffffffffff,40.0,4.0,0.0
822777fffffffff,12.0,0.0,0.0
822787fffffffff,14.0,2.0,0.0
82278ffffffffff,9.0,0.0,0.0
822797fffffffff,20.0,5.0,0.0
82279ffffffffff,15.0,2.0,0.0
8227a7fffffffff,2.0,0.0,0.0
8227affffffffff,10.0,0.0,0.0
8227b7fffffffff,1.0,0.0,0.0
822807fffffffff,18.0,0.0,0.0
822817fffffffff,78.0,0.0,0.0
82281ffffffffff,26.0,5.0,0.0
822837fffffffff,1818.0,21.0,0.0
822887fffffffff,164.0,0.0,0.0
82288ffffffffff,49.0,3.0,0.0
822897fffffffff,59.0,28.0,0.0
82289ffffffffff,35.0,18.0,0.0
8228affffffffff,57.0,9.0,0.0
8228b7fffffffff,42.0,12.0,0.0
8228c7fffffffff,21.0,0.0,0.0
8228d7fffffffff,76.0,0.0,0.0
8228dffffffffff,32.0,0.0,0.0
8228f7fffffffff,87.0,0.0,0.0
822917fffffffff,29.0,0.0,0.0
82291ffffffffff,9.0,2.0,0.0
822987fffffffff,57.0,3.0,0.0
82298ffffffffff,61.0,6.0,0.0
822997fffffffff,30.0,7.0,0.0
8229a7fffffffff,399.0,98.0,0.0
8229affffffffff,73.0,0.0,0.0
8229b7fffffffff,50.0,6.0,0.0
822a07fffffffff,29.0,8.0,0.0
822a17fffffffff,599.0,10.0,0.0
822a2ffffffffff,2.0,0.0,0.0
822a37fffffffff,344.0,33.0,0.0
822a4ffffffffff,7.0,0.0,0.0
822a87fffffffff,67.0,0.0,0.0
822a8ffffffffff,131.0,3.0,0.0
822a97fffffffff,32.0,2.0,0.0
822a9ffffffffff,27.0,0.0,0.0
822aa7fffffffff,146.0,7.0,0.0
822aaffffffffff,759.0,35.0,1.0
822ab7fffffffff,363.0,31.0,0.0
822ac7fffffffff,15.0,0.0,0.0
822ad7fffffffff,43.0,0.0,0.0
822af7fffffffff,128.0,5.0,0.0
822b07fffffffff,25.0,0.0,2.0
822b0ffffffffff,65.0,3.0,0.0
822b17fffffffff,23.0,0.0,0.0
822b1ffffffffff,77.0,9.0,0.0
822b27fffffffff,15.0,0.0,0.0
822b2ffffffffff,12.0,0.0,0.0
822b37fffffffff,39.0,1.0,0.0
822b87fffffffff,81.0,11.0,0.0
822b8ffffffffff,88.0,21.0,0.0
822b97fffffffff,33.0,7.0,0.0
822b9ffffffffff,401.0,43.0,0.0
822ba7fffffffff,8.0,0.0,0.0
822baffffffffff,130.0,4.0,0.0
822bb7fffffffff,6.0,0.0,0.0
82351ffffffffff,2.0,0.0,0.0
8235affffffffff,14.0,0.0,0.0
824417fffffffff,153.0,0.0,0.0
82441ffffffffff,100.0,1.0,0.0
824447fffffffff,99.0,0.0,0.0
82444ffffffffff,47.0,0.0,0.0
824457fffffffff,96.0,2.0,0.0
82445ffffffffff,6.0,0.0,0.0
824467fffffffff,5.0,0.0,0.0
82446ffffffffff,93.0,0.0,0.0
824477fffffffff,5.0,0.0,0.0
824487fffffffff,2.0,0.0,0.0
82449ffffffffff,2.0,0.0,0.0
8244a7fffffffff,10.0,0.0,0.0
8244affffffffff,132.0,1.0,2.0
8244b7fffffffff,3.0,0.0,0.0
8244c7fffffffff,155.0,4.0,0.0
8244cffffffffff,168.0,6.0,0.0
8244d7fffffffff,92.0,0.0,0.0
8244dffffffffff,78.0,0.0,0.0
8244e7fffffffff,50.0,0.0,0.0
8244effffffffff,51.0,3.0,0.0
8244f7fffffffff,111.0,0.0,0.0
82450ffffffffff,2.0,0.0,0.0
82451ffffffffff,7.0,0.0,0.0
824527fffffffff,49.0,0.0,4.0
82452ffffffffff,80.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0
824587fffffffff,1.0,0.0,0.0
82458ffffffffff,3.0,0.0,0.0
82459ffffffffff,7.0,0.0,0.0
8245a7fffffffff,4.0,0.0,0.0
824807fffffffff,3.0,0.0,0.0
82480ffffffffff,6.0,0.0,4.0
824817fffffffff,2.0,0.0,2.0
82481ffffffffff,3.0,0.0,0.0
824827fffffffff,12.0,0.0,0.0
82482ffffffffff,10.0,0.0,0.0
824837fffffffff,6.0,0.0,0.0
824847fffffffff,3.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0
824857fffffffff,9.0,0.0,0.0
82485ffffffffff,135.0,4.0,0.0
824877fffffffff,5.0,0.0,0.0
824887fffffffff,20.0,0.0,0.0
82488ffffffffff,10.0,0.0,0.0
824897fffffffff,61.0,0.0,0.0
82489ffffffffff,62.0,0.0,0.0
8248a7fffffffff,8.0,0.0,0.0
8248b7fffffffff,38.0,8.0,0.0
8248c7fffffffff,63.0,3.0,0.0
8248cffffffffff,8.0,0.0,0.0
8248d7fffffffff,18.0,0.0,0.0
8248dffffffffff,24.0,0.0,0.0
8248e7fffffffff,3.0,3.0,0.0
8248effffffffff,355.0,34.0,52.0
8248f7fffffffff,11.0,4.0,0.0
824987fffffffff,18.0,2.0,5.0
82498ffffffffff,3.0,0.0,0.0
824997fffffffff,262.0,13.0,44.0
8249affffffffff,7.0,0.0,0.0
8249b7fffffffff,4.0,0.0,0.0
824c87fffffffff,10.0,0.0,0.0
824cc7fffffffff,42.0,1.0,0.0
824cd7fffffffff,2.0,0.0,0.0
824ceffffffffff,15.0,0.0,0.0
825e47fffffffff,2.0,0.0,0.0
825e5ffffffffff,9.0,0.0,0.0
825e67fffffffff,25.0,0.0,0.0
825e77fffffffff,20.0,0.0,0.0
825f5ffffffffff,7.0,0.0,0.0
82660ffffffffff,13.0,0.0,0.0
826617fffffffff,22.0,0.0,0.0
82661ffffffffff,13.0,0.0,0.0
826627fffffffff,4.0,0.0,0.0
826667fffffffff,3.0,0.0,0.0
826677fffffffff,2.0,0.0,0.0
8266a7fffffffff,72.0,0.0,0.0
8266affffffffff,11.0,0.0,0.0
8266b7fffffffff,21.0,0.0,0.0
8266c7fffffffff,9.0,0.0,0.0
8266d7fffffffff,21.0,0.0,0.0
8266dffffffffff,20.0,0.0,0.0
8266e7fffffffff,22.0,0.0,0.0
8266f7fffffffff,1.0,0.0,0.0
826747fffffffff,33.0,0.0,0.0
82674ffffffffff,14.0,0.0,0.0
826757fffffffff,5.0,0.0,0.0
82675ffffffffff,2.0,0.0,0.0
826777fffffffff,13.0,0.0,0.0
826787fffffffff,14.0,0.0,0.0
82679ffffffffff,4.0,0.0,0.0
8267a7fffffffff,2.0,0.0,0.0
826c5ffffffffff,12.0,0.0,0.0
826c67fffffffff,4.0,0.0,0.0
826d07fffffffff,31.0,4.0,9.0
826d17fffffffff,5.0,0.0,0.0
826d27fffffffff,20.0,0.0,0.0
826d2ffffffffff,13.0,0.0,0.0
826d37fffffffff,68.0,12.0,28.0
826d67fffffffff,38.0,0.0,0.0
826d6ffffffffff,44.0,0.0,5.0
826d77fffffffff,11.0,0.0,0.0
828a6ffffffffff,2.0,0.0,0.0
828b47fffffffff,4.0,0.0,0.0
828b67fffffffff,5.0,0.0,0.0
828b6ffffffffff,6.0,0.0,0.0
828e47fffffffff,4.0,0.0,0.0
828e67fffffffff,33.0,0.0,0.0
828e77fffffffff,10.0,0.0,0.0
828f2ffffffffff,1.0,0.0,0.0
828f47fffffffff,5.0,0.0,0.0
828f4ffffffffff,2.0,0.0,0.0
828f57fffffffff,7.0,0.0,0.0
828f5ffffffffff,2.0,0.0,0.0
828f77fffffffff,10.0,0.0,0.0
828fa7fffffffff,2.0,0.0,0.0
82a81ffffffffff,8.0,0.0,0.0
82a837fffffffff,1.0,0.0,0.0
82a857fffffffff,3.0,0.0,0.0
82a8affffffffff,1.0,0.0,0.0
82a8d7fffffffff,3.0,0.0,0.0
82a8e7fffffffff,2.0,0.0,0.0
82a8effffffffff,6.0,0.0,0.0
82a91ffffffffff,1.0,0.0,0.0
82a947fffffffff,13.0,0.0,0.0
82a957fffffffff,7.0,0.0,0.0
82a967fffffffff,8.0,0.0,0.0
82a96ffffffffff,7.0,0.0,0.0
82a977fffffffff,1.0,0.0,0.0
82b207fffffffff,9.0,0.0,0.0
82b227fffffffff,11.0,0.0,0.0
82b247fffffffff,2.0,0.0,0.0
82b24ffffffffff,66.0,0.0,0.0
82b25ffffffffff,3.0,0.0,0.0
82b26ffffffffff,5.0,0.0,0.0
82b2c7fffffffff,95.0,0.0,0.0
82b2effffffffff,4.0,0.0,0.0
82b307fffffffff,54.0,0.0,0.0
82b30ffffffffff,19.0,0.0,0.0
82b31ffffffffff,7.0,0.0,0.0
82b337fffffffff,4.0,0.0,0.0
82b357fffffffff,1.0,0.0,0.0
82b35ffffffffff,3.0,0.0,0.0
82b367fffffffff,6.0,0.0,0.0
82c22ffffffffff,2.0,0.0,0.0
82c2c7fffffffff,8.0,0.0,0.0
82c2cffffffffff,11.0,0.0,0.0
82c2e7fffffffff,8.0,0.0,0.0
82c2effffffffff,17.0,0.0,0.0
82c2f7fffffffff,10.0,0.0,0.0
82c34ffffffffff,7.0,0.0,0.0
82c357fffffffff,4.0,0.0,0.0
82cf97fffffffff,1.0,0.0,0.0
82deaffffffffff,1.0,0.0,0.0
82df6ffffffffff,13.0,0.0,0.0
