cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
8444445ffffffff,46.0,0.0,0.0
8444447ffffffff,1.0,0.0,0.0
844444bffffffff,3.0,0.0,0.0
8444455ffffffff,2.0,0.0,0.0
8444459ffffffff,49.0,0.0,0.0
844445bffffffff,4.0,0.0,0.0
844445dffffffff,22.0,0.0,0.0
8444461ffffffff,56.0,0.0,0.0
8444463ffffffff,6.0,0.0,0.0
8444465ffffffff,113.0,1.0,0.0
8444467ffffffff,125.0,4.0,0.0
8444469ffffffff,195.0,5.0,0.0
844446bffffffff,8.0,0.0,0.0
844446dffffffff,43.0,0.0,0.0
844448bffffffff,7.0,0.0,0.0
8444499ffffffff,4.0,0.0,0.0
84444a5ffffffff,1.0,0.0,0.0
84444b5ffffffff,2.0,0.0,0.0
84444c3ffffffff,8.0,0.0,0.0
84444d5ffffffff,1.0,0.0,0.0
84444ddffffffff,2.0,0.0,0.0
84444e1ffffffff,1.0,0.0,0.0
8444501ffffffff,17.0,2.0,0.0
8444509ffffffff,1.0,0.0,0.0
844450bffffffff,4.0,0.0,0.0
8444519ffffffff,6.0,0.0,0.0
8444529ffffffff,5.0,0.0,0.0
8444555ffffffff,7.0,0.0,0.0
844455bffffffff,44.0,0.0,0.0
8444583ffffffff,2.0,0.0,0.0
844459bffffffff,1.0,0.0,0.0
84445a1ffffffff,14.0,0.0,0.0
84445a9ffffffff,1.0,0.0,0.0
84445b1ffffffff,4.0,0.0,0.0
84445c1ffffffff,20.0,0.0,0.0
8444633ffffffff,8.0,0.0,0.0
8444685ffffffff,1.0,0.0,0.0
844468dffffffff,1.0,0.0,0.0
8444693ffffffff,4.0,0.0,0.0
84446bdffffffff,2.0,0.0,0.0
84446c1ffffffff,2.0,0.0,0.0
84446c3ffffffff,122.0,4.0,0.0
84446c5ffffffff,2.0,0.0,0.0
84446c7ffffffff,10.0,0.0,0.0
84446c9ffffffff,18.0,0.0,0.0
84446cbffffffff,4.0,0.0,0.0
84446d1ffffffff,28.0,0.0,0.0
84446d5ffffffff,11.0,0.0,0.0
84446d7ffffffff,2.0,0.0,0.0
8444713ffffffff,13.0,0.0,0.0
8444859ffffffff,9.0,3.0,0.0
8444861ffffffff,6.0,0.0,0.0
8444869ffffffff,36.0,0.0,0.0
844486bffffffff,1.0,0.0,0.0
8444a1bffffffff,4.0,0.0,0.0
8444a37ffffffff,11.0,2.0,0.0
8444a53ffffffff,4.0,2.0,0.0
8444a57ffffffff,6.0,0.0,0.0
8444a5bffffffff,2.0,0.0,0.0
8444a83ffffffff,9.0,0.0,0.0
8444a91ffffffff,3.0,0.0,0.0
8444a93ffffffff,21.0,0.0,0.0
8444a97ffffffff,13.0,0.0,0.0
8444a99ffffffff,2.0,0.0,0.0
8444a9bffffffff,9.0,0.0,0.0
8444a9dffffffff,7.0,0.0,0.0
8444ac3ffffffff,11.0,0.0,0.0
8444ac5ffffffff,18.0,0.0,0.0
8444ac7ffffffff,26.0,0.0,0.0
8444ac9ffffffff,18.0,0.0,0.0
8444acdffffffff,3.0,0.0,0.0
8444ad3ffffffff,38.0,2.0,0.0
8444ad5ffffffff,9.0,2.0,0.0
8444ad7ffffffff,16.0,2.0,0.0
8444ad9ffffffff,3.0,0.0,0.0
8444b05ffffffff,3.0,0.0,0.0
8444b1bffffffff,4.0,2.0,0.0
8444b2bffffffff,2.0,0.0,0.0
8444c09ffffffff,7.0,0.0,0.0
8444c11ffffffff,1.0,0.0,0.0
8444c13ffffffff,13.0,0.0,0.0
8444c19ffffffff,117.0,1.0,0.0
8444c21ffffffff,8.0,2.0,0.0
8444c2dffffffff,1.0,0.0,0.0
8444c39ffffffff,1.0,0.0,0.0
8444c3bffffffff,1.0,0.0,0.0
8444c4bffffffff,44.0,0.0,0.0
8444c57ffffffff,2.0,0.0,0.0
8444c65ffffffff,1.0,0.0,0.0
8444c89ffffffff,24.0,0.0,0.0
8444c8bffffffff,2.0,0.0,0.0
8444ca5ffffffff,5.0,0.0,0.0
8444cabffffffff,17.0,0.0,0.0
8444cd7ffffffff,1.0,0.0,0.0
8444d07ffffffff,98.0,1.0,0.0
8444d15ffffffff,2.0,0.0,0.0
8444d17ffffffff,22.0,0.0,0.0
8444d39ffffffff,2.0,0.0,0.0
8444d3bffffffff,6.0,0.0,0.0
8444d51ffffffff,4.0,0.0,0.0
8444d55ffffffff,7.0,0.0,0.0
8444d85ffffffff,1.0,0.0,0.0
8444d87ffffffff,37.0,2.0,0.0
8444d97ffffffff,1.0,0.0,0.0
8444da1ffffffff,4.0,0.0,0.0
8444db9ffffffff,2.0,0.0,0.0
8444dbdffffffff,20.0,0.0,0.0
8444dd7ffffffff,28.0,0.0,0.0
8444dd9ffffffff,2.0,0.0,0.0
8444e01ffffffff,14.0,0.0,0.0
8444e03ffffffff,9.0,0.0,0.0
8444e05ffffffff,10.0,0.0,0.0
8444e07ffffffff,13.0,0.0,0.0
8444e1bffffffff,9.0,2.0,0.0
8444e25ffffffff,6.0,0.0,0.0
8444e27ffffffff,5.0,0.0,0.0
8444e35ffffffff,61.0,11.0,0.0
8444e3bffffffff,2.0,2.0,0.0
8444e47ffffffff,1.0,0.0,0.0
8444e63ffffffff,42.0,2.0,0.0
8444e67ffffffff,1.0,0.0,0.0
8444e83ffffffff,7.0,0.0,0.0
8444e8bffffffff,9.0,0.0,0.0
8444ed7ffffffff,1.0,0.0,0.0
8444ee3ffffffff,1.0,0.0,0.0
8444ee5ffffffff,3.0,0.0,0.0
8444eedffffffff,5.0,0.0,0.0
8444f01ffffffff,4.0,0.0,0.0
8444f05ffffffff,2.0,0.0,0.0
8444f0dffffffff,2.0,0.0,0.0
8444f13ffffffff,2.0,0.0,0.0
8444f1bffffffff,2.0,0.0,0.0
8444f31ffffffff,22.0,0.0,0.0
8444f43ffffffff,54.0,0.0,0.0
8444f47ffffffff,5.0,0.0,0.0
8444f49ffffffff,3.0,0.0,0.0
8444f4dffffffff,10.0,0.0,0.0
8444f55ffffffff,13.0,0.0,0.0
8444f59ffffffff,2.0,0.0,0.0
8444f5bffffffff,2.0,0.0,0.0
8444f61ffffffff,4.0,0.0,0.0
8444f63ffffffff,6.0,0.0,0.0
8444f69ffffffff,8.0,0.0,0.0
8444f6bffffffff,2.0,0.0,0.0
844505bffffffff,2.0,0.0,0.0
84450b1ffffffff,4.0,0.0,0.0
8445205ffffffff,3.0,0.0,0.0
8445217ffffffff,4.0,0.0,0.0
844523bffffffff,3.0,0.0,0.0
8445251ffffffff,6.0,0.0,0.0
8445257ffffffff,1.0,0.0,0.0
84452a9ffffffff,15.0,0.0,0.0
84452adffffffff,50.0,0.0,0.0
84452c7ffffffff,1.0,0.0,0.0
84452e1ffffffff,2.0,0.0,0.0
84452e3ffffffff,40.0,0.0,0.0
84452e5ffffffff,8.0,0.0,0.0
84452e7ffffffff,2.0,0.0,0.0
84452ebffffffff,3.0,0.0,0.0
8445905ffffffff,3.0,0.0,0.0
8445a33ffffffff,2.0,0.0,0.0
8445b07ffffffff,17.0,0.0,0.0
84480e5ffffffff,2.0,0.0,0.0
8448121ffffffff,2.0,0.0,0.0
8448331ffffffff,2.0,0.0,0.0
8448363ffffffff,6.0,0.0,0.0
84488a7ffffffff,1.0,0.0,0.0
8448915ffffffff,3.0,0.0,0.0
8448923ffffffff,2.0,0.0,0.0
8448935ffffffff,174.0,6.0,0.0
844893dffffffff,1.0,0.0,0.0
84489c1ffffffff,7.0,0.0,0.0
84489ddffffffff,2.0,0.0,0.0
84489e3ffffffff,60.0,1.0,0.0
8448b13ffffffff,71.0,0.0,0.0
8448b15ffffffff,1.0,0.0,0.0
8448b2bffffffff,1.0,0.0,0.0
8448b39ffffffff,28.0,0.0,0.0
8448b3dffffffff,8.0,1.0,0.0
8449963ffffffff,2.0,0.0,0.0
8449965ffffffff,1.0,0.0,0.0
84499cdffffffff,2.0,0.0,0.0
8449a23ffffffff,3.0,0.0,0.0
8449a97ffffffff,1.0,0.0,0.0
8449b33ffffffff,14.0,0.0,0.0
8449b35ffffffff,2.0,0.0,0.0
844c883ffffffff,8.0,0.0,0.0
844c895ffffffff,2.0,0.0,0.0
844cc0bffffffff,63.0,0.0,0.0
844cc51ffffffff,2.0,0.0,0.0
844cc53ffffffff,9.0,0.0,0.0
844cc57ffffffff,16.0,0.0,0.0
844cc59ffffffff,2.0,0.0,0.0
844cc5bffffffff,21.0,0.0,0.0
844cd43ffffffff,3.0,0.0,0.0
844cee5ffffffff,74.0,0.0,0.0
844cee7ffffffff,25.0,0.0,0.0
844cf23ffffffff,4.0,0.0,0.0
844cf33ffffffff,2.0,0.0,0.0
844cf37ffffffff,3.0,0.0,0.0
845f581ffffffff,5.0,0.0,5.0
845f583ffffffff,4.0,0.0,0.0
8466027ffffffff,7.0,0.0,0.0
8466067ffffffff,5.0,0.0,0.0
8466139ffffffff,3.0,0.0,3.0
84661b1ffffffff,2.0,0.0,0.0
84661cdffffffff,3.0,0.0,0.0
8466221ffffffff,4.0,0.0,2.0
8466415ffffffff,2.0,0.0,0.0
8466639ffffffff,3.0,0.0,0.0
8466a39ffffffff,15.0,0.0,0.0
8466a51ffffffff,1.0,0.0,0.0
8466a5bffffffff,7.0,0.0,0.0
8466b19ffffffff,6.0,0.0,0.0
8466b1dffffffff,1.0,0.0,0.0
8466b4dffffffff,7.0,1.0,0.0
8466b55ffffffff,3.0,0.0,0.0
8466b59ffffffff,1.0,0.0,0.0
8466c65ffffffff,5.0,0.0,0.0
8466dc3ffffffff,7.0,0.0,3.0
8466dc7ffffffff,6.0,0.0,0.0
8466f11ffffffff,3.0,0.0,0.0
8466f1dffffffff,3.0,0.0,0.0
8466f57ffffffff,116.0,0.0,3.0
8466f59ffffffff,2.0,0.0,0.0
8467435ffffffff,3.0,0.0,0.0
8467599ffffffff,2.0,0.0,2.0
84675ebffffffff,1.0,0.0,1.0
84679b3ffffffff,1.0,0.0,0.0
846d159ffffffff,1.0,0.0,0.0
846d209ffffffff,2.0,0.0,0.0
846d255ffffffff,9.0,0.0,0.0
846d2a3ffffffff,4.0,0.0,0.0
846d2d7ffffffff,2.0,0.0,0.0
846d317ffffffff,5.0,0.0,0.0
846d341ffffffff,4.0,0.0,0.0
846d35dffffffff,2.0,0.0,0.0
846d667ffffffff,1.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0
846d683ffffffff,2.0,0.0,0.0
846d697ffffffff,4.0,0.0,0.0
846d6c3ffffffff,3.0,0.0,0.0
846d749ffffffff,3.0,0.0,0.0
846d759ffffffff,1.0,0.0,0.0
846d769ffffffff,1.0,0.0,0.0
848162bffffffff,2.0,0.0,0.0
848b0c1ffffffff,1.0,0.0,0.0
848b22dffffffff,4.0,0.0,4.0
848b617ffffffff,23.0,0.0,0.0
848e64bffffffff,2.0,0.0,2.0
848f095ffffffff,8.0,0.0,0.0
848f295ffffffff,13.0,0.0,0.0
848f2bbffffffff,1.0,0.0,1.0
848f2cbffffffff,2.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0
848f705ffffffff,5.0,0.0,0.0
848f72bffffffff,3.0,0.0,0.0
848f763ffffffff,10.0,0.0,0.0
84a84a5ffffffff,1.0,0.0,0.0
84a8591ffffffff,6.0,0.0,1.0
84a9057ffffffff,2.0,0.0,0.0
84a92c5ffffffff,1.0,0.0,0.0
84a9441ffffffff,2.0,0.0,2.0
84a9453ffffffff,3.0,0.0,0.0
84a953bffffffff,6.0,0.0,0.0
84a95d1ffffffff,22.0,0.0,0.0
84a95dbffffffff,5.0,0.0,0.0
84a9611ffffffff,3.0,0.0,0.0
84a9613ffffffff,34.0,0.0,0.0
84a9617ffffffff,26.0,0.0,0.0
84a9619ffffffff,13.0,0.0,0.0
84a9653ffffffff,19.0,0.0,0.0
84a96adffffffff,2.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0
84b248bffffffff,9.0,0.0,0.0
84b2491ffffffff,1.0,0.0,0.0
84b2493ffffffff,3.0,0.0,0.0
84b2497ffffffff,1.0,0.0,0.0
84b2499ffffffff,7.0,0.0,0.0
84b249bffffffff,6.0,0.0,0.0
84b249dffffffff,13.0,0.0,0.0
84b24d1ffffffff,68.0,0.0,0.0
84b24d3ffffffff,265.0,0.0,0.0
84b24d7ffffffff,23.0,0.0,0.0
84b24d9ffffffff,1.0,0.0,0.0
84b24dbffffffff,104.0,0.0,0.0
84b2557ffffffff,2.0,0.0,0.0
84b261bffffffff,2.0,0.0,0.0
84b2681ffffffff,2.0,0.0,0.0
84b2683ffffffff,2.0,0.0,0.0
84b2689ffffffff,4.0,0.0,0.0
84b268bffffffff,13.0,0.0,0.0
84b2691ffffffff,22.0,0.0,0.0
84b2693ffffffff,32.0,0.0,0.0
84b2695ffffffff,6.0,0.0,0.0
84b2697ffffffff,9.0,0.0,0.0
84b2699ffffffff,4.0,0.0,0.0
84b269bffffffff,6.0,0.0,0.0
84b269dffffffff,14.0,0.0,0.0
84b26b3ffffffff,3.0,0.0,0.0
84b26b9ffffffff,10.0,0.0,0.0
84b26bbffffffff,2.0,0.0,0.0
84b26bdffffffff,17.0,0.0,0.0
84b26d1ffffffff,9.0,0.0,0.0
84b26d5ffffffff,1.0,0.0,0.0
84b26d7ffffffff,86.0,0.0,0.0
84b26ddffffffff,20.0,0.0,0.0
84b2727ffffffff,2.0,0.0,0.0
84b2e2dffffffff,9.0,0.0,0.0
84b2e8dffffffff,2.0,0.0,0.0
84b2ec5ffffffff,1.0,0.0,0.0
84c2c53ffffffff,3.0,0.0,3.0
84c2c5bffffffff,1.0,0.0,1.0
84c2c6dffffffff,1.0,0.0,0.0
84c2c91ffffffff,32.0,0.0,0.0
84c2c93ffffffff,7.0,0.0,0.0
84c2c95ffffffff,3.0,0.0,0.0
84c2c97ffffffff,75.0,0.0,0.0
84c2c99ffffffff,102.0,0.0,0.0
84c2c9bffffffff,1.0,0.0,0.0
84c2cbbffffffff,3.0,0.0,0.0
84c2cd3ffffffff,200.0,0.0,0.0
84c2d09ffffffff,2.0,0.0,0.0
84c2e31ffffffff,2.0,0.0,0.0
84c2e33ffffffff,1.0,0.0,0.0
84c2e99ffffffff,23.0,0.0,0.0
84c2e9bffffffff,4.0,0.0,0.0
84c2eb9ffffffff,4.0,0.0,0.0
84c2ebbffffffff,9.0,0.0,0.0
84c2f3dffffffff,1.0,0.0,0.0
84c3487ffffffff,2.0,0.0,0.0
84c34b7ffffffff,2.0,0.0,0.0
84c34bdffffffff,6.0,0.0,0.0
84c34e9ffffffff,3.0,0.0,0.0
