cell_id,Turdus papuensis,Turdus papuensis versteegi,Turdus papuensis erebus,Turdus papuensis papuensis,Turdus papuensis keysseri,Turdus papuensis canescens
82728ffffffffff,76.0,16.0,0.0,0.0,0.0,0.0
8272d7fffffffff,5.0,0.0,0.0,3.0,0.0,0.0
8272dffffffffff,418.0,0.0,0.0,107.0,0.0,0.0
829c87fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
829cd7fffffffff,94.0,0.0,0.0,32.0,0.0,0.0
