cell_id,Pyrocephalus rubinus,Pyrocephalus rubinus [mexicanus Group],Pyrocephalus rubinus saturatus,Pyrocephalus rubinus [obscurus Group],Pyrocephalus rubinus rubinus
8429a01ffffffff,412.0,0.0,0.0,0.0,0.0
8429a03ffffffff,197.0,0.0,0.0,0.0,0.0
8429a05ffffffff,1412.0,0.0,0.0,0.0,0.0
8429a07ffffffff,200.0,0.0,0.0,0.0,0.0
8429a09ffffffff,18.0,0.0,0.0,0.0,0.0
8429a0bffffffff,1292.0,0.0,0.0,0.0,0.0
8429a0dffffffff,6.0,0.0,0.0,0.0,0.0
8429a11ffffffff,48.0,0.0,0.0,0.0,0.0
8429a13ffffffff,4.0,0.0,0.0,0.0,0.0
8429a15ffffffff,25.0,0.0,0.0,0.0,0.0
8429a17ffffffff,43.0,0.0,0.0,0.0,0.0
8429a19ffffffff,99.0,0.0,0.0,0.0,0.0
8429a1bffffffff,47.0,0.0,0.0,0.0,0.0
8429a1dffffffff,361.0,0.0,0.0,0.0,0.0
8429a29ffffffff,91.0,0.0,0.0,0.0,0.0
8429a31ffffffff,9.0,0.0,0.0,0.0,0.0
8429a33ffffffff,5.0,0.0,0.0,0.0,0.0
8429a39ffffffff,8.0,0.0,0.0,0.0,0.0
8429a3bffffffff,87.0,0.0,0.0,0.0,0.0
8429a3dffffffff,26.0,0.0,0.0,0.0,0.0
8429a41ffffffff,48.0,0.0,0.0,0.0,0.0
8429a43ffffffff,36.0,0.0,0.0,0.0,0.0
8429a45ffffffff,120.0,0.0,0.0,0.0,0.0
8429a47ffffffff,170.0,0.0,0.0,0.0,0.0
8429a4dffffffff,65.0,0.0,0.0,0.0,0.0
8429a55ffffffff,622.0,0.0,0.0,0.0,0.0
8429a57ffffffff,374.0,0.0,0.0,0.0,0.0
8429a61ffffffff,20.0,0.0,0.0,0.0,0.0
8429a63ffffffff,620.0,0.0,0.0,0.0,0.0
8429a69ffffffff,33.0,0.0,0.0,0.0,0.0
8429a6bffffffff,98.0,0.0,0.0,0.0,0.0
8429a6dffffffff,733.0,0.0,0.0,0.0,0.0
8429a89ffffffff,11.0,0.0,0.0,0.0,0.0
8429aa5ffffffff,2.0,0.0,0.0,0.0,0.0
8429aa7ffffffff,30.0,0.0,0.0,0.0,0.0
8429aadffffffff,70.0,0.0,0.0,0.0,0.0
8429ac5ffffffff,23.0,0.0,0.0,0.0,0.0
8429ae1ffffffff,67.0,0.0,0.0,0.0,0.0
8429ae5ffffffff,4.0,0.0,0.0,0.0,0.0
8429ae9ffffffff,3.0,0.0,0.0,0.0,0.0
8429aedffffffff,2.0,0.0,0.0,0.0,0.0
8429b01ffffffff,32.0,0.0,0.0,0.0,0.0
8429b03ffffffff,5.0,0.0,0.0,0.0,0.0
8429b05ffffffff,9.0,0.0,0.0,0.0,0.0
8429b07ffffffff,1.0,0.0,0.0,0.0,0.0
8429b09ffffffff,48.0,0.0,0.0,0.0,0.0
8429b0bffffffff,257.0,0.0,0.0,0.0,0.0
8429b0dffffffff,79.0,0.0,0.0,0.0,0.0
8429b11ffffffff,4.0,0.0,0.0,0.0,0.0
8429b13ffffffff,5.0,0.0,0.0,0.0,0.0
8429b15ffffffff,79.0,0.0,0.0,0.0,0.0
8429b17ffffffff,1.0,0.0,0.0,0.0,0.0
8429b1dffffffff,134.0,0.0,0.0,0.0,0.0
8429b29ffffffff,417.0,0.0,0.0,0.0,0.0
8429b2bffffffff,5.0,0.0,0.0,0.0,0.0
8429b2dffffffff,736.0,0.0,0.0,0.0,0.0
8429b39ffffffff,34.0,0.0,0.0,0.0,0.0
8429b3dffffffff,3.0,0.0,0.0,0.0,0.0
8429b43ffffffff,18.0,0.0,0.0,0.0,0.0
8429b45ffffffff,1.0,0.0,0.0,0.0,0.0
8429b47ffffffff,10.0,0.0,0.0,0.0,0.0
8429b49ffffffff,2.0,0.0,0.0,0.0,0.0
8429b4dffffffff,4.0,0.0,0.0,0.0,0.0
8429b55ffffffff,446.0,0.0,0.0,0.0,0.0
8429b57ffffffff,2.0,0.0,0.0,0.0,0.0
8429b5bffffffff,175.0,0.0,0.0,0.0,0.0
8429b5dffffffff,499.0,0.0,0.0,0.0,0.0
8429b61ffffffff,183.0,0.0,0.0,0.0,0.0
8429b63ffffffff,63.0,0.0,0.0,0.0,0.0
8429b65ffffffff,111.0,0.0,0.0,0.0,0.0
8429b67ffffffff,121.0,0.0,0.0,0.0,0.0
8429b69ffffffff,35.0,0.0,0.0,0.0,0.0
8429b6bffffffff,1184.0,0.0,0.0,0.0,0.0
8429b6dffffffff,976.0,0.0,0.0,0.0,0.0
8444249ffffffff,70.0,0.0,0.0,0.0,0.0
844424dffffffff,3.0,0.0,0.0,0.0,0.0
8444441ffffffff,35.0,0.0,0.0,0.0,0.0
8444443ffffffff,45.0,0.0,0.0,0.0,0.0
8444445ffffffff,4.0,0.0,0.0,0.0,0.0
844444bffffffff,37.0,0.0,0.0,0.0,0.0
8444451ffffffff,21.0,0.0,0.0,0.0,0.0
8444459ffffffff,772.0,0.0,0.0,0.0,0.0
844445bffffffff,13.0,0.0,0.0,0.0,0.0
844445dffffffff,108.0,0.0,0.0,0.0,0.0
8444461ffffffff,2.0,0.0,0.0,0.0,0.0
8444465ffffffff,39.0,0.0,0.0,0.0,0.0
8444467ffffffff,2.0,0.0,0.0,0.0,0.0
8444469ffffffff,20.0,0.0,0.0,0.0,0.0
844446dffffffff,2.0,0.0,0.0,0.0,0.0
84444c3ffffffff,21.0,0.0,0.0,0.0,0.0
84444e1ffffffff,17.0,0.0,0.0,0.0,0.0
84444e7ffffffff,2.0,0.0,0.0,0.0,0.0
844455bffffffff,1.0,0.0,0.0,0.0,0.0
8444633ffffffff,62.0,0.0,0.0,0.0,0.0
8444637ffffffff,2.0,0.0,0.0,0.0,0.0
844468dffffffff,1.0,0.0,0.0,0.0,0.0
8444693ffffffff,1.0,0.0,0.0,0.0,0.0
84446c1ffffffff,183.0,0.0,0.0,0.0,0.0
84446c3ffffffff,6.0,0.0,0.0,0.0,0.0
84446c5ffffffff,549.0,0.0,0.0,0.0,0.0
84446c7ffffffff,27.0,0.0,0.0,0.0,0.0
84446c9ffffffff,86.0,0.0,0.0,0.0,0.0
84446cbffffffff,292.0,0.0,0.0,0.0,0.0
84446cdffffffff,115.0,0.0,0.0,0.0,0.0
84446d1ffffffff,15.0,0.0,0.0,0.0,0.0
84446d3ffffffff,1.0,0.0,0.0,0.0,0.0
84446d9ffffffff,2.0,0.0,0.0,0.0,0.0
84446ddffffffff,117.0,0.0,0.0,0.0,0.0
84446e5ffffffff,141.0,0.0,0.0,0.0,0.0
84446e9ffffffff,82.0,0.0,0.0,0.0,0.0
84446ebffffffff,24.0,0.0,0.0,0.0,0.0
84446edffffffff,130.0,0.0,0.0,0.0,0.0
8444713ffffffff,1.0,0.0,0.0,0.0,0.0
8444717ffffffff,6.0,0.0,0.0,0.0,0.0
8444731ffffffff,25.0,0.0,0.0,0.0,0.0
8444733ffffffff,188.0,0.0,0.0,0.0,0.0
844473bffffffff,7.0,0.0,0.0,0.0,0.0
8445011ffffffff,2.0,0.0,0.0,0.0,0.0
8445053ffffffff,2.0,0.0,0.0,0.0,0.0
8445059ffffffff,71.0,0.0,0.0,0.0,0.0
844505bffffffff,857.0,0.0,0.0,0.0,0.0
8445085ffffffff,25.0,0.0,0.0,0.0,0.0
8445087ffffffff,3.0,1.0,0.0,0.0,0.0
844508bffffffff,2.0,0.0,0.0,0.0,0.0
844508dffffffff,8.0,0.0,0.0,0.0,0.0
8445091ffffffff,10.0,0.0,0.0,0.0,0.0
8445093ffffffff,66.0,25.0,0.0,0.0,0.0
8445095ffffffff,4.0,0.0,0.0,0.0,0.0
8445097ffffffff,28.0,8.0,0.0,0.0,0.0
844509bffffffff,448.0,113.0,0.0,0.0,0.0
84450a1ffffffff,7.0,0.0,0.0,0.0,0.0
84450a3ffffffff,58.0,0.0,0.0,0.0,0.0
84450a7ffffffff,11.0,0.0,0.0,0.0,0.0
84450b1ffffffff,1003.0,68.0,0.0,0.0,0.0
84450b5ffffffff,535.0,37.0,0.0,0.0,0.0
84450b9ffffffff,73.0,2.0,0.0,0.0,0.0
84450bdffffffff,57.0,4.0,0.0,0.0,0.0
84450c1ffffffff,6.0,0.0,0.0,0.0,0.0
84450c9ffffffff,4.0,0.0,0.0,0.0,0.0
84450cdffffffff,14.0,0.0,0.0,0.0,0.0
84450d5ffffffff,198.0,26.0,0.0,0.0,0.0
84450d9ffffffff,7.0,0.0,0.0,0.0,0.0
84450dbffffffff,8.0,0.0,0.0,0.0,0.0
84450ddffffffff,4.0,0.0,0.0,0.0,0.0
84450e1ffffffff,7.0,0.0,0.0,0.0,0.0
84450ebffffffff,3.0,0.0,0.0,0.0,0.0
844519bffffffff,38.0,0.0,0.0,0.0,0.0
8445213ffffffff,88.0,0.0,0.0,0.0,0.0
844521bffffffff,15.0,0.0,0.0,0.0,0.0
8445233ffffffff,386.0,0.0,0.0,0.0,0.0
844523bffffffff,136.0,0.0,0.0,0.0,0.0
8445285ffffffff,1.0,0.0,0.0,0.0,0.0
8445289ffffffff,9.0,0.0,0.0,0.0,0.0
844528bffffffff,2.0,0.0,0.0,0.0,0.0
844528dffffffff,6.0,0.0,0.0,0.0,0.0
8445291ffffffff,11.0,0.0,0.0,0.0,0.0
8445293ffffffff,9.0,0.0,0.0,0.0,0.0
8445295ffffffff,20.0,2.0,0.0,0.0,0.0
8445297ffffffff,49.0,0.0,0.0,0.0,0.0
8445299ffffffff,6.0,0.0,0.0,0.0,0.0
844529bffffffff,27.0,3.0,0.0,0.0,0.0
84452a1ffffffff,26.0,0.0,0.0,0.0,0.0
84452a3ffffffff,99.0,0.0,0.0,0.0,0.0
84452a5ffffffff,247.0,0.0,0.0,0.0,0.0
84452a7ffffffff,28.0,0.0,0.0,0.0,0.0
84452a9ffffffff,300.0,0.0,0.0,0.0,0.0
84452abffffffff,5.0,0.0,0.0,0.0,0.0
84452adffffffff,4298.0,0.0,0.0,0.0,0.0
84452b7ffffffff,1.0,0.0,0.0,0.0,0.0
84452bdffffffff,14.0,0.0,0.0,0.0,0.0
84452c1ffffffff,194.0,47.0,0.0,0.0,0.0
84452c3ffffffff,290.0,46.0,0.0,0.0,0.0
84452c5ffffffff,498.0,41.0,0.0,0.0,0.0
84452c7ffffffff,538.0,15.0,0.0,0.0,0.0
84452c9ffffffff,28.0,6.0,0.0,0.0,0.0
84452cbffffffff,80.0,13.0,0.0,0.0,0.0
84452cdffffffff,16.0,0.0,0.0,0.0,0.0
84452d3ffffffff,2.0,0.0,0.0,0.0,0.0
84452d5ffffffff,2.0,0.0,0.0,0.0,0.0
84452d7ffffffff,2.0,0.0,0.0,0.0,0.0
84452d9ffffffff,12.0,9.0,0.0,0.0,0.0
84452dbffffffff,40.0,0.0,0.0,0.0,0.0
84452ddffffffff,13.0,0.0,0.0,0.0,0.0
84452e1ffffffff,2023.0,0.0,0.0,0.0,0.0
84452e3ffffffff,491.0,0.0,0.0,0.0,0.0
84452e5ffffffff,899.0,0.0,0.0,0.0,0.0
84452e7ffffffff,182.0,0.0,0.0,0.0,0.0
84452ebffffffff,77.0,1.0,0.0,0.0,0.0
8445321ffffffff,17.0,0.0,0.0,0.0,0.0
8445363ffffffff,2.0,0.0,0.0,0.0,0.0
8445365ffffffff,221.0,0.0,0.0,0.0,0.0
8445367ffffffff,13.0,0.0,0.0,0.0,0.0
84456dbffffffff,24.0,0.0,0.0,0.0,0.0
8445721ffffffff,652.0,80.0,0.0,0.0,0.0
8445723ffffffff,20.0,2.0,0.0,0.0,0.0
8445727ffffffff,63.0,28.0,0.0,0.0,0.0
8445745ffffffff,6.0,0.0,0.0,0.0,0.0
8445749ffffffff,131.0,2.0,0.0,0.0,0.0
844574dffffffff,39.0,3.0,0.0,0.0,0.0
8445761ffffffff,11.0,0.0,0.0,0.0,0.0
8445765ffffffff,13.0,4.0,0.0,0.0,0.0
8445767ffffffff,25.0,9.0,0.0,0.0,0.0
8445769ffffffff,14.0,8.0,0.0,0.0,0.0
8448005ffffffff,15.0,0.0,0.0,0.0,0.0
8448007ffffffff,8.0,0.0,0.0,0.0,0.0
8448017ffffffff,12.0,0.0,0.0,0.0,0.0
8448021ffffffff,12.0,0.0,0.0,0.0,0.0
8448029ffffffff,15.0,0.0,0.0,0.0,0.0
844802bffffffff,140.0,0.0,0.0,0.0,0.0
8448039ffffffff,3.0,0.0,0.0,0.0,0.0
844803bffffffff,15.0,0.0,0.0,0.0,0.0
8448059ffffffff,25.0,0.0,0.0,0.0,0.0
844805bffffffff,3.0,0.0,0.0,0.0,0.0
8448061ffffffff,13.0,0.0,0.0,0.0,0.0
8448065ffffffff,80.0,0.0,0.0,0.0,0.0
8448067ffffffff,10.0,0.0,0.0,0.0,0.0
844806dffffffff,73.0,0.0,0.0,0.0,0.0
8448085ffffffff,13.0,0.0,0.0,0.0,0.0
8448087ffffffff,10.0,0.0,0.0,0.0,0.0
8448097ffffffff,145.0,0.0,0.0,0.0,0.0
84480a1ffffffff,2.0,0.0,0.0,0.0,0.0
84480a3ffffffff,3.0,0.0,0.0,0.0,0.0
84480a5ffffffff,6.0,0.0,0.0,0.0,0.0
84480a9ffffffff,61.0,0.0,0.0,0.0,0.0
84480adffffffff,459.0,6.0,0.0,0.0,0.0
84480b9ffffffff,3.0,0.0,0.0,0.0,0.0
84480bbffffffff,104.0,1.0,0.0,0.0,0.0
84480bdffffffff,34.0,1.0,0.0,0.0,0.0
84480cbffffffff,5.0,0.0,0.0,0.0,0.0
84480d1ffffffff,3.0,0.0,0.0,0.0,0.0
84480d3ffffffff,41.0,0.0,0.0,0.0,0.0
84480d9ffffffff,32.0,0.0,0.0,0.0,0.0
84480dbffffffff,27.0,0.0,0.0,0.0,0.0
84480ddffffffff,124.0,0.0,0.0,0.0,0.0
84480e1ffffffff,50.0,0.0,0.0,0.0,0.0
84480e3ffffffff,10.0,0.0,0.0,0.0,0.0
84480e5ffffffff,93.0,0.0,0.0,0.0,0.0
84480e7ffffffff,9.0,0.0,0.0,0.0,0.0
84480edffffffff,41.0,0.0,0.0,0.0,0.0
8448101ffffffff,112.0,0.0,0.0,0.0,0.0
8448107ffffffff,14.0,0.0,0.0,0.0,0.0
844810dffffffff,42.0,0.0,0.0,0.0,0.0
8448121ffffffff,27.0,0.0,0.0,0.0,0.0
8448125ffffffff,5.0,0.0,0.0,0.0,0.0
8448127ffffffff,12.0,0.0,0.0,0.0,0.0
8448129ffffffff,1.0,0.0,0.0,0.0,0.0
8448133ffffffff,1.0,0.0,0.0,0.0,0.0
8448143ffffffff,32.0,0.0,0.0,0.0,0.0
8448145ffffffff,15.0,0.0,0.0,0.0,0.0
8448147ffffffff,803.0,0.0,0.0,0.0,0.0
844814bffffffff,29.0,0.0,0.0,0.0,0.0
844814dffffffff,29.0,0.0,0.0,0.0,0.0
844815bffffffff,31.0,0.0,0.0,0.0,0.0
8448165ffffffff,12.0,0.0,0.0,0.0,0.0
8448169ffffffff,2.0,0.0,0.0,0.0,0.0
844816bffffffff,62.0,0.0,0.0,0.0,0.0
8448185ffffffff,2.0,0.0,0.0,0.0,0.0
8448187ffffffff,1.0,0.0,0.0,0.0,0.0
844818dffffffff,1.0,0.0,0.0,0.0,0.0
8448193ffffffff,1.0,0.0,0.0,0.0,0.0
8448199ffffffff,2.0,0.0,0.0,0.0,0.0
844819dffffffff,2.0,0.0,0.0,0.0,0.0
84481a1ffffffff,2.0,0.0,0.0,0.0,0.0
84481a7ffffffff,48.0,0.0,0.0,0.0,0.0
84481a9ffffffff,5.0,0.0,0.0,0.0,0.0
84481b1ffffffff,5.0,0.0,0.0,0.0,0.0
84481b5ffffffff,60.0,0.0,0.0,0.0,0.0
84481b9ffffffff,1.0,0.0,0.0,0.0,0.0
84481bdffffffff,7.0,0.0,0.0,0.0,0.0
84481d5ffffffff,14.0,0.0,0.0,0.0,0.0
84481d7ffffffff,29.0,0.0,0.0,0.0,0.0
84481d9ffffffff,2.0,0.0,0.0,0.0,0.0
84481dbffffffff,1.0,0.0,0.0,0.0,0.0
84481e7ffffffff,1.0,0.0,0.0,0.0,0.0
84481edffffffff,9.0,0.0,0.0,0.0,0.0
8448233ffffffff,126.0,0.0,0.0,0.0,0.0
844823bffffffff,12.0,0.0,0.0,0.0,0.0
84482a3ffffffff,2.0,0.0,0.0,0.0,0.0
84482a9ffffffff,17.0,0.0,0.0,0.0,0.0
84482abffffffff,2.0,0.0,0.0,0.0,0.0
84482adffffffff,382.0,0.0,0.0,0.0,0.0
84482b1ffffffff,7.0,0.0,0.0,0.0,0.0
84482b5ffffffff,4.0,0.0,0.0,0.0,0.0
84482b7ffffffff,9.0,0.0,0.0,0.0,0.0
84482b9ffffffff,35.0,0.0,0.0,0.0,0.0
84482bbffffffff,2.0,0.0,0.0,0.0,0.0
84482bdffffffff,1.0,0.0,0.0,0.0,0.0
84482e3ffffffff,3.0,0.0,0.0,0.0,0.0
84482e5ffffffff,12.0,0.0,0.0,0.0,0.0
84482edffffffff,10.0,0.0,0.0,0.0,0.0
8448305ffffffff,11.0,2.0,0.0,0.0,0.0
8448309ffffffff,3.0,0.0,0.0,0.0,0.0
8448329ffffffff,39.0,2.0,0.0,0.0,0.0
844832bffffffff,65.0,2.0,0.0,0.0,0.0
844832dffffffff,6.0,0.0,0.0,0.0,0.0
8448331ffffffff,106.0,0.0,0.0,0.0,0.0
8448333ffffffff,139.0,0.0,0.0,0.0,0.0
8448335ffffffff,2.0,0.0,0.0,0.0,0.0
8448337ffffffff,49.0,0.0,0.0,0.0,0.0
8448339ffffffff,7.0,0.0,0.0,0.0,0.0
844833bffffffff,413.0,0.0,0.0,0.0,0.0
844833dffffffff,31.0,0.0,0.0,0.0,0.0
8448361ffffffff,1098.0,27.0,0.0,0.0,0.0
8448363ffffffff,1519.0,40.0,0.0,0.0,0.0
8448365ffffffff,417.0,33.0,0.0,0.0,0.0
8448367ffffffff,59.0,0.0,0.0,0.0,0.0
8448369ffffffff,1080.0,35.0,0.0,0.0,0.0
844836dffffffff,196.0,11.0,0.0,0.0,0.0
8448425ffffffff,6.0,0.0,0.0,0.0,0.0
8448427ffffffff,56.0,0.0,0.0,0.0,0.0
8448435ffffffff,121.0,0.0,0.0,0.0,0.0
8448437ffffffff,34.0,0.0,0.0,0.0,0.0
8448469ffffffff,21.0,0.0,0.0,0.0,0.0
84484a5ffffffff,760.0,0.0,0.0,0.0,0.0
84484a7ffffffff,41.0,0.0,0.0,0.0,0.0
844851bffffffff,2.0,0.0,0.0,0.0,0.0
8448527ffffffff,4.0,4.0,0.0,0.0,0.0
8448551ffffffff,5.0,0.0,0.0,0.0,0.0
8448553ffffffff,24.0,0.0,0.0,0.0,0.0
8448559ffffffff,32.0,0.0,0.0,0.0,0.0
844855bffffffff,12.0,0.0,0.0,0.0,0.0
8448565ffffffff,14.0,0.0,0.0,0.0,0.0
8448567ffffffff,296.0,0.0,0.0,0.0,0.0
844856bffffffff,8.0,0.0,0.0,0.0,0.0
844856dffffffff,3.0,0.0,0.0,0.0,0.0
8448583ffffffff,77.0,0.0,0.0,0.0,0.0
8448585ffffffff,5.0,0.0,0.0,0.0,0.0
8448587ffffffff,9.0,3.0,0.0,0.0,0.0
8448593ffffffff,39.0,0.0,0.0,0.0,0.0
8448595ffffffff,23.0,0.0,0.0,0.0,0.0
8448597ffffffff,164.0,0.0,0.0,0.0,0.0
8448599ffffffff,89.0,0.0,0.0,0.0,0.0
844859bffffffff,3.0,0.0,0.0,0.0,0.0
84485a1ffffffff,1.0,0.0,0.0,0.0,0.0
84485a3ffffffff,103.0,0.0,0.0,0.0,0.0
84485a7ffffffff,77.0,0.0,0.0,0.0,0.0
84485b1ffffffff,10.0,0.0,0.0,0.0,0.0
84485b5ffffffff,126.0,0.0,0.0,0.0,0.0
84485b7ffffffff,121.0,0.0,0.0,0.0,0.0
84485b9ffffffff,38.0,0.0,0.0,0.0,0.0
84485bbffffffff,121.0,0.0,0.0,0.0,0.0
84485bdffffffff,122.0,0.0,0.0,0.0,0.0
84485c7ffffffff,4.0,0.0,0.0,0.0,0.0
84485c9ffffffff,22.0,0.0,0.0,0.0,0.0
84485d1ffffffff,70.0,0.0,0.0,0.0,0.0
84485d3ffffffff,25.0,0.0,0.0,0.0,0.0
84485d7ffffffff,23.0,0.0,0.0,0.0,0.0
84485d9ffffffff,10.0,0.0,0.0,0.0,0.0
84485ddffffffff,21.0,0.0,0.0,0.0,0.0
84485e7ffffffff,14.0,9.0,0.0,0.0,0.0
8448715ffffffff,19.0,0.0,0.0,0.0,0.0
8448717ffffffff,1.0,0.0,0.0,0.0,0.0
8448721ffffffff,4.0,0.0,0.0,0.0,0.0
8448723ffffffff,191.0,0.0,0.0,0.0,0.0
8448725ffffffff,8.0,0.0,0.0,0.0,0.0
8448727ffffffff,6.0,0.0,0.0,0.0,0.0
844872bffffffff,5.0,0.0,0.0,0.0,0.0
8448731ffffffff,99.0,0.0,0.0,0.0,0.0
8448733ffffffff,42.0,0.0,0.0,0.0,0.0
8448735ffffffff,22.0,0.0,0.0,0.0,0.0
8448737ffffffff,7.0,0.0,0.0,0.0,0.0
844873bffffffff,16.0,0.0,0.0,0.0,0.0
844873dffffffff,2.0,0.0,0.0,0.0,0.0
8448767ffffffff,1.0,0.0,0.0,0.0,0.0
8448803ffffffff,55.0,0.0,0.0,0.0,0.0
8448805ffffffff,64.0,0.0,0.0,0.0,0.0
8448807ffffffff,9.0,0.0,0.0,0.0,0.0
844880bffffffff,2.0,0.0,0.0,0.0,0.0
844880dffffffff,1018.0,0.0,0.0,0.0,0.0
8448815ffffffff,99.0,0.0,0.0,0.0,0.0
8448817ffffffff,54.0,0.0,0.0,0.0,0.0
8448821ffffffff,5.0,0.0,0.0,0.0,0.0
8448823ffffffff,43.0,0.0,0.0,0.0,0.0
8448825ffffffff,1154.0,0.0,0.0,0.0,0.0
8448827ffffffff,90.0,0.0,0.0,0.0,0.0
8448829ffffffff,14.0,0.0,0.0,0.0,0.0
844882bffffffff,80.0,0.0,0.0,0.0,0.0
844882dffffffff,41.0,0.0,0.0,0.0,0.0
8448831ffffffff,563.0,0.0,0.0,0.0,0.0
8448833ffffffff,491.0,0.0,0.0,0.0,0.0
8448835ffffffff,20.0,0.0,0.0,0.0,0.0
8448837ffffffff,816.0,0.0,0.0,0.0,0.0
8448839ffffffff,49.0,0.0,0.0,0.0,0.0
844883bffffffff,64.0,0.0,0.0,0.0,0.0
844883dffffffff,11.0,0.0,0.0,0.0,0.0
8448841ffffffff,6.0,0.0,0.0,0.0,0.0
8448843ffffffff,6.0,0.0,0.0,0.0,0.0
8448845ffffffff,2.0,0.0,0.0,0.0,0.0
8448849ffffffff,3.0,0.0,0.0,0.0,0.0
844884bffffffff,1.0,0.0,0.0,0.0,0.0
844884dffffffff,79.0,0.0,0.0,0.0,0.0
8448855ffffffff,28.0,0.0,0.0,0.0,0.0
8448859ffffffff,4.0,0.0,0.0,0.0,0.0
8448861ffffffff,66.0,0.0,0.0,0.0,0.0
8448863ffffffff,95.0,0.0,0.0,0.0,0.0
8448865ffffffff,16.0,0.0,0.0,0.0,0.0
8448867ffffffff,87.0,0.0,0.0,0.0,0.0
8448869ffffffff,392.0,0.0,0.0,0.0,0.0
844886bffffffff,284.0,0.0,0.0,0.0,0.0
844886dffffffff,115.0,0.0,0.0,0.0,0.0
8448881ffffffff,245.0,0.0,0.0,0.0,0.0
8448883ffffffff,103.0,0.0,0.0,0.0,0.0
8448885ffffffff,73.0,0.0,0.0,0.0,0.0
8448887ffffffff,46.0,0.0,0.0,0.0,0.0
8448889ffffffff,24.0,0.0,0.0,0.0,0.0
844888bffffffff,1.0,0.0,0.0,0.0,0.0
8448895ffffffff,7.0,0.0,0.0,0.0,0.0
8448897ffffffff,1.0,0.0,0.0,0.0,0.0
8448899ffffffff,15.0,0.0,0.0,0.0,0.0
844889bffffffff,35.0,0.0,0.0,0.0,0.0
844889dffffffff,16.0,0.0,0.0,0.0,0.0
84488a1ffffffff,62.0,0.0,0.0,0.0,0.0
84488a3ffffffff,47.0,0.0,0.0,0.0,0.0
84488a5ffffffff,35.0,0.0,0.0,0.0,0.0
84488a7ffffffff,169.0,0.0,0.0,0.0,0.0
84488a9ffffffff,138.0,0.0,0.0,0.0,0.0
84488abffffffff,28.0,0.0,0.0,0.0,0.0
84488adffffffff,41.0,0.0,0.0,0.0,0.0
