cell_id,Thinornis tricollaris,Thinornis tricollaris tricollaris,Thinornis tricollaris bifrontatus
846bb61ffffffff,1.0,0.0,0.0
847a401ffffffff,66.0,0.0,0.0
847a403ffffffff,10.0,0.0,0.0
847a405ffffffff,27.0,0.0,0.0
847a407ffffffff,62.0,0.0,0.0
847a40bffffffff,16.0,0.0,0.0
847a40dffffffff,2.0,0.0,0.0
847a413ffffffff,20.0,0.0,0.0
847a415ffffffff,6.0,0.0,0.0
847a417ffffffff,6.0,0.0,0.0
847a419ffffffff,2.0,0.0,0.0
847a41bffffffff,38.0,0.0,0.0
847a41dffffffff,126.0,0.0,0.0
847a43bffffffff,2.0,0.0,0.0
847a451ffffffff,7.0,0.0,0.0
847a453ffffffff,12.0,0.0,0.0
847a457ffffffff,52.0,0.0,0.0
847a459ffffffff,18.0,0.0,0.0
847a45dffffffff,20.0,0.0,0.0
847a481ffffffff,7.0,0.0,0.0
847a4c9ffffffff,7.0,0.0,0.0
847a5a5ffffffff,3.0,0.0,0.0
847a601ffffffff,2.0,0.0,0.0
847a609ffffffff,45.0,0.0,0.0
847a60bffffffff,22.0,0.0,0.0
847a611ffffffff,6.0,0.0,0.0
847a615ffffffff,2.0,0.0,0.0
847a619ffffffff,2.0,0.0,0.0
847a61bffffffff,1.0,1.0,0.0
847a61dffffffff,168.0,0.0,0.0
847a631ffffffff,1.0,0.0,0.0
847a633ffffffff,1.0,0.0,0.0
847a637ffffffff,2.0,0.0,0.0
847a641ffffffff,14.0,0.0,0.0
847a643ffffffff,14.0,0.0,0.0
847a645ffffffff,2.0,0.0,0.0
847a647ffffffff,11.0,0.0,0.0
847a651ffffffff,24.0,0.0,0.0
847a653ffffffff,44.0,0.0,0.0
847a657ffffffff,18.0,0.0,0.0
847a65bffffffff,25.0,0.0,0.0
847a65dffffffff,3.0,0.0,0.0
847a669ffffffff,5.0,0.0,0.0
847a66bffffffff,1.0,0.0,0.0
847a681ffffffff,162.0,0.0,0.0
847a683ffffffff,208.0,0.0,0.0
847a685ffffffff,5.0,0.0,0.0
847a687ffffffff,5.0,0.0,0.0
847a689ffffffff,7.0,0.0,0.0
847a68bffffffff,99.0,0.0,0.0
847a69dffffffff,4.0,0.0,0.0
847a6a1ffffffff,190.0,0.0,0.0
847a6a3ffffffff,7.0,0.0,0.0
847a6a5ffffffff,34.0,0.0,0.0
847a6a7ffffffff,12.0,0.0,0.0
847a6a9ffffffff,2.0,0.0,0.0
847a6adffffffff,124.0,0.0,0.0
847a6b1ffffffff,2.0,0.0,0.0
847a6b7ffffffff,2.0,0.0,0.0
847a6c1ffffffff,3.0,0.0,0.0
847a6c3ffffffff,1.0,0.0,0.0
847a6c5ffffffff,1.0,0.0,0.0
847a6cbffffffff,2.0,0.0,0.0
847a6d1ffffffff,399.0,24.0,0.0
847a6d3ffffffff,17.0,0.0,0.0
847a6d5ffffffff,5.0,0.0,0.0
847a6d7ffffffff,5.0,0.0,0.0
847a6d9ffffffff,109.0,7.0,0.0
847a6dbffffffff,21.0,0.0,0.0
847a6ddffffffff,3.0,0.0,0.0
847a6e5ffffffff,432.0,0.0,0.0
847a6e7ffffffff,17.0,0.0,0.0
847a6e9ffffffff,1.0,0.0,0.0
847a6ebffffffff,11.0,0.0,0.0
847a6edffffffff,20.0,0.0,0.0
847ac81ffffffff,34.0,0.0,0.0
847ac87ffffffff,65.0,0.0,0.0
847ac8bffffffff,6.0,0.0,0.0
847ac97ffffffff,4.0,0.0,0.0
847aca1ffffffff,3.0,0.0,0.0
847aca3ffffffff,3.0,0.0,0.0
847acabffffffff,4.0,0.0,0.0
847acb5ffffffff,20.0,0.0,0.0
847acc5ffffffff,34.0,0.0,0.0
847acd5ffffffff,14.0,0.0,0.0
847acd7ffffffff,8.0,0.0,0.0
847ad91ffffffff,1.0,0.0,0.0
847ad93ffffffff,8.0,0.0,0.0
847ad99ffffffff,25.0,0.0,0.0
847ae81ffffffff,3.0,0.0,0.0
847ae9bffffffff,1.0,0.0,0.0
847aeabffffffff,5.0,0.0,0.0
847b489ffffffff,1.0,0.0,0.0
847b4abffffffff,1.0,0.0,0.0
847b4b1ffffffff,6.0,0.0,0.0
847b4b7ffffffff,2.0,0.0,0.0
847b4b9ffffffff,2.0,0.0,0.0
847b4dbffffffff,1.0,0.0,0.0
847b591ffffffff,5.0,0.0,0.0
847b595ffffffff,15.0,0.0,0.0
847b597ffffffff,78.0,0.0,0.0
847b59bffffffff,6.0,0.0,0.0
847b5b1ffffffff,4.0,0.0,0.0
847b5bbffffffff,4.0,0.0,0.0
847b6a9ffffffff,1.0,0.0,0.0
847b6bbffffffff,11.0,0.0,0.0
84821b3ffffffff,3.0,0.0,0.0
8483025ffffffff,2.0,0.0,0.0
8483041ffffffff,1.0,1.0,0.0
8483069ffffffff,7.0,0.0,0.0
84831e3ffffffff,1.0,0.0,0.0
84831ebffffffff,7.0,1.0,0.0
8483201ffffffff,2.0,0.0,0.0
8483225ffffffff,2.0,2.0,0.0
8483263ffffffff,3.0,3.0,0.0
8496009ffffffff,4.0,0.0,0.0
849600bffffffff,4.0,0.0,0.0
8496015ffffffff,1.0,0.0,0.0
8496025ffffffff,4.0,0.0,0.0
849602dffffffff,1.0,0.0,0.0
8496047ffffffff,2.0,0.0,0.0
8496051ffffffff,4.0,2.0,0.0
8496059ffffffff,1.0,0.0,0.0
8496105ffffffff,2.0,0.0,0.0
8496141ffffffff,2.0,0.0,0.0
8496149ffffffff,5.0,0.0,0.0
8496201ffffffff,15.0,0.0,0.0
8496203ffffffff,12.0,0.0,0.0
8496207ffffffff,40.0,4.0,0.0
849620bffffffff,4.0,0.0,0.0
8496217ffffffff,6.0,0.0,0.0
8496219ffffffff,4.0,0.0,0.0
849622bffffffff,2.0,0.0,0.0
849622dffffffff,2.0,0.0,0.0
8496233ffffffff,9.0,2.0,0.0
8496239ffffffff,11.0,3.0,0.0
849623bffffffff,8.0,4.0,0.0
849623dffffffff,2.0,0.0,0.0
8496257ffffffff,2.0,0.0,0.0
8496263ffffffff,5.0,0.0,0.0
849629dffffffff,4.0,0.0,0.0
84962b9ffffffff,9.0,0.0,0.0
84962c5ffffffff,5.0,0.0,0.0
84962c9ffffffff,16.0,9.0,0.0
84962d7ffffffff,7.0,7.0,0.0
84962e5ffffffff,14.0,2.0,0.0
8496311ffffffff,2.0,0.0,0.0
8496335ffffffff,79.0,11.0,0.0
8496753ffffffff,2.0,0.0,0.0
8496757ffffffff,4.0,0.0,0.0
8496861ffffffff,3.0,0.0,0.0
8496901ffffffff,13.0,0.0,0.0
8496905ffffffff,18.0,0.0,0.0
8496907ffffffff,125.0,7.0,0.0
849691dffffffff,2.0,0.0,0.0
8496921ffffffff,21.0,2.0,0.0
8496923ffffffff,12.0,1.0,0.0
8496925ffffffff,148.0,9.0,0.0
849692bffffffff,102.0,16.0,0.0
849692dffffffff,40.0,6.0,0.0
8496931ffffffff,10.0,0.0,0.0
8496933ffffffff,101.0,1.0,0.0
8496935ffffffff,96.0,12.0,0.0
8496937ffffffff,43.0,9.0,0.0
849693bffffffff,1.0,0.0,0.0
849693dffffffff,88.0,4.0,0.0
84969a1ffffffff,4.0,0.0,0.0
84969a5ffffffff,14.0,0.0,0.0
84969adffffffff,2.0,0.0,0.0
8496a09ffffffff,1.0,1.0,0.0
8496a15ffffffff,25.0,0.0,0.0
8496a27ffffffff,4.0,0.0,0.0
8496a2bffffffff,1.0,0.0,0.0
8496a59ffffffff,1.0,0.0,0.0
8496a8bffffffff,2.0,2.0,0.0
8496aedffffffff,2.0,0.0,0.0
8496b03ffffffff,2.0,0.0,0.0
8496b13ffffffff,19.0,0.0,0.0
8496b19ffffffff,39.0,0.0,0.0
8496b1bffffffff,21.0,0.0,0.0
8496b39ffffffff,1.0,1.0,0.0
8496b53ffffffff,2.0,0.0,0.0
8496b63ffffffff,10.0,0.0,0.0
8496b67ffffffff,1.0,0.0,0.0
8496b69ffffffff,4.0,0.0,0.0
8496b6dffffffff,22.0,0.0,0.0
8497015ffffffff,1.0,0.0,0.0
8497019ffffffff,1.0,0.0,0.0
8497029ffffffff,2.0,0.0,0.0
8497035ffffffff,3.0,0.0,0.0
8497051ffffffff,5.0,0.0,0.0
8497053ffffffff,1.0,0.0,0.0
8497057ffffffff,7.0,0.0,0.0
8497085ffffffff,5.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0
84970d3ffffffff,3.0,0.0,0.0
84970d7ffffffff,3.0,0.0,0.0
8497119ffffffff,60.0,0.0,0.0
8497131ffffffff,6.0,0.0,0.0
849713dffffffff,2.0,0.0,0.0
8497151ffffffff,17.0,0.0,0.0
8497199ffffffff,2.0,0.0,0.0
849719bffffffff,15.0,0.0,0.0
84971b9ffffffff,3.0,0.0,0.0
84971c9ffffffff,5.0,0.0,0.0
84971d7ffffffff,3.0,0.0,0.0
849721bffffffff,8.0,0.0,0.0
8497253ffffffff,5.0,0.0,0.0
849728dffffffff,108.0,22.0,0.0
8497291ffffffff,41.0,13.0,0.0
8497295ffffffff,6.0,1.0,0.0
8497297ffffffff,3.0,0.0,0.0
8497299ffffffff,2.0,0.0,0.0
84972c1ffffffff,2.0,0.0,0.0
84972c5ffffffff,159.0,75.0,0.0
84972c9ffffffff,43.0,1.0,0.0
84972cdffffffff,134.0,36.0,0.0
84972d7ffffffff,2.0,0.0,0.0
84972d9ffffffff,6.0,0.0,0.0
84972dbffffffff,4.0,0.0,0.0
84972e3ffffffff,231.0,38.0,0.0
84972ebffffffff,41.0,10.0,0.0
849731dffffffff,1.0,0.0,0.0
8497357ffffffff,14.0,0.0,0.0
8497405ffffffff,5.0,1.0,0.0
8497409ffffffff,5.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0
8497415ffffffff,3.0,0.0,0.0
8497417ffffffff,13.0,0.0,0.0
849741dffffffff,6.0,0.0,0.0
8497423ffffffff,1.0,0.0,0.0
8497431ffffffff,15.0,0.0,0.0
8497435ffffffff,11.0,0.0,0.0
8497437ffffffff,17.0,3.0,0.0
8497439ffffffff,3.0,0.0,0.0
849743bffffffff,43.0,6.0,0.0
8497447ffffffff,5.0,0.0,0.0
8497461ffffffff,4.0,0.0,0.0
84974a9ffffffff,66.0,16.0,0.0
84974abffffffff,107.0,13.0,0.0
84974b9ffffffff,31.0,0.0,0.0
84974e1ffffffff,14.0,0.0,0.0
84974e3ffffffff,12.0,0.0,0.0
84974e5ffffffff,10.0,0.0,0.0
84974e9ffffffff,24.0,16.0,0.0
84974edffffffff,20.0,7.0,0.0
8497503ffffffff,2.0,0.0,0.0
8497509ffffffff,31.0,6.0,0.0
8497511ffffffff,2.0,0.0,0.0
8497513ffffffff,115.0,4.0,0.0
8497515ffffffff,94.0,9.0,0.0
8497517ffffffff,32.0,6.0,0.0
8497519ffffffff,4.0,0.0,0.0
8497535ffffffff,5.0,5.0,0.0
8497543ffffffff,5.0,0.0,0.0
8497547ffffffff,9.0,0.0,0.0
8497555ffffffff,2.0,0.0,0.0
8497557ffffffff,12.0,0.0,0.0
8497559ffffffff,7.0,4.0,0.0
84975b1ffffffff,2.0,0.0,0.0
84975c5ffffffff,18.0,1.0,0.0
84975c7ffffffff,50.0,0.0,0.0
84975c9ffffffff,6.0,0.0,0.0
84975cbffffffff,2.0,0.0,0.0
84975d1ffffffff,6.0,0.0,0.0
84975d9ffffffff,3.0,0.0,0.0
84975ddffffffff,2.0,0.0,0.0
84975e1ffffffff,2.0,2.0,0.0
84975ebffffffff,4.0,0.0,0.0
8497649ffffffff,2.0,0.0,0.0
849764bffffffff,2.0,0.0,0.0
8497681ffffffff,2.0,0.0,0.0
8497685ffffffff,3.0,0.0,0.0
8497701ffffffff,2.0,0.0,0.0
8497725ffffffff,20.0,0.0,0.0
849772dffffffff,2.0,0.0,0.0
849773bffffffff,1.0,0.0,0.0
8497749ffffffff,2.0,0.0,0.0
849774dffffffff,4.0,0.0,0.0
8497827ffffffff,2.0,0.0,0.0
849788bffffffff,1.0,0.0,0.0
84978b3ffffffff,1.0,0.0,0.0
84978d9ffffffff,2.0,0.0,0.0
8497913ffffffff,3.0,0.0,0.0
8497a81ffffffff,2.0,0.0,0.0
8497a8bffffffff,3.0,0.0,0.0
8497aabffffffff,3.0,0.0,0.0
8497ab5ffffffff,2.0,0.0,0.0
8497ac3ffffffff,1.0,0.0,0.0
84a2049ffffffff,2.0,0.0,2.0
84a2143ffffffff,16.0,0.0,2.0
84a214bffffffff,8.0,0.0,6.0
84a2227ffffffff,3.0,0.0,3.0
84a2319ffffffff,12.0,0.0,4.0
84a231bffffffff,9.0,0.0,0.0
84a2357ffffffff,9.0,0.0,2.0
84a2ae9ffffffff,1.0,0.0,0.0
84a2aedffffffff,1.0,0.0,0.0
84a308bffffffff,1.0,0.0,0.0
84a3189ffffffff,3.0,0.0,0.0
84a3191ffffffff,2.0,0.0,2.0
84a3199ffffffff,2.0,0.0,0.0
84a319dffffffff,39.0,0.0,11.0
84a31c3ffffffff,1.0,0.0,0.0
84a31c7ffffffff,6.0,0.0,2.0
84a31d5ffffffff,34.0,0.0,2.0
84a31d7ffffffff,3.0,0.0,0.0
84a3761ffffffff,2.0,0.0,0.0
84a3765ffffffff,1.0,0.0,0.0
84a38b5ffffffff,9.0,0.0,9.0
84a38e7ffffffff,3.0,0.0,0.0
84a3993ffffffff,21.0,0.0,3.0
84a3997ffffffff,2.0,0.0,0.0
84a399bffffffff,147.0,0.0,53.0
84a39dbffffffff,13.0,0.0,0.0
84a3ab7ffffffff,2.0,0.0,0.0
84a3abbffffffff,2.0,0.0,0.0
84ac125ffffffff,77.0,4.0,0.0
84ac12dffffffff,80.0,8.0,0.0
84ac167ffffffff,3.0,0.0,0.0
84ac801ffffffff,68.0,0.0,0.0
84ac805ffffffff,81.0,5.0,0.0
84ac811ffffffff,1.0,0.0,0.0
84ac815ffffffff,4.0,0.0,0.0
84ac81bffffffff,9.0,0.0,0.0
84ac821ffffffff,8.0,0.0,0.0
84ac82dffffffff,33.0,4.0,0.0
84ac841ffffffff,2.0,0.0,0.0
84ac84dffffffff,2.0,0.0,0.0
84ac853ffffffff,5.0,0.0,0.0
84ac85bffffffff,6.0,0.0,0.0
84ac85dffffffff,2.0,0.0,0.0
84ac863ffffffff,60.0,4.0,0.0
84ac867ffffffff,164.0,33.0,0.0
84ac8a9ffffffff,32.0,0.0,0.0
84ac8cdffffffff,4.0,0.0,0.0
84ac8e7ffffffff,17.0,0.0,0.0
84ac961ffffffff,16.0,0.0,0.0
84ac969ffffffff,13.0,0.0,0.0
84ac96dffffffff,49.0,2.0,0.0
84ac9dbffffffff,4.0,0.0,0.0
84aca15ffffffff,1.0,0.0,0.0
84aca23ffffffff,11.0,0.0,0.0
84aca27ffffffff,36.0,0.0,0.0
84aca2bffffffff,6.0,2.0,0.0
84aca39ffffffff,1.0,0.0,0.0
84aca47ffffffff,4.0,0.0,0.0
84aca4bffffffff,22.0,8.0,0.0
84aca51ffffffff,2.0,0.0,0.0
84aca61ffffffff,111.0,23.0,0.0
84aca63ffffffff,2.0,0.0,0.0
84aca69ffffffff,10.0,0.0,0.0
84aca6bffffffff,123.0,14.0,0.0
84acaa1ffffffff,2.0,0.0,0.0
84acaa7ffffffff,2.0,0.0,0.0
84acaa9ffffffff,1.0,0.0,0.0
84acaadffffffff,2.0,2.0,0.0
84acae7ffffffff,14.0,6.0,0.0
84acaedffffffff,3.0,0.0,0.0
84acb3bffffffff,2.0,0.0,0.0
84ad12bffffffff,2.0,0.0,0.0
84ad12dffffffff,2.0,0.0,0.0
84ad321ffffffff,66.0,7.0,0.0
84ad325ffffffff,8.0,0.0,0.0
84ad329ffffffff,241.0,63.0,0.0
84ad32dffffffff,8.0,2.0,0.0
84ad361ffffffff,42.0,7.0,0.0
84ad365ffffffff,41.0,8.0,0.0
84ad367ffffffff,38.0,4.0,0.0
84ad369ffffffff,369.0,85.0,0.0
84ad36bffffffff,1.0,0.0,0.0
84ad36dffffffff,51.0,5.0,0.0
84ad82dffffffff,2.0,0.0,0.0
84ad861ffffffff,1.0,0.0,0.0
84ad8b5ffffffff,5.0,0.0,0.0
84ad9b5ffffffff,2.0,0.0,0.0
84ada03ffffffff,3.0,0.0,0.0
84ada21ffffffff,33.0,3.0,0.0
84ada2dffffffff,1.0,0.0,0.0
84ada39ffffffff,4.0,0.0,0.0
84ada45ffffffff,8.0,0.0,0.0
84ada49ffffffff,1.0,0.0,0.0
84ada4dffffffff,9.0,0.0,0.0
84ada61ffffffff,1.0,0.0,0.0
84ada89ffffffff,2.0,0.0,0.0
84ada8dffffffff,2.0,2.0,0.0
84adaa9ffffffff,8.0,0.0,0.0
84adaadffffffff,1.0,0.0,0.0
84adac5ffffffff,3.0,0.0,0.0
84adacbffffffff,4.0,3.0,0.0
84adad5ffffffff,2.0,0.0,0.0
84adae3ffffffff,2.0,0.0,0.0
84adb07ffffffff,3.0,0.0,0.0
84adb53ffffffff,4.0,0.0,0.0
84bc091ffffffff,3.0,1.0,0.0
84bc095ffffffff,7.0,0.0,0.0
84bc0bdffffffff,4.0,0.0,0.0
84bc197ffffffff,1.0,0.0,0.0
84bc19bffffffff,2.0,0.0,0.0
84bc1b3ffffffff,5.0,0.0,0.0
84bc1b7ffffffff,30.0,3.0,0.0
84bc409ffffffff,12.0,1.0,0.0
84bc417ffffffff,10.0,8.0,0.0
84bc41dffffffff,1.0,1.0,0.0
84bc431ffffffff,38.0,0.0,0.0
84bc435ffffffff,4.0,0.0,0.0
84bc43dffffffff,1.0,0.0,0.0
84bc443ffffffff,5.0,0.0,0.0
84bc453ffffffff,11.0,0.0,0.0
84bc455ffffffff,27.0,5.0,0.0
84bc457ffffffff,3.0,0.0,0.0
84bc46dffffffff,10.0,0.0,0.0
84bc481ffffffff,21.0,0.0,0.0
84bc483ffffffff,2.0,0.0,0.0
84bc48bffffffff,2.0,0.0,0.0
84bc497ffffffff,1.0,0.0,0.0
84bc49bffffffff,17.0,0.0,0.0
84bc4a3ffffffff,8.0,2.0,0.0
84bc4bbffffffff,5.0,2.0,0.0
84bc4bdffffffff,8.0,1.0,0.0
84bc4c7ffffffff,2.0,0.0,0.0
84bc4c9ffffffff,1.0,0.0,0.0
84bc4cbffffffff,3.0,0.0,0.0
84bc4d1ffffffff,4.0,0.0,0.0
84bc4d5ffffffff,60.0,10.0,0.0
84bc4d9ffffffff,23.0,4.0,0.0
84bc4dbffffffff,5.0,1.0,0.0
84bc4ddffffffff,28.0,4.0,0.0
84bc4e9ffffffff,2.0,0.0,0.0
84bc4ebffffffff,1.0,0.0,0.0
84bc50bffffffff,8.0,0.0,0.0
84bc519ffffffff,1.0,0.0,0.0
84bc52bffffffff,1.0,0.0,0.0
84bc543ffffffff,1.0,0.0,0.0
84bc545ffffffff,1.0,0.0,0.0
84bc559ffffffff,6.0,0.0,0.0
84bc5c1ffffffff,1.0,0.0,0.0
84bc5c9ffffffff,4.0,0.0,0.0
84bc5edffffffff,10.0,1.0,0.0
84bc683ffffffff,6.0,0.0,0.0
84bc687ffffffff,98.0,27.0,0.0
84bc695ffffffff,4.0,0.0,0.0
84bc697ffffffff,14.0,0.0,0.0
84bc6a1ffffffff,2.0,0.0,0.0
84bc6a3ffffffff,22.0,5.0,0.0
84bc6a5ffffffff,3.0,1.0,0.0
84bc6abffffffff,39.0,3.0,0.0
84bc6adffffffff,4.0,0.0,0.0
84bc6b1ffffffff,5.0,0.0,0.0
84bc6b3ffffffff,6.0,0.0,0.0
84bc6b5ffffffff,4.0,2.0,0.0
84bc6b7ffffffff,5.0,0.0,0.0
84bc6bbffffffff,2.0,0.0,0.0
84bc6bdffffffff,18.0,2.0,0.0
84bc713ffffffff,1.0,0.0,0.0
84bc717ffffffff,40.0,0.0,0.0
84bc723ffffffff,2.0,0.0,0.0
84bc731ffffffff,12.0,0.0,0.0
84bc733ffffffff,2.0,2.0,0.0
84bc735ffffffff,3.0,0.0,0.0
84bc737ffffffff,37.0,0.0,0.0
84bc739ffffffff,8.0,0.0,0.0
84bc73bffffffff,6.0,0.0,0.0
84bc73dffffffff,3.0,0.0,0.0
84bc891ffffffff,35.0,0.0,0.0
84bc897ffffffff,38.0,0.0,0.0
84bc899ffffffff,6.0,0.0,0.0
84bc89bffffffff,34.0,0.0,0.0
84bc8b3ffffffff,4.0,0.0,0.0
84bc8d3ffffffff,2.0,0.0,0.0
84bc991ffffffff,2.0,0.0,0.0
84bc997ffffffff,3.0,0.0,0.0
84bc9bbffffffff,1.0,0.0,0.0
84bcc07ffffffff,1.0,0.0,0.0
84bcc17ffffffff,9.0,4.0,0.0
84bcc21ffffffff,15.0,2.0,0.0
84bcc23ffffffff,210.0,20.0,0.0
84bcc25ffffffff,2.0,0.0,0.0
84bcc27ffffffff,14.0,0.0,0.0
84bcc29ffffffff,37.0,0.0,0.0
84bcc2bffffffff,35.0,9.0,0.0
84bcc33ffffffff,2.0,2.0,0.0
84bcc35ffffffff,41.0,6.0,0.0
84bcc39ffffffff,1.0,0.0,0.0
84bcc3bffffffff,4.0,4.0,0.0
84bcc3dffffffff,64.0,5.0,0.0
84bcc51ffffffff,2.0,0.0,0.0
84bcc65ffffffff,25.0,0.0,0.0
84bcc69ffffffff,9.0,2.0,0.0
84bcc6dffffffff,187.0,34.0,0.0
84bcca1ffffffff,2.0,0.0,0.0
84bcca5ffffffff,27.0,12.0,0.0
84bcca7ffffffff,9.0,0.0,0.0
84bccc7ffffffff,4.0,0.0,0.0
84bcce9ffffffff,2.0,0.0,0.0
84bcd01ffffffff,6.0,0.0,0.0
84bcd03ffffffff,4.0,0.0,0.0
84bcd05ffffffff,65.0,13.0,0.0
84bcd0bffffffff,2.0,0.0,0.0
84bcd0dffffffff,133.0,32.0,0.0
84bcd11ffffffff,5.0,0.0,0.0
84bcd15ffffffff,2.0,0.0,0.0
84bcd19ffffffff,28.0,10.0,0.0
84bcd1dffffffff,3.0,0.0,0.0
84bcd21ffffffff,260.0,40.0,0.0
84bcd23ffffffff,136.0,6.0,0.0
84bcd25ffffffff,52.0,13.0,0.0
84bcd27ffffffff,370.0,106.0,0.0
84bcd29ffffffff,547.0,93.0,0.0
84bcd2bffffffff,41.0,3.0,0.0
84bcd2dffffffff,144.0,35.0,0.0
84bcd35ffffffff,36.0,8.0,0.0
84bcd37ffffffff,3.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0
84bcd43ffffffff,8.0,0.0,0.0
84bcd45ffffffff,29.0,4.0,0.0
84bcd4bffffffff,4.0,0.0,0.0
84bcd4dffffffff,7.0,0.0,0.0
84bcd51ffffffff,10.0,0.0,0.0
84bcd57ffffffff,5.0,0.0,0.0
84bcd5bffffffff,1.0,0.0,0.0
84bcd61ffffffff,9.0,0.0,0.0
84bcd63ffffffff,208.0,48.0,0.0
84bcd67ffffffff,299.0,60.0,0.0
84bcd69ffffffff,3.0,0.0,0.0
84bcd6dffffffff,162.0,0.0,0.0
84bcd81ffffffff,6.0,0.0,0.0
84bcd89ffffffff,9.0,2.0,0.0
84bcd8bffffffff,2.0,0.0,0.0
84bcd99ffffffff,6.0,0.0,0.0
84bcd9bffffffff,23.0,0.0,0.0
84bcda3ffffffff,5.0,0.0,0.0
84bcdc1ffffffff,49.0,6.0,0.0
84bcdc3ffffffff,70.0,12.0,0.0
84bcdc5ffffffff,9.0,1.0,0.0
84bcdc7ffffffff,3.0,0.0,0.0
84bcdc9ffffffff,37.0,0.0,0.0
84bcdcbffffffff,1.0,0.0,0.0
84bcdcdffffffff,2.0,0.0,0.0
84bcdd1ffffffff,75.0,8.0,0.0
84bcdd7ffffffff,1.0,0.0,0.0
84bcdd9ffffffff,3.0,0.0,0.0
84bcdddffffffff,7.0,0.0,0.0
84bcde5ffffffff,9.0,2.0,0.0
84bcde7ffffffff,1.0,0.0,0.0
84bcdebffffffff,24.0,0.0,0.0
84bce09ffffffff,3.0,0.0,0.0
84bce13ffffffff,7.0,0.0,0.0
84bce29ffffffff,13.0,0.0,0.0
84bce61ffffffff,8.0,0.0,0.0
84bce65ffffffff,8.0,0.0,0.0
84bce6bffffffff,5.0,2.0,0.0
84bce83ffffffff,17.0,0.0,0.0
84bce85ffffffff,7.0,0.0,0.0
84bce95ffffffff,24.0,2.0,0.0
84bce99ffffffff,6.0,0.0,0.0
84bcea1ffffffff,1.0,0.0,0.0
84bcea5ffffffff,2.0,0.0,0.0
84bcebbffffffff,2.0,0.0,0.0
84bced1ffffffff,2.0,0.0,0.0
84bcf05ffffffff,18.0,2.0,0.0
84bcf09ffffffff,3.0,2.0,0.0
84bcf0dffffffff,24.0,8.0,0.0
84bcf15ffffffff,2.0,0.0,0.0
84bcf17ffffffff,3.0,0.0,0.0
84bcf1bffffffff,10.0,0.0,0.0
84bcf1dffffffff,4.0,0.0,0.0
84bcf21ffffffff,25.0,1.0,0.0
84bcf25ffffffff,43.0,20.0,0.0
84bcf27ffffffff,1.0,0.0,0.0
84bcf29ffffffff,566.0,84.0,0.0
84bcf2bffffffff,2.0,0.0,0.0
84bcf2dffffffff,66.0,7.0,0.0
84bcf33ffffffff,39.0,12.0,0.0
84bcf3bffffffff,2.0,2.0,0.0
84bcf3dffffffff,1.0,0.0,0.0
84bcf47ffffffff,20.0,7.0,0.0
84bcf53ffffffff,2.0,0.0,0.0
84bcf5bffffffff,127.0,15.0,0.0
84bcf5dffffffff,63.0,7.0,0.0
84bcf61ffffffff,155.0,18.0,0.0
84bcf63ffffffff,96.0,9.0,0.0
84bcf67ffffffff,26.0,9.0,0.0
84bcf6bffffffff,4.0,0.0,0.0
