cell_id,Thinornis tricollaris,Thinornis tricollaris tricollaris,Thinornis tricollaris bifrontatus
8452803ffffffff,2.0,0.0,0.0
8452855ffffffff,2.0,0.0,0.0
8452863ffffffff,4.0,0.0,0.0
8452895ffffffff,2.0,0.0,0.0
8452997ffffffff,2.0,0.0,0.0
84529b1ffffffff,10.0,0.0,0.0
84529b3ffffffff,3.0,0.0,0.0
84529b5ffffffff,51.0,0.0,0.0
84529b7ffffffff,3.0,0.0,0.0
84529b9ffffffff,43.0,0.0,0.0
84529bbffffffff,17.0,0.0,0.0
84529bdffffffff,1.0,0.0,0.0
8452d45ffffffff,1.0,0.0,0.0
8458cd9ffffffff,5.0,0.0,0.0
846a49bffffffff,1.0,0.0,0.0
846a693ffffffff,2.0,0.0,0.0
846a697ffffffff,4.0,0.0,0.0
846ac03ffffffff,14.0,2.0,0.0
846ac0bffffffff,8.0,0.0,0.0
846ac23ffffffff,3.0,0.0,0.0
846ac33ffffffff,6.0,0.0,0.0
846ac35ffffffff,9.0,0.0,0.0
846ac39ffffffff,1.0,0.0,0.0
846ac3dffffffff,135.0,4.0,0.0
846ac89ffffffff,5.0,0.0,0.0
846ac93ffffffff,2.0,0.0,0.0
846ace1ffffffff,2.0,0.0,0.0
846ace5ffffffff,54.0,0.0,0.0
846ad81ffffffff,36.0,0.0,0.0
846ad85ffffffff,1.0,0.0,0.0
846ad89ffffffff,4.0,0.0,0.0
846ad8bffffffff,2.0,0.0,0.0
846ad8dffffffff,3.0,0.0,0.0
846adc1ffffffff,1.0,0.0,0.0
846adc7ffffffff,46.0,0.0,0.0
846adc9ffffffff,43.0,0.0,0.0
846add5ffffffff,10.0,0.0,0.0
846add7ffffffff,9.0,0.0,0.0
846ade3ffffffff,3.0,0.0,0.0
846ade7ffffffff,2.0,0.0,0.0
846adebffffffff,1.0,0.0,0.0
846ae85ffffffff,1.0,0.0,0.0
846aee3ffffffff,1.0,0.0,0.0
