cell_id,Canachites canadensis,Canachites canadensis [canadensis Group],Canachites canadensis franklinii/isleibi,Canachites canadensis [canadensis Group] x franklinii/isleibi
832b13fffffffff,48.0,0.0,0.0,0.0
832b14fffffffff,37.0,0.0,0.0,0.0
832b15fffffffff,12.0,0.0,0.0,0.0
832b16fffffffff,62.0,2.0,0.0,0.0
832b18fffffffff,279.0,0.0,0.0,0.0
832b1afffffffff,1.0,0.0,0.0,0.0
832b1bfffffffff,1.0,0.0,0.0,0.0
832b1cfffffffff,11.0,0.0,0.0,0.0
832b1dfffffffff,5.0,0.0,0.0,0.0
832b1efffffffff,98.0,0.0,0.0,0.0
832b21fffffffff,18.0,0.0,0.0,0.0
832b23fffffffff,42.0,0.0,0.0,0.0
832b25fffffffff,4.0,0.0,0.0,0.0
832b26fffffffff,2.0,0.0,0.0,0.0
832b2afffffffff,65.0,0.0,0.0,0.0
832b2efffffffff,32.0,0.0,0.0,0.0
832b30fffffffff,18.0,0.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0,0.0
832b32fffffffff,213.0,0.0,0.0,0.0
832b34fffffffff,100.0,0.0,0.0,0.0
832b35fffffffff,17.0,0.0,0.0,0.0
832b36fffffffff,151.0,0.0,0.0,0.0
832b80fffffffff,11.0,0.0,0.0,0.0
832b81fffffffff,2.0,0.0,0.0,0.0
832b82fffffffff,27.0,5.0,0.0,0.0
832b83fffffffff,1.0,0.0,0.0,0.0
832b84fffffffff,22.0,0.0,0.0,0.0
832b85fffffffff,45.0,0.0,0.0,0.0
832b86fffffffff,15.0,0.0,0.0,0.0
832b90fffffffff,51.0,1.0,0.0,0.0
832b91fffffffff,14.0,0.0,0.0,0.0
832b92fffffffff,11.0,0.0,0.0,0.0
832b93fffffffff,4.0,0.0,0.0,0.0
832b94fffffffff,88.0,0.0,0.0,0.0
832b95fffffffff,26.0,0.0,0.0,0.0
832b96fffffffff,37.0,2.0,0.0,0.0
832b9cfffffffff,1085.0,112.0,0.0,0.0
832ba0fffffffff,37.0,0.0,0.0,0.0
832ba1fffffffff,340.0,0.0,0.0,0.0
832ba2fffffffff,4.0,0.0,0.0,0.0
832ba3fffffffff,7.0,0.0,0.0,0.0
832ba4fffffffff,16.0,0.0,0.0,0.0
832ba5fffffffff,32.0,0.0,0.0,0.0
832ba6fffffffff,22.0,0.0,0.0,0.0
832ba8fffffffff,73.0,0.0,0.0,0.0
832ba9fffffffff,71.0,0.0,0.0,0.0
832babfffffffff,463.0,21.0,0.0,0.0
832bacfffffffff,57.0,0.0,0.0,0.0
832badfffffffff,71.0,0.0,0.0,0.0
832baefffffffff,3.0,0.0,0.0,0.0
832bb0fffffffff,20.0,0.0,0.0,0.0
832bb1fffffffff,4.0,0.0,0.0,0.0
832bb2fffffffff,83.0,0.0,0.0,0.0
832bb3fffffffff,104.0,0.0,0.0,0.0
832bb5fffffffff,28.0,0.0,0.0,0.0
832bb6fffffffff,23.0,0.0,0.0,0.0
