cell_id,Canachites canadensis,Canachites canadensis [canadensis Group],Canachites canadensis franklinii/isleibi,Canachites canadensis [canadensis Group] x franklinii/isleibi
830c04fffffffff,2.0,0.0,0.0,0.0
830c06fffffffff,1.0,0.0,0.0,0.0
830c0bfffffffff,4.0,0.0,0.0,0.0
830c14fffffffff,2.0,0.0,0.0,0.0
830c15fffffffff,2.0,0.0,0.0,0.0
830c21fffffffff,8.0,0.0,0.0,0.0
830c23fffffffff,8.0,0.0,0.0,0.0
830c25fffffffff,4.0,0.0,0.0,0.0
830c2afffffffff,7.0,0.0,0.0,0.0
830c2cfffffffff,1.0,0.0,0.0,0.0
830c2dfffffffff,1.0,0.0,0.0,0.0
830c34fffffffff,8.0,0.0,0.0,0.0
830c42fffffffff,45.0,0.0,0.0,0.0
830c45fffffffff,5.0,0.0,0.0,0.0
830c46fffffffff,97.0,0.0,0.0,0.0
830c50fffffffff,6.0,0.0,0.0,0.0
830c51fffffffff,86.0,0.0,0.0,0.0
830c54fffffffff,9.0,1.0,0.0,0.0
830c55fffffffff,117.0,0.0,0.0,0.0
830c56fffffffff,9.0,0.0,0.0,0.0
830c60fffffffff,20.0,0.0,0.0,0.0
830c61fffffffff,4.0,0.0,0.0,0.0
830c62fffffffff,24.0,0.0,0.0,0.0
830c63fffffffff,6.0,0.0,0.0,0.0
830c64fffffffff,31.0,0.0,0.0,0.0
830c65fffffffff,9.0,0.0,0.0,0.0
830c66fffffffff,9.0,0.0,0.0,0.0
830c70fffffffff,85.0,6.0,0.0,0.0
830c71fffffffff,22.0,0.0,0.0,0.0
830c72fffffffff,6.0,2.0,0.0,0.0
830c73fffffffff,397.0,47.0,0.0,0.0
830c74fffffffff,245.0,5.0,0.0,0.0
830c75fffffffff,6.0,0.0,0.0,0.0
830c76fffffffff,15.0,0.0,0.0,0.0
830cecfffffffff,4.0,0.0,0.0,0.0
830ceefffffffff,8.0,0.0,0.0,0.0
830d40fffffffff,5.0,0.0,0.0,0.0
830d48fffffffff,12.0,0.0,0.0,0.0
830d49fffffffff,4.0,0.0,0.0,0.0
830d4afffffffff,3.0,0.0,0.0,0.0
830d4cfffffffff,7.0,0.0,0.0,0.0
830d4dfffffffff,3.0,0.0,0.0,0.0
830d51fffffffff,2.0,0.0,0.0,0.0
830d52fffffffff,11.0,0.0,0.0,0.0
830d58fffffffff,26.0,0.0,0.0,0.0
830d59fffffffff,14.0,0.0,0.0,0.0
830d5afffffffff,31.0,0.0,0.0,0.0
830d5bfffffffff,12.0,0.0,0.0,0.0
830d5cfffffffff,6.0,0.0,0.0,0.0
830d5efffffffff,22.0,3.0,0.0,0.0
830d61fffffffff,1.0,0.0,0.0,0.0
830d65fffffffff,1.0,0.0,0.0,0.0
830d6efffffffff,3.0,0.0,0.0,0.0
830e0bfffffffff,1.0,0.0,0.0,0.0
830e41fffffffff,2.0,0.0,0.0,0.0
830e44fffffffff,2.0,0.0,0.0,0.0
830e45fffffffff,5.0,0.0,0.0,0.0
830e48fffffffff,14.0,0.0,0.0,0.0
830e49fffffffff,41.0,0.0,0.0,0.0
830e4afffffffff,40.0,0.0,0.0,0.0
830e4bfffffffff,103.0,0.0,0.0,0.0
830e4cfffffffff,18.0,0.0,0.0,0.0
830e4dfffffffff,35.0,0.0,0.0,0.0
830e4efffffffff,2.0,0.0,0.0,0.0
830e51fffffffff,4.0,0.0,0.0,0.0
830e53fffffffff,13.0,0.0,0.0,0.0
830e59fffffffff,10.0,0.0,0.0,0.0
830e5afffffffff,6.0,0.0,0.0,0.0
830e5bfffffffff,62.0,0.0,0.0,0.0
830e61fffffffff,2.0,0.0,0.0,0.0
830e62fffffffff,10.0,0.0,0.0,0.0
830e63fffffffff,5.0,0.0,0.0,0.0
830e69fffffffff,1.0,0.0,0.0,0.0
830e6afffffffff,4.0,0.0,0.0,0.0
830e6bfffffffff,2.0,0.0,0.0,0.0
830e6efffffffff,4.0,0.0,0.0,0.0
830e80fffffffff,152.0,0.0,0.0,0.0
830e92fffffffff,2.0,0.0,0.0,0.0
830e94fffffffff,1.0,0.0,0.0,0.0
830e96fffffffff,2.0,0.0,0.0,0.0
830e9afffffffff,1.0,0.0,0.0,0.0
830ec0fffffffff,1.0,0.0,0.0,0.0
830ec1fffffffff,3.0,0.0,0.0,0.0
830ec2fffffffff,8.0,0.0,0.0,0.0
830ec8fffffffff,18.0,2.0,0.0,0.0
830ec9fffffffff,33.0,10.0,0.0,0.0
830ecafffffffff,2.0,0.0,0.0,0.0
830ecbfffffffff,2.0,0.0,0.0,0.0
830eccfffffffff,40.0,0.0,0.0,0.0
830ecdfffffffff,31.0,6.0,0.0,0.0
830ed1fffffffff,2.0,0.0,0.0,0.0
830ed4fffffffff,2.0,0.0,0.0,0.0
830ed8fffffffff,2.0,0.0,0.0,0.0
830ed9fffffffff,1.0,0.0,0.0,0.0
830edafffffffff,2.0,0.0,0.0,0.0
830edbfffffffff,5.0,0.0,0.0,0.0
830edcfffffffff,2.0,0.0,0.0,0.0
830edefffffffff,2.0,0.0,0.0,0.0
830ee1fffffffff,2.0,0.0,0.0,0.0
830ee9fffffffff,12.0,0.0,0.0,0.0
830eebfffffffff,2.0,0.0,0.0,0.0
830eecfffffffff,17.0,0.0,0.0,0.0
830eedfffffffff,5.0,0.0,0.0,0.0
830eeefffffffff,2.0,0.0,0.0,0.0
830ef2fffffffff,1.0,0.0,0.0,0.0
830f4bfffffffff,1.0,0.0,0.0,0.0
830f5afffffffff,2.0,0.0,0.0,0.0
831201fffffffff,2.0,0.0,0.0,0.0
831203fffffffff,4.0,0.0,0.0,0.0
83120afffffffff,2.0,0.0,0.0,0.0
83120bfffffffff,1.0,0.0,0.0,0.0
83120cfffffffff,2.0,0.0,0.0,0.0
831213fffffffff,4.0,0.0,0.0,0.0
831214fffffffff,6.0,0.0,0.0,0.0
831215fffffffff,4.0,0.0,0.0,0.0
831218fffffffff,3.0,0.0,0.0,0.0
83121afffffffff,8.0,0.0,0.0,0.0
83121bfffffffff,2.0,0.0,0.0,0.0
831223fffffffff,2.0,0.0,0.0,0.0
831225fffffffff,2.0,0.0,0.0,0.0
831229fffffffff,16.0,0.0,0.0,0.0
83122dfffffffff,1.0,0.0,0.0,0.0
83122efffffffff,3.0,0.0,0.0,0.0
831230fffffffff,2.0,0.0,0.0,0.0
831233fffffffff,6.0,0.0,0.0,0.0
831235fffffffff,2.0,0.0,0.0,0.0
831241fffffffff,2.0,0.0,0.0,0.0
831242fffffffff,5.0,0.0,0.0,0.0
831243fffffffff,21.0,0.0,0.0,0.0
831244fffffffff,4.0,0.0,0.0,0.0
831245fffffffff,4.0,0.0,0.0,0.0
831248fffffffff,2.0,0.0,0.0,0.0
83124cfffffffff,1.0,0.0,0.0,0.0
83124dfffffffff,1.0,0.0,0.0,0.0
83124efffffffff,3.0,0.0,0.0,0.0
831250fffffffff,14.0,0.0,0.0,0.0
831251fffffffff,10.0,0.0,0.0,0.0
831254fffffffff,5.0,0.0,0.0,0.0
831255fffffffff,7.0,0.0,0.0,0.0
83125dfffffffff,22.0,0.0,0.0,0.0
831260fffffffff,3.0,0.0,0.0,0.0
831263fffffffff,1.0,0.0,0.0,0.0
831266fffffffff,1.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0
83126bfffffffff,2.0,0.0,0.0,0.0
83126cfffffffff,2.0,0.0,0.0,0.0
83126efffffffff,3.0,0.0,0.0,0.0
831270fffffffff,5.0,0.0,0.0,0.0
831272fffffffff,15.0,0.0,0.0,0.0
831275fffffffff,4.0,0.0,0.0,0.0
831276fffffffff,7.0,0.0,0.0,0.0
831280fffffffff,2.0,0.0,0.0,0.0
831284fffffffff,2.0,0.0,0.0,0.0
831285fffffffff,8.0,0.0,0.0,0.0
831288fffffffff,3.0,0.0,0.0,0.0
831289fffffffff,4.0,0.0,0.0,0.0
83128afffffffff,6.0,0.0,0.0,0.0
83128bfffffffff,21.0,0.0,0.0,0.0
83128cfffffffff,6.0,0.0,0.0,0.0
83128dfffffffff,8.0,0.0,0.0,0.0
83128efffffffff,5.0,0.0,0.0,0.0
8312a3fffffffff,7.0,0.0,0.0,0.0
8312a6fffffffff,2.0,0.0,0.0,0.0
8312a8fffffffff,5.0,0.0,0.0,0.0
8312a9fffffffff,10.0,0.0,2.0,0.0
8312aafffffffff,7.0,0.0,0.0,0.0
8312abfffffffff,22.0,0.0,4.0,0.0
8312adfffffffff,11.0,0.0,3.0,0.0
8312aefffffffff,1.0,0.0,0.0,0.0
8312c0fffffffff,106.0,0.0,0.0,0.0
8312c1fffffffff,169.0,0.0,9.0,0.0
8312c2fffffffff,7.0,0.0,0.0,0.0
8312c3fffffffff,20.0,0.0,0.0,0.0
8312c4fffffffff,42.0,0.0,0.0,0.0
8312c5fffffffff,7.0,0.0,0.0,0.0
8312c8fffffffff,4.0,0.0,0.0,0.0
8312cafffffffff,128.0,0.0,31.0,0.0
8312cbfffffffff,182.0,0.0,32.0,0.0
8312cefffffffff,30.0,0.0,2.0,0.0
8312d0fffffffff,9.0,0.0,0.0,0.0
8312d1fffffffff,39.0,0.0,0.0,0.0
8312d2fffffffff,2.0,0.0,0.0,0.0
8312d3fffffffff,12.0,0.0,0.0,0.0
8312d4fffffffff,10.0,0.0,0.0,0.0
8312d5fffffffff,3.0,0.0,0.0,0.0
8312d6fffffffff,31.0,0.0,0.0,0.0
8312d8fffffffff,43.0,0.0,6.0,0.0
8312d9fffffffff,21.0,0.0,3.0,0.0
8312dafffffffff,5.0,0.0,0.0,0.0
8312dcfffffffff,29.0,0.0,0.0,0.0
8312ddfffffffff,37.0,0.0,0.0,0.0
8312defffffffff,33.0,0.0,0.0,0.0
8312e0fffffffff,2.0,0.0,0.0,0.0
8312e1fffffffff,3.0,0.0,0.0,0.0
8312e2fffffffff,10.0,0.0,0.0,0.0
8312e3fffffffff,25.0,0.0,0.0,0.0
8312e5fffffffff,1.0,0.0,0.0,0.0
8312f0fffffffff,6.0,0.0,0.0,0.0
8312f1fffffffff,27.0,0.0,0.0,0.0
8312f2fffffffff,22.0,0.0,0.0,0.0
8312f3fffffffff,6.0,0.0,0.0,0.0
8312f4fffffffff,11.0,0.0,0.0,0.0
8312f5fffffffff,3.0,0.0,0.0,0.0
8312f6fffffffff,20.0,0.0,4.0,0.0
831306fffffffff,1.0,0.0,0.0,0.0
83131bfffffffff,4.0,0.0,0.0,0.0
831350fffffffff,6.0,0.0,0.0,0.0
831352fffffffff,6.0,0.0,0.0,0.0
831380fffffffff,7.0,0.0,0.0,0.0
831382fffffffff,48.0,0.0,0.0,0.0
831383fffffffff,82.0,0.0,0.0,0.0
831384fffffffff,3.0,0.0,0.0,0.0
831385fffffffff,2.0,0.0,0.0,0.0
831386fffffffff,81.0,0.0,0.0,0.0
831388fffffffff,6.0,0.0,0.0,0.0
831389fffffffff,2.0,0.0,0.0,0.0
83138afffffffff,6.0,0.0,0.0,0.0
83138cfffffffff,143.0,0.0,0.0,0.0
83138dfffffffff,12.0,0.0,0.0,0.0
83138efffffffff,2.0,0.0,0.0,0.0
831394fffffffff,6.0,0.0,0.0,0.0
831395fffffffff,6.0,0.0,0.0,0.0
831399fffffffff,4.0,0.0,0.0,0.0
83139cfffffffff,4.0,0.0,0.0,0.0
8313a6fffffffff,8.0,0.0,0.0,0.0
8313a9fffffffff,8.0,0.0,0.0,0.0
8313aafffffffff,6.0,0.0,0.0,0.0
8313adfffffffff,2.0,0.0,0.0,0.0
8313b0fffffffff,2.0,0.0,0.0,0.0
8313b1fffffffff,7.0,0.0,0.0,0.0
8313b2fffffffff,15.0,0.0,0.0,0.0
8313b3fffffffff,16.0,0.0,0.0,0.0
8313b5fffffffff,4.0,0.0,0.0,0.0
8313b6fffffffff,2.0,0.0,0.0,0.0
831aa4fffffffff,4.0,0.0,0.0,0.0
831aa6fffffffff,43.0,4.0,0.0,0.0
831b80fffffffff,1.0,0.0,0.0,0.0
831b83fffffffff,4.0,0.0,0.0,0.0
831b84fffffffff,7.0,0.0,0.0,0.0
831b92fffffffff,3.0,0.0,0.0,0.0
831b99fffffffff,3.0,0.0,0.0,0.0
831b9afffffffff,10.0,0.0,0.0,0.0
831b9bfffffffff,2.0,0.0,0.0,0.0
831b9cfffffffff,6.0,0.0,0.0,0.0
831b9efffffffff,20.0,0.0,0.0,0.0
831bb3fffffffff,3.0,0.0,0.0,0.0
832700fffffffff,30.0,0.0,0.0,0.0
832702fffffffff,6.0,0.0,0.0,0.0
832703fffffffff,66.0,0.0,0.0,0.0
832705fffffffff,4.0,0.0,0.0,0.0
832706fffffffff,35.0,0.0,0.0,0.0
832708fffffffff,13.0,2.0,0.0,0.0
832709fffffffff,505.0,107.0,0.0,0.0
83270afffffffff,9.0,0.0,0.0,0.0
83270cfffffffff,10.0,0.0,0.0,0.0
83270dfffffffff,9.0,0.0,0.0,0.0
83270efffffffff,22.0,0.0,0.0,0.0
832710fffffffff,41.0,0.0,0.0,0.0
83271dfffffffff,11.0,0.0,0.0,0.0
832728fffffffff,9.0,0.0,0.0,0.0
832729fffffffff,2.0,0.0,0.0,0.0
83272afffffffff,2.0,0.0,0.0,0.0
83272bfffffffff,4.0,0.0,0.0,0.0
83272dfffffffff,6.0,0.0,0.0,0.0
832735fffffffff,1.0,0.0,0.0,0.0
832736fffffffff,3.0,0.0,0.0,0.0
832744fffffffff,6.0,0.0,0.0,0.0
832745fffffffff,2.0,0.0,0.0,0.0
832746fffffffff,32.0,0.0,0.0,0.0
832754fffffffff,3.0,0.0,0.0,0.0
832760fffffffff,19.0,2.0,0.0,0.0
832761fffffffff,6.0,0.0,0.0,0.0
832763fffffffff,14.0,0.0,0.0,0.0
832765fffffffff,13.0,4.0,0.0,0.0
832766fffffffff,31.0,0.0,0.0,0.0
832770fffffffff,3.0,0.0,0.0,0.0
832772fffffffff,77.0,2.0,0.0,0.0
832774fffffffff,26.0,0.0,0.0,0.0
832775fffffffff,17.0,0.0,0.0,0.0
832776fffffffff,17.0,6.0,0.0,0.0
832792fffffffff,1.0,0.0,0.0,0.0
832880fffffffff,25.0,0.0,1.0,0.0
832881fffffffff,38.0,0.0,0.0,0.0
832882fffffffff,5.0,0.0,0.0,0.0
832883fffffffff,20.0,0.0,1.0,0.0
832886fffffffff,35.0,0.0,5.0,0.0
83288efffffffff,2.0,0.0,0.0,0.0
832891fffffffff,5.0,0.0,0.0,0.0
832893fffffffff,3.0,0.0,0.0,0.0
832898fffffffff,38.0,0.0,0.0,0.0
832899fffffffff,1.0,0.0,0.0,0.0
83289afffffffff,4.0,0.0,2.0,0.0
83289bfffffffff,5.0,0.0,0.0,0.0
83289cfffffffff,8.0,0.0,2.0,0.0
83289efffffffff,15.0,0.0,0.0,0.0
8328d2fffffffff,75.0,0.0,12.0,0.0
8328d3fffffffff,74.0,0.0,0.0,0.0
8328d6fffffffff,3.0,0.0,3.0,0.0
832a36fffffffff,30.0,0.0,0.0,0.0
832b00fffffffff,5.0,0.0,0.0,0.0
832b01fffffffff,43.0,0.0,0.0,0.0
832b02fffffffff,40.0,0.0,0.0,0.0
832b03fffffffff,14.0,0.0,0.0,0.0
832b06fffffffff,15.0,0.0,0.0,0.0
832b0cfffffffff,36.0,0.0,0.0,0.0
832b0efffffffff,27.0,0.0,0.0,0.0
832b10fffffffff,1.0,0.0,0.0,0.0
832b12fffffffff,50.0,0.0,0.0,0.0
