cell_id,Buteogallus urubitinga,Buteogallus urubitinga ridgwayi,Buteogallus urubitinga urubitinga
842a341ffffffff,309.0,0.0,0.0
842a347ffffffff,41.0,0.0,0.0
8444a11ffffffff,9.0,0.0,0.0
8445019ffffffff,6.0,0.0,0.0
84450e3ffffffff,1.0,0.0,0.0
844520dffffffff,2.0,0.0,0.0
8445217ffffffff,6.0,0.0,0.0
8445257ffffffff,3.0,0.0,0.0
84452a3ffffffff,2.0,2.0,0.0
84452a9ffffffff,6.0,0.0,0.0
84452adffffffff,2.0,0.0,0.0
84452bdffffffff,1.0,0.0,0.0
84452c3ffffffff,2.0,0.0,0.0
8448361ffffffff,4.0,0.0,0.0
8448363ffffffff,5.0,0.0,0.0
844836dffffffff,1.0,0.0,0.0
8448a21ffffffff,2.0,0.0,0.0
8448b23ffffffff,2.0,0.0,0.0
844992bffffffff,2.0,0.0,0.0
8449963ffffffff,1.0,1.0,0.0
8449965ffffffff,8.0,0.0,0.0
8449967ffffffff,3.0,0.0,0.0
8449a91ffffffff,32.0,0.0,0.0
8449a93ffffffff,54.0,0.0,0.0
8449a97ffffffff,23.0,0.0,0.0
8449a9bffffffff,5.0,0.0,0.0
8449ad7ffffffff,4.0,0.0,0.0
8449b07ffffffff,2.0,0.0,0.0
8449b31ffffffff,6.0,0.0,0.0
8449b33ffffffff,26.0,2.0,0.0
8449b3bffffffff,2.0,0.0,0.0
845f581ffffffff,2.0,0.0,0.0
845f583ffffffff,11.0,0.0,0.0
845f58bffffffff,2.0,0.0,0.0
845f595ffffffff,1.0,0.0,0.0
845f5b5ffffffff,4.0,0.0,0.0
845f5b9ffffffff,7.0,0.0,0.0
8466067ffffffff,5.0,0.0,0.0
8466081ffffffff,2.0,0.0,0.0
84660cbffffffff,6.0,0.0,0.0
84660ddffffffff,2.0,0.0,0.0
846610bffffffff,2.0,0.0,0.0
8466113ffffffff,6.0,0.0,0.0
8466139ffffffff,1.0,0.0,0.0
8466187ffffffff,2.0,0.0,0.0
846618dffffffff,1.0,0.0,0.0
84661c9ffffffff,3.0,0.0,0.0
84661cdffffffff,4.0,0.0,0.0
8466291ffffffff,5.0,0.0,0.0
8466293ffffffff,2.0,0.0,0.0
84662b5ffffffff,3.0,0.0,0.0
846641dffffffff,2.0,0.0,2.0
8466849ffffffff,3.0,0.0,0.0
8466a03ffffffff,4.0,0.0,0.0
