cell_id,Camarhynchus pallidus,Camarhynchus pallidus pallidus/productus,Camarhynchus pallidus striatipecta
846c587ffffffff,3.0,0.0,0.0
846c593ffffffff,155.0,0.0,25.0
846c595ffffffff,18.0,0.0,0.0
846c5a3ffffffff,1.0,0.0,0.0
846c5abffffffff,12.0,0.0,0.0
846c5b1ffffffff,164.0,0.0,0.0
846c5b5ffffffff,14.0,0.0,0.0
846c5b7ffffffff,1.0,0.0,0.0
846c5b9ffffffff,14.0,0.0,0.0
846c5bbffffffff,628.0,0.0,0.0
846c5bdffffffff,4.0,0.0,0.0
848fa45ffffffff,38.0,0.0,4.0
848fa4dffffffff,4.0,0.0,0.0
