cell_id,Irena cyanogastra,Irena cyanogastra cyanogastra,Irena cyanogastra ellae,Irena cyanogastra melanochlamys/hoogstraali
826847fffffffff,45.0,0.0,2.0,0.0
82684ffffffffff,65.0,0.0,0.0,3.0
826857fffffffff,26.0,0.0,0.0,4.0
82685ffffffffff,27.0,0.0,0.0,6.0
826867fffffffff,23.0,4.0,0.0,0.0
82686ffffffffff,42.0,0.0,4.0,0.0
826947fffffffff,37.0,0.0,0.0,0.0
82694ffffffffff,507.0,22.0,0.0,0.0
82695ffffffffff,2.0,0.0,0.0,0.0
82696ffffffffff,58.0,2.0,0.0,0.0
