cell_id,Fregetta tropica,Fregetta tropica tropica,Fregetta tropica melanoleuca
83845efffffffff,1.0,0.0,0.0
839c00fffffffff,2.0,0.0,0.0
83ad34fffffffff,7.0,0.0,0.0
83ad36fffffffff,5.0,0.0,0.0
83bb53fffffffff,1.0,0.0,0.0
83bc22fffffffff,3.0,0.0,0.0
83bc65fffffffff,1.0,0.0,0.0
83bd43fffffffff,1.0,0.0,0.0
83bd48fffffffff,5.0,0.0,0.0
83bd4efffffffff,3.0,0.0,0.0
83be0efffffffff,14.0,0.0,0.0
83be1dfffffffff,1.0,0.0,0.0
83be88fffffffff,14.0,0.0,0.0
83be8cfffffffff,22.0,0.0,0.0
83beaafffffffff,7.0,0.0,0.0
83beabfffffffff,135.0,0.0,0.0
83beaefffffffff,6.0,0.0,0.0
83bf21fffffffff,2.0,0.0,0.0
83bf2bfffffffff,4.0,0.0,0.0
83bf2cfffffffff,6.0,0.0,0.0
83bf4cfffffffff,88.0,0.0,0.0
83c386fffffffff,3.0,0.0,0.0
83c3a1fffffffff,1.0,0.0,0.0
83c3a4fffffffff,1.0,0.0,0.0
83c3b1fffffffff,2.0,0.0,0.0
83c448fffffffff,1.0,0.0,0.0
83c44bfffffffff,2.0,0.0,0.0
83c986fffffffff,3.0,0.0,0.0
83c9b0fffffffff,8.0,0.0,0.0
83ca81fffffffff,2.0,0.0,0.0
83ca86fffffffff,2.0,0.0,0.0
83cc65fffffffff,2.0,0.0,0.0
83d09efffffffff,1.0,0.0,0.0
83d140fffffffff,1.0,0.0,0.0
83d6a9fffffffff,3.0,0.0,0.0
83d6abfffffffff,1.0,0.0,0.0
83d6d1fffffffff,1.0,0.0,0.0
83da00fffffffff,5.0,0.0,0.0
83da06fffffffff,12.0,0.0,0.0
83da08fffffffff,3.0,0.0,0.0
83da09fffffffff,13.0,0.0,0.0
83da0dfffffffff,1.0,0.0,0.0
83da18fffffffff,34.0,0.0,0.0
83da1cfffffffff,1.0,0.0,0.0
83da1dfffffffff,18.0,0.0,0.0
83da53fffffffff,1.0,0.0,0.0
83da54fffffffff,8.0,0.0,0.0
83da72fffffffff,10.0,0.0,0.0
83da73fffffffff,31.0,0.0,0.0
83da84fffffffff,2.0,0.0,0.0
83daa9fffffffff,11.0,0.0,0.0
83daaafffffffff,5.0,0.0,0.0
83db33fffffffff,1.0,0.0,0.0
83db58fffffffff,1.0,0.0,0.0
83db63fffffffff,2.0,0.0,0.0
83db80fffffffff,14.0,0.0,0.0
83db82fffffffff,9.0,0.0,0.0
83db85fffffffff,25.0,0.0,0.0
83dc45fffffffff,1.0,0.0,0.0
83dc4afffffffff,1.0,0.0,0.0
83dc58fffffffff,2.0,0.0,0.0
83dc5dfffffffff,2.0,0.0,0.0
83dc68fffffffff,1.0,0.0,0.0
83dc6efffffffff,3.0,0.0,0.0
83dccefffffffff,1.0,0.0,0.0
83dcdafffffffff,2.0,0.0,0.0
83dcebfffffffff,2.0,0.0,0.0
83dd42fffffffff,5.0,0.0,0.0
83dd44fffffffff,2.0,0.0,0.0
83dd5cfffffffff,2.0,0.0,0.0
83dd6cfffffffff,2.0,0.0,0.0
83de08fffffffff,6.0,0.0,0.0
83de0afffffffff,35.0,0.0,0.0
83de0bfffffffff,10.0,0.0,0.0
83de0dfffffffff,1.0,0.0,0.0
83de0efffffffff,2.0,0.0,0.0
83de10fffffffff,3.0,0.0,0.0
83de11fffffffff,2.0,0.0,0.0
83de18fffffffff,10.0,0.0,0.0
83de19fffffffff,35.0,0.0,0.0
83de1afffffffff,25.0,0.0,0.0
83de1bfffffffff,27.0,0.0,0.0
83de1cfffffffff,2.0,0.0,0.0
83de1dfffffffff,1.0,0.0,0.0
83de20fffffffff,5.0,0.0,0.0
83de21fffffffff,3.0,0.0,0.0
83de24fffffffff,2.0,0.0,0.0
83de26fffffffff,1.0,0.0,0.0
83de28fffffffff,9.0,0.0,0.0
83de2bfffffffff,7.0,0.0,0.0
83de2efffffffff,18.0,0.0,0.0
83de36fffffffff,12.0,0.0,0.0
83de59fffffffff,7.0,0.0,0.0
83de5dfffffffff,13.0,0.0,0.0
83de62fffffffff,2.0,0.0,0.0
83de66fffffffff,1.0,0.0,0.0
83de6efffffffff,2.0,0.0,0.0
83de70fffffffff,9.0,0.0,0.0
83de72fffffffff,3.0,0.0,0.0
83de76fffffffff,1.0,0.0,0.0
83de80fffffffff,28.0,0.0,0.0
83de81fffffffff,27.0,0.0,0.0
83de82fffffffff,48.0,0.0,0.0
83de83fffffffff,3.0,0.0,0.0
83de84fffffffff,4.0,0.0,0.0
83de86fffffffff,1.0,0.0,0.0
83de88fffffffff,2.0,0.0,0.0
83de8efffffffff,2.0,0.0,0.0
83de90fffffffff,1.0,0.0,0.0
83de94fffffffff,6.0,0.0,0.0
83de95fffffffff,130.0,0.0,0.0
83de96fffffffff,1.0,0.0,0.0
83dea0fffffffff,3.0,0.0,0.0
83dea2fffffffff,5.0,0.0,0.0
83dea3fffffffff,3.0,0.0,0.0
83dea4fffffffff,9.0,0.0,0.0
83dea5fffffffff,4.0,0.0,0.0
83dea6fffffffff,22.0,0.0,0.0
83dea8fffffffff,3.0,0.0,0.0
83dea9fffffffff,36.0,0.0,0.0
83deaafffffffff,84.0,0.0,0.0
83deabfffffffff,42.0,0.0,0.0
83deb0fffffffff,20.0,0.0,0.0
83deb1fffffffff,6.0,0.0,0.0
83deb3fffffffff,9.0,0.0,0.0
83deb5fffffffff,6.0,0.0,0.0
83dedefffffffff,1.0,0.0,0.0
83dee4fffffffff,1.0,0.0,0.0
83def1fffffffff,2.0,0.0,0.0
83def4fffffffff,3.0,0.0,0.0
83def6fffffffff,3.0,0.0,0.0
83df00fffffffff,61.0,0.0,0.0
83df01fffffffff,29.0,0.0,0.0
83df02fffffffff,17.0,0.0,0.0
83df03fffffffff,6.0,0.0,0.0
83df04fffffffff,58.0,0.0,0.0
83df05fffffffff,32.0,0.0,0.0
83df06fffffffff,51.0,0.0,0.0
83df08fffffffff,16.0,0.0,0.0
83df09fffffffff,8.0,0.0,0.0
83df0afffffffff,6.0,0.0,0.0
83df0bfffffffff,14.0,0.0,0.0
83df0cfffffffff,32.0,0.0,0.0
83df0dfffffffff,27.0,0.0,0.0
83df0efffffffff,8.0,0.0,0.0
83df10fffffffff,1.0,0.0,0.0
83df11fffffffff,21.0,0.0,0.0
83df12fffffffff,10.0,0.0,0.0
83df13fffffffff,14.0,0.0,0.0
83df14fffffffff,9.0,0.0,0.0
83df15fffffffff,8.0,0.0,0.0
83df18fffffffff,22.0,0.0,0.0
83df19fffffffff,1.0,0.0,0.0
83df1bfffffffff,3.0,0.0,0.0
83df1cfffffffff,2.0,0.0,0.0
83df1efffffffff,90.0,0.0,0.0
83df20fffffffff,5.0,0.0,0.0
83df21fffffffff,2.0,0.0,0.0
83df22fffffffff,9.0,0.0,0.0
83df23fffffffff,32.0,0.0,0.0
83df24fffffffff,4.0,0.0,0.0
83df26fffffffff,5.0,0.0,0.0
83df28fffffffff,23.0,0.0,0.0
83df2afffffffff,23.0,0.0,0.0
83df2bfffffffff,26.0,0.0,0.0
83df2cfffffffff,2.0,0.0,0.0
83df2efffffffff,11.0,0.0,0.0
83df31fffffffff,15.0,0.0,0.0
83df33fffffffff,1.0,0.0,0.0
83df35fffffffff,16.0,0.0,0.0
83df45fffffffff,1.0,0.0,0.0
83df52fffffffff,1.0,0.0,0.0
83df54fffffffff,2.0,0.0,0.0
83df58fffffffff,3.0,0.0,0.0
83df5dfffffffff,1.0,0.0,0.0
83df70fffffffff,4.0,0.0,0.0
83df71fffffffff,2.0,0.0,0.0
83df72fffffffff,8.0,0.0,0.0
83df73fffffffff,13.0,0.0,0.0
83df76fffffffff,26.0,0.0,0.0
83df80fffffffff,3.0,0.0,0.0
83df81fffffffff,11.0,0.0,0.0
83df83fffffffff,13.0,0.0,0.0
83df88fffffffff,2.0,0.0,0.0
83df89fffffffff,2.0,0.0,0.0
83df8afffffffff,9.0,0.0,0.0
83df8bfffffffff,6.0,0.0,0.0
83df8cfffffffff,19.0,0.0,0.0
83df8dfffffffff,8.0,0.0,0.0
83df8efffffffff,15.0,0.0,0.0
83df99fffffffff,1.0,0.0,0.0
83df9bfffffffff,22.0,0.0,0.0
83df9dfffffffff,7.0,0.0,0.0
83dfa1fffffffff,6.0,0.0,0.0
83dfa8fffffffff,22.0,0.0,0.0
83dfa9fffffffff,5.0,0.0,0.0
83dfaafffffffff,3.0,0.0,0.0
83dfabfffffffff,47.0,0.0,0.0
83dfacfffffffff,28.0,0.0,0.0
83dfadfffffffff,12.0,0.0,0.0
83dfaefffffffff,8.0,0.0,0.0
83e092fffffffff,3.0,0.0,0.0
83e093fffffffff,5.0,0.0,0.0
83e88afffffffff,2.0,0.0,0.0
83e89bfffffffff,1.0,0.0,0.0
83e89cfffffffff,1.0,0.0,0.0
