cell_id,Coereba flaveola,Coereba flaveola bahamensis,Coereba flaveola caboti,Coereba flaveola [flaveola Group],Coereba flaveola [portoricensis Group],Coereba flaveola [bartholemica Group],Coereba flaveola atrata,Coereba flaveola aterrima,Coereba flaveola lowii,Coereba flaveola laurae/melanornis,Coereba flaveola [luteola Group]
825e77fffffffff,1776.0,0.0,0.0,0.0,0.0,21.0,328.0,0.0,0.0,0.0,0.0
825f07fffffffff,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f0ffffffffff,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f17fffffffff,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f1ffffffffff,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f2ffffffffff,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
825f47fffffffff,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
825f57fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f5ffffffffff,6587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
825f67fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f6ffffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f77fffffffff,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
826607fffffffff,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
82660ffffffffff,5773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
826617fffffffff,5845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,14186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
826627fffffffff,4255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
82662ffffffffff,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
826637fffffffff,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
826647fffffffff,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82664ffffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826657fffffffff,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82665ffffffffff,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826667fffffffff,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82666ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826677fffffffff,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826687fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266a7fffffffff,9055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,22062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,3372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
8266cffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,8590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0
8266dffffffffff,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
8266e7fffffffff,17462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0
8266effffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266f7fffffffff,11817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0
826727fffffffff,1141.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826737fffffffff,2927.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,5204.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,15.0
82674ffffffffff,6554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
826757fffffffff,5256.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
82675ffffffffff,1589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
82676ffffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0
826777fffffffff,1658.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
826787fffffffff,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82678ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,3053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
826d2ffffffffff,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
826d37fffffffff,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0
826d6ffffffffff,27066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828007fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82800ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
828017fffffffff,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
82801ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828027fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82802ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828037fffffffff,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
828047fffffffff,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82804ffffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828057fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828067fffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82806ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828077fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8280a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828107fffffffff,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
82810ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828117fffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82811ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828127fffffffff,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
82812ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828137fffffffff,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
828147fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82814ffffffffff,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828157fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82815ffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828167fffffffff,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828177fffffffff,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828187fffffffff,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
82818ffffffffff,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82819ffffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8281a7fffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
8281affffffffff,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
828a07fffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
828a17fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828a27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a2ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a37fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828a47fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a4ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a5ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a6ffffffffff,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a87fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
828a8ffffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
828a97fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828a9ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
828aaffffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
828ab7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828ad7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828adffffffffff,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
828aeffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828af7fffffffff,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
828b07fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b0ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b17fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b1ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b2ffffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b57fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
828b6ffffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b77fffffffff,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
828b8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
828ba7fffffffff,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
828bb7fffffffff,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
828e67fffffffff,3767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
828e6ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828e77fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f0ffffffffff,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
828f27fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
828f2ffffffffff,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
828f47fffffffff,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
828f4ffffffffff,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,2872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
828f5ffffffffff,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f6ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0
82a597fffffffff,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
82a807fffffffff,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
82a80ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a817fffffffff,19649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0
82a81ffffffffff,5009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82a827fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82a82ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a837fffffffff,1555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
82a847fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a857fffffffff,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
82a85ffffffffff,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
82a877fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
82a88ffffffffff,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82a897fffffffff,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
82a89ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,5935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0
82a8affffffffff,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
82a8b7fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8cffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
82a8dffffffffff,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
82a8e7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82a8effffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82a8f7fffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a907fffffffff,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
82a90ffffffffff,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
82a91ffffffffff,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
82a927fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a92ffffffffff,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82a947fffffffff,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,2246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
82a95ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a977fffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
