cell_id,Agelaius phoeniceus,Agelaius phoeniceus [phoeniceus Group],Agelaius phoeniceus californicus/mailliardorum,Agelaius phoeniceus gubernator
8312f6fffffffff,3.0,0.0,0.0,0.0
831382fffffffff,6.0,0.0,0.0,0.0
831383fffffffff,1.0,0.0,0.0,0.0
831386fffffffff,39.0,0.0,0.0,0.0
83138cfffffffff,10.0,0.0,0.0,0.0
83139bfffffffff,5.0,0.0,0.0,0.0
83139efffffffff,12.0,1.0,0.0,0.0
8313b5fffffffff,3.0,0.0,0.0,0.0
83192cfffffffff,1.0,0.0,0.0,0.0
831aa0fffffffff,45.0,0.0,0.0,0.0
831aa2fffffffff,7.0,0.0,0.0,0.0
831aa3fffffffff,60.0,0.0,0.0,0.0
831aa6fffffffff,2.0,0.0,0.0,0.0
831b9afffffffff,67.0,0.0,0.0,0.0
831bb0fffffffff,2.0,0.0,0.0,0.0
831d24fffffffff,4.0,0.0,0.0,0.0
8322dbfffffffff,2.0,0.0,0.0,0.0
832600fffffffff,9.0,5.0,0.0,0.0
832601fffffffff,11.0,5.0,0.0,0.0
832603fffffffff,8.0,8.0,0.0,0.0
832604fffffffff,17.0,7.0,0.0,0.0
832605fffffffff,4.0,0.0,0.0,0.0
832606fffffffff,4.0,0.0,0.0,0.0
832608fffffffff,4.0,4.0,0.0,0.0
832609fffffffff,1.0,0.0,0.0,0.0
83260afffffffff,24.0,24.0,0.0,0.0
83260bfffffffff,7.0,0.0,0.0,0.0
83260dfffffffff,3.0,0.0,0.0,0.0
83260efffffffff,12.0,12.0,0.0,0.0
832611fffffffff,5.0,0.0,0.0,0.0
832612fffffffff,4.0,2.0,0.0,0.0
832613fffffffff,5.0,0.0,0.0,0.0
832615fffffffff,8.0,0.0,0.0,0.0
832616fffffffff,2.0,2.0,0.0,0.0
83261bfffffffff,2.0,0.0,0.0,0.0
832620fffffffff,3.0,0.0,0.0,0.0
832622fffffffff,3.0,3.0,0.0,0.0
832623fffffffff,13.0,3.0,0.0,0.0
832625fffffffff,9.0,0.0,0.0,0.0
832626fffffffff,22.0,0.0,0.0,0.0
83262cfffffffff,4.0,0.0,0.0,0.0
832632fffffffff,1.0,1.0,0.0,0.0
832633fffffffff,2.0,0.0,0.0,0.0
832634fffffffff,4.0,0.0,0.0,0.0
832636fffffffff,10.0,0.0,0.0,0.0
832640fffffffff,11.0,0.0,0.0,0.0
832641fffffffff,3.0,1.0,0.0,0.0
832642fffffffff,2.0,0.0,0.0,0.0
832643fffffffff,1.0,0.0,0.0,0.0
832644fffffffff,3.0,0.0,0.0,0.0
832645fffffffff,2.0,0.0,0.0,0.0
832646fffffffff,45.0,0.0,0.0,0.0
832648fffffffff,42.0,20.0,0.0,0.0
832649fffffffff,22.0,0.0,0.0,0.0
83264afffffffff,41.0,21.0,0.0,0.0
83264bfffffffff,6.0,0.0,0.0,0.0
83264cfffffffff,78.0,75.0,0.0,0.0
83264dfffffffff,23.0,15.0,0.0,0.0
83264efffffffff,66.0,22.0,0.0,0.0
832652fffffffff,1.0,0.0,0.0,0.0
832653fffffffff,5.0,0.0,0.0,0.0
832654fffffffff,9.0,0.0,0.0,0.0
832655fffffffff,28.0,3.0,0.0,0.0
832656fffffffff,19.0,1.0,0.0,0.0
832658fffffffff,12.0,2.0,0.0,0.0
832659fffffffff,97.0,76.0,0.0,0.0
83265afffffffff,24.0,0.0,0.0,0.0
83265bfffffffff,20.0,0.0,0.0,0.0
83265cfffffffff,3.0,3.0,0.0,0.0
83265dfffffffff,18.0,6.0,0.0,0.0
83265efffffffff,2.0,2.0,0.0,0.0
832664fffffffff,40.0,2.0,0.0,0.0
832666fffffffff,54.0,0.0,0.0,0.0
832669fffffffff,8.0,2.0,0.0,0.0
83266afffffffff,15.0,0.0,0.0,0.0
83266bfffffffff,4.0,0.0,0.0,0.0
83266cfffffffff,7.0,0.0,0.0,0.0
83266dfffffffff,2.0,0.0,0.0,0.0
83266efffffffff,8.0,0.0,0.0,0.0
832670fffffffff,8.0,0.0,0.0,0.0
832671fffffffff,3.0,1.0,0.0,0.0
832672fffffffff,5.0,3.0,0.0,0.0
832674fffffffff,4.0,0.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0,0.0
832676fffffffff,4.0,0.0,0.0,0.0
832680fffffffff,43.0,2.0,0.0,0.0
832681fffffffff,134.0,1.0,0.0,0.0
832683fffffffff,21.0,0.0,0.0,0.0
832685fffffffff,7.0,2.0,0.0,0.0
832688fffffffff,72.0,4.0,0.0,0.0
832689fffffffff,19.0,0.0,0.0,0.0
83268afffffffff,22.0,0.0,0.0,0.0
83268bfffffffff,9.0,0.0,0.0,0.0
83268cfffffffff,78.0,0.0,0.0,0.0
83268dfffffffff,117.0,4.0,0.0,0.0
83268efffffffff,50.0,0.0,0.0,0.0
832690fffffffff,11.0,0.0,0.0,0.0
832692fffffffff,4.0,2.0,0.0,0.0
832694fffffffff,6.0,4.0,0.0,0.0
832695fffffffff,9.0,0.0,0.0,0.0
832696fffffffff,99.0,31.0,0.0,0.0
832698fffffffff,28.0,5.0,0.0,0.0
832699fffffffff,12.0,0.0,0.0,0.0
83269afffffffff,4.0,0.0,0.0,0.0
83269bfffffffff,5.0,0.0,0.0,0.0
83269cfffffffff,29.0,0.0,0.0,0.0
83269dfffffffff,50.0,3.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0
8326a1fffffffff,2.0,0.0,0.0,0.0
8326a8fffffffff,60.0,0.0,0.0,0.0
8326a9fffffffff,1.0,0.0,0.0,0.0
8326aafffffffff,138.0,6.0,0.0,0.0
8326abfffffffff,7.0,0.0,0.0,0.0
8326adfffffffff,5.0,2.0,0.0,0.0
8326aefffffffff,10.0,0.0,0.0,0.0
8326b2fffffffff,2.0,0.0,0.0,0.0
8326b5fffffffff,3.0,0.0,0.0,0.0
8326b6fffffffff,8.0,8.0,0.0,0.0
8326c1fffffffff,2.0,0.0,0.0,0.0
8326c4fffffffff,2.0,0.0,0.0,0.0
8326c8fffffffff,1.0,0.0,0.0,0.0
8326c9fffffffff,3.0,0.0,0.0,0.0
8326cbfffffffff,34.0,4.0,0.0,0.0
8326d0fffffffff,2.0,0.0,0.0,0.0
8326d1fffffffff,5.0,0.0,0.0,0.0
8326d2fffffffff,3.0,1.0,0.0,0.0
8326d3fffffffff,2.0,0.0,0.0,0.0
8326d4fffffffff,17.0,4.0,0.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0
8326d6fffffffff,2.0,0.0,0.0,0.0
8326dafffffffff,2.0,0.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0,0.0
8326defffffffff,1.0,0.0,0.0,0.0
8326e0fffffffff,1.0,0.0,0.0,0.0
8326e2fffffffff,48.0,0.0,0.0,0.0
8326e3fffffffff,2.0,0.0,0.0,0.0
8326e4fffffffff,3.0,0.0,0.0,0.0
8326e5fffffffff,32.0,0.0,0.0,0.0
8326e6fffffffff,4.0,0.0,0.0,0.0
8326e9fffffffff,3.0,0.0,0.0,0.0
8326ecfffffffff,1.0,0.0,0.0,0.0
8326edfffffffff,15.0,0.0,0.0,0.0
8326f0fffffffff,3.0,2.0,0.0,0.0
8326f1fffffffff,5.0,0.0,0.0,0.0
8326f2fffffffff,106.0,7.0,0.0,0.0
8326f3fffffffff,3.0,3.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0,0.0
8326f6fffffffff,12.0,0.0,0.0,0.0
832702fffffffff,12.0,2.0,0.0,0.0
832708fffffffff,1.0,0.0,0.0,0.0
832709fffffffff,57.0,0.0,0.0,0.0
83270efffffffff,7.0,0.0,0.0,0.0
832711fffffffff,3.0,0.0,0.0,0.0
832713fffffffff,2.0,0.0,0.0,0.0
832718fffffffff,2.0,0.0,0.0,0.0
832719fffffffff,4.0,0.0,0.0,0.0
83271afffffffff,2.0,2.0,0.0,0.0
83271cfffffffff,6.0,0.0,0.0,0.0
832740fffffffff,41.0,4.0,0.0,0.0
832741fffffffff,164.0,0.0,0.0,0.0
832742fffffffff,1.0,0.0,0.0,0.0
832743fffffffff,34.0,2.0,0.0,0.0
832744fffffffff,27.0,0.0,0.0,0.0
832745fffffffff,13.0,0.0,0.0,0.0
832746fffffffff,13.0,0.0,0.0,0.0
832748fffffffff,1022.0,0.0,0.0,0.0
832749fffffffff,373.0,3.0,0.0,0.0
83274afffffffff,85.0,0.0,0.0,0.0
83274bfffffffff,101.0,1.0,0.0,0.0
83274cfffffffff,81.0,0.0,0.0,0.0
83274dfffffffff,442.0,0.0,0.0,0.0
83274efffffffff,115.0,0.0,0.0,0.0
832750fffffffff,2.0,0.0,0.0,0.0
832751fffffffff,3.0,0.0,0.0,0.0
832752fffffffff,19.0,2.0,0.0,0.0
832754fffffffff,20.0,0.0,0.0,0.0
832755fffffffff,8.0,0.0,0.0,0.0
832756fffffffff,69.0,29.0,0.0,0.0
832758fffffffff,16.0,0.0,0.0,0.0
832759fffffffff,36.0,0.0,0.0,0.0
83275afffffffff,2.0,0.0,0.0,0.0
83275bfffffffff,8.0,0.0,0.0,0.0
83275cfffffffff,11.0,2.0,0.0,0.0
83275dfffffffff,8.0,0.0,0.0,0.0
832761fffffffff,3.0,0.0,0.0,0.0
832763fffffffff,93.0,2.0,0.0,0.0
832766fffffffff,5.0,0.0,0.0,0.0
832768fffffffff,10.0,0.0,0.0,0.0
832769fffffffff,11.0,0.0,0.0,0.0
83276afffffffff,52.0,0.0,0.0,0.0
83276bfffffffff,188.0,0.0,0.0,0.0
83276dfffffffff,4.0,0.0,0.0,0.0
83276efffffffff,78.0,2.0,0.0,0.0
832770fffffffff,2.0,0.0,0.0,0.0
832771fffffffff,28.0,0.0,0.0,0.0
832772fffffffff,10.0,0.0,0.0,0.0
832773fffffffff,18.0,0.0,0.0,0.0
832775fffffffff,4.0,0.0,0.0,0.0
832780fffffffff,2.0,2.0,0.0,0.0
832785fffffffff,2.0,2.0,0.0,0.0
832786fffffffff,3.0,0.0,0.0,0.0
83278bfffffffff,4.0,4.0,0.0,0.0
83278cfffffffff,2.0,2.0,0.0,0.0
83278efffffffff,3.0,2.0,0.0,0.0
832793fffffffff,10.0,8.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0,0.0
832795fffffffff,2.0,2.0,0.0,0.0
832796fffffffff,2.0,0.0,0.0,0.0
832798fffffffff,1.0,0.0,0.0,0.0
832799fffffffff,4.0,0.0,0.0,0.0
83279cfffffffff,2.0,0.0,0.0,0.0
83279dfffffffff,2.0,0.0,0.0,0.0
83279efffffffff,20.0,0.0,0.0,0.0
8327a0fffffffff,15.0,0.0,0.0,0.0
8327a2fffffffff,2.0,0.0,0.0,0.0
8327a6fffffffff,9.0,0.0,0.0,0.0
8327a8fffffffff,3.0,0.0,0.0,0.0
8327a9fffffffff,5.0,0.0,0.0,0.0
8327aafffffffff,7.0,0.0,0.0,0.0
8327acfffffffff,3.0,0.0,0.0,0.0
8327adfffffffff,4.0,0.0,0.0,0.0
8327aefffffffff,2.0,2.0,0.0,0.0
8327b2fffffffff,2.0,0.0,0.0,0.0
832800fffffffff,2.0,2.0,0.0,0.0
832802fffffffff,48.0,3.0,45.0,0.0
832806fffffffff,8.0,5.0,3.0,0.0
832810fffffffff,16.0,5.0,3.0,0.0
832811fffffffff,2.0,0.0,2.0,0.0
832812fffffffff,6.0,4.0,0.0,0.0
832813fffffffff,8.0,3.0,2.0,0.0
832814fffffffff,3.0,0.0,0.0,0.0
832815fffffffff,19.0,3.0,11.0,0.0
832818fffffffff,1.0,0.0,0.0,0.0
83281bfffffffff,2.0,0.0,0.0,0.0
83281cfffffffff,1.0,0.0,1.0,0.0
83281efffffffff,8.0,0.0,0.0,0.0
832830fffffffff,1194.0,58.0,111.0,0.0
832831fffffffff,8.0,7.0,1.0,0.0
832832fffffffff,18.0,5.0,8.0,0.0
832833fffffffff,18.0,2.0,4.0,0.0
832834fffffffff,190.0,125.0,38.0,0.0
832835fffffffff,59.0,26.0,18.0,0.0
832836fffffffff,3226.0,8.0,174.0,0.0
832880fffffffff,2.0,0.0,0.0,0.0
832884fffffffff,8.0,5.0,0.0,0.0
832885fffffffff,3.0,3.0,0.0,0.0
83288afffffffff,3.0,0.0,0.0,0.0
83288efffffffff,2.0,0.0,0.0,0.0
832890fffffffff,10.0,5.0,0.0,0.0
832892fffffffff,17.0,2.0,0.0,0.0
832893fffffffff,23.0,2.0,0.0,0.0
832894fffffffff,8.0,2.0,0.0,0.0
832898fffffffff,25.0,13.0,0.0,0.0
83289afffffffff,11.0,9.0,0.0,0.0
83289bfffffffff,9.0,6.0,0.0,0.0
83289cfffffffff,1.0,0.0,0.0,0.0
83289dfffffffff,1.0,1.0,0.0,0.0
83289efffffffff,3.0,0.0,0.0,0.0
8328a1fffffffff,2.0,0.0,0.0,0.0
8328adfffffffff,3.0,1.0,0.0,0.0
8328aefffffffff,16.0,9.0,0.0,0.0
8328b0fffffffff,1.0,0.0,0.0,0.0
8328b1fffffffff,4.0,2.0,0.0,0.0
8328b3fffffffff,7.0,2.0,0.0,0.0
8328b5fffffffff,2.0,2.0,0.0,0.0
8328b6fffffffff,14.0,2.0,0.0,0.0
8328c0fffffffff,8.0,0.0,0.0,0.0
8328c6fffffffff,1.0,0.0,0.0,0.0
8328d1fffffffff,2.0,0.0,0.0,0.0
8328d3fffffffff,13.0,0.0,0.0,0.0
8328d5fffffffff,2.0,0.0,0.0,0.0
8328f0fffffffff,38.0,5.0,0.0,0.0
8328f1fffffffff,8.0,0.0,0.0,0.0
8328f4fffffffff,4.0,0.0,0.0,0.0
8328f5fffffffff,18.0,15.0,0.0,0.0
832912fffffffff,4.0,0.0,3.0,0.0
832916fffffffff,4.0,0.0,0.0,0.0
83291afffffffff,23.0,6.0,1.0,0.0
83291efffffffff,2.0,2.0,0.0,0.0
832985fffffffff,4.0,4.0,0.0,0.0
832989fffffffff,13.0,13.0,0.0,0.0
83298cfffffffff,9.0,7.0,0.0,0.0
83298dfffffffff,8.0,5.0,3.0,0.0
832990fffffffff,9.0,9.0,0.0,0.0
832993fffffffff,4.0,0.0,0.0,0.0
832994fffffffff,2.0,0.0,0.0,0.0
832995fffffffff,7.0,6.0,0.0,0.0
8329a0fffffffff,41.0,1.0,0.0,0.0
8329a1fffffffff,20.0,13.0,2.0,0.0
8329a3fffffffff,19.0,2.0,0.0,0.0
8329a4fffffffff,13.0,4.0,0.0,0.0
8329a5fffffffff,51.0,2.0,0.0,0.0
8329a6fffffffff,76.0,2.0,0.0,0.0
8329a8fffffffff,17.0,2.0,12.0,0.0
8329a9fffffffff,27.0,11.0,5.0,0.0
8329abfffffffff,4.0,0.0,4.0,0.0
8329acfffffffff,2.0,2.0,0.0,0.0
8329adfffffffff,18.0,13.0,5.0,0.0
8329aefffffffff,3.0,2.0,0.0,0.0
8329b1fffffffff,18.0,0.0,0.0,0.0
8329b2fffffffff,20.0,1.0,0.0,0.0
8329b4fffffffff,5.0,3.0,0.0,0.0
8329b5fffffffff,26.0,4.0,0.0,0.0
8329b6fffffffff,3.0,2.0,0.0,0.0
832a10fffffffff,337.0,65.0,0.0,0.0
832a12fffffffff,2900.0,44.0,0.0,0.0
832a13fffffffff,3152.0,82.0,0.0,0.0
832a14fffffffff,189.0,39.0,0.0,0.0
832a15fffffffff,24.0,1.0,0.0,0.0
832a16fffffffff,110.0,4.0,0.0,0.0
832a18fffffffff,1.0,0.0,0.0,0.0
832a1afffffffff,6.0,2.0,0.0,0.0
832a30fffffffff,337.0,55.0,0.0,0.0
832a31fffffffff,70.0,4.0,0.0,0.0
832a32fffffffff,204.0,29.0,0.0,0.0
832a33fffffffff,175.0,44.0,0.0,0.0
832a34fffffffff,26.0,4.0,0.0,0.0
832a36fffffffff,38.0,0.0,0.0,0.0
832a80fffffffff,9.0,2.0,0.0,0.0
832a81fffffffff,10.0,0.0,0.0,0.0
832a82fffffffff,4.0,0.0,0.0,0.0
832a83fffffffff,1.0,0.0,0.0,0.0
832a84fffffffff,13.0,1.0,0.0,0.0
832a85fffffffff,37.0,2.0,0.0,0.0
832a88fffffffff,2.0,0.0,0.0,0.0
832a89fffffffff,2.0,0.0,0.0,0.0
832a8bfffffffff,3.0,2.0,0.0,0.0
832a8dfffffffff,2.0,0.0,0.0,0.0
832a8efffffffff,3.0,1.0,0.0,0.0
832a90fffffffff,66.0,0.0,0.0,0.0
832a91fffffffff,13.0,0.0,0.0,0.0
832a92fffffffff,2.0,0.0,0.0,0.0
832a93fffffffff,5.0,0.0,0.0,0.0
832a94fffffffff,8.0,0.0,0.0,0.0
832a95fffffffff,2.0,0.0,0.0,0.0
832a99fffffffff,7.0,0.0,0.0,0.0
832a9afffffffff,3.0,0.0,0.0,0.0
832a9bfffffffff,6.0,0.0,0.0,0.0
832a9cfffffffff,9.0,0.0,0.0,0.0
832aa0fffffffff,3.0,1.0,0.0,0.0
832aa1fffffffff,26.0,1.0,0.0,0.0
832aa2fffffffff,16.0,2.0,0.0,0.0
832aa3fffffffff,8.0,2.0,0.0,0.0
832aa4fffffffff,167.0,69.0,0.0,0.0
832aa5fffffffff,21.0,12.0,0.0,0.0
832aa6fffffffff,15.0,3.0,0.0,0.0
832aa8fffffffff,64.0,6.0,0.0,0.0
832aa9fffffffff,33.0,26.0,0.0,0.0
832aaafffffffff,8.0,0.0,0.0,0.0
832aabfffffffff,3.0,0.0,0.0,0.0
832aacfffffffff,4188.0,391.0,0.0,0.0
832aadfffffffff,336.0,298.0,0.0,0.0
832aaefffffffff,48.0,5.0,0.0,0.0
832ab0fffffffff,12.0,2.0,0.0,0.0
832ab1fffffffff,65.0,8.0,0.0,0.0
832ab2fffffffff,1076.0,10.0,0.0,0.0
832ab3fffffffff,29.0,2.0,0.0,0.0
832ab4fffffffff,232.0,51.0,0.0,0.0
832ab5fffffffff,1146.0,991.0,0.0,0.0
832ab6fffffffff,255.0,8.0,0.0,0.0
832ac6fffffffff,2.0,1.0,0.0,0.0
832ad2fffffffff,2.0,0.0,0.0,0.0
832ad3fffffffff,1.0,0.0,0.0,0.0
832ad5fffffffff,7.0,0.0,0.0,0.0
832ad6fffffffff,5.0,4.0,0.0,0.0
832af0fffffffff,2.0,0.0,0.0,0.0
832af1fffffffff,14.0,1.0,0.0,0.0
832af3fffffffff,18.0,0.0,0.0,0.0
832af5fffffffff,4.0,0.0,0.0,0.0
832af6fffffffff,19.0,2.0,0.0,0.0
832b00fffffffff,5.0,0.0,0.0,0.0
832b01fffffffff,9.0,0.0,0.0,0.0
832b02fffffffff,2.0,0.0,0.0,0.0
832b03fffffffff,13.0,0.0,0.0,0.0
832b0afffffffff,12.0,0.0,0.0,0.0
832b10fffffffff,2.0,0.0,0.0,0.0
832b12fffffffff,6.0,0.0,0.0,0.0
832b14fffffffff,2.0,0.0,0.0,0.0
832b16fffffffff,58.0,0.0,0.0,0.0
832b18fffffffff,10.0,3.0,0.0,0.0
832b1afffffffff,12.0,1.0,0.0,0.0
832b1bfffffffff,4.0,4.0,0.0,0.0
832b1dfffffffff,4.0,0.0,0.0,0.0
832b23fffffffff,15.0,0.0,0.0,0.0
832b25fffffffff,71.0,2.0,0.0,0.0
832b29fffffffff,2.0,0.0,0.0,0.0
832b30fffffffff,2.0,0.0,0.0,0.0
832b31fffffffff,15.0,0.0,0.0,0.0
832b33fffffffff,9.0,0.0,0.0,0.0
832b36fffffffff,2.0,0.0,0.0,0.0
832b80fffffffff,5.0,0.0,0.0,0.0
832b81fffffffff,183.0,7.0,0.0,0.0
832b82fffffffff,4.0,0.0,0.0,0.0
832b83fffffffff,192.0,11.0,0.0,0.0
832b88fffffffff,149.0,0.0,0.0,0.0
832b89fffffffff,371.0,7.0,0.0,0.0
832b8afffffffff,60.0,33.0,0.0,0.0
832b8bfffffffff,42.0,9.0,0.0,0.0
832b8cfffffffff,36.0,1.0,0.0,0.0
832b8dfffffffff,204.0,2.0,0.0,0.0
832b8efffffffff,278.0,9.0,0.0,0.0
832b90fffffffff,13.0,0.0,0.0,0.0
832b93fffffffff,3.0,0.0,0.0,0.0
832b94fffffffff,19.0,0.0,0.0,0.0
832b96fffffffff,2.0,0.0,0.0,0.0
832b98fffffffff,192.0,20.0,0.0,0.0
832b99fffffffff,115.0,10.0,0.0,0.0
832b9afffffffff,32.0,4.0,0.0,0.0
832b9bfffffffff,496.0,13.0,0.0,0.0
832b9cfffffffff,279.0,11.0,0.0,0.0
832b9dfffffffff,1190.0,297.0,0.0,0.0
832b9efffffffff,107.0,0.0,0.0,0.0
832ba0fffffffff,23.0,0.0,0.0,0.0
832ba5fffffffff,142.0,0.0,0.0,0.0
832ba8fffffffff,434.0,351.0,0.0,0.0
832baafffffffff,369.0,5.0,0.0,0.0
832babfffffffff,46.0,25.0,0.0,0.0
832bacfffffffff,38.0,4.0,0.0,0.0
832badfffffffff,1.0,0.0,0.0,0.0
832baefffffffff,66.0,4.0,0.0,0.0
832bb2fffffffff,4.0,0.0,0.0,0.0
832bb3fffffffff,43.0,4.0,0.0,0.0
834412fffffffff,6.0,0.0,0.0,0.0
834413fffffffff,2.0,0.0,0.0,0.0
834416fffffffff,3.0,0.0,0.0,0.0
83441afffffffff,33.0,19.0,0.0,0.0
83441bfffffffff,2.0,2.0,0.0,0.0
83441efffffffff,16.0,2.0,0.0,0.0
834424fffffffff,4.0,0.0,0.0,0.0
834440fffffffff,21.0,0.0,0.0,0.0
834441fffffffff,1.0,0.0,0.0,0.0
834444fffffffff,2.0,0.0,0.0,0.0
834445fffffffff,50.0,0.0,0.0,0.0
834446fffffffff,13.0,0.0,0.0,0.0
834448fffffffff,10.0,0.0,0.0,0.0
834449fffffffff,8.0,0.0,0.0,0.0
83444afffffffff,1.0,0.0,0.0,0.0
83444cfffffffff,2.0,0.0,0.0,0.0
83444dfffffffff,1.0,0.0,0.0,0.0
83444efffffffff,16.0,0.0,0.0,0.0
834450fffffffff,6.0,0.0,0.0,0.0
834452fffffffff,14.0,0.0,0.0,0.0
834455fffffffff,6.0,0.0,0.0,0.0
834456fffffffff,8.0,0.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0
83445dfffffffff,6.0,0.0,0.0,0.0
834469fffffffff,3.0,0.0,0.0,0.0
83446bfffffffff,3.0,0.0,0.0,0.0
83446cfffffffff,23.0,2.0,0.0,0.0
83446dfffffffff,11.0,0.0,0.0,0.0
83446efffffffff,8.0,6.0,0.0,0.0
834480fffffffff,1.0,0.0,0.0,0.0
834484fffffffff,7.0,6.0,0.0,0.0
834486fffffffff,5.0,0.0,0.0,0.0
8344a1fffffffff,13.0,5.0,0.0,0.0
8344a3fffffffff,11.0,10.0,0.0,0.0
8344a5fffffffff,6.0,0.0,0.0,0.0
8344a8fffffffff,15.0,15.0,0.0,0.0
8344a9fffffffff,5.0,0.0,0.0,0.0
8344abfffffffff,3.0,2.0,0.0,0.0
8344acfffffffff,12.0,4.0,0.0,0.0
8344adfffffffff,8.0,3.0,0.0,0.0
8344aefffffffff,3.0,1.0,0.0,0.0
8344b1fffffffff,2.0,0.0,0.0,0.0
8344b5fffffffff,3.0,0.0,0.0,0.0
8344c0fffffffff,3.0,0.0,0.0,0.0
8344c1fffffffff,82.0,3.0,0.0,0.0
8344c2fffffffff,36.0,0.0,0.0,0.0
8344c3fffffffff,25.0,1.0,0.0,0.0
8344c4fffffffff,8.0,0.0,0.0,0.0
8344c5fffffffff,13.0,0.0,0.0,0.0
8344c8fffffffff,22.0,4.0,0.0,0.0
8344c9fffffffff,4.0,0.0,0.0,0.0
8344cafffffffff,5.0,2.0,0.0,0.0
8344cbfffffffff,3.0,3.0,0.0,0.0
8344ccfffffffff,23.0,0.0,0.0,0.0
8344cdfffffffff,7.0,1.0,0.0,0.0
8344d0fffffffff,3.0,0.0,0.0,0.0
8344d1fffffffff,9.0,2.0,0.0,0.0
8344d2fffffffff,1.0,0.0,0.0,0.0
8344d3fffffffff,2.0,0.0,0.0,0.0
8344d5fffffffff,12.0,0.0,0.0,0.0
8344d8fffffffff,3.0,0.0,0.0,0.0
8344d9fffffffff,3.0,0.0,0.0,0.0
8344dafffffffff,30.0,0.0,0.0,0.0
8344ddfffffffff,33.0,4.0,0.0,0.0
8344defffffffff,1.0,0.0,0.0,0.0
8344e0fffffffff,9.0,2.0,0.0,0.0
8344e3fffffffff,33.0,2.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0,0.0
8344e6fffffffff,7.0,0.0,0.0,0.0
8344eefffffffff,33.0,9.0,0.0,0.0
8344f0fffffffff,10.0,9.0,0.0,0.0
8344f3fffffffff,23.0,0.0,0.0,0.0
8344f4fffffffff,56.0,1.0,0.0,0.0
8344f5fffffffff,39.0,0.0,0.0,0.0
8344f6fffffffff,1.0,1.0,0.0,0.0
834505fffffffff,15.0,0.0,0.0,0.0
83450afffffffff,5.0,1.0,0.0,0.0
83450bfffffffff,2.0,0.0,0.0,0.0
834520fffffffff,6.0,0.0,0.0,0.0
834521fffffffff,14.0,0.0,0.0,0.0
834523fffffffff,23.0,0.0,0.0,0.0
834524fffffffff,1.0,0.0,0.0,0.0
834525fffffffff,33.0,0.0,0.0,0.0
