cell_id,Coccothraustes vespertinus,Coccothraustes vespertinus (type 1),Coccothraustes vespertinus (type 2),Coccothraustes vespertinus (type 3),Coccothraustes vespertinus (type 4),Coccothraustes vespertinus (type 5)
840c51dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c707ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412339ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841233dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841249dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84124e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412511ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84125d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412897ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841289bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84128bdffffffff,18.0,18.0,0.0,0.0,0.0,0.0
84128dbffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8412b03ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8412ccdffffffff,23.0,11.0,0.0,0.0,0.0,0.0
8412d35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d4dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412dadffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412db5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412ddbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412e17ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,5.0,4.0,0.0,0.0,0.0,0.0
8412f65ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
841383dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84138c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
841aa07ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
841aa3dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841aa45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841b84dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841b991ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841b993ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841b995ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841b9e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841b9e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842603bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426103ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842611bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426121ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8426123ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842621bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426269ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842626dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84262b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84262c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426411ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
842641bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426423ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426431ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
842643dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842648bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84264b9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84264c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84264c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84264e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426505ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426533ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842655dffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8426567ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426587ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84265cdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426615ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842661dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426623ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426629ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
842662dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426641ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8426645ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8426647ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426649ffffffff,14.0,0.0,0.0,1.0,0.0,0.0
842664bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842664dffffffff,42.0,0.0,0.0,1.0,0.0,0.0
8426653ffffffff,23.0,0.0,0.0,1.0,0.0,0.0
842665dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426669ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842666bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426685ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842669bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84266bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84266c5ffffffff,62.0,0.0,0.0,0.0,0.0,0.0
84266d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426717ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426733ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426801ffffffff,9.0,0.0,0.0,0.0,2.0,0.0
8426803ffffffff,7.0,0.0,0.0,0.0,1.0,0.0
8426813ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8426815ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426817ffffffff,13.0,0.0,0.0,0.0,3.0,0.0
8426819ffffffff,9.0,0.0,0.0,0.0,2.0,0.0
842681bffffffff,7.0,0.0,0.0,0.0,1.0,0.0
842682bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426833ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842683bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842685bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
842685dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426885ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426887ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842688dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426891ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8426893ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426899ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842689dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84268a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268abffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268adffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84268b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
