cell_id,Tyto alba,Tyto alba [alba Group],Tyto alba schmitzi,Tyto alba gracilirostris,Tyto alba poensis,Tyto alba detorta,Tyto alba thomensis
831f81fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f82fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831f83fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831f84fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
831f85fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831f86fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831f8cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831f8dfffffffff,20.0,15.0,0.0,0.0,0.0,0.0,0.0
831f91fffffffff,8.0,6.0,0.0,0.0,0.0,0.0,0.0
831f93fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f94fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa4fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831faafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831fabfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831facfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831faefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb4fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb5fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832c0bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832c19fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832c83fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832c91fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832c93fffffffff,53.0,3.0,0.0,0.0,0.0,0.0,0.0
832c9dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832cc0fffffffff,15.0,1.0,0.0,0.0,0.0,0.0,0.0
832ce4fffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0
832ce5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832cf2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832cf3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832cf5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d00fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d01fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d03fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
832d05fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d10fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d12fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d16fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d19fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832d22fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832d32fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832d33fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d35fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832d84fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832da1fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
832da3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832da4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832da5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832da8fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832dabfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832dacfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832daefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832db0fffffffff,248.0,3.0,0.0,0.0,0.0,0.0,0.0
832db1fffffffff,75.0,12.0,0.0,0.0,0.0,0.0,0.0
832db2fffffffff,48.0,6.0,0.0,0.0,0.0,0.0,0.0
832db6fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
833441fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83344cfffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
833466fffffffff,25.0,0.0,11.0,0.0,0.0,0.0,0.0
833469fffffffff,15.0,0.0,0.0,12.0,0.0,0.0,0.0
83346bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83346dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833811fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833824fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833825fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
833836fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833862fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833865fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833868fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833869fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83386afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83386efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833900fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
833901fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
833902fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
833903fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
833904fffffffff,114.0,4.0,0.0,0.0,0.0,0.0,0.0
833905fffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
833906fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
833908fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
833909fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83390afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83390cfffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,103.0,6.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,164.0,3.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
833918fffffffff,49.0,1.0,0.0,0.0,0.0,0.0,0.0
833919fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
83391afffffffff,74.0,2.0,0.0,0.0,0.0,0.0,0.0
83391cfffffffff,79.0,2.0,0.0,0.0,0.0,0.0,0.0
83391dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83391efffffffff,160.0,10.0,0.0,0.0,0.0,0.0,0.0
833920fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
833921fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,192.0,1.0,0.0,0.0,0.0,0.0,0.0
833923fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
833924fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
833925fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
833928fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
833929fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
83392afffffffff,199.0,0.0,0.0,0.0,0.0,0.0,0.0
83392bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
83392cfffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
83392dfffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
83392efffffffff,193.0,3.0,0.0,0.0,0.0,0.0,0.0
833931fffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0
833933fffffffff,511.0,8.0,0.0,0.0,0.0,0.0,0.0
833942fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833943fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
833944fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
833945fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
833946fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
833949fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833951fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
833954fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
833956fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
83395cfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
833960fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833962fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833964fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833965fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833968fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83396cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
833970fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
833971fffffffff,168.0,2.0,0.0,0.0,0.0,0.0,0.0
833972fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
833974fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
833975fffffffff,58.0,1.0,0.0,0.0,0.0,0.0,0.0
833976fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
833981fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833982fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833983fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833985fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83398efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833991fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8339a8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8339a9fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8339abfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833e58fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833e5cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833e62fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833e68fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
833e6cfffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
833e70fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833f26fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833f2cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833f2dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833f35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833f36fffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0
833f4dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833f60fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833f61fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
833f63fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833f66fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
833f68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833f72fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833f73fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833f74fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833f75fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
833f76fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0
834316fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83431efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834334fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83438cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8343a0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8343a1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8343a3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8343a6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8343a8fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8343aafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8343acfffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
8343aefffffffff,103.0,4.0,0.0,0.0,0.0,0.0,0.0
83524dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835269fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83529bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835316fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835332fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835345fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83534dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83536afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835402fffffffff,7.0,0.0,0.0,0.0,2.0,0.0,0.0
835408fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835410fffffffff,113.0,0.0,0.0,0.0,53.0,0.0,0.0
835411fffffffff,10.0,0.0,0.0,0.0,7.0,0.0,0.0
835413fffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
835415fffffffff,3.0,0.0,0.0,0.0,1.0,0.0,0.0
83541afffffffff,9.0,0.0,0.0,0.0,4.0,0.0,0.0
83541bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83541efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835444fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
835494fffffffff,34.0,0.0,0.0,0.0,0.0,28.0,0.0
835496fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8354a9fffffffff,30.0,0.0,0.0,0.0,5.0,0.0,0.0
8354acfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8354adfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8354b3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8354e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8354e5fffffffff,5.0,0.0,0.0,0.0,5.0,0.0,0.0
8354f1fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8354f4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8354f5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8354f6fffffffff,4.0,0.0,0.0,0.0,2.0,0.0,0.0
83574cfffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
83574dfffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
835851fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
835858fffffffff,4.0,0.0,0.0,0.0,1.0,0.0,0.0
83585dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835886fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83588dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835890fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8358a6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8358c3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8358defffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8358e2fffffffff,7.0,0.0,0.0,0.0,2.0,0.0,0.0
8358e6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8358f0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8358f5fffffffff,8.0,0.0,0.0,0.0,4.0,0.0,0.0
83599afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83599efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836332fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
836a58fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836ac1fffffffff,7.0,0.0,0.0,0.0,4.0,0.0,0.0
836ac3fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
836ac5fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
836ac8fffffffff,10.0,0.0,0.0,0.0,3.0,0.0,0.0
836ac9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
836accfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836acdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836acefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836ad8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836adcfffffffff,4.0,0.0,0.0,0.0,1.0,0.0,0.0
836adefffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836ae8fffffffff,21.0,0.0,0.0,0.0,7.0,0.0,0.0
836aeafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836aeefffffffff,8.0,0.0,0.0,0.0,1.0,0.0,0.0
83750dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
837518fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
837519fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
837520fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83752afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
