cell_id,Tyto alba,Tyto alba [alba Group],Tyto alba schmitzi,Tyto alba gracilirostris,Tyto alba poensis,Tyto alba detorta,Tyto alba thomensis
831828fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83182afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83182cfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831844fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
831845fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831846fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831849fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
83184afffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
83184cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83184dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831859fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
831860fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831862fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831863fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831865fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831868fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
831869fffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
83186afffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83186bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83186cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83186dfffffffff,11.0,9.0,0.0,0.0,0.0,0.0,0.0
831870fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831871fffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
831873fffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
831874fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831875fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83190bfffffffff,14.0,5.0,0.0,0.0,0.0,0.0,0.0
83190dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831929fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83192bfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831940fffffffff,246.0,32.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,570.0,131.0,0.0,0.0,0.0,0.0,0.0
831942fffffffff,167.0,69.0,0.0,0.0,0.0,0.0,0.0
831943fffffffff,258.0,69.0,0.0,0.0,0.0,0.0,0.0
831946fffffffff,171.0,21.0,0.0,0.0,0.0,0.0,0.0
831948fffffffff,57.0,21.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,124.0,7.0,0.0,0.0,0.0,0.0,0.0
83194bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83194cfffffffff,124.0,18.0,0.0,0.0,0.0,0.0,0.0
83194dfffffffff,13.0,4.0,0.0,0.0,0.0,0.0,0.0
83194efffffffff,259.0,38.0,0.0,0.0,0.0,0.0,0.0
831950fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831951fffffffff,59.0,4.0,0.0,0.0,0.0,0.0,0.0
831953fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831954fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
831955fffffffff,27.0,3.0,0.0,0.0,0.0,0.0,0.0
831956fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831958fffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,50.0,4.0,0.0,0.0,0.0,0.0,0.0
83195afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83195bfffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
83195cfffffffff,68.0,4.0,0.0,0.0,0.0,0.0,0.0
83195dfffffffff,85.0,13.0,0.0,0.0,0.0,0.0,0.0
83195efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831968fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831969fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83196bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83196dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831972fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
831973fffffffff,163.0,7.0,0.0,0.0,0.0,0.0,0.0
831976fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e02fffffffff,9.0,1.0,0.0,0.0,0.0,0.0,0.0
831e04fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
831e06fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e08fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0afffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0efffffffff,30.0,1.0,0.0,0.0,0.0,0.0,0.0
831e12fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e13fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
831e19fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1bfffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831e22fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e31fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e33fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e34fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e35fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
831e36fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e83fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e84fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e90fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e92fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e94fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831e9afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e9bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831ea0fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831ea5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831ea6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831eadfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831eb0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831eb2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831eb3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec9fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
831ecafffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831ecbfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831ecefffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831ed1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831ed2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831ed4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831ed9fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
831edafffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831ee2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831ee6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831ee8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831eeafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831eebfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831eeefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831ef2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831f03fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f10fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f13fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831f14fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f16fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f18fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831f1afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831f1cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f80fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
