cell_id,Leptosomus discolor,Leptosomus discolor gracilis,Leptosomus discolor intermedius,Leptosomus discolor discolor
83a2a4fffffffff,8.0,0.0,0.0,0.0
83a309fffffffff,1.0,0.0,0.0,0.0
