cell_id,Iodopleura pipra,Iodopleura pipra leucopygia,Iodopleura pipra pipra
828137fffffffff,113.0,0.0,3.0
82a817fffffffff,283.0,0.0,19.0
82a837fffffffff,6.0,0.0,0.0
82a897fffffffff,6.0,0.0,0.0
82a8a7fffffffff,376.0,0.0,47.0
