cell_id,Phylloscopus trochiloides,Phylloscopus trochiloides viridanus,Phylloscopus trochiloides trochiloides/ludlowi,Phylloscopus trochiloides obscuratus
8411285ffffffff,2.0,0.0,0.0,0.0
841128dffffffff,2.0,0.0,0.0,0.0
84112adffffffff,1.0,0.0,0.0,0.0
84112d7ffffffff,2.0,0.0,0.0,0.0
84112e3ffffffff,3.0,0.0,0.0,0.0
84112ebffffffff,2.0,0.0,0.0,0.0
8411321ffffffff,2.0,0.0,0.0,0.0
8411365ffffffff,2.0,0.0,0.0,0.0
841136bffffffff,4.0,0.0,0.0,0.0
8411813ffffffff,9.0,0.0,0.0,0.0
841181dffffffff,14.0,0.0,0.0,0.0
84118adffffffff,4.0,0.0,0.0,0.0
84118c1ffffffff,5.0,0.0,0.0,0.0
84118c5ffffffff,1.0,0.0,0.0,0.0
84118cdffffffff,13.0,0.0,0.0,0.0
84118e9ffffffff,2.0,0.0,0.0,0.0
841191bffffffff,1.0,0.0,0.0,0.0
8411aa3ffffffff,10.0,0.0,0.0,0.0
8411aa5ffffffff,17.0,0.0,0.0,0.0
8411aa7ffffffff,67.0,0.0,0.0,0.0
8411aadffffffff,6.0,0.0,0.0,0.0
8411ab1ffffffff,2.0,0.0,0.0,0.0
8411ab9ffffffff,2.0,0.0,0.0,0.0
8411ae3ffffffff,6.0,0.0,0.0,0.0
8411ae7ffffffff,5.0,0.0,0.0,0.0
8417155ffffffff,2.0,0.0,0.0,0.0
841e24bffffffff,2.0,0.0,0.0,0.0
841f0d1ffffffff,3.0,0.0,0.0,0.0
841f283ffffffff,6.0,0.0,0.0,0.0
841f2dbffffffff,2.0,0.0,0.0,0.0
841f403ffffffff,1.0,0.0,0.0,0.0
841f45bffffffff,2.0,0.0,0.0,0.0
841f4e1ffffffff,4.0,0.0,0.0,0.0
841f4ebffffffff,2.0,0.0,0.0,0.0
841f519ffffffff,4.0,0.0,0.0,0.0
841f593ffffffff,2.0,0.0,0.0,0.0
841f5c5ffffffff,4.0,0.0,0.0,0.0
841f605ffffffff,2.0,0.0,0.0,0.0
841f607ffffffff,3.0,0.0,0.0,0.0
841f60dffffffff,2.0,0.0,0.0,0.0
841f613ffffffff,1.0,0.0,0.0,0.0
841f61dffffffff,1.0,0.0,0.0,0.0
841f645ffffffff,2.0,0.0,0.0,0.0
841f659ffffffff,2.0,0.0,0.0,0.0
841f65dffffffff,5.0,0.0,0.0,0.0
841f66bffffffff,2.0,0.0,0.0,0.0
841f6a9ffffffff,1.0,0.0,0.0,0.0
841f703ffffffff,5.0,0.0,0.0,0.0
841f725ffffffff,22.0,0.0,0.0,0.0
841f727ffffffff,1.0,0.0,0.0,0.0
841f72dffffffff,6.0,0.0,0.0,0.0
84200a5ffffffff,4.0,0.0,0.0,0.0
84200a7ffffffff,3.0,0.0,0.0,0.0
84200adffffffff,8.0,0.0,0.0,0.0
84200e1ffffffff,2.0,0.0,0.0,0.0
8420101ffffffff,11.0,0.0,0.0,0.0
842010dffffffff,6.0,0.0,0.0,0.0
8420125ffffffff,4.0,0.0,0.0,0.0
842013dffffffff,3.0,0.0,0.0,0.0
8420147ffffffff,2.0,0.0,0.0,0.0
8420187ffffffff,1.0,0.0,0.0,0.0
8420191ffffffff,3.0,0.0,0.0,0.0
8420193ffffffff,3.0,0.0,0.0,0.0
8420199ffffffff,23.0,0.0,0.0,0.0
84201a1ffffffff,4.0,0.0,0.0,0.0
84201a3ffffffff,6.0,0.0,0.0,0.0
84201a7ffffffff,8.0,0.0,0.0,0.0
84201abffffffff,4.0,0.0,0.0,0.0
84201adffffffff,2.0,0.0,0.0,0.0
84201b5ffffffff,3.0,0.0,0.0,0.0
84201b7ffffffff,4.0,0.0,0.0,0.0
84201bdffffffff,1.0,0.0,0.0,0.0
8420339ffffffff,2.0,0.0,0.0,0.0
8420499ffffffff,2.0,0.0,0.0,0.0
84204a1ffffffff,2.0,0.0,0.0,0.0
84204abffffffff,9.0,0.0,0.0,0.0
84204b3ffffffff,18.0,0.0,0.0,0.0
84204b5ffffffff,3.0,0.0,0.0,0.0
84204b7ffffffff,3.0,0.0,0.0,0.0
84204b9ffffffff,3.0,0.0,0.0,0.0
84204d1ffffffff,6.0,0.0,0.0,0.0
84204d3ffffffff,8.0,0.0,0.0,0.0
84204d9ffffffff,4.0,0.0,0.0,0.0
84204ddffffffff,2.0,0.0,0.0,0.0
8420591ffffffff,2.0,0.0,0.0,0.0
84205a1ffffffff,2.0,0.0,0.0,0.0
84205b9ffffffff,1.0,0.0,0.0,0.0
84205e1ffffffff,2.0,0.0,0.0,0.0
8420681ffffffff,2.0,0.0,0.0,0.0
8420685ffffffff,1.0,0.0,0.0,0.0
84206a9ffffffff,1.0,0.0,0.0,0.0
84206b5ffffffff,1.0,0.0,0.0,0.0
84206bdffffffff,6.0,0.0,0.0,0.0
8420807ffffffff,5.0,0.0,0.0,0.0
8420809ffffffff,2.0,0.0,0.0,0.0
84209a5ffffffff,168.0,0.0,0.0,0.0
84209a7ffffffff,3.0,0.0,0.0,0.0
84209b5ffffffff,2.0,0.0,0.0,0.0
8420a05ffffffff,2.0,0.0,0.0,0.0
8420a19ffffffff,1.0,0.0,0.0,0.0
8420a23ffffffff,1.0,0.0,0.0,0.0
8420a25ffffffff,3.0,0.0,0.0,0.0
8420a27ffffffff,5.0,0.0,0.0,0.0
8420a2bffffffff,1.0,0.0,0.0,0.0
8420a53ffffffff,4.0,0.0,0.0,0.0
8420a61ffffffff,2.0,0.0,0.0,0.0
8420a65ffffffff,6.0,0.0,0.0,0.0
8420a83ffffffff,1.0,0.0,0.0,0.0
8420ae3ffffffff,2.0,0.0,0.0,0.0
8420b17ffffffff,1.0,0.0,0.0,0.0
8420b59ffffffff,1.0,0.0,0.0,0.0
8420c49ffffffff,3.0,0.0,0.0,0.0
8420e01ffffffff,3.0,0.0,0.0,0.0
8420e05ffffffff,5.0,0.0,0.0,0.0
8420e07ffffffff,19.0,0.0,0.0,0.0
8420e0bffffffff,1.0,0.0,0.0,0.0
8420e0dffffffff,2.0,0.0,0.0,0.0
8420e21ffffffff,5.0,0.0,0.0,0.0
8420e23ffffffff,7.0,0.0,0.0,0.0
8420e25ffffffff,8.0,0.0,0.0,0.0
8420e27ffffffff,2.0,0.0,0.0,0.0
8420e2bffffffff,2.0,0.0,0.0,0.0
8420e39ffffffff,13.0,0.0,0.0,0.0
8420e3dffffffff,3.0,0.0,0.0,0.0
8420e45ffffffff,10.0,0.0,0.0,0.0
8420e61ffffffff,2.0,0.0,0.0,0.0
8420e65ffffffff,105.0,0.0,0.0,0.0
8420e67ffffffff,7.0,0.0,0.0,0.0
8420e69ffffffff,5.0,0.0,0.0,0.0
8420e97ffffffff,2.0,0.0,0.0,0.0
8420f19ffffffff,2.0,0.0,0.0,0.0
8420f41ffffffff,2.0,0.0,0.0,0.0
8420f51ffffffff,2.0,0.0,0.0,0.0
8420f53ffffffff,3.0,0.0,0.0,0.0
8420f55ffffffff,2.0,0.0,0.0,0.0
8420f5dffffffff,2.0,0.0,0.0,0.0
8421253ffffffff,1.0,0.0,0.0,0.0
84212cbffffffff,2.0,0.0,0.0,0.0
8421529ffffffff,3.0,0.0,0.0,0.0
8421539ffffffff,7.0,0.0,0.0,0.0
842153dffffffff,1.0,0.0,0.0,0.0
84218b3ffffffff,1.0,0.0,0.0,0.0
84218bbffffffff,2.0,0.0,0.0,0.0
84218e7ffffffff,1.0,0.0,0.0,0.0
8421981ffffffff,7.0,0.0,0.0,0.0
8421983ffffffff,2.0,0.0,0.0,0.0
8421995ffffffff,2.0,0.0,0.0,0.0
84219c9ffffffff,8.0,0.0,0.0,0.0
84219e5ffffffff,2.0,0.0,0.0,0.0
8424001ffffffff,4.0,0.0,0.0,0.0
842400dffffffff,1.0,0.0,0.0,0.0
8424049ffffffff,3.0,0.0,0.0,0.0
8424051ffffffff,1.0,0.0,0.0,0.0
84240a9ffffffff,1.0,0.0,0.0,0.0
84240adffffffff,2.0,0.0,0.0,0.0
8424215ffffffff,1.0,0.0,0.0,0.0
8424251ffffffff,4.0,0.0,0.0,0.0
8424265ffffffff,15.0,0.0,0.0,0.0
8424267ffffffff,8.0,0.0,0.0,0.0
84242b3ffffffff,2.0,0.0,0.0,0.0
8424343ffffffff,1.0,0.0,0.0,0.0
8424883ffffffff,2.0,0.0,0.0,0.0
8424895ffffffff,1.0,0.0,0.0,0.0
8424897ffffffff,4.0,0.0,0.0,0.0
84248b9ffffffff,7.0,0.0,0.0,0.0
84248bbffffffff,12.0,0.0,0.0,0.0
84248c1ffffffff,4.0,0.0,0.0,0.0
8424d6dffffffff,18.0,0.0,0.0,0.0
842510dffffffff,2.0,0.0,0.0,0.0
842512bffffffff,17.0,0.0,0.0,0.0
8425135ffffffff,5.0,0.0,0.0,0.0
84251bdffffffff,1.0,0.0,0.0,0.0
84255b5ffffffff,3.0,0.0,0.0,0.0
8425a37ffffffff,2.0,0.0,0.0,0.0
8425a87ffffffff,2.0,0.0,0.0,0.0
8425ac9ffffffff,28.0,0.0,0.0,0.0
8425acbffffffff,1.0,0.0,0.0,0.0
8425ae7ffffffff,1.0,0.0,0.0,0.0
8425ae9ffffffff,6.0,0.0,0.0,0.0
8425b07ffffffff,23.0,1.0,0.0,0.0
8425b2bffffffff,2.0,0.0,0.0,0.0
8425b69ffffffff,2.0,0.0,0.0,0.0
8425b6bffffffff,4.0,0.0,0.0,0.0
842c6d1ffffffff,2.0,0.0,0.0,0.0
8431921ffffffff,3.0,0.0,0.0,0.0
843c00dffffffff,4.0,0.0,1.0,0.0
843c025ffffffff,1.0,0.0,0.0,0.0
843c029ffffffff,119.0,12.0,0.0,0.0
843c02dffffffff,102.0,0.0,0.0,0.0
843c031ffffffff,2.0,0.0,0.0,0.0
843c033ffffffff,3.0,0.0,0.0,0.0
843c063ffffffff,15.0,0.0,0.0,0.0
843c065ffffffff,9.0,0.0,0.0,0.0
843c067ffffffff,10.0,0.0,0.0,0.0
843c069ffffffff,2.0,0.0,0.0,0.0
843c0a1ffffffff,21.0,0.0,0.0,0.0
843c0a3ffffffff,19.0,0.0,0.0,0.0
843c0a5ffffffff,88.0,0.0,0.0,0.0
843c0a9ffffffff,17.0,0.0,0.0,0.0
843c0adffffffff,16.0,0.0,0.0,0.0
843c0b5ffffffff,15.0,0.0,0.0,0.0
843c0b7ffffffff,15.0,0.0,0.0,0.0
843c0bdffffffff,5.0,0.0,0.0,0.0
843c0e7ffffffff,11.0,0.0,0.0,0.0
843c135ffffffff,10.0,0.0,0.0,0.0
843c137ffffffff,6.0,0.0,0.0,0.0
843c139ffffffff,15.0,0.0,0.0,0.0
843c141ffffffff,2.0,0.0,0.0,0.0
843c153ffffffff,1.0,0.0,0.0,0.0
843c159ffffffff,162.0,2.0,0.0,0.0
843c15bffffffff,2.0,0.0,0.0,0.0
843c165ffffffff,6.0,0.0,0.0,0.0
843c189ffffffff,8.0,0.0,0.0,0.0
843c191ffffffff,6.0,0.0,0.0,0.0
843c197ffffffff,3.0,0.0,0.0,0.0
843c199ffffffff,106.0,0.0,0.0,0.0
843c19dffffffff,9.0,0.0,0.0,0.0
843c1a9ffffffff,2.0,0.0,0.0,0.0
843c1b5ffffffff,33.0,0.0,0.0,0.0
843c1bbffffffff,6.0,0.0,0.0,0.0
843c1c3ffffffff,209.0,0.0,0.0,0.0
843c1c7ffffffff,15.0,0.0,0.0,0.0
843c1c9ffffffff,13.0,0.0,0.0,0.0
843c1d1ffffffff,14.0,0.0,0.0,0.0
843c1d3ffffffff,39.0,0.0,0.0,0.0
843c1d7ffffffff,15.0,0.0,0.0,0.0
843c1dbffffffff,19.0,0.0,0.0,0.0
843c303ffffffff,5.0,0.0,0.0,0.0
843c305ffffffff,2.0,0.0,0.0,0.0
843c307ffffffff,15.0,0.0,0.0,0.0
843c311ffffffff,7.0,0.0,0.0,0.0
843c317ffffffff,9.0,0.0,0.0,0.0
843c31dffffffff,4.0,0.0,0.0,0.0
843c329ffffffff,3.0,0.0,0.0,0.0
843c32bffffffff,7.0,0.0,0.0,0.0
843c333ffffffff,28.0,0.0,0.0,0.0
843c335ffffffff,22.0,0.0,0.0,0.0
843c337ffffffff,6.0,0.0,0.0,0.0
843c33bffffffff,60.0,0.0,0.0,0.0
843c33dffffffff,6.0,0.0,0.0,0.0
843c341ffffffff,4.0,0.0,0.0,0.0
843c361ffffffff,2.0,0.0,0.0,0.0
843c367ffffffff,2.0,0.0,0.0,0.0
843c369ffffffff,34.0,0.0,0.0,0.0
843c36bffffffff,18.0,0.0,0.0,0.0
843c41dffffffff,2.0,0.0,0.0,0.0
843c4a3ffffffff,1.0,0.0,0.0,0.0
843c521ffffffff,97.0,0.0,0.0,0.0
843c525ffffffff,2.0,0.0,0.0,0.0
843c527ffffffff,35.0,0.0,0.0,0.0
843c529ffffffff,2.0,0.0,0.0,0.0
843c52dffffffff,19.0,0.0,0.0,0.0
843c537ffffffff,2.0,0.0,0.0,0.0
843c567ffffffff,2.0,0.0,0.0,0.0
843c591ffffffff,1.0,0.0,0.0,0.0
843c5a1ffffffff,79.0,0.0,0.0,0.0
843c5a9ffffffff,59.0,0.0,0.0,0.0
843c5adffffffff,11.0,0.0,0.0,0.0
843c5b7ffffffff,2.0,0.0,0.0,0.0
843c5bdffffffff,17.0,0.0,0.0,0.0
843c5cbffffffff,2.0,0.0,0.0,0.0
843c5d3ffffffff,1.0,0.0,0.0,0.0
843c5e3ffffffff,1.0,0.0,0.0,0.0
843c683ffffffff,23.0,0.0,0.0,0.0
843c687ffffffff,9.0,0.0,0.0,0.0
843c691ffffffff,2.0,0.0,0.0,0.0
843c69bffffffff,1.0,0.0,0.0,0.0
843c6a1ffffffff,6.0,0.0,0.0,0.0
843c6a3ffffffff,46.0,0.0,0.0,0.0
843c6abffffffff,7.0,0.0,0.0,0.0
843c6b1ffffffff,2.0,0.0,0.0,0.0
843c6bdffffffff,10.0,0.0,0.0,0.0
843c6e3ffffffff,6.0,0.0,0.0,0.0
843c801ffffffff,2.0,0.0,0.0,0.0
843c805ffffffff,20.0,0.0,0.0,0.0
843c807ffffffff,9.0,0.0,0.0,0.0
843c809ffffffff,2.0,0.0,0.0,0.0
843c80dffffffff,8.0,0.0,0.0,0.0
843c82dffffffff,1.0,0.0,0.0,0.0
843c831ffffffff,2.0,0.0,0.0,0.0
843c837ffffffff,2.0,0.0,0.0,0.0
843c839ffffffff,39.0,0.0,0.0,0.0
843c83bffffffff,2.0,0.0,0.0,0.0
843c843ffffffff,4.0,0.0,0.0,0.0
843c855ffffffff,1.0,0.0,0.0,0.0
843c85dffffffff,2.0,0.0,0.0,0.0
843c885ffffffff,128.0,0.0,0.0,0.0
843c899ffffffff,137.0,0.0,2.0,0.0
843c89bffffffff,2.0,0.0,0.0,0.0
843c8a9ffffffff,5.0,0.0,0.0,0.0
843c8c1ffffffff,10.0,0.0,0.0,0.0
843c8c3ffffffff,5.0,0.0,0.0,0.0
843c8c7ffffffff,42.0,0.0,0.0,0.0
843c8cbffffffff,36.0,0.0,0.0,0.0
843c8d3ffffffff,1.0,0.0,0.0,0.0
843c8d5ffffffff,2.0,0.0,0.0,0.0
843c8d7ffffffff,14.0,0.0,0.0,0.0
843c8d9ffffffff,22.0,0.0,0.0,0.0
843c8dbffffffff,28.0,0.0,1.0,0.0
843c8e1ffffffff,18.0,0.0,0.0,0.0
843c8e5ffffffff,119.0,0.0,0.0,0.0
843c8e7ffffffff,2.0,0.0,0.0,0.0
843c8edffffffff,129.0,0.0,0.0,0.0
843c903ffffffff,4.0,0.0,0.0,0.0
843c905ffffffff,2.0,0.0,0.0,0.0
843c907ffffffff,3.0,0.0,0.0,0.0
843c909ffffffff,501.0,7.0,0.0,0.0
843c90bffffffff,6.0,0.0,0.0,0.0
843c915ffffffff,9.0,0.0,0.0,0.0
843c921ffffffff,15.0,0.0,0.0,0.0
843c925ffffffff,2.0,0.0,0.0,0.0
843c927ffffffff,8.0,0.0,0.0,0.0
843c929ffffffff,62.0,0.0,0.0,0.0
843c92bffffffff,29.0,0.0,0.0,0.0
843c92dffffffff,78.0,0.0,0.0,0.0
843c931ffffffff,33.0,0.0,0.0,0.0
843c941ffffffff,8.0,0.0,0.0,0.0
843c943ffffffff,77.0,0.0,0.0,0.0
843c945ffffffff,16.0,0.0,0.0,0.0
843c947ffffffff,346.0,0.0,0.0,0.0
843c94bffffffff,3.0,0.0,0.0,0.0
843c94dffffffff,3.0,0.0,0.0,0.0
843c953ffffffff,4.0,0.0,0.0,0.0
843c957ffffffff,1.0,0.0,0.0,0.0
843c959ffffffff,21.0,0.0,0.0,0.0
843c95bffffffff,6.0,0.0,0.0,0.0
843c967ffffffff,87.0,0.0,0.0,0.0
843c9d9ffffffff,12.0,0.0,0.0,0.0
843c9ddffffffff,3.0,0.0,0.0,0.0
843c9e9ffffffff,7.0,0.0,0.0,0.0
843ca01ffffffff,4.0,0.0,0.0,0.0
843ca21ffffffff,2.0,0.0,0.0,0.0
843ca25ffffffff,70.0,0.0,0.0,0.0
843ca2dffffffff,3.0,0.0,0.0,0.0
843ca31ffffffff,9.0,0.0,0.0,0.0
843ca33ffffffff,9.0,0.0,0.0,0.0
843ca39ffffffff,2.0,0.0,0.0,0.0
843ca3bffffffff,7.0,0.0,0.0,0.0
843ca41ffffffff,3.0,0.0,0.0,0.0
843ca45ffffffff,9.0,0.0,0.0,0.0
843ca47ffffffff,11.0,0.0,0.0,0.0
843ca4dffffffff,1.0,0.0,0.0,0.0
843ca5bffffffff,2.0,0.0,0.0,0.0
843ca5dffffffff,5.0,0.0,0.0,0.0
843ca65ffffffff,1.0,0.0,0.0,0.0
843ca67ffffffff,5.0,0.0,0.0,0.0
843ca69ffffffff,3.0,0.0,0.0,0.0
843ca81ffffffff,1.0,0.0,0.0,0.0
843ca83ffffffff,1.0,0.0,0.0,0.0
843ca85ffffffff,3.0,0.0,0.0,0.0
843ca87ffffffff,64.0,0.0,0.0,0.0
843ca8bffffffff,14.0,0.0,0.0,0.0
843ca8dffffffff,17.0,0.0,0.0,0.0
843ca91ffffffff,15.0,0.0,0.0,0.0
843ca93ffffffff,11.0,0.0,0.0,0.0
843ca95ffffffff,6.0,0.0,0.0,0.0
843ca97ffffffff,111.0,0.0,5.0,0.0
843ca9dffffffff,16.0,0.0,0.0,0.0
843cab1ffffffff,65.0,0.0,0.0,0.0
843cab5ffffffff,2.0,0.0,0.0,0.0
843cab7ffffffff,26.0,0.0,0.0,0.0
843cab9ffffffff,41.0,0.0,0.0,0.0
843cabbffffffff,5.0,0.0,0.0,0.0
843cabdffffffff,3.0,0.0,0.0,0.0
843cac1ffffffff,2.0,0.0,0.0,0.0
843cac3ffffffff,94.0,0.0,0.0,0.0
843cacbffffffff,6.0,0.0,0.0,0.0
843cad3ffffffff,3.0,0.0,0.0,0.0
843cadbffffffff,1.0,0.0,0.0,0.0
843caddffffffff,58.0,0.0,0.0,0.0
843cae3ffffffff,2.0,0.0,0.0,0.0
843cae5ffffffff,12.0,0.0,0.0,0.0
843cb03ffffffff,18.0,0.0,0.0,0.0
843cb07ffffffff,3.0,0.0,0.0,0.0
843cb09ffffffff,13.0,0.0,0.0,0.0
843cb0bffffffff,8.0,0.0,0.0,0.0
843cb0dffffffff,8.0,0.0,0.0,0.0
843cb11ffffffff,115.0,0.0,0.0,0.0
843cb13ffffffff,41.0,0.0,0.0,0.0
843cb15ffffffff,79.0,3.0,0.0,0.0
843cb19ffffffff,16.0,0.0,0.0,0.0
843cb1bffffffff,2.0,0.0,0.0,0.0
843cb1dffffffff,933.0,0.0,0.0,0.0
843cb39ffffffff,77.0,0.0,0.0,0.0
843cb3bffffffff,13.0,0.0,0.0,0.0
843cb3dffffffff,3.0,0.0,0.0,0.0
843cb41ffffffff,5.0,0.0,0.0,0.0
843cb45ffffffff,32.0,0.0,0.0,0.0
843cb47ffffffff,22.0,0.0,0.0,0.0
843cb49ffffffff,1.0,0.0,0.0,0.0
843cb4bffffffff,61.0,0.0,0.0,0.0
843cb4dffffffff,64.0,0.0,0.0,0.0
843cb51ffffffff,56.0,0.0,0.0,0.0
843cb55ffffffff,4.0,0.0,0.0,0.0
843cb59ffffffff,88.0,0.0,0.0,0.0
843cb5bffffffff,1.0,0.0,0.0,0.0
843cb5dffffffff,912.0,3.0,0.0,0.0
843cb61ffffffff,9.0,0.0,0.0,0.0
843cb65ffffffff,22.0,0.0,0.0,0.0
843cb69ffffffff,14.0,0.0,0.0,0.0
843cb6bffffffff,34.0,0.0,0.0,0.0
843cb6dffffffff,50.0,0.0,0.0,0.0
843cc03ffffffff,3.0,0.0,0.0,0.0
843cc05ffffffff,4.0,0.0,0.0,0.0
843cc07ffffffff,1.0,0.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0,0.0
843cc0bffffffff,61.0,0.0,0.0,0.0
843cc0dffffffff,6.0,0.0,0.0,0.0
843cc1dffffffff,3.0,0.0,0.0,0.0
843cc21ffffffff,2.0,0.0,0.0,0.0
843cc29ffffffff,19.0,0.0,0.0,0.0
843cc31ffffffff,1.0,0.0,0.0,0.0
843cc41ffffffff,51.0,0.0,0.0,0.0
843cc43ffffffff,15.0,0.0,0.0,0.0
843cc45ffffffff,7.0,0.0,0.0,0.0
843cc47ffffffff,16.0,0.0,0.0,0.0
843cc4bffffffff,3.0,0.0,0.0,0.0
843cc51ffffffff,2.0,0.0,0.0,0.0
843cc55ffffffff,29.0,0.0,0.0,0.0
843cc5bffffffff,7.0,0.0,0.0,0.0
843cc5dffffffff,53.0,0.0,0.0,0.0
843cc63ffffffff,1.0,0.0,0.0,0.0
843cc67ffffffff,2.0,0.0,0.0,0.0
843cc6bffffffff,34.0,0.0,0.0,0.0
843cc6dffffffff,4.0,0.0,0.0,0.0
843ccbbffffffff,1.0,0.0,0.0,0.0
843cd13ffffffff,10.0,0.0,0.0,0.0
843cd1bffffffff,10.0,0.0,0.0,0.0
843cd41ffffffff,5.0,0.0,0.0,0.0
843cd49ffffffff,16.0,0.0,0.0,0.0
843cd4bffffffff,74.0,0.0,0.0,0.0
843cd51ffffffff,2.0,0.0,0.0,0.0
843cd53ffffffff,1.0,0.0,0.0,0.0
843cd5bffffffff,6.0,0.0,0.0,0.0
843cd8bffffffff,31.0,0.0,0.0,0.0
843cd93ffffffff,3.0,0.0,0.0,0.0
843cd9dffffffff,2.0,0.0,0.0,0.0
843cdcdffffffff,3.0,0.0,0.0,0.0
843ce01ffffffff,1.0,0.0,0.0,0.0
843ce03ffffffff,17.0,0.0,0.0,0.0
843ce0bffffffff,2.0,0.0,0.0,0.0
843ce11ffffffff,8.0,0.0,0.0,0.0
843ce13ffffffff,3.0,0.0,0.0,0.0
843ce15ffffffff,116.0,0.0,0.0,0.0
843ce19ffffffff,2.0,0.0,0.0,0.0
843ce1bffffffff,5.0,0.0,0.0,0.0
843ce1dffffffff,2.0,0.0,0.0,0.0
843ce29ffffffff,19.0,0.0,0.0,0.0
843ce2bffffffff,21.0,0.0,0.0,0.0
843ce2dffffffff,3.0,0.0,0.0,0.0
843ce31ffffffff,26.0,0.0,0.0,0.0
843ce35ffffffff,2.0,0.0,0.0,0.0
843ce3bffffffff,56.0,0.0,0.0,0.0
843ce41ffffffff,13.0,0.0,0.0,0.0
843ce43ffffffff,17.0,0.0,0.0,0.0
843ce45ffffffff,5.0,0.0,0.0,0.0
843ce47ffffffff,2.0,0.0,0.0,0.0
843ce49ffffffff,3.0,0.0,0.0,0.0
843ce4bffffffff,11.0,0.0,0.0,0.0
843ce4dffffffff,103.0,0.0,0.0,0.0
843ce51ffffffff,7.0,0.0,0.0,0.0
843ce53ffffffff,6.0,0.0,0.0,0.0
843ce55ffffffff,53.0,0.0,0.0,0.0
843ce57ffffffff,91.0,0.0,0.0,0.0
843ce59ffffffff,29.0,0.0,0.0,0.0
843ce5bffffffff,6.0,0.0,0.0,0.0
843ce5dffffffff,8.0,0.0,0.0,0.0
843ce81ffffffff,4.0,0.0,0.0,0.0
843ce85ffffffff,1.0,0.0,0.0,0.0
843ce8dffffffff,4.0,0.0,0.0,0.0
843cea1ffffffff,19.0,0.0,0.0,0.0
843cea5ffffffff,3.0,0.0,0.0,0.0
843cea7ffffffff,18.0,0.0,0.0,0.0
843ceabffffffff,2.0,0.0,0.0,0.0
843cebbffffffff,2.0,0.0,0.0,0.0
843cebdffffffff,26.0,0.0,0.0,0.0
843cec1ffffffff,176.0,0.0,0.0,0.0
843cec3ffffffff,83.0,0.0,0.0,0.0
843cec9ffffffff,150.0,0.0,0.0,0.0
843cecbffffffff,1.0,0.0,0.0,0.0
843cecdffffffff,10.0,0.0,0.0,0.0
843ced1ffffffff,6.0,0.0,0.0,0.0
843ced5ffffffff,18.0,0.0,0.0,0.0
843cee1ffffffff,6.0,0.0,0.0,0.0
843ceebffffffff,1.0,0.0,0.0,0.0
843cf05ffffffff,85.0,0.0,0.0,0.0
843cf0dffffffff,6.0,0.0,0.0,0.0
843cf11ffffffff,27.0,0.0,0.0,0.0
843cf13ffffffff,9.0,0.0,0.0,0.0
843cf17ffffffff,20.0,0.0,0.0,0.0
843cf1bffffffff,2.0,0.0,0.0,0.0
843cf25ffffffff,13.0,0.0,0.0,0.0
843cf27ffffffff,296.0,0.0,114.0,0.0
843cf29ffffffff,125.0,0.0,8.0,0.0
843cf2dffffffff,291.0,3.0,3.0,0.0
843cf33ffffffff,3.0,0.0,0.0,0.0
843cf35ffffffff,107.0,0.0,0.0,0.0
843cf41ffffffff,12.0,0.0,0.0,0.0
