cell_id,Nannopsittacus nigrifrons,Nannopsittacus nigrifrons nigrifrons,Nannopsittacus nigrifrons amabilis/ramuensis
8472d97ffffffff,1.0,0.0,0.0
8472db3ffffffff,8.0,0.0,0.0
849c997ffffffff,1.0,0.0,0.0
