cell_id,Ploceus ocularis,Ploceus ocularis crocatus,Ploceus ocularis ocularis/suahelicus
845291bffffffff,2.0,0.0,0.0
84529b9ffffffff,3.0,0.0,0.0
84589c9ffffffff,2.0,0.0,0.0
8458d13ffffffff,2.0,0.0,0.0
8458d33ffffffff,3.0,2.0,0.0
8458d35ffffffff,1.0,0.0,0.0
8458debffffffff,7.0,0.0,0.0
846a459ffffffff,2.0,0.0,0.0
846a4bbffffffff,4.0,0.0,0.0
846ac03ffffffff,16.0,0.0,0.0
846ac15ffffffff,66.0,0.0,0.0
846ac19ffffffff,4.0,0.0,0.0
846ac1dffffffff,6.0,0.0,0.0
846ac23ffffffff,3.0,0.0,0.0
846ac31ffffffff,8.0,0.0,0.0
846ac33ffffffff,4.0,0.0,0.0
846ac35ffffffff,5.0,0.0,0.0
846ac39ffffffff,7.0,0.0,0.0
846ac3dffffffff,102.0,5.0,0.0
846ac51ffffffff,1.0,0.0,0.0
846ac89ffffffff,102.0,0.0,0.0
846ac8dffffffff,4.0,0.0,0.0
846ac93ffffffff,41.0,0.0,0.0
846ac9bffffffff,11.0,0.0,0.0
846acadffffffff,1.0,0.0,0.0
846acc3ffffffff,7.0,0.0,0.0
846acc7ffffffff,3.0,0.0,0.0
846accbffffffff,2.0,0.0,0.0
846acd1ffffffff,5.0,0.0,0.0
846acd5ffffffff,7.0,0.0,0.0
846ace3ffffffff,1.0,0.0,0.0
846ace5ffffffff,181.0,5.0,0.0
846ace7ffffffff,1.0,0.0,0.0
846acebffffffff,1.0,0.0,0.0
846ad81ffffffff,75.0,0.0,0.0
846ad89ffffffff,19.0,0.0,0.0
846ad8bffffffff,20.0,0.0,0.0
846ad8dffffffff,5.0,0.0,0.0
846adc1ffffffff,45.0,0.0,0.0
846adc3ffffffff,20.0,3.0,0.0
846adc5ffffffff,2.0,0.0,0.0
846adc7ffffffff,15.0,0.0,0.0
846adc9ffffffff,50.0,0.0,0.0
846adcbffffffff,7.0,0.0,0.0
846add7ffffffff,4.0,0.0,0.0
846add9ffffffff,9.0,0.0,0.0
846ade3ffffffff,2.0,0.0,0.0
846ade7ffffffff,4.0,0.0,0.0
846ade9ffffffff,23.0,0.0,0.0
846adebffffffff,46.0,0.0,0.0
846ae85ffffffff,39.0,0.0,0.0
846ae87ffffffff,3.0,0.0,0.0
846aea1ffffffff,61.0,0.0,0.0
846aea3ffffffff,12.0,0.0,0.0
846aea5ffffffff,9.0,1.0,0.0
846aea9ffffffff,9.0,3.0,0.0
846aeabffffffff,2.0,0.0,0.0
846aeb5ffffffff,7.0,0.0,0.0
846aeb7ffffffff,2.0,0.0,0.0
846aecbffffffff,2.0,0.0,0.0
846aee1ffffffff,2.0,0.0,0.0
846aee3ffffffff,18.0,0.0,0.0
847a409ffffffff,5.0,0.0,0.0
847a40bffffffff,1.0,0.0,0.0
847a41bffffffff,4.0,0.0,0.0
847a41dffffffff,1.0,0.0,0.0
847a451ffffffff,12.0,0.0,0.0
847a453ffffffff,49.0,0.0,0.0
847a455ffffffff,226.0,0.0,0.0
847a457ffffffff,70.0,0.0,0.0
847a459ffffffff,41.0,0.0,0.0
847a45bffffffff,41.0,0.0,0.0
847a483ffffffff,2.0,0.0,0.0
847a489ffffffff,20.0,0.0,0.0
847a48bffffffff,7.0,0.0,0.0
847a49dffffffff,2.0,0.0,0.0
847a4c1ffffffff,5.0,0.0,0.0
847a4c3ffffffff,5.0,0.0,0.0
847a4c7ffffffff,7.0,0.0,0.0
847a4cbffffffff,5.0,0.0,0.0
847a4d1ffffffff,69.0,0.0,0.0
847a4d3ffffffff,1.0,0.0,0.0
847a4d5ffffffff,6.0,0.0,0.0
847a4d9ffffffff,13.0,0.0,0.0
847a4dbffffffff,5.0,0.0,0.0
847a4ddffffffff,12.0,0.0,0.0
847a60bffffffff,6.0,0.0,0.0
847a611ffffffff,3.0,0.0,0.0
847a619ffffffff,6.0,0.0,0.0
847a61dffffffff,9.0,0.0,0.0
847a637ffffffff,2.0,0.0,0.0
847a643ffffffff,6.0,0.0,0.0
847a653ffffffff,54.0,0.0,0.0
847a657ffffffff,145.0,0.0,0.0
847a659ffffffff,4.0,0.0,0.0
847a681ffffffff,97.0,0.0,0.0
847a683ffffffff,90.0,0.0,0.0
847a685ffffffff,2.0,0.0,0.0
847a687ffffffff,3.0,0.0,0.0
847a689ffffffff,2.0,0.0,0.0
847a68bffffffff,11.0,0.0,0.0
847a68dffffffff,2.0,0.0,0.0
847a695ffffffff,1.0,0.0,0.0
847a69bffffffff,2.0,0.0,0.0
847a6a1ffffffff,49.0,0.0,0.0
847a6a5ffffffff,12.0,0.0,0.0
847a6adffffffff,156.0,0.0,0.0
847a6b3ffffffff,3.0,0.0,0.0
847a6b5ffffffff,6.0,0.0,0.0
847a6b7ffffffff,4.0,0.0,0.0
847a6bbffffffff,4.0,0.0,0.0
847a6c9ffffffff,2.0,0.0,0.0
847a6d1ffffffff,13.0,0.0,0.0
847a6d3ffffffff,2.0,0.0,0.0
847a6d9ffffffff,4.0,0.0,0.0
847a6e1ffffffff,2.0,0.0,0.0
847a6e5ffffffff,401.0,0.0,0.0
847a6e7ffffffff,12.0,0.0,0.0
847a6edffffffff,4.0,0.0,0.0
847a749ffffffff,2.0,0.0,0.0
847ac81ffffffff,33.0,1.0,0.0
847ac87ffffffff,17.0,2.0,0.0
