cell_id,Ploceus ocularis,Ploceus ocularis crocatus,Ploceus ocularis ocularis/suahelicus
847ac8bffffffff,20.0,3.0,0.0
847aca3ffffffff,32.0,3.0,0.0
847acabffffffff,4.0,2.0,0.0
847acb5ffffffff,16.0,0.0,0.0
847accdffffffff,13.0,0.0,0.0
847acd5ffffffff,131.0,26.0,0.0
847acd7ffffffff,2.0,0.0,0.0
847ad99ffffffff,13.0,2.0,0.0
847aeb3ffffffff,2.0,0.0,0.0
847aebdffffffff,3.0,0.0,0.0
847aed3ffffffff,1.0,0.0,0.0
847b483ffffffff,2.0,0.0,0.0
847b485ffffffff,1.0,0.0,0.0
847b487ffffffff,72.0,0.0,0.0
847b4a1ffffffff,2.0,0.0,0.0
847b4a5ffffffff,5.0,0.0,0.0
847b4b1ffffffff,6.0,0.0,0.0
847b4b3ffffffff,2.0,0.0,0.0
847b4b9ffffffff,21.0,0.0,0.0
847b4cbffffffff,4.0,0.0,0.0
847b4d1ffffffff,1.0,0.0,0.0
847b4dbffffffff,32.0,0.0,2.0
847b595ffffffff,3.0,0.0,0.0
847b597ffffffff,4.0,0.0,0.0
847b59bffffffff,6.0,0.0,0.0
847b5b1ffffffff,6.0,0.0,0.0
847b689ffffffff,3.0,0.0,0.0
847b6bbffffffff,6.0,0.0,0.0
84828b5ffffffff,1.0,1.0,0.0
84828bdffffffff,2.0,0.0,0.0
8482d07ffffffff,10.0,0.0,0.0
8482d23ffffffff,2.0,0.0,0.0
8482d27ffffffff,1.0,0.0,0.0
8482d29ffffffff,5.0,0.0,0.0
8482d3dffffffff,1.0,0.0,0.0
8482d67ffffffff,1.0,0.0,0.0
8483069ffffffff,1.0,0.0,0.0
8483117ffffffff,3.0,0.0,0.0
8483139ffffffff,3.0,0.0,0.0
84831e1ffffffff,4.0,0.0,0.0
84831e3ffffffff,7.0,0.0,0.0
84831e5ffffffff,1.0,0.0,0.0
84831ebffffffff,6.0,0.0,0.0
84831edffffffff,1.0,0.0,0.0
848320dffffffff,2.0,0.0,0.0
8483225ffffffff,2.0,0.0,0.0
8483305ffffffff,2.0,0.0,0.0
848330dffffffff,1.0,0.0,0.0
848333dffffffff,4.0,0.0,0.0
8483ac7ffffffff,2.0,0.0,0.0
8496009ffffffff,12.0,0.0,0.0
849600bffffffff,4.0,3.0,0.0
8496015ffffffff,11.0,0.0,0.0
8496025ffffffff,9.0,0.0,2.0
849602dffffffff,10.0,1.0,0.0
849603bffffffff,2.0,0.0,0.0
8496047ffffffff,5.0,0.0,0.0
8496089ffffffff,5.0,2.0,0.0
849608bffffffff,1.0,1.0,0.0
849608dffffffff,1.0,0.0,0.0
8496097ffffffff,8.0,2.0,0.0
8496099ffffffff,2.0,0.0,0.0
849609dffffffff,4.0,2.0,0.0
84960b5ffffffff,8.0,0.0,0.0
84960b7ffffffff,2.0,0.0,0.0
84960bbffffffff,5.0,0.0,0.0
84960edffffffff,2.0,0.0,0.0
8496101ffffffff,2.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0
849615dffffffff,9.0,0.0,0.0
8496201ffffffff,3.0,0.0,0.0
8496203ffffffff,4.0,0.0,0.0
8496207ffffffff,8.0,0.0,0.0
849620bffffffff,2.0,0.0,0.0
8496215ffffffff,4.0,0.0,0.0
8496217ffffffff,13.0,2.0,0.0
849621dffffffff,3.0,2.0,0.0
849622bffffffff,2.0,0.0,0.0
849622dffffffff,2.0,0.0,0.0
8496233ffffffff,17.0,1.0,0.0
849623bffffffff,36.0,0.0,0.0
8496241ffffffff,3.0,0.0,0.0
8496261ffffffff,2.0,0.0,0.0
8496263ffffffff,4.0,0.0,0.0
849626dffffffff,2.0,0.0,0.0
8496283ffffffff,7.0,0.0,0.0
8496287ffffffff,2.0,0.0,0.0
849628bffffffff,2.0,2.0,0.0
849629dffffffff,3.0,0.0,0.0
84962b1ffffffff,1.0,0.0,0.0
84962b9ffffffff,5.0,0.0,0.0
84962bdffffffff,4.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0
84962c9ffffffff,27.0,5.0,0.0
84962cdffffffff,2.0,0.0,0.0
84962e5ffffffff,17.0,4.0,0.0
84962edffffffff,15.0,2.0,0.0
8496311ffffffff,2.0,0.0,0.0
8496335ffffffff,30.0,0.0,0.0
8496365ffffffff,11.0,0.0,1.0
849666bffffffff,2.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0
8496903ffffffff,4.0,0.0,0.0
8496905ffffffff,2.0,0.0,0.0
8496907ffffffff,2.0,0.0,0.0
849690bffffffff,1.0,0.0,0.0
8496921ffffffff,31.0,0.0,0.0
8496925ffffffff,135.0,0.0,0.0
849692bffffffff,5.0,0.0,0.0
849692dffffffff,21.0,0.0,0.0
8496933ffffffff,4.0,0.0,0.0
8496935ffffffff,86.0,0.0,0.0
849693dffffffff,21.0,0.0,0.0
84969a5ffffffff,4.0,0.0,0.0
8496a01ffffffff,4.0,0.0,0.0
8496a15ffffffff,1.0,0.0,0.0
8496a2dffffffff,7.0,0.0,0.0
8496a59ffffffff,2.0,0.0,0.0
8496a5dffffffff,2.0,0.0,2.0
8496a89ffffffff,1.0,0.0,0.0
8496b09ffffffff,4.0,0.0,2.0
8496b0bffffffff,2.0,0.0,0.0
8496b13ffffffff,2.0,0.0,0.0
8496b19ffffffff,13.0,0.0,0.0
8496b1bffffffff,3.0,0.0,0.0
8496b2dffffffff,2.0,0.0,0.0
8496b43ffffffff,3.0,0.0,0.0
8496b47ffffffff,28.0,0.0,0.0
8496b53ffffffff,33.0,0.0,4.0
8496b57ffffffff,2.0,0.0,0.0
8496b63ffffffff,4.0,0.0,0.0
8496b67ffffffff,3.0,0.0,0.0
8496e49ffffffff,3.0,0.0,0.0
8497007ffffffff,6.0,0.0,0.0
8497015ffffffff,8.0,0.0,5.0
8497027ffffffff,6.0,0.0,0.0
849702bffffffff,6.0,0.0,0.0
8497035ffffffff,27.0,0.0,3.0
8497039ffffffff,3.0,0.0,0.0
849703dffffffff,10.0,0.0,0.0
8497051ffffffff,2.0,0.0,0.0
8497053ffffffff,1.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0
8497101ffffffff,5.0,0.0,0.0
8497103ffffffff,4.0,0.0,0.0
8497113ffffffff,3.0,0.0,0.0
8497119ffffffff,68.0,0.0,0.0
849711bffffffff,1.0,0.0,0.0
849711dffffffff,2.0,0.0,0.0
8497131ffffffff,4.0,0.0,0.0
849713dffffffff,4.0,0.0,0.0
8497151ffffffff,25.0,0.0,0.0
8497159ffffffff,9.0,0.0,0.0
8497199ffffffff,48.0,0.0,0.0
849719bffffffff,20.0,0.0,0.0
84971c1ffffffff,55.0,0.0,5.0
84971c3ffffffff,6.0,0.0,0.0
84971c9ffffffff,6.0,0.0,0.0
84971cbffffffff,24.0,0.0,0.0
84971d7ffffffff,1.0,0.0,0.0
849721bffffffff,2.0,0.0,0.0
8497249ffffffff,3.0,0.0,0.0
8497283ffffffff,1.0,0.0,1.0
8497289ffffffff,7.0,0.0,2.0
849728bffffffff,2.0,0.0,0.0
849728dffffffff,25.0,0.0,5.0
8497291ffffffff,17.0,0.0,0.0
8497295ffffffff,1.0,0.0,0.0
8497297ffffffff,1.0,0.0,0.0
84972a5ffffffff,2.0,0.0,0.0
84972c5ffffffff,30.0,0.0,8.0
84972c9ffffffff,8.0,0.0,0.0
84972cbffffffff,2.0,0.0,0.0
84972cdffffffff,15.0,0.0,0.0
84972d5ffffffff,11.0,0.0,7.0
84972d7ffffffff,5.0,0.0,0.0
84972d9ffffffff,22.0,0.0,2.0
84972dbffffffff,5.0,0.0,0.0
84972e3ffffffff,124.0,0.0,22.0
84972ebffffffff,5.0,0.0,0.0
8497317ffffffff,1.0,0.0,0.0
8497357ffffffff,7.0,0.0,0.0
8497359ffffffff,5.0,0.0,0.0
849735bffffffff,1.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0
8497415ffffffff,2.0,0.0,0.0
8497417ffffffff,2.0,0.0,0.0
849741dffffffff,5.0,0.0,0.0
84974a9ffffffff,98.0,10.0,0.0
84974abffffffff,33.0,0.0,0.0
84974b9ffffffff,24.0,0.0,0.0
84974bbffffffff,2.0,0.0,0.0
84974e1ffffffff,2.0,0.0,0.0
84974e3ffffffff,5.0,0.0,0.0
84974e9ffffffff,2.0,0.0,0.0
84974edffffffff,4.0,0.0,0.0
8497513ffffffff,70.0,0.0,0.0
8497515ffffffff,90.0,3.0,0.0
8497517ffffffff,69.0,5.0,0.0
8497535ffffffff,2.0,0.0,0.0
84975c5ffffffff,4.0,0.0,0.0
84975c7ffffffff,19.0,1.0,0.0
84975d1ffffffff,13.0,1.0,0.0
84975ebffffffff,7.0,0.0,0.0
8497885ffffffff,10.0,0.0,0.0
8497895ffffffff,10.0,0.0,0.0
84978b9ffffffff,2.0,0.0,0.0
84978c9ffffffff,2.0,0.0,0.0
84978cbffffffff,2.0,0.0,0.0
84978d9ffffffff,20.0,0.0,0.0
84978e3ffffffff,14.0,0.0,0.0
84978ebffffffff,19.0,0.0,0.0
8497945ffffffff,1.0,0.0,0.0
8497949ffffffff,2.0,0.0,0.0
84979d3ffffffff,2.0,0.0,0.0
8497a85ffffffff,15.0,0.0,2.0
8497a89ffffffff,14.0,0.0,0.0
8497a8bffffffff,2.0,0.0,0.0
8497aabffffffff,23.0,0.0,3.0
8497ab5ffffffff,5.0,0.0,0.0
8497ac3ffffffff,3.0,0.0,0.0
8497ad5ffffffff,1.0,0.0,0.0
8497b05ffffffff,2.0,0.0,0.0
84ac8a3ffffffff,19.0,0.0,0.0
84ac8a9ffffffff,22.0,0.0,0.0
84ac8e7ffffffff,13.0,0.0,0.0
84ac961ffffffff,14.0,0.0,0.0
84ac96dffffffff,9.0,0.0,0.0
84bc091ffffffff,2.0,0.0,0.0
84bc093ffffffff,1.0,0.0,0.0
84bc095ffffffff,2.0,0.0,0.0
84bc0a3ffffffff,1.0,0.0,0.0
84bc0b9ffffffff,1.0,0.0,0.0
84bc0bdffffffff,21.0,0.0,0.0
84bc193ffffffff,6.0,0.0,1.0
84bc197ffffffff,9.0,0.0,2.0
84bc19bffffffff,7.0,0.0,0.0
84bc1b3ffffffff,21.0,0.0,0.0
84bc1b7ffffffff,141.0,0.0,14.0
84bc1bbffffffff,6.0,0.0,0.0
84bc46dffffffff,11.0,0.0,0.0
84bc54dffffffff,1.0,0.0,0.0
84bc559ffffffff,2.0,0.0,0.0
84bc717ffffffff,14.0,0.0,0.0
84bc723ffffffff,8.0,0.0,0.0
84bc731ffffffff,6.0,0.0,0.0
84bc737ffffffff,13.0,0.0,3.0
84bc73bffffffff,4.0,0.0,0.0
84bc891ffffffff,10.0,0.0,0.0
84bc893ffffffff,8.0,0.0,0.0
84bc897ffffffff,26.0,0.0,0.0
84bc899ffffffff,3.0,0.0,0.0
84bc89bffffffff,24.0,0.0,0.0
84bc8b3ffffffff,1.0,0.0,0.0
84bc8d3ffffffff,14.0,0.0,11.0
84bc991ffffffff,12.0,0.0,0.0
84bc9b3ffffffff,2.0,0.0,0.0
84bc9bbffffffff,5.0,0.0,0.0
84bcc27ffffffff,1.0,0.0,0.0
84bcc6dffffffff,8.0,0.0,0.0
84bcd01ffffffff,89.0,0.0,7.0
84bcd03ffffffff,1.0,0.0,0.0
84bcd05ffffffff,34.0,0.0,9.0
84bcd07ffffffff,9.0,0.0,9.0
84bcd09ffffffff,5.0,0.0,3.0
84bcd0bffffffff,4.0,0.0,2.0
84bcd0dffffffff,45.0,0.0,3.0
84bcd11ffffffff,10.0,0.0,0.0
84bcd1dffffffff,2.0,0.0,2.0
84bcd21ffffffff,110.0,0.0,7.0
84bcd23ffffffff,27.0,0.0,0.0
84bcd25ffffffff,6.0,0.0,2.0
84bcd27ffffffff,40.0,0.0,8.0
84bcd29ffffffff,253.0,0.0,42.0
84bcd2bffffffff,7.0,0.0,0.0
84bcd2dffffffff,16.0,0.0,6.0
84bcd35ffffffff,2.0,0.0,0.0
84bcd37ffffffff,30.0,0.0,0.0
84bcd3dffffffff,27.0,0.0,12.0
84bcd43ffffffff,9.0,0.0,0.0
84bcd45ffffffff,36.0,0.0,0.0
84bcd47ffffffff,8.0,0.0,0.0
84bcd4bffffffff,24.0,0.0,0.0
84bcd55ffffffff,4.0,0.0,2.0
84bcd61ffffffff,6.0,0.0,0.0
84bcd63ffffffff,86.0,0.0,19.0
84bcd65ffffffff,1.0,0.0,0.0
84bcd67ffffffff,112.0,0.0,17.0
84bcd6bffffffff,2.0,0.0,0.0
84bcd6dffffffff,34.0,0.0,0.0
84bcd85ffffffff,2.0,0.0,0.0
84bcda3ffffffff,1.0,0.0,0.0
84bcde5ffffffff,11.0,0.0,5.0
84bce21ffffffff,2.0,0.0,0.0
84bce25ffffffff,1.0,0.0,0.0
84bce27ffffffff,9.0,0.0,9.0
84bce29ffffffff,2.0,0.0,0.0
84bce49ffffffff,1.0,0.0,0.0
84bce61ffffffff,2.0,0.0,0.0
84bce65ffffffff,10.0,0.0,8.0
84bce67ffffffff,11.0,0.0,0.0
84bce69ffffffff,12.0,0.0,2.0
84bcf03ffffffff,1.0,0.0,0.0
84bcf05ffffffff,14.0,0.0,2.0
84bcf09ffffffff,17.0,0.0,2.0
84bcf0dffffffff,9.0,0.0,2.0
84bcf19ffffffff,2.0,0.0,0.0
84bcf1bffffffff,5.0,0.0,0.0
84bcf1dffffffff,6.0,0.0,0.0
84bcf21ffffffff,28.0,0.0,16.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,5.0,0.0,0.0
84bcf27ffffffff,4.0,0.0,0.0
84bcf29ffffffff,488.0,0.0,87.0
84bcf2bffffffff,1.0,0.0,0.0
84bcf2dffffffff,34.0,0.0,6.0
84bcf3dffffffff,3.0,0.0,2.0
84bcf43ffffffff,11.0,0.0,0.0
84bcf47ffffffff,17.0,0.0,2.0
84bcf53ffffffff,6.0,0.0,0.0
84bcf57ffffffff,3.0,0.0,0.0
84bcf59ffffffff,67.0,0.0,18.0
84bcf5bffffffff,781.0,0.0,584.0
84bcf5dffffffff,80.0,0.0,21.0
84bcf61ffffffff,176.0,0.0,26.0
84bcf63ffffffff,98.0,0.0,14.0
84bcf67ffffffff,31.0,0.0,9.0
84bcf6bffffffff,3.0,0.0,0.0
