cell_id,Polioptila caerulea,Polioptila caerulea [obscura Group],Polioptila caerulea caerulea,Polioptila caerulea cozumelae
820e4ffffffffff,2.0,0.0,0.0,0.0
820ecffffffffff,5.0,0.0,0.0,0.0
8212d7fffffffff,26.0,0.0,0.0,0.0
821aa7fffffffff,19.0,0.0,0.0,0.0
822607fffffffff,28.0,0.0,2.0,0.0
82260ffffffffff,41.0,0.0,18.0,0.0
822617fffffffff,8.0,1.0,0.0,0.0
82261ffffffffff,5.0,1.0,1.0,0.0
822627fffffffff,18.0,0.0,0.0,0.0
82262ffffffffff,21.0,0.0,0.0,0.0
822637fffffffff,26.0,0.0,0.0,0.0
822647fffffffff,98.0,0.0,36.0,0.0
82264ffffffffff,276.0,0.0,86.0,0.0
822657fffffffff,108.0,0.0,35.0,0.0
82265ffffffffff,112.0,0.0,27.0,0.0
822667fffffffff,23.0,0.0,2.0,0.0
82266ffffffffff,10.0,0.0,0.0,0.0
822677fffffffff,96.0,0.0,2.0,0.0
822687fffffffff,61.0,8.0,0.0,0.0
82268ffffffffff,358.0,64.0,0.0,0.0
822697fffffffff,302.0,164.0,0.0,0.0
82269ffffffffff,267.0,43.0,0.0,0.0
8226a7fffffffff,11.0,3.0,0.0,0.0
8226affffffffff,167.0,50.0,25.0,0.0
8226b7fffffffff,16.0,2.0,0.0,0.0
8226c7fffffffff,26.0,0.0,16.0,0.0
8226cffffffffff,26.0,0.0,4.0,0.0
8226d7fffffffff,53.0,8.0,4.0,0.0
8226dffffffffff,42.0,0.0,4.0,0.0
8226e7fffffffff,81.0,0.0,31.0,0.0
8226effffffffff,45.0,0.0,7.0,0.0
8226f7fffffffff,67.0,14.0,20.0,0.0
822707fffffffff,2.0,0.0,0.0,0.0
82270ffffffffff,1.0,0.0,1.0,0.0
82271ffffffffff,25.0,0.0,2.0,0.0
822747fffffffff,81.0,0.0,0.0,0.0
82274ffffffffff,417.0,0.0,6.0,0.0
822757fffffffff,27.0,0.0,0.0,0.0
82275ffffffffff,81.0,0.0,0.0,0.0
822767fffffffff,24.0,0.0,0.0,0.0
82276ffffffffff,71.0,0.0,2.0,0.0
822777fffffffff,24.0,0.0,0.0,0.0
82278ffffffffff,15.0,3.0,0.0,0.0
82279ffffffffff,23.0,0.0,0.0,0.0
8227affffffffff,7.0,0.0,0.0,0.0
822807fffffffff,66.0,1.0,0.0,0.0
822817fffffffff,65.0,0.0,0.0,0.0
82281ffffffffff,93.0,7.0,2.0,0.0
822837fffffffff,880.0,12.0,0.0,0.0
822887fffffffff,26.0,0.0,0.0,0.0
82288ffffffffff,18.0,1.0,0.0,0.0
822897fffffffff,43.0,0.0,0.0,0.0
8228affffffffff,113.0,0.0,0.0,0.0
8228b7fffffffff,43.0,1.0,0.0,0.0
8228c7fffffffff,155.0,0.0,61.0,0.0
8228d7fffffffff,55.0,0.0,8.0,0.0
8228dffffffffff,11.0,0.0,0.0,0.0
8228f7fffffffff,83.0,9.0,2.0,0.0
822917fffffffff,9.0,2.0,0.0,0.0
82291ffffffffff,29.0,16.0,0.0,0.0
822987fffffffff,121.0,10.0,0.0,0.0
82298ffffffffff,48.0,6.0,0.0,0.0
822997fffffffff,97.0,12.0,0.0,0.0
82299ffffffffff,3.0,3.0,0.0,0.0
8229a7fffffffff,489.0,42.0,0.0,0.0
8229affffffffff,95.0,12.0,0.0,0.0
8229b7fffffffff,102.0,16.0,2.0,0.0
822a07fffffffff,10.0,0.0,0.0,0.0
822a17fffffffff,4133.0,0.0,64.0,0.0
822a37fffffffff,847.0,0.0,121.0,0.0
822a87fffffffff,53.0,0.0,4.0,0.0
822a8ffffffffff,387.0,0.0,122.0,0.0
822a97fffffffff,43.0,0.0,3.0,0.0
822a9ffffffffff,50.0,0.0,2.0,0.0
822aa7fffffffff,84.0,0.0,18.0,0.0
822aaffffffffff,1412.0,0.0,142.0,0.0
822ab7fffffffff,710.0,0.0,91.0,0.0
822ad7fffffffff,29.0,0.0,8.0,0.0
822af7fffffffff,115.0,0.0,0.0,0.0
822b07fffffffff,65.0,0.0,0.0,0.0
822b0ffffffffff,115.0,0.0,0.0,0.0
822b17fffffffff,68.0,0.0,1.0,0.0
822b1ffffffffff,213.0,0.0,15.0,0.0
822b2ffffffffff,40.0,0.0,0.0,0.0
822b37fffffffff,24.0,0.0,0.0,0.0
822b87fffffffff,83.0,0.0,2.0,0.0
822b8ffffffffff,186.0,0.0,15.0,0.0
822b9ffffffffff,328.0,0.0,20.0,0.0
822ba7fffffffff,3.0,0.0,0.0,0.0
822baffffffffff,647.0,0.0,4.0,0.0
824417fffffffff,148.0,0.0,40.0,0.0
82441ffffffffff,108.0,0.0,66.0,0.0
824437fffffffff,11.0,0.0,0.0,0.0
824447fffffffff,147.0,0.0,0.0,0.0
82444ffffffffff,53.0,0.0,1.0,0.0
824457fffffffff,68.0,0.0,2.0,0.0
82445ffffffffff,13.0,0.0,0.0,0.0
824467fffffffff,26.0,0.0,0.0,0.0
82446ffffffffff,139.0,0.0,17.0,0.0
824477fffffffff,5.0,0.0,0.0,0.0
824487fffffffff,256.0,0.0,0.0,0.0
8244a7fffffffff,22.0,0.0,10.0,0.0
8244affffffffff,70.0,0.0,24.0,0.0
8244b7fffffffff,11.0,0.0,0.0,0.0
8244c7fffffffff,161.0,0.0,4.0,0.0
8244cffffffffff,152.0,0.0,32.0,0.0
8244d7fffffffff,140.0,0.0,4.0,0.0
8244dffffffffff,165.0,0.0,79.0,0.0
8244e7fffffffff,14.0,0.0,0.0,0.0
8244effffffffff,23.0,0.0,0.0,0.0
8244f7fffffffff,26.0,0.0,17.0,0.0
824507fffffffff,4.0,0.0,0.0,0.0
82450ffffffffff,682.0,682.0,0.0,0.0
824527fffffffff,7.0,0.0,0.0,0.0
82452ffffffffff,33.0,2.0,1.0,0.0
824577fffffffff,34.0,34.0,0.0,0.0
82458ffffffffff,6.0,0.0,0.0,0.0
8245a7fffffffff,28.0,0.0,0.0,0.0
824807fffffffff,1.0,0.0,0.0,0.0
82480ffffffffff,6.0,0.0,6.0,0.0
