cell_id,Passerella iliaca,Passerella iliaca [unalaschcensis Group],Passerella iliaca [megarhyncha Group],Passerella iliaca [schistacea Group],Passerella iliaca iliaca/zaboria,Passerella iliaca [unalaschcensis Group] x zaboria
840c621ffffffff,17.0,0.0,0.0,0.0,4.0,0.0
840c623ffffffff,6.0,0.0,0.0,0.0,5.0,0.0
840c625ffffffff,9.0,0.0,0.0,0.0,4.0,0.0
840c629ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c62bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c639ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c63bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c63dffffffff,23.0,0.0,0.0,0.0,7.0,0.0
840c641ffffffff,8.0,0.0,0.0,0.0,6.0,0.0
840c645ffffffff,61.0,0.0,0.0,0.0,4.0,0.0
840c647ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840c649ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c651ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c657ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c65bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,12.0,0.0,0.0,0.0,3.0,0.0
840c663ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,271.0,0.0,0.0,0.0,124.0,0.0
840c667ffffffff,13.0,0.0,0.0,0.0,3.0,0.0
840c66dffffffff,8.0,0.0,0.0,0.0,2.0,0.0
840c68bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c6a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c6adffffffff,10.0,9.0,0.0,0.0,0.0,0.0
840c705ffffffff,129.0,2.0,0.0,0.0,47.0,0.0
840c707ffffffff,17.0,0.0,0.0,0.0,9.0,0.0
840c70dffffffff,92.0,0.0,0.0,0.0,51.0,0.0
840c711ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,14.0,1.0,0.0,0.0,3.0,0.0
840c717ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c719ffffffff,5.0,0.0,0.0,0.0,2.0,0.0
840c71bffffffff,153.0,0.0,0.0,0.0,36.0,0.0
840c731ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,983.0,186.0,0.0,0.0,66.0,0.0
840c735ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,44.0,6.0,0.0,0.0,5.0,0.0
840c73bffffffff,98.0,28.0,0.0,0.0,0.0,0.0
840c73dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c741ffffffff,344.0,0.0,0.0,0.0,181.0,0.0
840c745ffffffff,73.0,0.0,0.0,0.0,17.0,0.0
840c747ffffffff,41.0,0.0,0.0,0.0,28.0,0.0
840c74bffffffff,182.0,0.0,0.0,0.0,98.0,0.0
840c74dffffffff,251.0,0.0,0.0,0.0,82.0,0.0
840c753ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c759ffffffff,148.0,0.0,0.0,0.0,64.0,0.0
840c75dffffffff,72.0,0.0,0.0,0.0,19.0,0.0
840c769ffffffff,148.0,0.0,0.0,0.0,19.0,0.0
840ca43ffffffff,264.0,180.0,0.0,0.0,33.0,0.0
840cc33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ccc3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cce9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840cdd7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ce17ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ce1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ce27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ce3dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ce85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ce89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce97ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840ce99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce9dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840cec5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840cec9ffffffff,10.0,8.0,0.0,0.0,0.0,0.0
840ced3ffffffff,5.0,1.0,0.0,0.0,0.0,0.0
840ced7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840cee7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cee9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840ceedffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cf4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d099ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d09bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d0a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d0b3ffffffff,10.0,0.0,0.0,0.0,8.0,0.0
840d0d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d1b5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d1b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d405ffffffff,22.0,0.0,0.0,0.0,2.0,0.0
840d40dffffffff,35.0,0.0,0.0,0.0,0.0,0.0
840d425ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
840d443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d44dffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840d461ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d463ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d483ffffffff,11.0,0.0,0.0,0.0,1.0,0.0
840d487ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d489ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d48bffffffff,7.0,0.0,0.0,0.0,1.0,0.0
840d499ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d49bffffffff,2.0,0.0,0.0,0.0,2.0,0.0
840d49dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d4a1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840d4a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d4a9ffffffff,13.0,0.0,0.0,0.0,4.0,0.0
840d4abffffffff,1.0,0.0,0.0,0.0,1.0,0.0
840d4c3ffffffff,14.0,0.0,0.0,0.0,2.0,0.0
840d4d5ffffffff,171.0,0.0,0.0,0.0,80.0,0.0
840d4e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d521ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d523ffffffff,23.0,0.0,0.0,0.0,8.0,0.0
840d525ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d527ffffffff,68.0,0.0,0.0,0.0,0.0,0.0
840d529ffffffff,13.0,0.0,0.0,0.0,2.0,0.0
840d52bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d52dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d533ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d537ffffffff,4.0,0.0,0.0,0.0,1.0,0.0
840d563ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,37.0,0.0,0.0,0.0,4.0,0.0
840d585ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
840d58dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,23.0,0.0,0.0,0.0,8.0,0.0
840d5a9ffffffff,142.0,0.0,0.0,0.0,27.0,0.0
840d5abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d5b3ffffffff,2.0,0.0,0.0,0.0,1.0,0.0
840d5b9ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
840d5bbffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840d5c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5c7ffffffff,19.0,0.0,0.0,0.0,2.0,0.0
840d5e3ffffffff,8.0,0.0,0.0,0.0,7.0,0.0
840d5e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,55.0,0.0,0.0,0.0,2.0,0.0
840d5ebffffffff,10.0,0.0,0.0,0.0,2.0,0.0
840d605ffffffff,73.0,0.0,0.0,0.0,0.0,0.0
840d607ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,64.0,0.0,0.0,0.0,0.0,0.0
840d61bffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,90.0,0.0,0.0,0.0,0.0,0.0
840d62bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d651ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840d653ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d657ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d65dffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840d6a1ffffffff,5.0,0.0,0.0,0.0,1.0,0.0
840d6a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6a9ffffffff,12.0,0.0,0.0,0.0,5.0,0.0
840d6cdffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840d6e3ffffffff,17.0,0.0,0.0,0.0,3.0,0.0
840d6e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d70bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d71dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
840d723ffffffff,9.0,0.0,0.0,0.0,5.0,0.0
840d72dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d737ffffffff,12.0,0.0,0.0,0.0,4.0,0.0
840d751ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840d753ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d763ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
840d89bffffffff,2.0,0.0,0.0,0.0,2.0,0.0
840e085ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e08dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e0b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e0bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e291ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e29bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840e29dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e2d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e409ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e413ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e41bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e453ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840e45bffffffff,52.0,0.0,0.0,0.0,4.0,0.0
840e481ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
840e483ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e487ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e48dffffffff,72.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840e499ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,45.0,0.0,0.0,0.0,0.0,0.0
840e49dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e4a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e4a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e4a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e4a7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,77.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840e4b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4c3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840e4c5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840e4cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e4cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e4d1ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
840e4d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e4d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,441.0,0.0,0.0,0.0,0.0,0.0
840e515ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e519ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e51dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e523ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
840e531ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840e535ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e53dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e583ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840e59bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e59dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e5a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e5b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840e5b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e613ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e623ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840e63dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e693ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e697ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e69bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e6adffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e6b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e6cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e6e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e74dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,1685.0,0.0,0.0,0.0,0.0,0.0
840e807ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
840e831ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e835ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e83bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840e863ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e891ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e897ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e89bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840e8c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e8d3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840e8ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e8e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e945ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e969ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eb37ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec09ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec0bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ec15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec19ffffffff,99.0,0.0,0.0,0.0,0.0,0.0
840ec21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec27ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec29ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840ec2dffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840ec41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec99ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
840ec9dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
840ecd7ffffffff,15.0,0.0,0.0,0.0,12.0,0.0
840ed09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed49ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ed4dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ed55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ed57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ee13ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ee17ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ee27ffffffff,24.0,0.0,0.0,0.0,2.0,0.0
840ee51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ee85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ee89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee8bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ee91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,170.0,0.0,0.0,0.0,1.0,0.0
840eeabffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eeb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eebdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840eec7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eecdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840eed1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840eed3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840eed5ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eee5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eeebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ef03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ef07ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef1bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840ef1dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
840ef21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ef25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ef2dffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840ef31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef35ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
840f4bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840f4bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840f5a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840f5a7ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412143ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412145ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412147ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412151ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412181ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412183ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412185ffffffff,14.0,0.0,0.0,0.0,1.0,0.0
84121a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84121a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121a7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84121a9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84121abffffffff,9.0,0.0,0.0,0.0,4.0,0.0
84121bdffffffff,16.0,0.0,0.0,0.0,1.0,0.0
8412299ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84122e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412303ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841232bffffffff,6.0,0.0,0.0,0.0,6.0,0.0
8412339ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841233dffffffff,27.0,0.0,0.0,0.0,27.0,0.0
841236dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412433ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84124adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
