cell_id,Lonchura punctulata,Lonchura punctulata punctulata,Lonchura punctulata [nisoria Group]
826847fffffffff,12.0,0.0,0.0
82684ffffffffff,1.0,0.0,0.0
826857fffffffff,2.0,0.0,0.0
82685ffffffffff,12.0,0.0,0.0
826867fffffffff,6.0,0.0,0.0
826877fffffffff,17.0,0.0,2.0
8268a7fffffffff,7.0,0.0,0.0
8268c7fffffffff,7.0,0.0,0.0
8268cffffffffff,135.0,0.0,13.0
8268d7fffffffff,72.0,0.0,22.0
826917fffffffff,2.0,0.0,0.0
826937fffffffff,13.0,0.0,3.0
826947fffffffff,939.0,0.0,3.0
82694ffffffffff,775.0,0.0,22.0
82695ffffffffff,17.0,0.0,0.0
82696ffffffffff,62.0,0.0,3.0
827357fffffffff,4.0,0.0,0.0
82739ffffffffff,53.0,0.0,0.0
828c17fffffffff,416.0,0.0,82.0
828c1ffffffffff,9.0,0.0,0.0
828c87fffffffff,1.0,0.0,0.0
828c8ffffffffff,1.0,0.0,0.0
828c97fffffffff,18.0,0.0,0.0
828caffffffffff,37.0,0.0,4.0
828cc7fffffffff,2.0,0.0,0.0
828cd7fffffffff,37.0,0.0,7.0
828cdffffffffff,5.0,0.0,1.0
828ce7fffffffff,4.0,0.0,0.0
828cf7fffffffff,1.0,0.0,0.0
828d87fffffffff,31.0,0.0,8.0
828d8ffffffffff,60.0,0.0,10.0
828d97fffffffff,2.0,0.0,0.0
828da7fffffffff,137.0,0.0,20.0
828db7fffffffff,373.0,0.0,130.0
829407fffffffff,26.0,0.0,0.0
829427fffffffff,153.0,0.0,1.0
82942ffffffffff,136.0,0.0,0.0
829467fffffffff,57.0,0.0,0.0
829507fffffffff,39.0,0.0,4.0
82951ffffffffff,89.0,0.0,0.0
829527fffffffff,6.0,0.0,0.0
829557fffffffff,30.0,0.0,1.0
82955ffffffffff,4.0,0.0,0.0
8295a7fffffffff,476.0,0.0,75.0
8295affffffffff,15.0,0.0,0.0
829c07fffffffff,48.0,0.0,0.0
829c27fffffffff,1241.0,0.0,0.0
829d07fffffffff,27.0,0.0,0.0
829d0ffffffffff,265.0,0.0,0.0
829d27fffffffff,240.0,0.0,0.0
829d2ffffffffff,3.0,0.0,0.0
82a247fffffffff,33.0,0.0,0.0
82a257fffffffff,2.0,0.0,0.0
82be0ffffffffff,103.0,0.0,0.0
82be8ffffffffff,130.0,0.0,0.0
82beaffffffffff,12.0,0.0,0.0
