cell_id,Colaptes campestris,Colaptes campestris campestris,Colaptes campestris campestroides,Colaptes campestris campestris x campestroides
84a8de1ffffffff,50.0,5.0,0.0,0.0
84a8de3ffffffff,47.0,2.0,0.0,0.0
84a8de7ffffffff,12.0,0.0,0.0,0.0
84a8de9ffffffff,12.0,0.0,0.0,0.0
84a8debffffffff,4.0,1.0,0.0,0.0
84a8e09ffffffff,1.0,0.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0,0.0
84a8e43ffffffff,2.0,0.0,0.0,0.0
84a8e45ffffffff,12.0,0.0,0.0,0.0
84a8e47ffffffff,2.0,0.0,0.0,0.0
84a8e55ffffffff,2.0,0.0,0.0,0.0
84a8e61ffffffff,2.0,0.0,0.0,0.0
84a8e65ffffffff,4.0,2.0,0.0,0.0
84a8e69ffffffff,3.0,0.0,0.0,0.0
84a8e6bffffffff,6.0,0.0,0.0,0.0
84a8e6dffffffff,24.0,0.0,0.0,0.0
84a8eb1ffffffff,1.0,0.0,0.0,0.0
84a8eb5ffffffff,2.0,0.0,0.0,0.0
84a8ec9ffffffff,113.0,20.0,0.0,0.0
84a8ecbffffffff,7.0,4.0,0.0,0.0
84a8f05ffffffff,2.0,0.0,0.0,0.0
84a8f0bffffffff,2.0,0.0,0.0,0.0
84a8f1bffffffff,2.0,0.0,0.0,0.0
84a8f1dffffffff,1.0,0.0,0.0,0.0
84a8f41ffffffff,14.0,0.0,0.0,0.0
84a8f43ffffffff,16.0,0.0,0.0,0.0
84a8f45ffffffff,7.0,0.0,0.0,0.0
84a8f47ffffffff,7.0,0.0,0.0,0.0
84a8f4dffffffff,2.0,0.0,0.0,0.0
84a8f57ffffffff,4.0,0.0,0.0,0.0
84a8f59ffffffff,3.0,0.0,0.0,0.0
84a8f61ffffffff,3.0,3.0,0.0,0.0
84a8f63ffffffff,6.0,0.0,0.0,0.0
84a9011ffffffff,21.0,0.0,0.0,0.0
84a9013ffffffff,76.0,0.0,6.0,0.0
84a9015ffffffff,3.0,0.0,1.0,0.0
84a9017ffffffff,54.0,0.0,5.0,0.0
84a901dffffffff,2.0,0.0,0.0,0.0
84a9031ffffffff,12.0,0.0,0.0,0.0
84a9033ffffffff,9.0,0.0,3.0,0.0
84a9037ffffffff,2.0,0.0,0.0,0.0
84a9039ffffffff,2.0,0.0,0.0,0.0
84a903bffffffff,13.0,0.0,1.0,0.0
84a9051ffffffff,153.0,0.0,38.0,0.0
84a9053ffffffff,2.0,0.0,0.0,0.0
84a9057ffffffff,99.0,0.0,16.0,0.0
84a9059ffffffff,2.0,0.0,2.0,0.0
84a9081ffffffff,2.0,0.0,0.0,0.0
84a9085ffffffff,8.0,0.0,0.0,0.0
84a9087ffffffff,2.0,0.0,0.0,0.0
84a908bffffffff,1.0,0.0,0.0,0.0
84a908dffffffff,11.0,0.0,0.0,0.0
84a9091ffffffff,3.0,0.0,0.0,0.0
84a9095ffffffff,46.0,0.0,0.0,0.0
84a9097ffffffff,2.0,0.0,0.0,0.0
84a909dffffffff,5.0,0.0,0.0,0.0
84a90a5ffffffff,13.0,0.0,0.0,0.0
84a90a7ffffffff,6.0,0.0,2.0,0.0
84a90a9ffffffff,6.0,0.0,0.0,0.0
84a90adffffffff,10.0,0.0,2.0,0.0
84a90b3ffffffff,4.0,0.0,0.0,0.0
84a90b9ffffffff,2.0,0.0,0.0,0.0
84a90bbffffffff,6.0,0.0,0.0,0.0
84a90c1ffffffff,4.0,0.0,0.0,0.0
84a90c3ffffffff,2.0,0.0,0.0,0.0
84a90c5ffffffff,19.0,0.0,4.0,0.0
84a90c7ffffffff,4.0,0.0,0.0,0.0
84a90c9ffffffff,2.0,0.0,0.0,0.0
84a90cbffffffff,2.0,0.0,0.0,0.0
84a90cdffffffff,15.0,0.0,1.0,0.0
84a90d1ffffffff,1.0,0.0,0.0,0.0
84a90d5ffffffff,2.0,0.0,0.0,0.0
84a90d9ffffffff,3.0,0.0,0.0,0.0
84a90dbffffffff,14.0,0.0,0.0,0.0
84a90e1ffffffff,46.0,0.0,1.0,0.0
84a90e3ffffffff,9.0,0.0,0.0,0.0
84a90e5ffffffff,142.0,0.0,23.0,0.0
84a90e7ffffffff,11.0,0.0,0.0,0.0
84a90e9ffffffff,64.0,0.0,9.0,0.0
84a90ebffffffff,9.0,0.0,0.0,0.0
84a90edffffffff,3.0,0.0,1.0,0.0
84a9181ffffffff,29.0,0.0,2.0,0.0
84a9187ffffffff,1.0,0.0,0.0,0.0
84a918bffffffff,21.0,0.0,3.0,0.0
84a9191ffffffff,321.0,2.0,67.0,0.0
84a9195ffffffff,11.0,0.0,0.0,0.0
84a9197ffffffff,5.0,0.0,0.0,0.0
84a9199ffffffff,5.0,0.0,2.0,0.0
84a919bffffffff,20.0,0.0,0.0,0.0
84a919dffffffff,4.0,0.0,0.0,0.0
84a91b1ffffffff,67.0,2.0,4.0,0.0
84a91b3ffffffff,5.0,0.0,0.0,0.0
84a91b5ffffffff,61.0,0.0,2.0,0.0
84a91b7ffffffff,95.0,2.0,2.0,0.0
84a91b9ffffffff,5.0,0.0,0.0,0.0
84a91bbffffffff,10.0,0.0,0.0,0.0
84a91bdffffffff,6.0,0.0,0.0,0.0
84a91d1ffffffff,44.0,0.0,7.0,0.0
84a91d3ffffffff,5.0,0.0,3.0,0.0
84a91d5ffffffff,22.0,0.0,6.0,0.0
84a91d7ffffffff,6.0,0.0,2.0,0.0
84a91d9ffffffff,32.0,0.0,0.0,0.0
84a91dbffffffff,55.0,0.0,4.0,0.0
84a91ddffffffff,15.0,0.0,2.0,0.0
84a9213ffffffff,44.0,0.0,0.0,0.0
84a9217ffffffff,14.0,0.0,0.0,0.0
84a921bffffffff,5.0,0.0,3.0,0.0
84a9289ffffffff,2.0,0.0,0.0,0.0
84a928bffffffff,4.0,0.0,0.0,0.0
84a9291ffffffff,22.0,0.0,0.0,0.0
84a9293ffffffff,22.0,0.0,0.0,0.0
84a9297ffffffff,2.0,0.0,0.0,0.0
84a92a5ffffffff,2.0,0.0,0.0,0.0
84a92adffffffff,8.0,0.0,0.0,0.0
84a92bdffffffff,3.0,0.0,0.0,0.0
84a92c3ffffffff,12.0,0.0,0.0,0.0
84a92c5ffffffff,16.0,0.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0,0.0
84a92cbffffffff,749.0,0.0,0.0,0.0
84a92cdffffffff,9.0,0.0,5.0,0.0
84a92d1ffffffff,15.0,0.0,4.0,0.0
84a92d5ffffffff,1.0,0.0,0.0,0.0
84a92d7ffffffff,31.0,0.0,7.0,0.0
84a92d9ffffffff,34.0,0.0,5.0,0.0
84a92dbffffffff,2.0,0.0,0.0,0.0
84a92ddffffffff,7.0,0.0,0.0,0.0
84a92e1ffffffff,73.0,0.0,2.0,0.0
84a92e3ffffffff,9.0,0.0,0.0,0.0
84a92e9ffffffff,77.0,0.0,8.0,0.0
84a92ebffffffff,58.0,0.0,0.0,0.0
84a9403ffffffff,2.0,0.0,0.0,0.0
84a9405ffffffff,7.0,0.0,0.0,0.0
84a9407ffffffff,11.0,0.0,0.0,0.0
84a9409ffffffff,2.0,0.0,0.0,0.0
84a940dffffffff,53.0,0.0,0.0,0.0
84a9411ffffffff,120.0,0.0,0.0,0.0
84a9413ffffffff,30.0,0.0,0.0,0.0
84a9417ffffffff,34.0,0.0,0.0,0.0
84a9419ffffffff,19.0,0.0,0.0,0.0
84a941bffffffff,116.0,0.0,0.0,0.0
84a9425ffffffff,140.0,0.0,0.0,0.0
84a9427ffffffff,12.0,0.0,0.0,0.0
84a9429ffffffff,126.0,0.0,0.0,0.0
84a942bffffffff,14.0,0.0,0.0,0.0
84a942dffffffff,14.0,0.0,0.0,0.0
84a9431ffffffff,19.0,0.0,0.0,0.0
84a9433ffffffff,43.0,0.0,0.0,0.0
84a9435ffffffff,12.0,0.0,0.0,0.0
84a9437ffffffff,76.0,0.0,0.0,0.0
84a9439ffffffff,13.0,0.0,0.0,0.0
84a943bffffffff,1.0,0.0,0.0,0.0
84a943dffffffff,87.0,0.0,0.0,0.0
84a9441ffffffff,319.0,0.0,0.0,0.0
84a9443ffffffff,34.0,0.0,0.0,0.0
84a9445ffffffff,251.0,0.0,0.0,0.0
84a9447ffffffff,149.0,0.0,0.0,0.0
84a9449ffffffff,36.0,0.0,0.0,0.0
84a944bffffffff,54.0,0.0,0.0,0.0
84a944dffffffff,49.0,0.0,0.0,0.0
84a9451ffffffff,7.0,0.0,0.0,0.0
84a9453ffffffff,51.0,0.0,0.0,0.0
84a9455ffffffff,1.0,0.0,0.0,0.0
84a9457ffffffff,50.0,0.0,0.0,0.0
84a9459ffffffff,3.0,0.0,0.0,0.0
84a945bffffffff,46.0,0.0,0.0,0.0
84a945dffffffff,5.0,0.0,0.0,0.0
84a9461ffffffff,262.0,0.0,0.0,0.0
84a9463ffffffff,48.0,0.0,0.0,0.0
84a9465ffffffff,675.0,0.0,0.0,0.0
84a9467ffffffff,111.0,0.0,0.0,0.0
84a9469ffffffff,9.0,0.0,0.0,0.0
84a946bffffffff,292.0,0.0,0.0,0.0
84a946dffffffff,47.0,0.0,0.0,0.0
84a9483ffffffff,4.0,0.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0,0.0
84a94a9ffffffff,10.0,0.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0,0.0
84a94c1ffffffff,19.0,0.0,0.0,0.0
84a94c5ffffffff,6.0,0.0,0.0,0.0
84a94c7ffffffff,10.0,0.0,0.0,0.0
84a94cbffffffff,7.0,0.0,0.0,0.0
84a94d1ffffffff,2.0,0.0,0.0,0.0
84a94e1ffffffff,8.0,0.0,0.0,0.0
84a94e3ffffffff,37.0,0.0,0.0,0.0
84a94e5ffffffff,1190.0,0.0,0.0,0.0
84a94e7ffffffff,67.0,0.0,0.0,0.0
84a94edffffffff,27.0,0.0,0.0,0.0
84a9501ffffffff,129.0,0.0,0.0,0.0
84a9503ffffffff,3.0,0.0,0.0,0.0
84a9507ffffffff,71.0,0.0,0.0,0.0
84a9509ffffffff,49.0,0.0,0.0,0.0
84a950bffffffff,20.0,0.0,0.0,0.0
84a950dffffffff,15.0,0.0,0.0,0.0
84a9511ffffffff,1.0,0.0,0.0,0.0
84a9515ffffffff,23.0,0.0,0.0,0.0
84a951dffffffff,9.0,0.0,0.0,0.0
84a9521ffffffff,11.0,0.0,0.0,0.0
84a9523ffffffff,1.0,0.0,0.0,0.0
84a9525ffffffff,7.0,0.0,0.0,0.0
84a9527ffffffff,149.0,2.0,0.0,0.0
84a952dffffffff,3.0,0.0,0.0,0.0
84a9531ffffffff,112.0,0.0,0.0,0.0
84a9533ffffffff,62.0,0.0,0.0,0.0
84a9535ffffffff,3.0,0.0,0.0,0.0
84a9537ffffffff,2.0,0.0,0.0,0.0
84a9539ffffffff,5.0,0.0,0.0,0.0
84a953bffffffff,344.0,0.0,0.0,0.0
84a953dffffffff,7.0,0.0,0.0,0.0
84a9543ffffffff,8.0,0.0,0.0,0.0
84a9545ffffffff,6.0,0.0,0.0,0.0
84a9547ffffffff,13.0,0.0,0.0,0.0
84a9549ffffffff,1.0,0.0,0.0,0.0
84a9551ffffffff,16.0,0.0,0.0,0.0
84a9553ffffffff,2.0,0.0,0.0,0.0
84a9555ffffffff,12.0,0.0,0.0,0.0
84a9557ffffffff,39.0,0.0,0.0,0.0
84a9559ffffffff,10.0,0.0,0.0,0.0
84a955bffffffff,70.0,0.0,0.0,0.0
84a955dffffffff,4.0,0.0,0.0,0.0
84a9565ffffffff,8.0,0.0,0.0,0.0
84a9567ffffffff,1.0,0.0,0.0,0.0
84a956bffffffff,2.0,0.0,0.0,0.0
84a9581ffffffff,5.0,0.0,0.0,0.0
84a9587ffffffff,3.0,0.0,0.0,0.0
84a9595ffffffff,37.0,0.0,0.0,0.0
84a9597ffffffff,7.0,0.0,0.0,0.0
84a9599ffffffff,19.0,0.0,0.0,0.0
84a959bffffffff,2.0,0.0,0.0,0.0
84a959dffffffff,1.0,0.0,0.0,0.0
84a95a5ffffffff,20.0,0.0,0.0,0.0
84a95a9ffffffff,4.0,0.0,0.0,0.0
84a95abffffffff,39.0,0.0,0.0,0.0
84a95adffffffff,10.0,0.0,0.0,0.0
84a95b3ffffffff,4.0,0.0,0.0,0.0
84a95bbffffffff,15.0,0.0,0.0,0.0
84a95c3ffffffff,11.0,0.0,0.0,0.0
84a95c5ffffffff,16.0,0.0,0.0,0.0
84a95c9ffffffff,47.0,0.0,0.0,0.0
84a95cbffffffff,4.0,0.0,0.0,0.0
84a95d1ffffffff,72.0,0.0,0.0,0.0
84a95d3ffffffff,6.0,0.0,0.0,0.0
84a95d7ffffffff,6.0,0.0,0.0,0.0
84a95d9ffffffff,105.0,0.0,0.0,0.0
84a95dbffffffff,256.0,0.0,0.0,0.0
84a95e5ffffffff,14.0,0.0,0.0,0.0
84a95e9ffffffff,7.0,0.0,0.0,0.0
84a95edffffffff,260.0,2.0,0.0,0.0
84a9601ffffffff,17.0,0.0,0.0,0.0
84a9603ffffffff,1.0,0.0,0.0,0.0
84a9605ffffffff,18.0,0.0,0.0,0.0
84a9607ffffffff,18.0,0.0,0.0,0.0
84a9609ffffffff,2.0,0.0,0.0,0.0
84a960bffffffff,5.0,0.0,0.0,0.0
84a9611ffffffff,29.0,0.0,0.0,0.0
84a9613ffffffff,13.0,0.0,0.0,0.0
84a9615ffffffff,2.0,0.0,0.0,0.0
84a9619ffffffff,5.0,0.0,0.0,0.0
84a961dffffffff,4.0,0.0,0.0,0.0
84a9621ffffffff,45.0,0.0,0.0,0.0
84a9623ffffffff,225.0,0.0,0.0,0.0
84a9625ffffffff,102.0,0.0,0.0,0.0
84a9627ffffffff,404.0,0.0,0.0,0.0
84a9629ffffffff,6.0,0.0,0.0,0.0
84a962bffffffff,54.0,0.0,0.0,0.0
84a962dffffffff,58.0,0.0,0.0,0.0
84a9631ffffffff,27.0,0.0,0.0,0.0
84a9633ffffffff,13.0,0.0,0.0,0.0
84a9635ffffffff,2.0,0.0,0.0,0.0
84a9637ffffffff,38.0,0.0,0.0,0.0
84a9639ffffffff,4.0,0.0,0.0,0.0
84a963bffffffff,10.0,0.0,0.0,0.0
84a963dffffffff,46.0,0.0,0.0,0.0
84a9641ffffffff,1.0,0.0,0.0,0.0
84a9645ffffffff,44.0,0.0,0.0,0.0
84a9647ffffffff,2.0,0.0,0.0,0.0
84a9649ffffffff,18.0,0.0,0.0,0.0
84a964bffffffff,3.0,0.0,0.0,0.0
84a964dffffffff,18.0,0.0,0.0,0.0
84a9653ffffffff,2.0,0.0,0.0,0.0
84a9655ffffffff,2.0,0.0,0.0,0.0
84a9659ffffffff,10.0,0.0,0.0,0.0
84a965dffffffff,2.0,0.0,0.0,0.0
84a9661ffffffff,21.0,0.0,4.0,0.0
84a9667ffffffff,5.0,0.0,0.0,0.0
84a9669ffffffff,15.0,0.0,1.0,0.0
84a966bffffffff,3.0,0.0,0.0,0.0
84a9681ffffffff,3.0,0.0,0.0,0.0
84a9685ffffffff,33.0,0.0,0.0,0.0
84a9687ffffffff,2.0,0.0,0.0,0.0
84a969dffffffff,3.0,0.0,0.0,0.0
84a96a1ffffffff,8.0,0.0,0.0,0.0
84a96a3ffffffff,4.0,0.0,0.0,0.0
84a96a5ffffffff,67.0,0.0,0.0,0.0
84a96a7ffffffff,71.0,0.0,0.0,0.0
84a96a9ffffffff,16.0,0.0,0.0,0.0
84a96abffffffff,16.0,0.0,0.0,0.0
84a96adffffffff,361.0,0.0,0.0,0.0
84a96b1ffffffff,3.0,0.0,0.0,0.0
84a96b5ffffffff,5.0,0.0,0.0,0.0
84a96b9ffffffff,3.0,0.0,0.0,0.0
84a96bdffffffff,2.0,0.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0,0.0
84a96c7ffffffff,2.0,0.0,0.0,0.0
84a96d3ffffffff,4.0,0.0,0.0,0.0
84a96d7ffffffff,1.0,0.0,0.0,0.0
84a96e1ffffffff,18.0,0.0,0.0,0.0
84a96e3ffffffff,12.0,0.0,0.0,0.0
84a96e5ffffffff,40.0,0.0,0.0,0.0
84a96e7ffffffff,181.0,0.0,0.0,0.0
84a96e9ffffffff,2.0,0.0,0.0,0.0
84a9711ffffffff,45.0,0.0,0.0,0.0
84a9713ffffffff,1.0,0.0,0.0,0.0
84a9715ffffffff,2.0,0.0,0.0,0.0
84a9717ffffffff,205.0,0.0,0.0,0.0
84a9719ffffffff,25.0,0.0,0.0,0.0
84a971bffffffff,12.0,0.0,0.0,0.0
84a971dffffffff,2.0,0.0,0.0,0.0
84a9723ffffffff,2.0,0.0,0.0,0.0
84a972bffffffff,2.0,0.0,0.0,0.0
84a9733ffffffff,21.0,0.0,0.0,0.0
84a973bffffffff,37.0,0.0,0.0,0.0
84a973dffffffff,3.0,0.0,0.0,0.0
84a9741ffffffff,2.0,0.0,0.0,0.0
84a9745ffffffff,3.0,0.0,0.0,0.0
84a974dffffffff,38.0,0.0,0.0,0.0
84a9753ffffffff,24.0,0.0,0.0,0.0
84a9755ffffffff,19.0,0.0,0.0,0.0
84a975bffffffff,8.0,0.0,0.0,0.0
84a975dffffffff,4.0,0.0,0.0,0.0
84a9761ffffffff,7.0,0.0,0.0,0.0
84a9765ffffffff,91.0,0.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0,0.0
84b2401ffffffff,2.0,0.0,0.0,0.0
84b2407ffffffff,3.0,0.0,0.0,0.0
84b2411ffffffff,2.0,0.0,0.0,0.0
84b2413ffffffff,354.0,0.0,0.0,0.0
84b2417ffffffff,4.0,0.0,0.0,0.0
84b2419ffffffff,5.0,0.0,0.0,0.0
84b2423ffffffff,22.0,0.0,0.0,0.0
84b242bffffffff,24.0,0.0,0.0,0.0
84b2431ffffffff,20.0,0.0,0.0,0.0
84b2433ffffffff,1.0,0.0,0.0,0.0
84b2435ffffffff,83.0,0.0,0.0,0.0
84b2437ffffffff,45.0,0.0,0.0,0.0
84b2439ffffffff,3.0,0.0,0.0,0.0
84b243bffffffff,3.0,0.0,0.0,0.0
84b243dffffffff,39.0,0.0,0.0,0.0
84b245bffffffff,2.0,0.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0,0.0
84b2463ffffffff,1.0,0.0,0.0,0.0
84b2481ffffffff,4.0,0.0,0.0,0.0
84b2485ffffffff,10.0,0.0,0.0,0.0
84b248bffffffff,2.0,0.0,0.0,0.0
84b2499ffffffff,1.0,0.0,0.0,0.0
84b249dffffffff,1.0,0.0,0.0,0.0
84b24a1ffffffff,9.0,0.0,0.0,0.0
84b24a3ffffffff,4.0,0.0,0.0,0.0
84b24a5ffffffff,2.0,0.0,0.0,0.0
84b24a7ffffffff,7.0,0.0,0.0,0.0
84b24a9ffffffff,55.0,0.0,0.0,0.0
84b24abffffffff,6.0,0.0,0.0,0.0
84b24adffffffff,40.0,0.0,0.0,0.0
84b24b1ffffffff,2.0,0.0,0.0,0.0
84b24b5ffffffff,3.0,0.0,0.0,0.0
84b24b9ffffffff,2.0,0.0,0.0,0.0
84b24bbffffffff,2.0,0.0,0.0,0.0
84b24bdffffffff,6.0,0.0,0.0,0.0
84b24c1ffffffff,31.0,0.0,0.0,0.0
84b24c5ffffffff,38.0,0.0,0.0,0.0
84b24c7ffffffff,6.0,0.0,0.0,0.0
84b24c9ffffffff,7.0,0.0,0.0,0.0
84b24cdffffffff,24.0,0.0,0.0,0.0
84b24d1ffffffff,15.0,0.0,0.0,0.0
84b24d3ffffffff,6.0,0.0,0.0,0.0
84b24d7ffffffff,8.0,0.0,0.0,0.0
84b24dbffffffff,23.0,0.0,0.0,0.0
84b24ddffffffff,1.0,0.0,0.0,0.0
84b24e3ffffffff,18.0,0.0,0.0,0.0
84b24e5ffffffff,37.0,0.0,0.0,0.0
84b24e9ffffffff,4.0,0.0,0.0,0.0
84b24ebffffffff,4.0,0.0,0.0,0.0
84b24edffffffff,15.0,0.0,0.0,0.0
84b2533ffffffff,7.0,0.0,0.0,0.0
84b2581ffffffff,16.0,0.0,0.0,0.0
84b2583ffffffff,45.0,0.0,0.0,0.0
84b2585ffffffff,7.0,0.0,0.0,0.0
84b2587ffffffff,10.0,0.0,0.0,0.0
84b2589ffffffff,50.0,0.0,0.0,0.0
84b258bffffffff,38.0,0.0,0.0,0.0
84b258dffffffff,27.0,0.0,0.0,0.0
84b2591ffffffff,128.0,0.0,0.0,0.0
84b2593ffffffff,18.0,0.0,0.0,0.0
84b2595ffffffff,22.0,0.0,0.0,0.0
84b2597ffffffff,3.0,0.0,0.0,0.0
84b2599ffffffff,2.0,0.0,0.0,0.0
84b259bffffffff,14.0,0.0,0.0,0.0
84b259dffffffff,10.0,0.0,0.0,0.0
84b25a1ffffffff,16.0,0.0,0.0,0.0
84b25a3ffffffff,2.0,0.0,0.0,0.0
84b25a9ffffffff,7.0,0.0,0.0,0.0
84b25abffffffff,4.0,0.0,0.0,0.0
84b25b1ffffffff,4.0,0.0,0.0,0.0
84b25b9ffffffff,62.0,0.0,0.0,0.0
84b25bbffffffff,14.0,0.0,0.0,0.0
84b25bdffffffff,4.0,0.0,0.0,0.0
84b25c1ffffffff,53.0,0.0,0.0,0.0
84b25c3ffffffff,36.0,0.0,0.0,0.0
84b25c7ffffffff,25.0,0.0,0.0,0.0
84b25c9ffffffff,30.0,0.0,0.0,0.0
84b25cbffffffff,122.0,0.0,0.0,0.0
84b25cdffffffff,64.0,0.0,0.0,0.0
84b25d1ffffffff,59.0,0.0,0.0,0.0
84b25d3ffffffff,18.0,0.0,0.0,0.0
84b25d5ffffffff,265.0,0.0,0.0,0.0
84b25d7ffffffff,29.0,0.0,0.0,0.0
84b25d9ffffffff,37.0,0.0,0.0,0.0
84b25dbffffffff,10.0,0.0,0.0,0.0
84b25ddffffffff,69.0,0.0,0.0,0.0
84b25e1ffffffff,29.0,0.0,0.0,0.0
84b25e3ffffffff,30.0,0.0,0.0,0.0
84b25e5ffffffff,3.0,0.0,0.0,0.0
84b25e7ffffffff,13.0,0.0,0.0,0.0
84b2611ffffffff,6.0,0.0,0.0,0.0
84b2613ffffffff,18.0,0.0,0.0,0.0
84b2631ffffffff,1.0,0.0,0.0,0.0
84b2635ffffffff,1.0,0.0,0.0,0.0
84b263dffffffff,1.0,0.0,0.0,0.0
84b2665ffffffff,3.0,0.0,0.0,0.0
84b2683ffffffff,16.0,0.0,0.0,0.0
84b268bffffffff,34.0,0.0,0.0,0.0
84b268dffffffff,33.0,0.0,0.0,0.0
84b2691ffffffff,27.0,0.0,0.0,0.0
84b2693ffffffff,4.0,0.0,0.0,0.0
84b2699ffffffff,10.0,0.0,0.0,0.0
84b269bffffffff,5.0,0.0,0.0,0.0
84b269dffffffff,17.0,0.0,0.0,0.0
84b26a1ffffffff,2.0,0.0,0.0,0.0
84b26adffffffff,10.0,0.0,0.0,0.0
84b26d7ffffffff,23.0,0.0,0.0,0.0
84b26d9ffffffff,2.0,0.0,0.0,0.0
84b26e3ffffffff,2.0,0.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0,0.0
84b26edffffffff,4.0,0.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0,0.0
84b271dffffffff,1.0,0.0,0.0,0.0
84b2725ffffffff,2.0,0.0,0.0,0.0
84b274bffffffff,2.0,0.0,0.0,0.0
84b2755ffffffff,2.0,0.0,0.0,0.0
84b275bffffffff,2.0,0.0,0.0,0.0
84b2cddffffffff,2.0,0.0,0.0,0.0
84b2e33ffffffff,2.0,0.0,0.0,0.0
84b2e91ffffffff,2.0,0.0,0.0,0.0
84b2e99ffffffff,7.0,0.0,0.0,0.0
84b2e9bffffffff,2.0,0.0,0.0,0.0
84b2ea9ffffffff,8.0,0.0,0.0,0.0
84b2eb7ffffffff,1.0,0.0,0.0,0.0
84b2ebbffffffff,3.0,0.0,0.0,0.0
84b2ed9ffffffff,6.0,0.0,0.0,0.0
84b3493ffffffff,4.0,0.0,0.0,0.0
84b34a5ffffffff,2.0,0.0,0.0,0.0
84b34c7ffffffff,1.0,0.0,0.0,0.0
84b34d7ffffffff,2.0,0.0,0.0,0.0
84b34d9ffffffff,10.0,0.0,0.0,0.0
84b34dbffffffff,3.0,0.0,0.0,0.0
84b34e9ffffffff,2.0,0.0,0.0,0.0
84b3603ffffffff,2.0,0.0,0.0,0.0
84b369bffffffff,3.0,0.0,0.0,0.0
84c2031ffffffff,15.0,0.0,0.0,0.0
84c2037ffffffff,10.0,0.0,0.0,0.0
84c203bffffffff,19.0,0.0,0.0,0.0
84c2053ffffffff,17.0,0.0,0.0,0.0
84c205bffffffff,127.0,0.0,0.0,0.0
84c2183ffffffff,20.0,0.0,0.0,0.0
84c218bffffffff,6.0,0.0,0.0,0.0
84c2197ffffffff,5.0,0.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0,0.0
84c219dffffffff,6.0,0.0,0.0,0.0
84c21b1ffffffff,11.0,0.0,0.0,0.0
84c21b3ffffffff,78.0,0.0,4.0,0.0
84c21b9ffffffff,7.0,0.0,0.0,0.0
84c21bbffffffff,219.0,0.0,0.0,0.0
84c21d1ffffffff,69.0,0.0,0.0,0.0
84c21d5ffffffff,6.0,0.0,0.0,0.0
84c21d9ffffffff,39.0,0.0,0.0,0.0
84c21ddffffffff,77.0,0.0,0.0,0.0
84c2213ffffffff,25.0,0.0,0.0,0.0
84c2217ffffffff,6.0,0.0,0.0,0.0
84c2281ffffffff,34.0,0.0,0.0,0.0
84c2283ffffffff,3.0,0.0,0.0,0.0
84c2287ffffffff,4.0,0.0,0.0,0.0
84c228bffffffff,4.0,0.0,0.0,0.0
84c2299ffffffff,2.0,0.0,0.0,0.0
84c22a1ffffffff,27.0,0.0,0.0,0.0
84c22a5ffffffff,9.0,0.0,0.0,0.0
84c22a7ffffffff,10.0,0.0,0.0,0.0
84c22a9ffffffff,20.0,0.0,0.0,0.0
84c22abffffffff,67.0,0.0,0.0,0.0
84c22adffffffff,131.0,0.0,0.0,0.0
84c22b7ffffffff,2.0,0.0,0.0,0.0
84c22b9ffffffff,10.0,0.0,0.0,0.0
84c22c1ffffffff,8.0,0.0,0.0,0.0
84c22c3ffffffff,2.0,0.0,0.0,0.0
84c22c5ffffffff,10.0,0.0,0.0,0.0
84c22cbffffffff,2.0,0.0,0.0,0.0
84c22d3ffffffff,2.0,0.0,0.0,0.0
84c22d7ffffffff,6.0,0.0,0.0,0.0
84c22d9ffffffff,1.0,0.0,0.0,0.0
84c22e1ffffffff,64.0,0.0,0.0,0.0
84c22e3ffffffff,2.0,0.0,0.0,0.0
84c22e5ffffffff,18.0,0.0,0.0,0.0
84c22e7ffffffff,16.0,0.0,0.0,0.0
84c22e9ffffffff,4.0,0.0,0.0,0.0
84c22ebffffffff,6.0,0.0,0.0,0.0
84c2893ffffffff,17.0,0.0,0.0,0.0
84c2c03ffffffff,10.0,0.0,0.0,0.0
84c2c05ffffffff,10.0,0.0,0.0,0.0
84c2c07ffffffff,4.0,0.0,0.0,0.0
84c2c0bffffffff,2.0,0.0,0.0,0.0
84c2c0dffffffff,9.0,0.0,0.0,0.0
84c2c11ffffffff,14.0,0.0,0.0,0.0
84c2c13ffffffff,6.0,0.0,0.0,0.0
84c2c15ffffffff,13.0,0.0,0.0,0.0
84c2c17ffffffff,102.0,0.0,0.0,0.0
84c2c19ffffffff,59.0,0.0,0.0,0.0
84c2c1bffffffff,4.0,0.0,0.0,0.0
84c2c1dffffffff,21.0,0.0,0.0,0.0
84c2c23ffffffff,54.0,0.0,0.0,0.0
84c2c29ffffffff,12.0,0.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0,0.0
84c2c31ffffffff,2.0,0.0,0.0,0.0
84c2c33ffffffff,4.0,0.0,0.0,0.0
