cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
832658fffffffff,2.0,0.0,0.0
832659fffffffff,3.0,3.0,0.0
83265afffffffff,2.0,0.0,0.0
83265dfffffffff,2.0,0.0,0.0
83265efffffffff,4.0,0.0,0.0
832663fffffffff,2.0,0.0,0.0
832664fffffffff,18.0,0.0,0.0
832666fffffffff,4.0,0.0,0.0
832669fffffffff,6.0,0.0,0.0
83266afffffffff,1.0,0.0,0.0
83266bfffffffff,2.0,2.0,0.0
83266cfffffffff,3.0,0.0,0.0
832670fffffffff,1.0,0.0,0.0
832673fffffffff,1.0,0.0,0.0
832681fffffffff,91.0,8.0,0.0
832683fffffffff,6.0,0.0,0.0
832685fffffffff,10.0,0.0,0.0
832688fffffffff,74.0,2.0,0.0
832689fffffffff,55.0,1.0,0.0
83268afffffffff,2.0,0.0,0.0
83268bfffffffff,6.0,0.0,0.0
83268cfffffffff,145.0,2.0,0.0
83268dfffffffff,44.0,0.0,0.0
832696fffffffff,44.0,0.0,0.0
832698fffffffff,2.0,0.0,0.0
83269cfffffffff,10.0,0.0,0.0
83269dfffffffff,2.0,0.0,0.0
8326a0fffffffff,2.0,0.0,0.0
8326a1fffffffff,8.0,0.0,0.0
8326a2fffffffff,5.0,0.0,0.0
8326a4fffffffff,3.0,0.0,0.0
8326a8fffffffff,31.0,14.0,0.0
8326a9fffffffff,11.0,11.0,0.0
8326aafffffffff,41.0,10.0,0.0
8326abfffffffff,39.0,8.0,0.0
8326acfffffffff,2.0,0.0,0.0
8326adfffffffff,5.0,0.0,0.0
8326aefffffffff,11.0,2.0,0.0
8326c1fffffffff,1.0,0.0,0.0
8326c2fffffffff,2.0,0.0,0.0
8326c4fffffffff,1.0,0.0,0.0
8326c5fffffffff,1.0,0.0,0.0
8326c9fffffffff,1.0,0.0,0.0
8326cafffffffff,3.0,0.0,0.0
8326cdfffffffff,1.0,0.0,0.0
8326cefffffffff,2.0,0.0,0.0
8326d0fffffffff,1.0,0.0,0.0
8326d1fffffffff,3.0,0.0,0.0
8326d2fffffffff,3.0,0.0,0.0
8326d3fffffffff,10.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0
8326d5fffffffff,9.0,0.0,0.0
8326d6fffffffff,2.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0
8326d9fffffffff,3.0,0.0,0.0
8326dbfffffffff,1.0,0.0,0.0
8326dcfffffffff,6.0,0.0,0.0
8326ddfffffffff,3.0,0.0,0.0
8326defffffffff,38.0,0.0,0.0
8326e0fffffffff,4.0,4.0,0.0
8326e2fffffffff,3.0,0.0,0.0
8326e4fffffffff,6.0,0.0,0.0
8326e5fffffffff,16.0,2.0,0.0
8326edfffffffff,9.0,1.0,0.0
8326f2fffffffff,25.0,1.0,0.0
8326f6fffffffff,25.0,18.0,0.0
832703fffffffff,2.0,0.0,0.0
83270efffffffff,15.0,15.0,0.0
832713fffffffff,8.0,2.0,0.0
832718fffffffff,4.0,0.0,0.0
83271bfffffffff,2.0,0.0,0.0
832740fffffffff,8.0,0.0,0.0
832741fffffffff,35.0,0.0,0.0
832742fffffffff,1.0,0.0,0.0
832743fffffffff,3.0,0.0,0.0
832745fffffffff,1.0,0.0,0.0
832746fffffffff,9.0,3.0,0.0
832748fffffffff,258.0,0.0,0.0
832749fffffffff,95.0,2.0,0.0
83274afffffffff,27.0,0.0,0.0
83274bfffffffff,31.0,0.0,0.0
83274cfffffffff,34.0,0.0,0.0
83274dfffffffff,160.0,0.0,0.0
83274efffffffff,63.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0
832752fffffffff,6.0,0.0,0.0
832754fffffffff,6.0,0.0,0.0
832755fffffffff,1.0,0.0,0.0
832756fffffffff,1.0,0.0,0.0
832758fffffffff,25.0,0.0,0.0
832759fffffffff,59.0,0.0,0.0
83275afffffffff,11.0,0.0,0.0
83275bfffffffff,14.0,0.0,0.0
83275cfffffffff,20.0,0.0,0.0
83275dfffffffff,19.0,0.0,0.0
832761fffffffff,5.0,4.0,0.0
832763fffffffff,30.0,0.0,0.0
832769fffffffff,11.0,4.0,0.0
83276afffffffff,16.0,0.0,0.0
83276bfffffffff,12.0,0.0,0.0
83276cfffffffff,5.0,5.0,0.0
83276dfffffffff,129.0,113.0,0.0
83276efffffffff,20.0,2.0,0.0
832770fffffffff,17.0,14.0,0.0
832773fffffffff,2.0,0.0,0.0
832774fffffffff,2.0,0.0,0.0
832776fffffffff,3.0,3.0,0.0
832785fffffffff,2.0,0.0,0.0
832786fffffffff,2.0,0.0,0.0
832788fffffffff,4.0,0.0,0.0
83278afffffffff,1.0,0.0,0.0
83278bfffffffff,4.0,0.0,0.0
83278cfffffffff,3.0,0.0,0.0
832792fffffffff,2.0,0.0,0.0
8327a0fffffffff,8.0,0.0,0.0
8327a1fffffffff,2.0,0.0,0.0
8327a2fffffffff,3.0,0.0,0.0
8327a4fffffffff,2.0,0.0,0.0
8327aafffffffff,3.0,0.0,0.0
8327acfffffffff,4.0,0.0,0.0
8327b1fffffffff,8.0,0.0,0.0
8327b2fffffffff,42.0,0.0,0.0
832888fffffffff,48.0,5.0,0.0
83289efffffffff,1.0,0.0,0.0
8328b6fffffffff,2.0,0.0,0.0
8328f0fffffffff,88.0,2.0,0.0
832995fffffffff,8.0,0.0,0.0
8329b6fffffffff,8.0,0.0,0.0
832a06fffffffff,40.0,0.0,0.0
832a10fffffffff,234.0,17.0,0.0
832a12fffffffff,3288.0,0.0,0.0
832a13fffffffff,2462.0,2.0,0.0
832a14fffffffff,51.0,7.0,0.0
832a15fffffffff,5.0,5.0,0.0
832a16fffffffff,39.0,2.0,0.0
832a30fffffffff,151.0,0.0,0.0
832a31fffffffff,172.0,5.0,0.0
832a32fffffffff,86.0,3.0,0.0
832a33fffffffff,28.0,4.0,0.0
832a34fffffffff,137.0,1.0,0.0
832a36fffffffff,5.0,0.0,0.0
832a80fffffffff,1.0,0.0,0.0
832a81fffffffff,5.0,0.0,0.0
832a84fffffffff,10.0,2.0,0.0
832a85fffffffff,14.0,2.0,0.0
832a88fffffffff,8.0,2.0,0.0
832a89fffffffff,2.0,0.0,0.0
832a8bfffffffff,12.0,4.0,0.0
832a8cfffffffff,2.0,0.0,0.0
832a90fffffffff,2.0,0.0,0.0
832a91fffffffff,3.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0
832a93fffffffff,4.0,2.0,0.0
832a95fffffffff,7.0,0.0,0.0
832a96fffffffff,3.0,0.0,0.0
832a99fffffffff,2.0,2.0,0.0
832a9dfffffffff,1.0,1.0,0.0
832aa1fffffffff,26.0,0.0,0.0
832aa2fffffffff,5.0,0.0,0.0
832aa3fffffffff,11.0,0.0,0.0
832aa4fffffffff,8.0,0.0,0.0
832aa5fffffffff,6.0,3.0,0.0
832aa6fffffffff,16.0,4.0,0.0
832aa8fffffffff,293.0,51.0,0.0
832aa9fffffffff,77.0,22.0,0.0
832aaafffffffff,68.0,2.0,0.0
832aabfffffffff,10.0,6.0,0.0
832aacfffffffff,2524.0,19.0,0.0
832aadfffffffff,260.0,22.0,0.0
832aaefffffffff,92.0,8.0,0.0
832ab0fffffffff,60.0,30.0,0.0
832ab1fffffffff,7.0,0.0,0.0
832ab2fffffffff,344.0,106.0,0.0
832ab3fffffffff,4.0,0.0,0.0
832ab4fffffffff,373.0,51.0,0.0
832ab5fffffffff,56.0,45.0,0.0
832ab6fffffffff,31.0,5.0,0.0
832ad0fffffffff,2.0,2.0,0.0
832ad2fffffffff,2.0,2.0,0.0
832ad5fffffffff,2.0,2.0,0.0
832ad6fffffffff,2.0,0.0,0.0
832af1fffffffff,1.0,1.0,0.0
832af3fffffffff,3.0,1.0,0.0
832af6fffffffff,20.0,2.0,0.0
832b00fffffffff,5.0,0.0,0.0
832b01fffffffff,30.0,3.0,0.0
832b03fffffffff,57.0,2.0,0.0
832b05fffffffff,8.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0
832b0afffffffff,21.0,0.0,0.0
832b0efffffffff,17.0,2.0,0.0
832b11fffffffff,1.0,0.0,0.0
832b12fffffffff,8.0,0.0,0.0
832b16fffffffff,8.0,0.0,0.0
832b18fffffffff,12.0,0.0,0.0
832b19fffffffff,77.0,0.0,0.0
832b1afffffffff,28.0,0.0,0.0
832b1cfffffffff,4.0,0.0,0.0
832b1dfffffffff,72.0,0.0,0.0
832b23fffffffff,3.0,0.0,0.0
832b2afffffffff,2.0,0.0,0.0
832b30fffffffff,3.0,0.0,0.0
832b31fffffffff,10.0,0.0,0.0
832b33fffffffff,6.0,0.0,0.0
832b81fffffffff,113.0,7.0,0.0
832b82fffffffff,5.0,3.0,0.0
832b83fffffffff,189.0,26.0,0.0
832b85fffffffff,2.0,0.0,0.0
832b88fffffffff,34.0,0.0,0.0
832b89fffffffff,180.0,0.0,0.0
832b8bfffffffff,8.0,2.0,0.0
832b8cfffffffff,113.0,0.0,0.0
832b8dfffffffff,149.0,0.0,0.0
832b8efffffffff,213.0,30.0,0.0
832b91fffffffff,16.0,5.0,0.0
832b94fffffffff,6.0,4.0,0.0
832b96fffffffff,5.0,5.0,0.0
832b98fffffffff,284.0,55.0,0.0
832b99fffffffff,33.0,3.0,0.0
832b9afffffffff,72.0,9.0,0.0
832b9bfffffffff,144.0,21.0,0.0
832b9cfffffffff,67.0,13.0,0.0
832b9dfffffffff,443.0,118.0,0.0
832b9efffffffff,10.0,0.0,0.0
832ba0fffffffff,12.0,0.0,0.0
832ba5fffffffff,3.0,0.0,0.0
832ba8fffffffff,36.0,5.0,0.0
832ba9fffffffff,4.0,3.0,0.0
832baafffffffff,272.0,0.0,0.0
832babfffffffff,32.0,4.0,0.0
832bacfffffffff,50.0,0.0,0.0
832badfffffffff,2.0,0.0,0.0
832baefffffffff,5.0,0.0,0.0
832bb3fffffffff,11.0,0.0,0.0
834412fffffffff,83.0,0.0,0.0
834413fffffffff,16.0,0.0,0.0
83441afffffffff,122.0,29.0,0.0
83441efffffffff,5.0,0.0,0.0
834440fffffffff,17.0,0.0,0.0
834442fffffffff,3.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,16.0,0.0,0.0
834445fffffffff,11.0,2.0,0.0
834446fffffffff,29.0,0.0,0.0
834449fffffffff,2.0,0.0,0.0
83444bfffffffff,2.0,0.0,0.0
83444cfffffffff,9.0,0.0,0.0
83444efffffffff,5.0,0.0,0.0
834450fffffffff,7.0,0.0,0.0
834452fffffffff,3.0,0.0,0.0
834455fffffffff,9.0,0.0,0.0
834456fffffffff,4.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0
834468fffffffff,1.0,0.0,0.0
83446bfffffffff,1.0,0.0,0.0
83446cfffffffff,29.0,0.0,0.0
83446dfffffffff,3.0,0.0,0.0
834473fffffffff,7.0,0.0,0.0
834484fffffffff,1.0,0.0,0.0
8344a8fffffffff,22.0,1.0,0.0
8344a9fffffffff,43.0,5.0,0.0
8344abfffffffff,2.0,0.0,0.0
8344acfffffffff,28.0,4.0,0.0
8344adfffffffff,11.0,5.0,0.0
8344aefffffffff,14.0,0.0,0.0
8344c1fffffffff,5.0,0.0,0.0
8344c3fffffffff,4.0,4.0,0.0
8344c4fffffffff,5.0,0.0,0.0
8344c5fffffffff,1.0,0.0,0.0
8344c8fffffffff,1.0,0.0,0.0
8344c9fffffffff,3.0,0.0,0.0
8344cafffffffff,1.0,0.0,0.0
8344cbfffffffff,1.0,0.0,0.0
8344ccfffffffff,5.0,0.0,0.0
8344cdfffffffff,3.0,0.0,0.0
8344cefffffffff,2.0,2.0,0.0
8344d0fffffffff,5.0,0.0,0.0
8344d2fffffffff,10.0,0.0,0.0
8344d3fffffffff,1.0,0.0,0.0
8344d5fffffffff,2.0,0.0,0.0
8344d8fffffffff,5.0,2.0,0.0
8344d9fffffffff,1.0,0.0,0.0
8344dbfffffffff,6.0,0.0,0.0
8344dcfffffffff,1.0,0.0,0.0
8344ddfffffffff,6.0,0.0,0.0
8344defffffffff,37.0,0.0,0.0
8344e0fffffffff,1.0,1.0,0.0
8344e2fffffffff,2.0,2.0,0.0
8344e6fffffffff,4.0,4.0,0.0
8344eefffffffff,5.0,0.0,0.0
8344f0fffffffff,74.0,70.0,0.0
8344f3fffffffff,8.0,0.0,0.0
8344f4fffffffff,32.0,17.0,0.0
8344f5fffffffff,8.0,8.0,0.0
8344f6fffffffff,1.0,0.0,0.0
834526fffffffff,2.0,0.0,0.0
834535fffffffff,3.0,0.0,0.0
834572fffffffff,26.0,0.0,0.0
834833fffffffff,2.0,0.0,0.0
834886fffffffff,5.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0
834891fffffffff,3.0,0.0,0.0
834892fffffffff,10.0,0.0,0.0
834893fffffffff,6.0,0.0,0.0
834895fffffffff,14.0,2.0,0.0
834898fffffffff,1.0,0.0,0.0
834899fffffffff,15.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0
83489cfffffffff,6.0,0.0,0.0
83489dfffffffff,2.0,2.0,0.0
83489efffffffff,7.0,0.0,0.0
8348a2fffffffff,14.0,0.0,0.0
8348a6fffffffff,6.0,0.0,0.0
8348abfffffffff,28.0,0.0,0.0
8348b1fffffffff,5.0,0.0,0.0
8348b3fffffffff,13.0,0.0,0.0
8348c0fffffffff,5.0,0.0,0.0
8348c1fffffffff,2.0,2.0,0.0
8348c2fffffffff,30.0,0.0,0.0
8348c5fffffffff,27.0,0.0,0.0
8348c6fffffffff,7.0,0.0,0.0
8348c8fffffffff,2.0,2.0,0.0
8348cafffffffff,5.0,0.0,0.0
8348cdfffffffff,14.0,0.0,0.0
8348d2fffffffff,10.0,0.0,0.0
8348d3fffffffff,8.0,1.0,0.0
8348d4fffffffff,10.0,0.0,0.0
8348d6fffffffff,5.0,0.0,0.0
8348d8fffffffff,48.0,0.0,0.0
8348dafffffffff,13.0,0.0,0.0
8348dbfffffffff,2.0,0.0,0.0
8348dcfffffffff,1.0,0.0,0.0
8348e8fffffffff,230.0,12.0,6.0
8348e9fffffffff,16.0,1.0,0.0
8348eafffffffff,7.0,7.0,0.0
8348ebfffffffff,12.0,3.0,0.0
8348ecfffffffff,113.0,0.0,63.0
8348eefffffffff,178.0,0.0,136.0
8348f2fffffffff,8.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0
8348f6fffffffff,2.0,0.0,0.0
834990fffffffff,6.0,0.0,0.0
834994fffffffff,1.0,0.0,0.0
834995fffffffff,4.0,0.0,0.0
834996fffffffff,17.0,0.0,0.0
83499cfffffffff,1.0,0.0,0.0
8349aafffffffff,5.0,0.0,0.0
8349abfffffffff,1.0,0.0,0.0
8349b2fffffffff,1.0,0.0,0.0
8349b3fffffffff,2.0,0.0,0.0
836d05fffffffff,2.0,0.0,0.0
836d23fffffffff,2.0,0.0,0.0
836d28fffffffff,10.0,0.0,0.0
836d29fffffffff,4.0,0.0,2.0
836d2afffffffff,1.0,0.0,0.0
836d2bfffffffff,1.0,0.0,0.0
836d2dfffffffff,13.0,0.0,9.0
836d30fffffffff,3.0,0.0,0.0
836d32fffffffff,9.0,0.0,7.0
836d36fffffffff,2.0,0.0,0.0
836d64fffffffff,2.0,0.0,0.0
836d65fffffffff,2.0,0.0,0.0
