cell_id,Copsychus albospecularis,Copsychus albospecularis albospecularis,Copsychus albospecularis inexspectatus,Copsychus albospecularis pica
84a2143ffffffff,1.0,0.0,1.0,0.0
84a2227ffffffff,3.0,0.0,3.0,0.0
84a231bffffffff,3.0,0.0,3.0,0.0
84a319dffffffff,4.0,0.0,0.0,4.0
84a3761ffffffff,1.0,0.0,0.0,0.0
84a399bffffffff,7.0,0.0,0.0,7.0
