cell_id,Glyphorynchus spirurus,Glyphorynchus spirurus [pectoralis Group],Glyphorynchus spirurus [spirurus Group],Glyphorynchus spirurus albigularis,Glyphorynchus spirurus [cuneatus Group]
845f713ffffffff,25.0,0.0,0.0,0.0,0.0
845f717ffffffff,3.0,0.0,0.0,0.0,0.0
845f735ffffffff,1.0,0.0,0.0,0.0,0.0
845f757ffffffff,1.0,0.0,0.0,0.0,0.0
845f759ffffffff,43.0,0.0,0.0,0.0,0.0
845f75dffffffff,4.0,0.0,0.0,0.0,0.0
845f767ffffffff,2.0,0.0,0.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0,0.0,0.0
8466083ffffffff,6.0,0.0,0.0,0.0,0.0
8466085ffffffff,2.0,0.0,0.0,0.0,0.0
8466087ffffffff,2.0,0.0,0.0,0.0,0.0
8466089ffffffff,2.0,0.0,0.0,0.0,0.0
846608dffffffff,172.0,0.0,0.0,0.0,0.0
8466091ffffffff,2.0,0.0,0.0,0.0,0.0
8466099ffffffff,2.0,0.0,0.0,0.0,0.0
84660a1ffffffff,11.0,0.0,0.0,0.0,0.0
84660a7ffffffff,84.0,0.0,0.0,0.0,0.0
84660b7ffffffff,1.0,0.0,0.0,0.0,0.0
84660bdffffffff,5.0,0.0,0.0,0.0,0.0
84660cbffffffff,4.0,0.0,0.0,0.0,0.0
84660d1ffffffff,8.0,0.0,0.0,0.0,0.0
84660d3ffffffff,5.0,0.0,0.0,0.0,0.0
84660d9ffffffff,2.0,0.0,0.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0,0.0,0.0
84660ebffffffff,8.0,0.0,0.0,0.0,0.0
8466103ffffffff,6.0,0.0,0.0,0.0,0.0
8466107ffffffff,218.0,0.0,0.0,0.0,0.0
846610bffffffff,3.0,0.0,0.0,0.0,0.0
8466113ffffffff,23.0,0.0,0.0,0.0,0.0
8466117ffffffff,9.0,0.0,0.0,0.0,0.0
846611dffffffff,10.0,0.0,0.0,0.0,0.0
8466129ffffffff,2.0,0.0,0.0,0.0,0.0
8466131ffffffff,15.0,0.0,0.0,0.0,0.0
8466135ffffffff,5.0,0.0,0.0,0.0,0.0
8466139ffffffff,352.0,0.0,0.0,0.0,0.0
846613bffffffff,4.0,0.0,0.0,0.0,0.0
846613dffffffff,4.0,0.0,0.0,0.0,0.0
8466163ffffffff,58.0,0.0,0.0,0.0,0.0
8466165ffffffff,166.0,0.0,0.0,0.0,0.0
8466167ffffffff,13.0,0.0,0.0,0.0,0.0
8466183ffffffff,6.0,0.0,0.0,0.0,0.0
8466185ffffffff,6.0,0.0,0.0,0.0,0.0
8466191ffffffff,10.0,0.0,0.0,0.0,0.0
8466193ffffffff,154.0,0.0,0.0,0.0,0.0
8466197ffffffff,2.0,0.0,0.0,0.0,0.0
8466199ffffffff,11.0,0.0,0.0,0.0,0.0
846619bffffffff,569.0,0.0,0.0,0.0,0.0
84661a5ffffffff,48.0,0.0,0.0,0.0,0.0
84661a7ffffffff,12.0,0.0,0.0,0.0,0.0
84661adffffffff,51.0,0.0,0.0,0.0,0.0
84661b1ffffffff,651.0,42.0,0.0,0.0,0.0
84661b3ffffffff,8.0,0.0,0.0,0.0,0.0
84661b7ffffffff,5.0,0.0,0.0,0.0,0.0
84661b9ffffffff,41.0,0.0,0.0,0.0,0.0
84661bbffffffff,48.0,0.0,0.0,0.0,0.0
84661bdffffffff,35.0,0.0,0.0,0.0,0.0
84661c1ffffffff,2.0,0.0,0.0,0.0,0.0
84661cbffffffff,5.0,0.0,0.0,0.0,0.0
84661cdffffffff,57.0,0.0,0.0,0.0,0.0
84661d1ffffffff,20.0,0.0,0.0,0.0,0.0
84661d3ffffffff,2.0,0.0,0.0,0.0,0.0
84661d5ffffffff,2.0,0.0,0.0,0.0,0.0
84661d9ffffffff,5.0,0.0,0.0,0.0,0.0
84661dbffffffff,3.0,0.0,0.0,0.0,0.0
84661ddffffffff,14.0,0.0,0.0,0.0,0.0
84661ebffffffff,114.0,0.0,0.0,0.0,0.0
8466291ffffffff,3.0,0.0,0.0,0.0,0.0
846629dffffffff,4.0,0.0,0.0,0.0,0.0
84662b5ffffffff,7.0,0.0,0.0,0.0,0.0
84662b7ffffffff,1.0,0.0,0.0,0.0,0.0
84662d3ffffffff,2.0,0.0,0.0,0.0,0.0
84662e1ffffffff,1.0,0.0,0.0,0.0,0.0
8466411ffffffff,21.0,0.0,0.0,0.0,0.0
8466415ffffffff,97.0,0.0,0.0,0.0,0.0
8466417ffffffff,6.0,0.0,0.0,0.0,0.0
846641dffffffff,154.0,0.0,0.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0,0.0,0.0
846645dffffffff,3.0,0.0,0.0,0.0,0.0
8466485ffffffff,1.0,0.0,0.0,0.0,0.0
8466487ffffffff,4.0,0.0,0.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0,0.0
84664d5ffffffff,1.0,0.0,0.0,0.0,0.0
84664e1ffffffff,1.0,0.0,0.0,0.0,0.0
84664e9ffffffff,3.0,0.0,0.0,0.0,0.0
8466529ffffffff,3.0,0.0,0.0,0.0,0.0
846652dffffffff,4.0,0.0,0.0,0.0,0.0
8466537ffffffff,6.0,0.0,0.0,0.0,0.0
8466545ffffffff,3.0,0.0,0.0,0.0,0.0
8466549ffffffff,2.0,0.0,0.0,0.0,0.0
8466565ffffffff,3.0,0.0,0.0,0.0,0.0
846656dffffffff,21.0,0.0,0.0,0.0,0.0
84665a3ffffffff,6.0,0.0,0.0,0.0,0.0
84665abffffffff,155.0,0.0,0.0,0.0,0.0
84665bdffffffff,182.0,0.0,0.0,0.0,0.0
84665e9ffffffff,4.0,0.0,0.0,0.0,0.0
8466637ffffffff,6.0,0.0,0.0,0.0,0.0
846663dffffffff,2.0,0.0,0.0,0.0,0.0
84666a1ffffffff,2.0,0.0,0.0,0.0,0.0
84666b9ffffffff,1.0,0.0,0.0,0.0,0.0
84666c5ffffffff,4.0,0.0,0.0,0.0,0.0
84666e3ffffffff,5.0,0.0,0.0,0.0,0.0
84666ebffffffff,8.0,0.0,0.0,0.0,0.0
846670dffffffff,2.0,0.0,0.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0,0.0,0.0
8466763ffffffff,4.0,0.0,0.0,0.0,0.0
8466a01ffffffff,104.0,0.0,0.0,0.0,0.0
8466a05ffffffff,25.0,0.0,0.0,0.0,0.0
8466a09ffffffff,2.0,0.0,0.0,0.0,0.0
8466a0bffffffff,722.0,0.0,0.0,0.0,0.0
8466a29ffffffff,2.0,0.0,0.0,0.0,0.0
8466a2dffffffff,10.0,0.0,0.0,0.0,0.0
8466a51ffffffff,305.0,0.0,0.0,0.0,0.0
8466a55ffffffff,3.0,0.0,0.0,0.0,0.0
8466a57ffffffff,105.0,0.0,0.0,0.0,0.0
8466a59ffffffff,5.0,0.0,0.0,0.0,0.0
8466a5bffffffff,50.0,0.0,0.0,0.0,0.0
8466a5dffffffff,9.0,0.0,0.0,0.0,0.0
8466a65ffffffff,52.0,0.0,0.0,0.0,0.0
8466b01ffffffff,199.0,0.0,0.0,0.0,0.0
8466b05ffffffff,1.0,0.0,0.0,0.0,0.0
8466b09ffffffff,297.0,0.0,0.0,0.0,0.0
8466b0bffffffff,622.0,0.0,0.0,0.0,0.0
8466b1dffffffff,5.0,0.0,0.0,0.0,0.0
8466b41ffffffff,90.0,0.0,0.0,0.0,0.0
8466b43ffffffff,34.0,0.0,0.0,0.0,0.0
8466b45ffffffff,199.0,0.0,0.0,0.0,0.0
8466b47ffffffff,227.0,0.0,0.0,0.0,0.0
8466b49ffffffff,892.0,0.0,0.0,0.0,0.0
8466b4bffffffff,31.0,0.0,0.0,0.0,0.0
8466b4dffffffff,909.0,0.0,0.0,0.0,0.0
8466b51ffffffff,90.0,0.0,0.0,0.0,0.0
8466b55ffffffff,829.0,0.0,0.0,0.0,0.0
8466b57ffffffff,12.0,0.0,0.0,0.0,0.0
8466b59ffffffff,78.0,0.0,0.0,0.0,0.0
8466b5bffffffff,377.0,0.0,0.0,0.0,0.0
8466b5dffffffff,10.0,0.0,0.0,0.0,0.0
8466b69ffffffff,9.0,0.0,0.0,0.0,0.0
8466c01ffffffff,23.0,0.0,0.0,0.0,0.0
8466c05ffffffff,5.0,0.0,0.0,0.0,0.0
8466c0dffffffff,35.0,0.0,0.0,0.0,0.0
8466c15ffffffff,1.0,0.0,0.0,0.0,0.0
8466c19ffffffff,8.0,0.0,0.0,0.0,0.0
8466c21ffffffff,75.0,0.0,0.0,0.0,0.0
8466c23ffffffff,74.0,0.0,0.0,0.0,0.0
8466c25ffffffff,2.0,0.0,0.0,0.0,0.0
8466c27ffffffff,34.0,0.0,0.0,0.0,0.0
8466c29ffffffff,108.0,0.0,0.0,0.0,0.0
8466c2bffffffff,21.0,0.0,0.0,0.0,0.0
8466c2dffffffff,61.0,0.0,0.0,0.0,0.0
8466c35ffffffff,6.0,0.0,0.0,0.0,0.0
8466c37ffffffff,1.0,0.0,1.0,0.0,0.0
8466c53ffffffff,10.0,0.0,0.0,0.0,0.0
8466c57ffffffff,23.0,0.0,0.0,0.0,0.0
8466c5bffffffff,1.0,0.0,0.0,0.0,0.0
8466c5dffffffff,69.0,0.0,0.0,0.0,0.0
8466c63ffffffff,3.0,0.0,0.0,0.0,0.0
8466c95ffffffff,10.0,0.0,0.0,0.0,0.0
8466cc5ffffffff,14.0,0.0,0.0,0.0,0.0
8466cd1ffffffff,4.0,0.0,0.0,0.0,0.0
8466cdbffffffff,5.0,0.0,0.0,0.0,0.0
8466ce1ffffffff,6.0,0.0,0.0,0.0,0.0
8466ce5ffffffff,3.0,0.0,0.0,0.0,0.0
8466ce9ffffffff,45.0,0.0,0.0,0.0,0.0
8466cedffffffff,13.0,0.0,0.0,0.0,0.0
8466d01ffffffff,6.0,0.0,0.0,0.0,0.0
8466d03ffffffff,27.0,0.0,0.0,0.0,0.0
8466d07ffffffff,98.0,10.0,0.0,0.0,0.0
8466d09ffffffff,2.0,0.0,0.0,0.0,0.0
8466d0bffffffff,2041.0,58.0,0.0,0.0,0.0
8466d0dffffffff,4.0,0.0,0.0,0.0,0.0
8466d13ffffffff,10.0,0.0,0.0,0.0,0.0
8466d1bffffffff,539.0,0.0,0.0,0.0,0.0
8466d1dffffffff,2.0,0.0,0.0,0.0,0.0
8466d23ffffffff,88.0,1.0,0.0,0.0,0.0
8466d25ffffffff,2.0,0.0,0.0,0.0,0.0
8466d27ffffffff,10.0,0.0,0.0,0.0,0.0
8466d31ffffffff,1606.0,99.0,0.0,0.0,0.0
8466d35ffffffff,1623.0,94.0,0.0,0.0,0.0
8466d37ffffffff,92.0,8.0,0.0,0.0,0.0
8466d3dffffffff,69.0,0.0,0.0,0.0,0.0
8466d51ffffffff,5.0,0.0,0.0,0.0,0.0
8466d55ffffffff,38.0,0.0,0.0,0.0,0.0
8466d81ffffffff,109.0,0.0,5.0,0.0,0.0
8466d89ffffffff,3.0,0.0,0.0,0.0,0.0
8466da1ffffffff,6.0,0.0,0.0,0.0,0.0
8466da7ffffffff,5.0,0.0,0.0,0.0,0.0
8466da9ffffffff,2.0,0.0,0.0,0.0,0.0
8466dadffffffff,214.0,0.0,21.0,0.0,0.0
8466db1ffffffff,11.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,489.0,0.0,23.0,0.0,0.0
8466dc7ffffffff,18.0,0.0,0.0,0.0,0.0
8466dc9ffffffff,9.0,0.0,0.0,0.0,0.0
8466dcbffffffff,7.0,0.0,0.0,0.0,0.0
8466dd1ffffffff,3.0,0.0,0.0,0.0,0.0
8466dd3ffffffff,5.0,0.0,0.0,0.0,0.0
8466dd5ffffffff,41.0,0.0,1.0,0.0,0.0
8466dd7ffffffff,3.0,0.0,0.0,0.0,0.0
8466dd9ffffffff,4.0,0.0,0.0,0.0,0.0
8466ddbffffffff,10.0,0.0,0.0,0.0,0.0
8466dddffffffff,18.0,0.0,8.0,0.0,0.0
8466de1ffffffff,536.0,0.0,33.0,0.0,0.0
8466de3ffffffff,90.0,0.0,2.0,0.0,0.0
8466de7ffffffff,17.0,0.0,0.0,0.0,0.0
8466de9ffffffff,5.0,0.0,0.0,0.0,0.0
8466debffffffff,128.0,0.0,10.0,0.0,0.0
8466dedffffffff,2.0,0.0,0.0,0.0,0.0
8466e03ffffffff,44.0,0.0,0.0,0.0,0.0
8466e07ffffffff,19.0,0.0,0.0,0.0,0.0
8466e09ffffffff,1.0,0.0,0.0,0.0,0.0
8466e0bffffffff,90.0,0.0,0.0,0.0,0.0
8466e11ffffffff,4.0,0.0,0.0,0.0,0.0
8466e15ffffffff,38.0,0.0,0.0,0.0,0.0
8466e19ffffffff,2.0,0.0,0.0,0.0,0.0
8466e1dffffffff,6.0,0.0,0.0,0.0,0.0
8466e33ffffffff,7.0,0.0,0.0,0.0,0.0
8466e39ffffffff,12.0,0.0,0.0,0.0,0.0
8466e3bffffffff,16.0,0.0,0.0,0.0,0.0
8466e3dffffffff,1.0,0.0,0.0,0.0,0.0
8466e41ffffffff,4.0,0.0,0.0,0.0,0.0
8466e47ffffffff,10.0,0.0,0.0,0.0,0.0
8466e49ffffffff,7.0,0.0,0.0,0.0,0.0
8466e4dffffffff,3.0,0.0,0.0,0.0,0.0
8466e51ffffffff,2.0,0.0,0.0,0.0,0.0
8466e57ffffffff,376.0,0.0,0.0,0.0,0.0
8466e59ffffffff,65.0,0.0,0.0,0.0,0.0
8466e65ffffffff,17.0,0.0,0.0,0.0,0.0
8466e67ffffffff,2.0,0.0,0.0,0.0,0.0
8466e6dffffffff,2.0,0.0,0.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0,0.0,0.0
8466e8dffffffff,5.0,0.0,0.0,0.0,0.0
8466e9dffffffff,5.0,0.0,0.0,0.0,0.0
8466eadffffffff,2.0,0.0,0.0,0.0,0.0
8466ec1ffffffff,4.0,0.0,0.0,0.0,0.0
8466ec3ffffffff,6.0,0.0,0.0,0.0,0.0
8466ec5ffffffff,16.0,0.0,0.0,0.0,0.0
8466ec7ffffffff,49.0,0.0,0.0,0.0,0.0
8466ec9ffffffff,24.0,0.0,0.0,0.0,0.0
8466ecbffffffff,85.0,0.0,0.0,0.0,0.0
8466ecdffffffff,2.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,70.0,0.0,0.0,0.0,0.0
8466ee7ffffffff,7.0,0.0,0.0,0.0,0.0
8466eebffffffff,6.0,0.0,0.0,0.0,0.0
8466eedffffffff,8.0,0.0,0.0,0.0,0.0
8466f01ffffffff,11.0,0.0,0.0,0.0,0.0
8466f03ffffffff,451.0,0.0,0.0,0.0,0.0
8466f0bffffffff,482.0,0.0,0.0,0.0,0.0
8466f1dffffffff,237.0,5.0,0.0,0.0,0.0
8466f33ffffffff,2.0,0.0,0.0,0.0,0.0
8466f35ffffffff,5.0,0.0,0.0,0.0,0.0
8466f3bffffffff,2.0,0.0,0.0,0.0,0.0
8466f57ffffffff,105.0,0.0,0.0,0.0,0.0
8466f5dffffffff,22.0,0.0,0.0,0.0,0.0
8467537ffffffff,4.0,0.0,0.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0,0.0,0.0
84675c7ffffffff,1.0,0.0,0.0,0.0,0.0
84675cbffffffff,1.0,0.0,0.0,0.0,0.0
84675ebffffffff,2.0,0.0,0.0,0.0,0.0
8467909ffffffff,7.0,0.0,0.0,0.0,0.0
846790bffffffff,8.0,0.0,0.0,0.0,0.0
846793bffffffff,4.0,0.0,0.0,0.0,0.0
8467945ffffffff,3.0,0.0,0.0,0.0,0.0
8467961ffffffff,102.0,0.0,0.0,0.0,0.0
8467963ffffffff,4.0,0.0,0.0,0.0,0.0
8467969ffffffff,3.0,0.0,0.0,0.0,0.0
84679a1ffffffff,31.0,0.0,0.0,0.0,0.0
84679a3ffffffff,11.0,0.0,0.0,0.0,0.0
84679a5ffffffff,2365.0,0.0,0.0,0.0,0.0
84679a7ffffffff,470.0,0.0,0.0,0.0,0.0
84679b3ffffffff,9.0,0.0,0.0,0.0,0.0
84679b5ffffffff,51.0,0.0,0.0,0.0,0.0
84679b7ffffffff,265.0,0.0,0.0,0.0,0.0
846d201ffffffff,5.0,0.0,0.0,0.0,0.0
846d203ffffffff,27.0,0.0,0.0,0.0,0.0
846d20bffffffff,5.0,0.0,0.0,0.0,0.0
846d21bffffffff,8.0,7.0,0.0,0.0,0.0
846d21dffffffff,116.0,6.0,0.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0,0.0
846d22bffffffff,2.0,0.0,0.0,0.0,0.0
846d23dffffffff,2.0,0.0,0.0,0.0,0.0
846d2c1ffffffff,31.0,8.0,0.0,0.0,0.0
846d2c3ffffffff,40.0,4.0,0.0,0.0,0.0
846d2c5ffffffff,13.0,6.0,0.0,0.0,0.0
846d2c9ffffffff,181.0,14.0,0.0,0.0,0.0
846d2cbffffffff,33.0,2.0,0.0,0.0,0.0
846d2d1ffffffff,34.0,10.0,0.0,0.0,0.0
846d2d9ffffffff,7.0,2.0,0.0,0.0,0.0
846d2ddffffffff,26.0,7.0,0.0,0.0,0.0
846d30dffffffff,11.0,0.0,0.0,0.0,0.0
846d319ffffffff,42.0,4.0,0.0,0.0,0.0
846d31bffffffff,7.0,0.0,0.0,0.0,0.0
846d681ffffffff,72.0,0.0,0.0,0.0,0.0
846d689ffffffff,40.0,0.0,0.0,0.0,0.0
846d68bffffffff,1173.0,0.0,0.0,0.0,0.0
846d68dffffffff,29.0,0.0,0.0,0.0,0.0
846d691ffffffff,672.0,0.0,0.0,0.0,0.0
846d693ffffffff,170.0,0.0,0.0,0.0,0.0
846d695ffffffff,2.0,0.0,0.0,0.0,0.0
846d697ffffffff,1443.0,0.0,0.0,0.0,0.0
846d699ffffffff,427.0,0.0,0.0,0.0,0.0
846d69bffffffff,1858.0,0.0,0.0,0.0,0.0
846d69dffffffff,3302.0,0.0,0.0,0.0,0.0
846d6c9ffffffff,2.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,45.0,0.0,0.0,0.0,0.0
846d6d3ffffffff,162.0,0.0,0.0,0.0,0.0
846d6d7ffffffff,2.0,0.0,0.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0,0.0,0.0
8480445ffffffff,31.0,0.0,0.0,0.0,0.0
848044dffffffff,5.0,0.0,0.0,0.0,0.0
8480465ffffffff,6.0,0.0,0.0,0.0,0.0
8480469ffffffff,281.0,0.0,1.0,0.0,0.0
84804cbffffffff,5.0,0.0,0.0,0.0,0.0
8480619ffffffff,7.0,0.0,0.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0,0.0,0.0
8480625ffffffff,8.0,0.0,0.0,0.0,0.0
8480655ffffffff,13.0,0.0,0.0,0.0,0.0
8480665ffffffff,6.0,0.0,0.0,0.0,0.0
848066bffffffff,15.0,0.0,0.0,0.0,0.0
848068bffffffff,4.0,0.0,0.0,0.0,0.0
84806a3ffffffff,4.0,0.0,0.0,0.0,0.0
84806abffffffff,2.0,0.0,0.0,0.0,0.0
84806b3ffffffff,2.0,0.0,0.0,0.0,0.0
84806b7ffffffff,30.0,0.0,1.0,0.0,0.0
8480713ffffffff,14.0,0.0,0.0,0.0,0.0
8480723ffffffff,3.0,0.0,0.0,0.0,0.0
8480737ffffffff,9.0,0.0,0.0,0.0,0.0
8480755ffffffff,1.0,0.0,0.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0,0.0,0.0
8481141ffffffff,2.0,0.0,0.0,0.0,0.0
8481149ffffffff,1.0,0.0,0.0,0.0,0.0
8481321ffffffff,16.0,0.0,0.0,0.0,1.0
8481327ffffffff,23.0,0.0,0.0,0.0,3.0
8481339ffffffff,5.0,0.0,0.0,0.0,2.0
8481363ffffffff,4.0,0.0,0.0,0.0,0.0
8481403ffffffff,9.0,0.0,0.0,0.0,0.0
8481407ffffffff,2.0,0.0,0.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0,0.0,0.0
84814a1ffffffff,4.0,0.0,0.0,0.0,0.0
84814a9ffffffff,9.0,0.0,0.0,0.0,0.0
84814adffffffff,25.0,0.0,0.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0,0.0,0.0
84814d5ffffffff,9.0,0.0,0.0,0.0,0.0
84814e3ffffffff,18.0,0.0,0.0,0.0,0.0
84814e7ffffffff,45.0,0.0,0.0,0.0,0.0
8481583ffffffff,10.0,0.0,0.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0,0.0,0.0
84815d9ffffffff,7.0,0.0,0.0,0.0,0.0
84815dbffffffff,1.0,0.0,0.0,0.0,0.0
8481637ffffffff,4.0,0.0,0.0,0.0,0.0
848a001ffffffff,1.0,0.0,0.0,0.0,0.0
848a003ffffffff,6.0,0.0,0.0,0.0,0.0
848a00bffffffff,12.0,0.0,0.0,0.0,0.0
848a01dffffffff,10.0,0.0,0.0,0.0,0.0
848a04bffffffff,5.0,0.0,0.0,0.0,0.0
848a051ffffffff,4.0,0.0,0.0,0.0,0.0
848a053ffffffff,1.0,0.0,0.0,0.0,0.0
848a055ffffffff,2.0,0.0,0.0,0.0,0.0
848a059ffffffff,9.0,0.0,0.0,0.0,0.0
848a05bffffffff,16.0,0.0,0.0,0.0,0.0
848a05dffffffff,9.0,0.0,0.0,0.0,2.0
848a069ffffffff,20.0,0.0,0.0,0.0,2.0
848a109ffffffff,11.0,0.0,0.0,0.0,0.0
848a155ffffffff,23.0,0.0,0.0,0.0,0.0
848a157ffffffff,9.0,0.0,1.0,0.0,0.0
848a1a7ffffffff,10.0,0.0,0.0,0.0,0.0
848a213ffffffff,8.0,0.0,0.0,0.0,3.0
848a217ffffffff,5.0,0.0,0.0,0.0,0.0
848a233ffffffff,3.0,0.0,0.0,0.0,0.0
