cell_id,Mionectes oleagineus,Mionectes oleagineus assimilis,Mionectes oleagineus parcus,Mionectes oleagineus pacificus,Mionectes oleagineus [oleagineus Group]
82806ffffffffff,3.0,0.0,0.0,0.0,0.0
828077fffffffff,4.0,0.0,0.0,0.0,0.0
828117fffffffff,4.0,0.0,0.0,0.0,0.0
828137fffffffff,45.0,0.0,0.0,0.0,0.0
828147fffffffff,7.0,0.0,0.0,0.0,0.0
82814ffffffffff,29.0,0.0,0.0,0.0,0.0
82815ffffffffff,14.0,0.0,0.0,0.0,0.0
828187fffffffff,80.0,0.0,0.0,0.0,0.0
828a07fffffffff,27.0,0.0,0.0,0.0,0.0
828a17fffffffff,15.0,0.0,0.0,0.0,0.0
828a1ffffffffff,13.0,0.0,0.0,0.0,0.0
828a37fffffffff,9.0,0.0,0.0,0.0,0.0
828a47fffffffff,143.0,0.0,0.0,0.0,0.0
828a4ffffffffff,10.0,0.0,0.0,0.0,0.0
828a57fffffffff,2.0,0.0,0.0,0.0,0.0
828a6ffffffffff,240.0,0.0,0.0,0.0,0.0
828a87fffffffff,11.0,0.0,0.0,0.0,0.0
828aaffffffffff,11.0,0.0,0.0,0.0,0.0
828ab7fffffffff,1.0,0.0,0.0,0.0,0.0
828adffffffffff,17.0,0.0,0.0,0.0,0.0
828af7fffffffff,147.0,0.0,0.0,0.0,0.0
828b0ffffffffff,2.0,0.0,0.0,0.0,0.0
828b1ffffffffff,2.0,0.0,0.0,0.0,0.0
828b27fffffffff,9.0,0.0,0.0,0.0,0.0
828b2ffffffffff,18.0,0.0,0.0,0.0,0.0
828b47fffffffff,262.0,0.0,0.0,0.0,0.0
828b67fffffffff,203.0,0.0,0.0,0.0,0.0
828b6ffffffffff,26.0,0.0,0.0,0.0,0.0
828b77fffffffff,39.0,0.0,0.0,0.0,0.0
828b87fffffffff,6.0,0.0,0.0,0.0,0.0
828b8ffffffffff,5.0,0.0,0.0,0.0,0.0
828b9ffffffffff,227.0,0.0,0.0,0.0,0.0
828ba7fffffffff,1.0,0.0,0.0,0.0,0.0
828bb7fffffffff,17.0,0.0,0.0,0.0,0.0
828e67fffffffff,5.0,0.0,0.0,0.0,0.0
828f0ffffffffff,184.0,0.0,0.0,0.0,0.0
828f2ffffffffff,301.0,0.0,0.0,0.0,0.0
828f47fffffffff,394.0,0.0,0.0,0.0,0.0
828f4ffffffffff,27.0,0.0,0.0,0.0,0.0
828f5ffffffffff,4.0,0.0,0.0,0.0,0.0
828f67fffffffff,173.0,0.0,0.0,0.0,0.0
828f6ffffffffff,25.0,0.0,0.0,0.0,0.0
828f77fffffffff,85.0,0.0,0.0,0.0,0.0
82a597fffffffff,32.0,0.0,0.0,0.0,0.0
82a887fffffffff,8.0,0.0,0.0,0.0,0.0
82a897fffffffff,26.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,364.0,0.0,0.0,0.0,0.0
82a8b7fffffffff,10.0,0.0,0.0,0.0,0.0
82b327fffffffff,9.0,0.0,0.0,0.0,0.0
