cell_id,Fulmarus glacialis,Fulmarus glacialis glacialis/auduboni,Fulmarus glacialis rodgersii
840704bffffffff,1.0,0.0,0.0
840705dffffffff,2.0,0.0,0.0
8407069ffffffff,2.0,0.0,0.0
84070ddffffffff,2.0,0.0,0.0
8407123ffffffff,4.0,0.0,0.0
8407129ffffffff,2.0,0.0,0.0
840712bffffffff,2.0,0.0,0.0
8407185ffffffff,1.0,0.0,0.0
84071a1ffffffff,2.0,0.0,0.0
8407411ffffffff,348.0,19.0,0.0
8407415ffffffff,4.0,0.0,0.0
8407417ffffffff,257.0,25.0,0.0
8407419ffffffff,1.0,0.0,0.0
8407425ffffffff,49.0,10.0,0.0
8407427ffffffff,2.0,0.0,0.0
840742dffffffff,5.0,0.0,0.0
8407431ffffffff,19.0,1.0,0.0
8407433ffffffff,104.0,2.0,0.0
8407437ffffffff,59.0,8.0,0.0
8407439ffffffff,4.0,0.0,0.0
840743bffffffff,1.0,0.0,0.0
840744bffffffff,21.0,2.0,0.0
8407451ffffffff,36.0,1.0,0.0
8407455ffffffff,1.0,0.0,0.0
8407457ffffffff,1.0,0.0,0.0
840745dffffffff,153.0,5.0,0.0
8407461ffffffff,1.0,0.0,0.0
8407465ffffffff,100.0,3.0,0.0
8407467ffffffff,93.0,30.0,0.0
840746dffffffff,6.0,0.0,0.0
84074e9ffffffff,124.0,17.0,0.0
84074edffffffff,252.0,13.0,0.0
8407511ffffffff,2.0,0.0,0.0
8407513ffffffff,30.0,0.0,0.0
8407517ffffffff,2.0,0.0,0.0
8407519ffffffff,8.0,1.0,0.0
840751bffffffff,29.0,2.0,0.0
840751dffffffff,1.0,1.0,0.0
8407525ffffffff,1.0,0.0,0.0
8407527ffffffff,1.0,1.0,0.0
8407533ffffffff,4.0,0.0,0.0
8407535ffffffff,1.0,0.0,0.0
8407537ffffffff,1.0,0.0,0.0
840753bffffffff,44.0,0.0,0.0
8407543ffffffff,2.0,0.0,0.0
8407545ffffffff,2.0,0.0,0.0
8407551ffffffff,31.0,6.0,0.0
8407553ffffffff,14.0,0.0,0.0
8407559ffffffff,25.0,4.0,0.0
840755bffffffff,70.0,4.0,0.0
840755dffffffff,65.0,0.0,0.0
8407581ffffffff,217.0,25.0,0.0
8407585ffffffff,14.0,0.0,0.0
8407589ffffffff,174.0,17.0,0.0
840758dffffffff,241.0,23.0,0.0
84075a9ffffffff,163.0,14.0,0.0
84075c1ffffffff,2.0,0.0,0.0
84075c3ffffffff,8.0,5.0,0.0
84075c5ffffffff,11.0,7.0,0.0
84075c7ffffffff,140.0,15.0,0.0
84075cbffffffff,79.0,25.0,0.0
84075cdffffffff,30.0,1.0,0.0
84075d1ffffffff,660.0,52.0,0.0
84075d9ffffffff,83.0,7.0,0.0
84075ddffffffff,281.0,28.0,0.0
84075e1ffffffff,26.0,0.0,0.0
84075e3ffffffff,23.0,1.0,0.0
84075e5ffffffff,5.0,0.0,0.0
84075e7ffffffff,18.0,5.0,0.0
84075e9ffffffff,3.0,1.0,0.0
84075ebffffffff,244.0,35.0,0.0
84075edffffffff,127.0,4.0,0.0
8407621ffffffff,100.0,2.0,0.0
8407623ffffffff,346.0,21.0,0.0
8407625ffffffff,30.0,0.0,0.0
8407627ffffffff,19.0,3.0,0.0
840762bffffffff,5.0,0.0,0.0
8407635ffffffff,224.0,14.0,0.0
8407685ffffffff,1.0,1.0,0.0
84076a5ffffffff,1.0,1.0,0.0
84076d1ffffffff,2.0,0.0,0.0
84076dbffffffff,1.0,0.0,0.0
8407703ffffffff,131.0,5.0,0.0
8407711ffffffff,6.0,1.0,0.0
8407715ffffffff,26.0,2.0,0.0
8407719ffffffff,8.0,2.0,0.0
840771dffffffff,12.0,0.0,0.0
8407731ffffffff,136.0,9.0,0.0
8407733ffffffff,496.0,28.0,0.0
8407737ffffffff,7.0,0.0,0.0
8407739ffffffff,71.0,6.0,0.0
840773bffffffff,201.0,13.0,0.0
8407753ffffffff,98.0,8.0,0.0
8407a8bffffffff,1.0,0.0,0.0
8407aebffffffff,1.0,0.0,0.0
8408051ffffffff,2.0,0.0,0.0
8408065ffffffff,1.0,0.0,0.0
840806dffffffff,1.0,0.0,0.0
8408239ffffffff,4.0,0.0,0.0
8408287ffffffff,1.0,0.0,0.0
84082dbffffffff,1.0,0.0,0.0
84082e7ffffffff,2.0,0.0,0.0
8408317ffffffff,1.0,0.0,0.0
8408361ffffffff,1.0,0.0,0.0
840836dffffffff,8.0,0.0,0.0
8408edbffffffff,1.0,0.0,0.0
84094a5ffffffff,2.0,2.0,0.0
8409529ffffffff,1.0,0.0,0.0
8409587ffffffff,1.0,0.0,0.0
8409599ffffffff,5.0,0.0,0.0
840959dffffffff,1.0,0.0,0.0
8409805ffffffff,14.0,0.0,0.0
8409829ffffffff,5.0,0.0,0.0
840982bffffffff,1.0,0.0,0.0
8409907ffffffff,3.0,0.0,0.0
840990dffffffff,1.0,0.0,0.0
8409911ffffffff,2.0,0.0,0.0
8409917ffffffff,7.0,0.0,0.0
840991bffffffff,41.0,0.0,0.0
8409929ffffffff,3.0,0.0,0.0
8409933ffffffff,2.0,0.0,0.0
8409957ffffffff,1.0,0.0,0.0
8409963ffffffff,3.0,0.0,0.0
8409991ffffffff,10.0,10.0,0.0
8409995ffffffff,3.0,3.0,0.0
84099adffffffff,1.0,1.0,0.0
84099e1ffffffff,2.0,0.0,0.0
84099e5ffffffff,2.0,0.0,0.0
84099e9ffffffff,4.0,0.0,0.0
8409a09ffffffff,117.0,1.0,0.0
8409a41ffffffff,34.0,4.0,0.0
8409a43ffffffff,4.0,0.0,0.0
8409a45ffffffff,30.0,2.0,0.0
8409a47ffffffff,38.0,0.0,0.0
8409a4dffffffff,35.0,0.0,0.0
8409a55ffffffff,57.0,4.0,0.0
8409a69ffffffff,191.0,9.0,0.0
8409a6bffffffff,102.0,9.0,0.0
8409acbffffffff,1.0,0.0,0.0
8409b1bffffffff,4.0,0.0,0.0
8409b37ffffffff,2.0,0.0,0.0
840c125ffffffff,3.0,0.0,0.0
840c415ffffffff,309.0,0.0,0.0
840c419ffffffff,8.0,0.0,0.0
840c41dffffffff,3.0,0.0,0.0
840c421ffffffff,37.0,0.0,0.0
840c423ffffffff,13.0,0.0,4.0
840c425ffffffff,12.0,0.0,0.0
840c427ffffffff,51.0,0.0,0.0
840c42bffffffff,1.0,0.0,0.0
840c42dffffffff,27.0,0.0,0.0
840c435ffffffff,4.0,0.0,4.0
840c437ffffffff,4.0,0.0,4.0
840c43dffffffff,4.0,0.0,0.0
840c4c1ffffffff,2.0,0.0,0.0
840c4cbffffffff,2.0,0.0,0.0
840c4cdffffffff,2.0,0.0,1.0
840c4e5ffffffff,1.0,0.0,0.0
840c4e9ffffffff,2.0,0.0,0.0
840c4edffffffff,2.0,0.0,0.0
840c503ffffffff,5.0,0.0,0.0
840c513ffffffff,2.0,0.0,0.0
840c515ffffffff,18.0,0.0,0.0
840c51dffffffff,18.0,0.0,0.0
840c523ffffffff,1.0,0.0,0.0
840c531ffffffff,2.0,0.0,0.0
840c533ffffffff,2.0,0.0,0.0
840c53bffffffff,14.0,0.0,0.0
840c5a1ffffffff,19.0,0.0,0.0
840c5a5ffffffff,2.0,0.0,0.0
840c5a7ffffffff,24.0,0.0,0.0
840c5adffffffff,20.0,0.0,0.0
840c5b5ffffffff,3.0,0.0,0.0
840c5bbffffffff,1.0,0.0,0.0
840c5bdffffffff,3.0,0.0,0.0
840c5c7ffffffff,2.0,0.0,0.0
840c5c9ffffffff,3.0,0.0,0.0
840c5d5ffffffff,1.0,0.0,0.0
840c5d9ffffffff,1.0,0.0,0.0
840c5e3ffffffff,5.0,0.0,0.0
840c5e5ffffffff,10.0,0.0,0.0
840c5e7ffffffff,13.0,0.0,0.0
840c5edffffffff,13.0,0.0,0.0
840c683ffffffff,20.0,0.0,0.0
840c687ffffffff,22.0,0.0,0.0
840c68bffffffff,2.0,0.0,0.0
840c691ffffffff,4.0,0.0,0.0
840c695ffffffff,1.0,0.0,0.0
840c697ffffffff,2.0,0.0,0.0
840c699ffffffff,21.0,0.0,0.0
840c69bffffffff,12.0,0.0,0.0
840c69dffffffff,20.0,0.0,0.0
840c6a1ffffffff,15.0,0.0,0.0
840c6a3ffffffff,13.0,0.0,0.0
840c6a5ffffffff,13.0,0.0,0.0
840c6a7ffffffff,11.0,0.0,0.0
840c6abffffffff,16.0,0.0,0.0
840c6b3ffffffff,2.0,0.0,0.0
840c6b7ffffffff,2.0,0.0,0.0
840c6bdffffffff,8.0,0.0,0.0
840c807ffffffff,3.0,0.0,0.0
840c809ffffffff,28.0,0.0,2.0
840c80bffffffff,2.0,0.0,2.0
840c897ffffffff,3.0,0.0,0.0
840c89dffffffff,3.0,0.0,0.0
840c8a3ffffffff,1.0,0.0,0.0
840c8a7ffffffff,2.0,0.0,0.0
840c8adffffffff,4.0,0.0,1.0
840c8e7ffffffff,1.0,0.0,1.0
840c993ffffffff,3.0,0.0,0.0
840c999ffffffff,2.0,0.0,2.0
840c9d9ffffffff,2.0,0.0,2.0
840ca15ffffffff,2.0,0.0,2.0
840ca25ffffffff,4.0,0.0,0.0
840ca29ffffffff,8.0,0.0,0.0
840ca2bffffffff,3.0,0.0,0.0
840ca2dffffffff,12.0,0.0,0.0
840ca37ffffffff,1.0,0.0,1.0
840ca41ffffffff,14.0,0.0,0.0
840ca43ffffffff,1689.0,0.0,0.0
840ca47ffffffff,14.0,0.0,0.0
840ca4bffffffff,4.0,0.0,0.0
840ca53ffffffff,1.0,0.0,0.0
840ca63ffffffff,19.0,0.0,0.0
840ca67ffffffff,6.0,0.0,0.0
840ca6bffffffff,14.0,0.0,0.0
840cab5ffffffff,1.0,0.0,0.0
840cb19ffffffff,4.0,0.0,0.0
840cb6dffffffff,9.0,0.0,0.0
840cc83ffffffff,3.0,0.0,0.0
840cc8dffffffff,1.0,0.0,0.0
840cc9dffffffff,6.0,0.0,0.0
840ccb3ffffffff,2.0,0.0,0.0
840ccc1ffffffff,2.0,0.0,0.0
840ccc3ffffffff,7.0,0.0,0.0
840ccc5ffffffff,4.0,0.0,0.0
840ccc7ffffffff,2.0,0.0,0.0
840ccc9ffffffff,2.0,0.0,0.0
840cccdffffffff,4.0,0.0,0.0
840ccddffffffff,2.0,0.0,0.0
840cce3ffffffff,4.0,0.0,0.0
840cce7ffffffff,2.0,0.0,0.0
840ccebffffffff,4.0,0.0,0.0
840cd83ffffffff,1.0,0.0,0.0
840cd85ffffffff,4.0,0.0,0.0
840cd8dffffffff,7.0,0.0,0.0
840cd97ffffffff,2.0,0.0,0.0
840cd9dffffffff,8.0,0.0,0.0
840cda9ffffffff,14.0,0.0,0.0
840cdd3ffffffff,2.0,0.0,0.0
840cddbffffffff,5.0,0.0,0.0
840cdebffffffff,2.0,0.0,0.0
840ce81ffffffff,2.0,0.0,0.0
840ce83ffffffff,4.0,0.0,0.0
840ce87ffffffff,3.0,0.0,0.0
840ce89ffffffff,4.0,0.0,0.0
840ce8bffffffff,3.0,0.0,0.0
840ce93ffffffff,1.0,0.0,0.0
840ce97ffffffff,2.0,0.0,0.0
840ce9bffffffff,4.0,0.0,0.0
840ceb3ffffffff,6.0,0.0,0.0
840ceb5ffffffff,4.0,0.0,0.0
840ceb9ffffffff,2.0,0.0,0.0
840ced1ffffffff,2.0,0.0,0.0
840ced3ffffffff,2.0,0.0,0.0
840ced5ffffffff,1.0,0.0,0.0
840ced7ffffffff,4.0,0.0,0.0
840ced9ffffffff,3.0,0.0,0.0
840cee5ffffffff,14.0,0.0,0.0
840d003ffffffff,2.0,0.0,0.0
840d011ffffffff,1.0,0.0,0.0
840d01dffffffff,2.0,0.0,0.0
840d039ffffffff,26.0,0.0,0.0
840d03dffffffff,2.0,0.0,0.0
840d055ffffffff,2.0,0.0,0.0
840d105ffffffff,1.0,0.0,0.0
840d14bffffffff,2.0,0.0,0.0
840d1e5ffffffff,3.0,0.0,0.0
840d301ffffffff,2.0,0.0,0.0
840d305ffffffff,4.0,0.0,0.0
840d30dffffffff,2.0,0.0,0.0
840d317ffffffff,2.0,0.0,0.0
840d321ffffffff,2.0,0.0,0.0
840d8a7ffffffff,2.0,0.0,0.0
840d8b9ffffffff,8.0,0.0,0.0
840d8bbffffffff,1.0,0.0,0.0
840d8ddffffffff,2.0,0.0,0.0
840d98bffffffff,19.0,0.0,0.0
840dab7ffffffff,4.0,0.0,0.0
840dabdffffffff,6.0,0.0,0.0
840e493ffffffff,2.0,0.0,0.0
840e49bffffffff,10.0,0.0,0.0
840e4dbffffffff,10.0,0.0,0.0
840f0b1ffffffff,2.0,0.0,0.0
840f211ffffffff,1.0,0.0,0.0
840f23dffffffff,2.0,0.0,0.0
840f245ffffffff,3.0,0.0,0.0
840f247ffffffff,3.0,3.0,0.0
840f24bffffffff,2.0,0.0,0.0
840f24dffffffff,2.0,0.0,0.0
840f255ffffffff,2.0,2.0,0.0
840f261ffffffff,3.0,0.0,0.0
840f263ffffffff,2.0,0.0,0.0
840f269ffffffff,2.0,0.0,0.0
840f285ffffffff,2.0,0.0,0.0
840f291ffffffff,2.0,0.0,0.0
840f2e3ffffffff,2.0,0.0,0.0
840f2e7ffffffff,1.0,0.0,0.0
840f30bffffffff,1.0,0.0,0.0
840f31bffffffff,2.0,0.0,0.0
840f329ffffffff,2.0,0.0,0.0
840f34bffffffff,1.0,0.0,0.0
840f357ffffffff,2.0,0.0,0.0
840f35bffffffff,4.0,0.0,0.0
840f35dffffffff,3.0,0.0,0.0
840f363ffffffff,4.0,0.0,0.0
840f36dffffffff,2.0,0.0,0.0
840f483ffffffff,2.0,0.0,0.0
840f493ffffffff,2.0,0.0,0.0
840f509ffffffff,1.0,0.0,0.0
840f519ffffffff,6.0,0.0,0.0
840f54bffffffff,1.0,0.0,0.0
840f555ffffffff,3.0,0.0,0.0
840f643ffffffff,1.0,0.0,0.0
840f661ffffffff,6.0,0.0,0.0
840f669ffffffff,1.0,1.0,0.0
840f681ffffffff,2.0,0.0,0.0
840f68bffffffff,6.0,0.0,0.0
840fb1dffffffff,2.0,0.0,0.0
840fb49ffffffff,4.0,0.0,0.0
840fb5dffffffff,2.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0
8412917ffffffff,5.0,0.0,0.0
8412921ffffffff,4.0,0.0,0.0
8412923ffffffff,1.0,0.0,0.0
8412927ffffffff,4.0,0.0,0.0
8412929ffffffff,4.0,0.0,0.0
841292bffffffff,2.0,0.0,0.0
8412935ffffffff,4.0,0.0,0.0
841293bffffffff,3.0,0.0,0.0
841295dffffffff,15.0,0.0,0.0
8412961ffffffff,3.0,0.0,0.0
8412967ffffffff,2.0,0.0,0.0
8412969ffffffff,5.0,0.0,0.0
8412987ffffffff,2.0,0.0,0.0
84129a1ffffffff,4.0,0.0,0.0
84129a3ffffffff,1.0,0.0,0.0
84129a5ffffffff,11.0,0.0,0.0
84129a7ffffffff,7.0,0.0,0.0
84129abffffffff,2.0,0.0,0.0
84129adffffffff,14.0,0.0,0.0
84129b5ffffffff,7.0,0.0,0.0
84129b9ffffffff,2.0,0.0,0.0
84129bbffffffff,3.0,0.0,0.0
84129c5ffffffff,3.0,0.0,0.0
84129e1ffffffff,6.0,0.0,0.0
84129e3ffffffff,6.0,0.0,0.0
84129e5ffffffff,2.0,0.0,0.0
84129ebffffffff,2.0,0.0,0.0
84129edffffffff,10.0,0.0,0.0
8412b37ffffffff,4.0,0.0,0.0
8413921ffffffff,7.0,0.0,0.0
8413923ffffffff,8.0,0.0,0.0
841392dffffffff,4.0,0.0,0.0
8413931ffffffff,5.0,0.0,0.0
8413935ffffffff,12.0,0.0,0.0
8413965ffffffff,5.0,0.0,0.0
8413967ffffffff,4.0,0.0,0.0
841448dffffffff,2.0,0.0,0.0
8414497ffffffff,2.0,0.0,0.0
841451dffffffff,4.0,0.0,0.0
8414523ffffffff,2.0,0.0,0.0
8414583ffffffff,1.0,0.0,0.0
8414585ffffffff,2.0,0.0,0.0
8414587ffffffff,2.0,0.0,0.0
84145bdffffffff,4.0,0.0,0.0
84145e7ffffffff,4.0,0.0,0.0
8414c9dffffffff,2.0,0.0,0.0
8414cd1ffffffff,2.0,0.0,0.0
8414cd3ffffffff,2.0,0.0,0.0
8414cd7ffffffff,2.0,0.0,0.0
8414cdbffffffff,2.0,0.0,0.0
8416011ffffffff,11.0,0.0,0.0
8416097ffffffff,3.0,0.0,0.0
84160a1ffffffff,7.0,0.0,0.0
84160abffffffff,6.0,0.0,0.0
84160bdffffffff,6.0,0.0,0.0
84160c7ffffffff,57.0,0.0,0.0
84160e9ffffffff,17.0,0.0,0.0
84160ebffffffff,17.0,0.0,0.0
8416113ffffffff,6.0,0.0,0.0
8416117ffffffff,8.0,0.0,0.0
8416119ffffffff,15.0,0.0,0.0
8416129ffffffff,8.0,0.0,0.0
8416153ffffffff,4.0,0.0,0.0
8416155ffffffff,19.0,0.0,0.0
8416157ffffffff,27.0,0.0,0.0
8416163ffffffff,18.0,0.0,0.0
84161d1ffffffff,4.0,0.0,0.0
84161d5ffffffff,3.0,0.0,0.0
8416215ffffffff,3.0,0.0,0.0
841621bffffffff,6.0,0.0,0.0
841621dffffffff,6.0,0.0,0.0
841623bffffffff,3.0,0.0,0.0
8416257ffffffff,4.0,0.0,0.0
84162e5ffffffff,4.0,0.0,0.0
84162edffffffff,4.0,0.0,0.0
8416421ffffffff,5.0,0.0,0.0
8416423ffffffff,5.0,0.0,0.0
841643bffffffff,13.0,0.0,0.0
84164a7ffffffff,9.0,0.0,0.0
84164b7ffffffff,37.0,0.0,0.0
84164d3ffffffff,5.0,0.0,0.0
84164d5ffffffff,7.0,0.0,0.0
84164dbffffffff,1.0,0.0,1.0
84164e9ffffffff,4.0,0.0,0.0
8416505ffffffff,1.0,0.0,0.0
8416507ffffffff,53.0,0.0,0.0
841652bffffffff,2.0,0.0,0.0
8416539ffffffff,43.0,0.0,0.0
841653bffffffff,87.0,0.0,0.0
8416567ffffffff,1.0,0.0,0.0
8416581ffffffff,80.0,0.0,0.0
8416583ffffffff,2.0,0.0,0.0
8416585ffffffff,2.0,0.0,0.0
8416589ffffffff,13.0,0.0,0.0
841658bffffffff,25.0,0.0,0.0
841658dffffffff,56.0,0.0,0.0
8416591ffffffff,7.0,0.0,0.0
8416597ffffffff,2.0,0.0,0.0
841659bffffffff,47.0,0.0,0.0
841659dffffffff,63.0,0.0,0.0
84165c7ffffffff,5.0,0.0,0.0
84165cbffffffff,2.0,0.0,0.0
84165e1ffffffff,145.0,0.0,0.0
84165ebffffffff,16.0,0.0,0.0
84165edffffffff,46.0,0.0,0.0
84169d3ffffffff,1.0,0.0,0.0
