cell_id,Otidiphaps nobilis,Otidiphaps nobilis nobilis,Otidiphaps nobilis aruensis,Otidiphaps nobilis cervicalis,Otidiphaps nobilis insularis
8272a7fffffffff,2.0,2.0,0.0,0.0,0.0
829c8ffffffffff,5.0,0.0,0.0,0.0,0.0
829caffffffffff,3.0,0.0,0.0,1.0,0.0
