cell_id,Sitta carolinensis,Sitta carolinensis carolinensis,Sitta carolinensis [lagunae Group],Sitta carolinensis aculeata/alexandrae
8426281ffffffff,2.0,2.0,0.0,0.0
842629bffffffff,2.0,0.0,0.0,0.0
84262c1ffffffff,1.0,0.0,0.0,0.0
84262c9ffffffff,2.0,0.0,0.0,0.0
84262cdffffffff,6.0,2.0,0.0,0.0
84262dbffffffff,2.0,0.0,0.0,0.0
8426409ffffffff,3.0,0.0,0.0,0.0
842640dffffffff,4.0,0.0,0.0,0.0
8426413ffffffff,2.0,0.0,0.0,0.0
8426415ffffffff,4.0,0.0,0.0,0.0
8426417ffffffff,4.0,0.0,0.0,0.0
8426421ffffffff,6.0,0.0,0.0,0.0
8426425ffffffff,6.0,0.0,0.0,0.0
8426427ffffffff,7.0,0.0,0.0,0.0
8426429ffffffff,4.0,0.0,0.0,0.0
842642bffffffff,2.0,0.0,0.0,0.0
842642dffffffff,1.0,0.0,0.0,0.0
8426435ffffffff,3.0,0.0,0.0,0.0
8426437ffffffff,3.0,0.0,0.0,0.0
8426439ffffffff,1.0,0.0,0.0,0.0
842643dffffffff,3.0,0.0,0.0,0.0
8426443ffffffff,2.0,0.0,0.0,0.0
8426455ffffffff,1.0,0.0,0.0,0.0
8426459ffffffff,2.0,0.0,0.0,0.0
8426461ffffffff,12.0,0.0,0.0,0.0
8426463ffffffff,39.0,0.0,0.0,0.0
8426467ffffffff,1.0,0.0,0.0,0.0
842646bffffffff,1.0,0.0,0.0,0.0
8426481ffffffff,3.0,1.0,0.0,0.0
8426483ffffffff,17.0,17.0,0.0,0.0
8426485ffffffff,2.0,2.0,0.0,0.0
8426489ffffffff,4.0,2.0,0.0,0.0
842648bffffffff,6.0,0.0,0.0,0.0
842648dffffffff,2.0,0.0,0.0,0.0
8426493ffffffff,3.0,0.0,0.0,0.0
8426495ffffffff,2.0,0.0,0.0,0.0
842649bffffffff,18.0,2.0,0.0,0.0
842649dffffffff,13.0,13.0,0.0,0.0
84264a1ffffffff,10.0,10.0,0.0,0.0
84264a3ffffffff,2.0,2.0,0.0,0.0
84264a7ffffffff,19.0,15.0,0.0,0.0
84264a9ffffffff,3.0,3.0,0.0,0.0
84264abffffffff,3.0,3.0,0.0,0.0
84264adffffffff,4.0,4.0,0.0,0.0
84264b9ffffffff,6.0,2.0,0.0,0.0
84264bdffffffff,6.0,4.0,0.0,0.0
84264c3ffffffff,8.0,6.0,0.0,0.0
84264c7ffffffff,60.0,49.0,0.0,0.0
84264d1ffffffff,30.0,9.0,0.0,0.0
84264ddffffffff,4.0,1.0,0.0,0.0
84264e1ffffffff,4.0,0.0,0.0,0.0
84264e5ffffffff,8.0,3.0,0.0,0.0
8426503ffffffff,2.0,0.0,0.0,0.0
8426505ffffffff,4.0,0.0,0.0,0.0
8426509ffffffff,1.0,0.0,0.0,0.0
842650dffffffff,1.0,0.0,0.0,0.0
8426519ffffffff,7.0,0.0,0.0,0.0
842651bffffffff,8.0,0.0,0.0,0.0
8426523ffffffff,1.0,0.0,0.0,0.0
8426533ffffffff,1.0,0.0,0.0,0.0
842653bffffffff,4.0,0.0,0.0,0.0
8426541ffffffff,2.0,0.0,0.0,0.0
8426545ffffffff,1.0,0.0,0.0,0.0
842654bffffffff,2.0,0.0,0.0,0.0
8426551ffffffff,4.0,0.0,0.0,0.0
8426553ffffffff,4.0,0.0,0.0,0.0
8426555ffffffff,13.0,0.0,0.0,0.0
8426557ffffffff,2.0,0.0,0.0,0.0
8426559ffffffff,2.0,0.0,0.0,0.0
842655dffffffff,5.0,0.0,0.0,0.0
8426561ffffffff,7.0,0.0,0.0,0.0
8426565ffffffff,11.0,4.0,0.0,0.0
8426567ffffffff,14.0,0.0,0.0,0.0
8426569ffffffff,7.0,0.0,0.0,0.0
842656dffffffff,7.0,0.0,0.0,0.0
8426585ffffffff,2.0,0.0,0.0,0.0
84265a3ffffffff,3.0,3.0,0.0,0.0
84265a5ffffffff,5.0,5.0,0.0,0.0
84265a7ffffffff,6.0,6.0,0.0,0.0
84265adffffffff,3.0,3.0,0.0,0.0
84265b5ffffffff,18.0,18.0,0.0,0.0
84265bbffffffff,4.0,4.0,0.0,0.0
84265c7ffffffff,1.0,0.0,0.0,0.0
84265cdffffffff,1.0,0.0,0.0,0.0
84265d3ffffffff,2.0,2.0,0.0,0.0
84265d9ffffffff,3.0,0.0,0.0,0.0
84265dbffffffff,9.0,0.0,0.0,0.0
84265e1ffffffff,1.0,0.0,0.0,0.0
84265e3ffffffff,2.0,0.0,0.0,0.0
84265e7ffffffff,2.0,2.0,0.0,0.0
8426603ffffffff,2.0,0.0,0.0,0.0
8426607ffffffff,3.0,0.0,0.0,0.0
8426623ffffffff,3.0,0.0,0.0,0.0
8426625ffffffff,2.0,0.0,0.0,0.0
8426629ffffffff,6.0,2.0,0.0,0.0
842662dffffffff,10.0,0.0,0.0,0.0
8426639ffffffff,2.0,0.0,0.0,0.0
842663dffffffff,2.0,0.0,0.0,0.0
8426641ffffffff,23.0,18.0,0.0,0.0
8426645ffffffff,86.0,39.0,0.0,0.0
8426649ffffffff,2.0,0.0,0.0,0.0
842664dffffffff,31.0,17.0,0.0,0.0
8426665ffffffff,7.0,4.0,0.0,0.0
8426669ffffffff,22.0,14.0,0.0,0.0
842666bffffffff,7.0,4.0,0.0,0.0
8426689ffffffff,1.0,1.0,0.0,0.0
842669bffffffff,5.0,0.0,0.0,0.0
84266c5ffffffff,2.0,0.0,0.0,0.0
8426711ffffffff,2.0,0.0,0.0,0.0
8426717ffffffff,1.0,0.0,0.0,0.0
8426723ffffffff,3.0,1.0,0.0,0.0
8426735ffffffff,3.0,0.0,0.0,0.0
8426737ffffffff,1.0,0.0,0.0,0.0
842673dffffffff,1.0,0.0,0.0,0.0
8426755ffffffff,3.0,0.0,0.0,0.0
842675bffffffff,2.0,0.0,0.0,0.0
8426813ffffffff,39.0,0.0,13.0,0.0
8426819ffffffff,180.0,0.0,1.0,0.0
842681bffffffff,36.0,4.0,5.0,0.0
8426833ffffffff,2.0,0.0,0.0,0.0
8426835ffffffff,2.0,0.0,0.0,0.0
8426853ffffffff,12.0,5.0,0.0,0.0
8426859ffffffff,1.0,0.0,1.0,0.0
8426881ffffffff,6.0,6.0,0.0,0.0
8426885ffffffff,6.0,0.0,2.0,0.0
8426887ffffffff,2.0,0.0,2.0,0.0
8426889ffffffff,2.0,0.0,0.0,0.0
842688bffffffff,2.0,0.0,2.0,0.0
842688dffffffff,2.0,0.0,0.0,0.0
8426891ffffffff,2.0,0.0,2.0,0.0
8426893ffffffff,4.0,2.0,2.0,0.0
8426899ffffffff,2.0,0.0,2.0,0.0
842689dffffffff,14.0,3.0,11.0,0.0
84268abffffffff,2.0,0.0,0.0,0.0
84268c1ffffffff,23.0,0.0,3.0,0.0
84268c5ffffffff,5.0,0.0,0.0,0.0
84268c7ffffffff,12.0,3.0,0.0,0.0
84268cdffffffff,63.0,11.0,4.0,0.0
84268d3ffffffff,3.0,0.0,0.0,0.0
84268d5ffffffff,27.0,0.0,23.0,0.0
84268d9ffffffff,6.0,0.0,0.0,0.0
84268dbffffffff,3.0,3.0,0.0,0.0
84268ddffffffff,2.0,0.0,2.0,0.0
84268ebffffffff,1.0,0.0,1.0,0.0
8426901ffffffff,2.0,0.0,0.0,0.0
8426905ffffffff,21.0,0.0,0.0,0.0
8426909ffffffff,1.0,0.0,0.0,0.0
842690dffffffff,22.0,0.0,2.0,0.0
8426929ffffffff,6.0,0.0,0.0,0.0
8426947ffffffff,4.0,0.0,0.0,0.0
8426959ffffffff,3.0,0.0,0.0,0.0
8426961ffffffff,5.0,0.0,3.0,0.0
8426963ffffffff,48.0,0.0,18.0,0.0
8426967ffffffff,1.0,0.0,1.0,0.0
8426969ffffffff,38.0,0.0,6.0,0.0
842696bffffffff,476.0,0.0,392.0,0.0
8426983ffffffff,3.0,0.0,0.0,0.0
8426995ffffffff,6.0,0.0,0.0,0.0
84269a1ffffffff,1.0,0.0,0.0,0.0
84269a9ffffffff,2.0,0.0,0.0,0.0
84269cbffffffff,2.0,0.0,0.0,0.0
84269d1ffffffff,4.0,0.0,0.0,0.0
84269d7ffffffff,4.0,0.0,0.0,0.0
84269d9ffffffff,3.0,0.0,0.0,0.0
84269ddffffffff,1.0,0.0,1.0,0.0
84269e9ffffffff,3.0,0.0,3.0,0.0
8426a17ffffffff,2.0,2.0,0.0,0.0
8426a5bffffffff,2.0,2.0,0.0,0.0
8426a81ffffffff,1.0,0.0,0.0,0.0
8426a83ffffffff,1.0,0.0,1.0,0.0
8426a87ffffffff,3.0,0.0,0.0,0.0
8426a97ffffffff,7.0,7.0,0.0,0.0
8426a9dffffffff,2.0,2.0,0.0,0.0
8426aa1ffffffff,10.0,0.0,8.0,0.0
8426aa5ffffffff,30.0,8.0,14.0,0.0
8426aa7ffffffff,19.0,0.0,13.0,0.0
8426aa9ffffffff,5.0,1.0,4.0,0.0
8426aabffffffff,5.0,2.0,2.0,0.0
8426ab3ffffffff,4.0,2.0,2.0,0.0
8426ab7ffffffff,7.0,2.0,3.0,0.0
8426abbffffffff,6.0,6.0,0.0,0.0
8426ac5ffffffff,10.0,4.0,4.0,0.0
8426ad5ffffffff,4.0,4.0,0.0,0.0
8426ae3ffffffff,6.0,4.0,0.0,0.0
8426ae9ffffffff,2.0,2.0,0.0,0.0
8426c09ffffffff,1.0,0.0,0.0,0.0
8426c3bffffffff,4.0,4.0,0.0,0.0
8426c43ffffffff,2.0,0.0,0.0,0.0
8426c49ffffffff,2.0,0.0,0.0,0.0
8426c85ffffffff,3.0,0.0,0.0,0.0
8426c8dffffffff,3.0,0.0,0.0,0.0
8426c9bffffffff,2.0,0.0,0.0,0.0
8426ca3ffffffff,1.0,0.0,0.0,0.0
8426cbdffffffff,3.0,2.0,0.0,0.0
8426cc3ffffffff,4.0,4.0,0.0,0.0
8426ce3ffffffff,2.0,0.0,0.0,0.0
8426cebffffffff,3.0,0.0,0.0,0.0
8426d15ffffffff,7.0,0.0,0.0,0.0
8426d25ffffffff,1.0,1.0,0.0,0.0
8426d35ffffffff,11.0,6.0,1.0,0.0
8426d39ffffffff,2.0,0.0,0.0,0.0
8426d41ffffffff,2.0,0.0,0.0,0.0
8426d45ffffffff,3.0,0.0,0.0,0.0
8426d5bffffffff,1.0,1.0,0.0,0.0
8426d5dffffffff,12.0,2.0,0.0,0.0
8426d6bffffffff,9.0,2.0,3.0,0.0
8426d6dffffffff,2.0,0.0,2.0,0.0
8426d87ffffffff,1.0,0.0,0.0,0.0
8426de7ffffffff,21.0,3.0,0.0,0.0
8426e5bffffffff,14.0,0.0,0.0,0.0
8426e89ffffffff,2.0,2.0,0.0,0.0
8426e95ffffffff,1.0,1.0,0.0,0.0
8426e9bffffffff,3.0,3.0,0.0,0.0
8426e9dffffffff,6.0,2.0,0.0,0.0
8426ec3ffffffff,4.0,4.0,0.0,0.0
8426ecbffffffff,2.0,0.0,0.0,0.0
8426ed1ffffffff,24.0,24.0,0.0,0.0
8426ed3ffffffff,6.0,6.0,0.0,0.0
8426ed5ffffffff,2.0,2.0,0.0,0.0
8426edbffffffff,1.0,0.0,0.0,0.0
8426eddffffffff,7.0,0.0,0.0,0.0
8426f07ffffffff,2.0,2.0,0.0,0.0
8426f0dffffffff,2.0,2.0,0.0,0.0
8426f21ffffffff,6.0,0.0,0.0,0.0
8426f25ffffffff,24.0,8.0,4.0,0.0
8426f27ffffffff,2.0,2.0,0.0,0.0
8426f2dffffffff,1.0,1.0,0.0,0.0
8426f45ffffffff,2.0,2.0,0.0,0.0
8426f6dffffffff,1.0,1.0,0.0,0.0
842702bffffffff,2.0,0.0,0.0,0.0
8427097ffffffff,2.0,1.0,0.0,0.0
84270b9ffffffff,2.0,2.0,0.0,0.0
842711bffffffff,2.0,0.0,0.0,0.0
84271abffffffff,2.0,0.0,0.0,0.0
8427411ffffffff,7.0,0.0,0.0,0.0
8427413ffffffff,4.0,0.0,0.0,0.0
8427417ffffffff,2.0,0.0,0.0,0.0
8427419ffffffff,26.0,0.0,0.0,0.0
842741bffffffff,13.0,0.0,0.0,0.0
8427441ffffffff,3.0,1.0,0.0,0.0
8427449ffffffff,1.0,0.0,0.0,0.0
8427453ffffffff,3.0,0.0,0.0,0.0
842745bffffffff,2.0,0.0,0.0,0.0
8427461ffffffff,2.0,0.0,0.0,0.0
8427481ffffffff,32.0,0.0,0.0,0.0
8427485ffffffff,31.0,5.0,0.0,0.0
8427487ffffffff,15.0,0.0,0.0,0.0
8427489ffffffff,4.0,0.0,0.0,0.0
842748bffffffff,15.0,0.0,0.0,0.0
842748dffffffff,760.0,2.0,0.0,0.0
8427491ffffffff,9.0,0.0,0.0,0.0
8427493ffffffff,2.0,0.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0,0.0
8427499ffffffff,194.0,93.0,0.0,0.0
842749bffffffff,10.0,0.0,0.0,0.0
842749dffffffff,16.0,0.0,0.0,0.0
84274a3ffffffff,2.0,0.0,0.0,0.0
84274abffffffff,18.0,0.0,0.0,0.0
84274b1ffffffff,6.0,0.0,0.0,0.0
84274b5ffffffff,35.0,0.0,0.0,0.0
84274bdffffffff,8.0,0.0,0.0,0.0
84274c1ffffffff,9.0,0.0,0.0,0.0
84274c5ffffffff,2.0,0.0,0.0,0.0
84274c7ffffffff,3.0,0.0,0.0,0.0
84274c9ffffffff,8.0,0.0,0.0,0.0
84274cbffffffff,14.0,0.0,0.0,0.0
84274cdffffffff,2.0,0.0,0.0,0.0
84274d1ffffffff,4.0,0.0,0.0,0.0
84274d3ffffffff,53.0,0.0,0.0,0.0
84274d5ffffffff,15.0,0.0,0.0,0.0
84274d7ffffffff,57.0,0.0,0.0,0.0
84274d9ffffffff,3.0,0.0,0.0,0.0
84274dbffffffff,79.0,0.0,0.0,0.0
84274ddffffffff,6.0,0.0,0.0,0.0
84274e1ffffffff,1.0,0.0,0.0,0.0
84274e3ffffffff,50.0,0.0,0.0,0.0
8427541ffffffff,2.0,0.0,0.0,0.0
8427551ffffffff,1.0,0.0,0.0,0.0
8427581ffffffff,4.0,0.0,0.0,0.0
8427583ffffffff,3.0,0.0,0.0,0.0
8427585ffffffff,2.0,0.0,0.0,0.0
8427587ffffffff,27.0,0.0,0.0,0.0
8427591ffffffff,16.0,12.0,0.0,0.0
8427593ffffffff,498.0,211.0,0.0,0.0
8427595ffffffff,2.0,2.0,0.0,0.0
8427597ffffffff,3.0,2.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0,0.0
842759bffffffff,33.0,16.0,0.0,0.0
842759dffffffff,2.0,0.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0,0.0
84275b3ffffffff,2.0,0.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0,0.0
84275cdffffffff,3.0,0.0,0.0,0.0
84275d7ffffffff,1.0,0.0,0.0,0.0
84275ddffffffff,2.0,0.0,0.0,0.0
84275ebffffffff,3.0,0.0,0.0,0.0
8427631ffffffff,6.0,0.0,0.0,0.0
8427633ffffffff,7.0,0.0,0.0,0.0
8427637ffffffff,1.0,0.0,0.0,0.0
842763bffffffff,1.0,0.0,0.0,0.0
84276a1ffffffff,14.0,3.0,0.0,0.0
84276a5ffffffff,5.0,0.0,0.0,0.0
84276a7ffffffff,5.0,0.0,0.0,0.0
84276a9ffffffff,4.0,0.0,0.0,0.0
84276adffffffff,12.0,0.0,0.0,0.0
84276b1ffffffff,3.0,0.0,0.0,0.0
84276b7ffffffff,25.0,0.0,0.0,0.0
84276bbffffffff,2.0,0.0,0.0,0.0
84276bdffffffff,3.0,0.0,0.0,0.0
84276edffffffff,14.0,0.0,0.0,0.0
8427705ffffffff,9.0,0.0,0.0,0.0
842773bffffffff,13.0,0.0,0.0,0.0
8427801ffffffff,2.0,2.0,0.0,0.0
8427827ffffffff,2.0,0.0,2.0,0.0
8427833ffffffff,1.0,1.0,0.0,0.0
8427859ffffffff,4.0,4.0,0.0,0.0
8427889ffffffff,4.0,4.0,0.0,0.0
84278b3ffffffff,1.0,1.0,0.0,0.0
84278b5ffffffff,2.0,0.0,2.0,0.0
8427927ffffffff,5.0,0.0,3.0,0.0
8427931ffffffff,2.0,0.0,2.0,0.0
8427937ffffffff,3.0,0.0,3.0,0.0
8427945ffffffff,2.0,2.0,0.0,0.0
8427969ffffffff,6.0,2.0,0.0,0.0
842798dffffffff,2.0,0.0,2.0,0.0
8427995ffffffff,5.0,0.0,5.0,0.0
84279abffffffff,2.0,0.0,2.0,0.0
84279adffffffff,2.0,0.0,2.0,0.0
84279cbffffffff,2.0,2.0,0.0,0.0
84279d3ffffffff,2.0,0.0,0.0,0.0
8427a01ffffffff,4.0,0.0,0.0,0.0
8427a8bffffffff,2.0,2.0,0.0,0.0
8427a97ffffffff,2.0,0.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0,0.0
8427acdffffffff,2.0,0.0,0.0,0.0
8427ad9ffffffff,2.0,2.0,0.0,0.0
8428005ffffffff,7.0,0.0,0.0,0.0
8428021ffffffff,53.0,0.0,0.0,19.0
8428023ffffffff,109.0,0.0,0.0,27.0
8428027ffffffff,7.0,0.0,0.0,3.0
8428029ffffffff,30.0,0.0,0.0,4.0
842802bffffffff,39.0,0.0,0.0,17.0
842802dffffffff,3.0,0.0,0.0,3.0
8428063ffffffff,74.0,0.0,0.0,26.0
8428067ffffffff,13.0,0.0,0.0,8.0
8428069ffffffff,1.0,0.0,0.0,0.0
842806bffffffff,2.0,0.0,0.0,0.0
8428103ffffffff,19.0,0.0,1.0,14.0
842810bffffffff,4.0,0.0,0.0,0.0
8428111ffffffff,12.0,0.0,10.0,2.0
8428117ffffffff,5.0,0.0,5.0,0.0
8428129ffffffff,9.0,0.0,9.0,0.0
8428131ffffffff,4.0,0.0,4.0,0.0
8428143ffffffff,3.0,0.0,2.0,1.0
8428145ffffffff,2.0,0.0,2.0,0.0
8428149ffffffff,6.0,0.0,0.0,6.0
842814bffffffff,2.0,0.0,0.0,2.0
8428151ffffffff,9.0,0.0,2.0,0.0
8428153ffffffff,4.0,0.0,0.0,0.0
8428155ffffffff,2.0,0.0,0.0,0.0
8428157ffffffff,12.0,0.0,2.0,3.0
8428169ffffffff,1.0,0.0,1.0,0.0
842816bffffffff,5.0,0.0,5.0,0.0
8428187ffffffff,2.0,0.0,0.0,0.0
8428189ffffffff,2.0,0.0,0.0,0.0
842818dffffffff,2.0,0.0,0.0,2.0
84281a5ffffffff,8.0,0.0,8.0,0.0
84281adffffffff,2.0,0.0,2.0,0.0
84281c1ffffffff,7.0,0.0,0.0,0.0
84281c3ffffffff,6.0,0.0,0.0,2.0
84281c7ffffffff,4.0,0.0,0.0,0.0
84281c9ffffffff,15.0,0.0,0.0,4.0
84281cbffffffff,2.0,0.0,0.0,0.0
84281e3ffffffff,3.0,0.0,0.0,3.0
84281e5ffffffff,21.0,0.0,19.0,2.0
84281e9ffffffff,12.0,0.0,0.0,0.0
84281ebffffffff,13.0,0.0,0.0,2.0
84281edffffffff,84.0,0.0,1.0,68.0
8428301ffffffff,4.0,0.0,0.0,0.0
8428303ffffffff,12.0,0.0,0.0,0.0
8428305ffffffff,24.0,0.0,0.0,12.0
8428307ffffffff,18.0,0.0,0.0,2.0
8428309ffffffff,40.0,0.0,0.0,3.0
842830bffffffff,3.0,0.0,0.0,3.0
842830dffffffff,27.0,0.0,0.0,0.0
8428313ffffffff,4.0,0.0,0.0,0.0
8428321ffffffff,2.0,0.0,0.0,2.0
8428323ffffffff,22.0,0.0,0.0,19.0
8428327ffffffff,59.0,0.0,0.0,59.0
8428329ffffffff,31.0,0.0,0.0,4.0
842832bffffffff,3.0,0.0,0.0,2.0
8428337ffffffff,2.0,0.0,0.0,2.0
8428339ffffffff,2.0,0.0,0.0,2.0
842833bffffffff,4.0,0.0,0.0,4.0
8428341ffffffff,74.0,0.0,0.0,17.0
8428343ffffffff,14.0,0.0,0.0,0.0
8428345ffffffff,4.0,0.0,0.0,0.0
8428347ffffffff,5.0,0.0,0.0,4.0
842834dffffffff,102.0,0.0,0.0,28.0
8428355ffffffff,1.0,0.0,0.0,0.0
8428361ffffffff,435.0,0.0,0.0,130.0
8428363ffffffff,1338.0,0.0,0.0,251.0
8428367ffffffff,811.0,0.0,0.0,105.0
842836bffffffff,96.0,0.0,0.0,25.0
842836dffffffff,1.0,0.0,0.0,0.0
8428801ffffffff,2.0,0.0,0.0,0.0
8428809ffffffff,2.0,0.0,0.0,0.0
842880dffffffff,4.0,0.0,0.0,0.0
8428817ffffffff,5.0,0.0,5.0,0.0
8428843ffffffff,4.0,0.0,0.0,0.0
8428845ffffffff,6.0,0.0,0.0,0.0
8428847ffffffff,13.0,0.0,2.0,0.0
842885dffffffff,1.0,0.0,0.0,0.0
8428885ffffffff,15.0,0.0,0.0,0.0
8428887ffffffff,6.0,0.0,0.0,0.0
842888bffffffff,11.0,0.0,0.0,0.0
842888dffffffff,8.0,0.0,0.0,0.0
8428893ffffffff,3.0,0.0,3.0,0.0
8428895ffffffff,2.0,0.0,0.0,0.0
84288adffffffff,3.0,0.0,0.0,0.0
84288b7ffffffff,3.0,0.0,3.0,0.0
84288c9ffffffff,2.0,0.0,2.0,0.0
84288cdffffffff,6.0,0.0,6.0,0.0
84288e3ffffffff,1.0,0.0,1.0,0.0
8428907ffffffff,3.0,0.0,3.0,0.0
8428921ffffffff,6.0,0.0,0.0,0.0
8428923ffffffff,2.0,0.0,0.0,0.0
8428927ffffffff,1.0,0.0,1.0,0.0
842892bffffffff,2.0,0.0,0.0,0.0
842893dffffffff,2.0,0.0,2.0,0.0
8428985ffffffff,2.0,0.0,2.0,0.0
842898dffffffff,5.0,0.0,0.0,0.0
842899bffffffff,2.0,0.0,0.0,0.0
84289d3ffffffff,2.0,0.0,2.0,0.0
84289d9ffffffff,2.0,0.0,0.0,0.0
84289dbffffffff,2.0,0.0,2.0,0.0
84289ebffffffff,6.0,0.0,3.0,0.0
8428a83ffffffff,4.0,0.0,4.0,0.0
8428a87ffffffff,2.0,0.0,2.0,0.0
8428a91ffffffff,4.0,0.0,2.0,0.0
8428a93ffffffff,9.0,0.0,2.0,0.0
8428a99ffffffff,6.0,0.0,2.0,0.0
8428aa5ffffffff,6.0,0.0,6.0,0.0
8428aa9ffffffff,3.0,0.0,3.0,0.0
8428ab9ffffffff,10.0,0.0,10.0,0.0
8428abbffffffff,4.0,0.0,4.0,0.0
8428abdffffffff,2.0,0.0,2.0,0.0
8428ac9ffffffff,2.0,0.0,2.0,0.0
8428ad1ffffffff,4.0,0.0,4.0,0.0
8428ad3ffffffff,2.0,0.0,2.0,0.0
8428ad7ffffffff,6.0,0.0,6.0,0.0
8428adbffffffff,1.0,0.0,0.0,0.0
8428b61ffffffff,3.0,0.0,0.0,0.0
8428b65ffffffff,35.0,0.0,9.0,0.0
8428b6dffffffff,42.0,0.0,12.0,0.0
8428c25ffffffff,1.0,0.0,0.0,0.0
8428d13ffffffff,2.0,0.0,0.0,0.0
8428d19ffffffff,2.0,0.0,0.0,0.0
8428d1bffffffff,25.0,0.0,1.0,0.0
8428d1dffffffff,1.0,0.0,0.0,0.0
8428d25ffffffff,2.0,0.0,2.0,0.0
8428d2bffffffff,3.0,0.0,0.0,0.0
8428d2dffffffff,2.0,0.0,0.0,0.0
8428d3bffffffff,5.0,0.0,0.0,0.0
8428d45ffffffff,10.0,0.0,10.0,0.0
8428d4bffffffff,4.0,0.0,0.0,0.0
8428d4dffffffff,2.0,0.0,2.0,0.0
8428d59ffffffff,2.0,0.0,0.0,0.0
8428d5dffffffff,11.0,0.0,0.0,2.0
8428d61ffffffff,3.0,0.0,3.0,0.0
8428de9ffffffff,4.0,0.0,0.0,0.0
8428f01ffffffff,6.0,0.0,6.0,0.0
8428f03ffffffff,2.0,0.0,0.0,0.0
8428f15ffffffff,5.0,0.0,0.0,0.0
8428f17ffffffff,2.0,0.0,0.0,0.0
8428f1dffffffff,2.0,0.0,0.0,0.0
8428f21ffffffff,1.0,0.0,1.0,0.0
8428f31ffffffff,11.0,0.0,0.0,5.0
8428f33ffffffff,7.0,0.0,0.0,0.0
8428f37ffffffff,10.0,0.0,4.0,0.0
8428f39ffffffff,2.0,0.0,0.0,0.0
8428f43ffffffff,4.0,0.0,0.0,4.0
8428f51ffffffff,2.0,0.0,0.0,1.0
8428f57ffffffff,6.0,0.0,0.0,0.0
8428f5dffffffff,19.0,0.0,0.0,19.0
8428f67ffffffff,3.0,0.0,0.0,0.0
8429125ffffffff,2.0,0.0,0.0,0.0
84291a7ffffffff,8.0,0.0,0.0,6.0
842980dffffffff,14.0,0.0,14.0,0.0
842984dffffffff,6.0,0.0,2.0,0.0
842985bffffffff,4.0,0.0,2.0,2.0
842986bffffffff,3.0,0.0,3.0,0.0
8429893ffffffff,2.0,0.0,2.0,0.0
8429899ffffffff,5.0,0.0,2.0,0.0
842989bffffffff,13.0,0.0,13.0,0.0
84298c9ffffffff,2.0,0.0,2.0,0.0
84298cbffffffff,1.0,0.0,0.0,0.0
84298d1ffffffff,2.0,0.0,2.0,0.0
84298d3ffffffff,4.0,0.0,4.0,0.0
84298ddffffffff,2.0,0.0,2.0,0.0
8429901ffffffff,2.0,0.0,0.0,0.0
