cell_id,Falco tinnunculus,Falco tinnunculus [tinnunculus Group],Falco tinnunculus canariensis/dacotiae,Falco tinnunculus neglectus/alexandri,Falco tinnunculus rufescens
82074ffffffffff,8.0,0.0,0.0,0.0,0.0
82075ffffffffff,2.0,0.0,0.0,0.0,0.0
820767fffffffff,2.0,0.0,0.0,0.0,0.0
820887fffffffff,4.0,4.0,0.0,0.0,0.0
82089ffffffffff,3.0,1.0,0.0,0.0,0.0
8208a7fffffffff,2.0,2.0,0.0,0.0,0.0
8208d7fffffffff,2.0,2.0,0.0,0.0,0.0
82099ffffffffff,1.0,1.0,0.0,0.0,0.0
821187fffffffff,9.0,9.0,0.0,0.0,0.0
82118ffffffffff,17.0,17.0,0.0,0.0,0.0
8211affffffffff,37.0,37.0,0.0,0.0,0.0
821597fffffffff,2.0,0.0,0.0,0.0,0.0
82182ffffffffff,5.0,0.0,0.0,0.0,0.0
82184ffffffffff,6.0,0.0,0.0,0.0,0.0
82185ffffffffff,42.0,38.0,0.0,0.0,0.0
821947fffffffff,5.0,2.0,0.0,0.0,0.0
82194ffffffffff,3.0,1.0,0.0,0.0,0.0
821957fffffffff,2.0,2.0,0.0,0.0,0.0
82195ffffffffff,7.0,2.0,0.0,0.0,0.0
82196ffffffffff,2.0,2.0,0.0,0.0,0.0
821e07fffffffff,18.0,1.0,0.0,0.0,0.0
821e0ffffffffff,22.0,5.0,0.0,0.0,0.0
821e17fffffffff,7.0,0.0,0.0,0.0,0.0
821e1ffffffffff,10.0,3.0,0.0,0.0,0.0
821e27fffffffff,6.0,0.0,0.0,0.0,0.0
821e2ffffffffff,6.0,0.0,0.0,0.0,0.0
821e37fffffffff,9.0,0.0,0.0,0.0,0.0
821e47fffffffff,2.0,0.0,0.0,0.0,0.0
821e57fffffffff,8.0,8.0,0.0,0.0,0.0
821e5ffffffffff,1.0,0.0,0.0,0.0,0.0
821ea7fffffffff,14.0,10.0,0.0,0.0,0.0
821eb7fffffffff,3.0,0.0,0.0,0.0,0.0
821ec7fffffffff,12.0,0.0,0.0,0.0,0.0
821ecffffffffff,6.0,0.0,0.0,0.0,0.0
821edffffffffff,2.0,0.0,0.0,0.0,0.0
821ee7fffffffff,1.0,1.0,0.0,0.0,0.0
821eeffffffffff,8.0,2.0,0.0,0.0,0.0
821ef7fffffffff,1.0,0.0,0.0,0.0,0.0
821f07fffffffff,9.0,9.0,0.0,0.0,0.0
821f1ffffffffff,13.0,8.0,0.0,0.0,0.0
821f2ffffffffff,8.0,8.0,0.0,0.0,0.0
821f77fffffffff,3.0,0.0,0.0,0.0,0.0
821f87fffffffff,20.0,2.0,0.0,0.0,0.0
821f8ffffffffff,4.0,0.0,0.0,0.0,0.0
821f97fffffffff,2.0,0.0,0.0,0.0,0.0
821f9ffffffffff,10.0,0.0,0.0,0.0,0.0
821faffffffffff,101.0,101.0,0.0,0.0,0.0
822017fffffffff,1.0,1.0,0.0,0.0,0.0
822037fffffffff,2.0,0.0,0.0,0.0,0.0
82206ffffffffff,3.0,3.0,0.0,0.0,0.0
8220e7fffffffff,4.0,0.0,0.0,0.0,0.0
822157fffffffff,3.0,0.0,0.0,0.0,0.0
822457fffffffff,5.0,0.0,0.0,0.0,0.0
822517fffffffff,1.0,0.0,0.0,0.0,0.0
822807fffffffff,4.0,0.0,0.0,0.0,0.0
8228d7fffffffff,6.0,0.0,0.0,0.0,0.0
822a37fffffffff,4.0,0.0,0.0,0.0,0.0
822b0ffffffffff,61.0,3.0,0.0,0.0,0.0
822c07fffffffff,1.0,0.0,0.0,0.0,0.0
822c0ffffffffff,9.0,2.0,0.0,0.0,0.0
822c27fffffffff,18.0,18.0,0.0,0.0,0.0
822c2ffffffffff,52.0,52.0,0.0,0.0,0.0
822c4ffffffffff,4.0,0.0,0.0,0.0,0.0
822c57fffffffff,28.0,0.0,0.0,0.0,0.0
822c5ffffffffff,9.0,0.0,0.0,0.0,0.0
822c97fffffffff,9.0,0.0,0.0,0.0,0.0
822ce7fffffffff,7.0,0.0,0.0,0.0,0.0
822d17fffffffff,3.0,2.0,0.0,0.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0,0.0
822d37fffffffff,6.0,2.0,0.0,0.0,0.0
822d67fffffffff,7.0,0.0,0.0,0.0,0.0
822daffffffffff,3.0,0.0,0.0,0.0,0.0
822db7fffffffff,1.0,0.0,0.0,0.0,0.0
822f5ffffffffff,1.0,0.0,0.0,0.0,0.0
823037fffffffff,3.0,0.0,0.0,0.0,0.0
823087fffffffff,4.0,0.0,0.0,0.0,0.0
82309ffffffffff,58.0,0.0,0.0,0.0,0.0
823427fffffffff,29.0,0.0,0.0,0.0,0.0
823437fffffffff,6.0,0.0,0.0,0.0,0.0
823447fffffffff,3.0,3.0,0.0,0.0,0.0
82344ffffffffff,3.0,3.0,0.0,0.0,0.0
82346ffffffffff,5.0,2.0,3.0,0.0,0.0
82351ffffffffff,29.0,0.0,0.0,0.0,0.0
8235affffffffff,9.0,0.0,0.0,0.0,0.0
82380ffffffffff,6.0,0.0,0.0,0.0,0.0
82382ffffffffff,7.0,0.0,0.0,0.0,0.0
823847fffffffff,7.0,7.0,0.0,0.0,0.0
82384ffffffffff,2.0,2.0,0.0,0.0,0.0
823857fffffffff,2.0,0.0,0.0,0.0,0.0
823867fffffffff,127.0,8.0,0.0,0.0,0.0
82386ffffffffff,16.0,16.0,0.0,0.0,0.0
823877fffffffff,71.0,1.0,0.0,0.0,0.0
8238dffffffffff,1.0,0.0,0.0,0.0,0.0
823907fffffffff,244.0,152.0,0.0,0.0,0.0
82390ffffffffff,54.0,51.0,0.0,0.0,0.0
823917fffffffff,48.0,1.0,0.0,0.0,0.0
82391ffffffffff,193.0,190.0,0.0,0.0,0.0
