cell_id,Cyclarhis gujanensis,Cyclarhis gujanensis [gujanensis Group],Cyclarhis gujanensis insularis,Cyclarhis gujanensis [virenticeps Group],Cyclarhis gujanensis viridis/cearensis,Cyclarhis gujanensis ochrocephala
8266dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,7136.0,37.0,0.0,0.0,0.0,0.0
8266effffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8266f7fffffffff,64.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,756.0,30.0,0.0,0.0,0.0,0.0
82674ffffffffff,3648.0,52.0,0.0,0.0,0.0,0.0
826757fffffffff,600.0,2.0,0.0,0.0,0.0,0.0
82675ffffffffff,498.0,0.0,0.0,0.0,0.0,0.0
82676ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,176.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0
826d07fffffffff,328.0,91.0,0.0,0.0,0.0,0.0
826d27fffffffff,953.0,178.0,0.0,0.0,0.0,0.0
826d2ffffffffff,9772.0,2366.0,0.0,0.0,0.0,0.0
826d37fffffffff,213.0,34.0,0.0,0.0,0.0,0.0
826d67fffffffff,5188.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,2878.0,0.0,0.0,0.0,0.0,0.0
826d77fffffffff,1813.0,0.0,0.0,0.0,0.0,0.0
828007fffffffff,44.0,0.0,0.0,0.0,4.0,0.0
82800ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
828017fffffffff,588.0,0.0,0.0,0.0,67.0,0.0
82801ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828027fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82802ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
828037fffffffff,228.0,0.0,0.0,0.0,30.0,0.0
828047fffffffff,175.0,0.0,0.0,0.0,0.0,0.0
82804ffffffffff,60.0,0.0,0.0,0.0,0.0,0.0
828057fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
828067fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
82806ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
828077fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
828107fffffffff,266.0,0.0,0.0,0.0,12.0,0.0
82810ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
828117fffffffff,73.0,0.0,0.0,0.0,2.0,0.0
82811ffffffffff,28.0,0.0,0.0,0.0,1.0,0.0
828127fffffffff,412.0,0.0,0.0,0.0,0.0,10.0
82812ffffffffff,53.0,0.0,0.0,0.0,0.0,0.0
828137fffffffff,597.0,0.0,0.0,0.0,22.0,0.0
828147fffffffff,121.0,0.0,0.0,0.0,0.0,0.0
82814ffffffffff,476.0,2.0,0.0,0.0,0.0,0.0
828157fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
82815ffffffffff,70.0,0.0,0.0,0.0,0.0,0.0
828167fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
828177fffffffff,351.0,0.0,0.0,0.0,0.0,0.0
828187fffffffff,859.0,0.0,0.0,0.0,33.0,0.0
82818ffffffffff,178.0,0.0,0.0,0.0,7.0,0.0
82819ffffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8281a7fffffffff,31.0,0.0,0.0,0.0,4.0,0.0
8281affffffffff,88.0,0.0,0.0,0.0,6.0,0.0
828a07fffffffff,88.0,5.0,0.0,0.0,0.0,0.0
828a17fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
828a1ffffffffff,7.0,2.0,0.0,0.0,0.0,0.0
828a27fffffffff,18.0,1.0,0.0,0.0,0.0,0.0
828a37fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
828a47fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828a4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828a5ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0
828a6ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0
828a77fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
828a87fffffffff,36.0,2.0,0.0,0.0,0.0,0.0
828a8ffffffffff,10.0,2.0,0.0,0.0,0.0,0.0
828a97fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828a9ffffffffff,4.0,1.0,0.0,0.0,0.0,0.0
828aaffffffffff,58.0,0.0,0.0,0.0,0.0,0.0
828ab7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828adffffffffff,110.0,5.0,0.0,0.0,0.0,0.0
828aeffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828af7fffffffff,866.0,63.0,0.0,0.0,0.0,0.0
828b07fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
828b0ffffffffff,149.0,0.0,0.0,0.0,0.0,0.0
828b17fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
828b1ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,578.0,0.0,0.0,0.0,0.0,0.0
828b2ffffffffff,153.0,0.0,0.0,0.0,0.0,0.0
828b37fffffffff,37.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,96.0,0.0,0.0,0.0,0.0,0.0
828b4ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0
828b57fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,114.0,10.0,0.0,0.0,0.0,0.0
828b67fffffffff,7.0,4.0,0.0,0.0,0.0,0.0
828b6ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
828b77fffffffff,95.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
828b8ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,225.0,0.0,0.0,0.0,0.0,0.0
828ba7fffffffff,136.0,0.0,0.0,0.0,0.0,0.0
828bb7fffffffff,754.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,197.0,0.0,0.0,0.0,0.0,0.0
828e6ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
828f0ffffffffff,1019.0,0.0,0.0,108.0,0.0,0.0
828f27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f2ffffffffff,1719.0,0.0,0.0,109.0,0.0,0.0
828f47fffffffff,416.0,0.0,0.0,3.0,0.0,0.0
828f4ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,1760.0,0.0,0.0,83.0,0.0,0.0
828f5ffffffffff,86.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
828f6ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,1324.0,0.0,0.0,171.0,0.0,0.0
82a597fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
82a807fffffffff,1498.0,0.0,0.0,0.0,0.0,169.0
82a80ffffffffff,128.0,0.0,0.0,0.0,0.0,0.0
82a817fffffffff,11194.0,0.0,0.0,0.0,0.0,644.0
82a81ffffffffff,4282.0,0.0,0.0,0.0,0.0,184.0
82a827fffffffff,468.0,0.0,0.0,0.0,0.0,9.0
82a82ffffffffff,230.0,0.0,0.0,0.0,0.0,0.0
82a837fffffffff,835.0,0.0,0.0,0.0,0.0,31.0
82a847fffffffff,364.0,0.0,0.0,0.0,0.0,0.0
82a84ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0
82a857fffffffff,192.0,0.0,0.0,0.0,0.0,0.0
82a85ffffffffff,1064.0,0.0,0.0,0.0,0.0,0.0
82a867fffffffff,176.0,0.0,0.0,0.0,0.0,0.0
82a86ffffffffff,64.0,0.0,0.0,0.0,0.0,0.0
82a877fffffffff,99.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,1068.0,0.0,0.0,0.0,0.0,55.0
82a88ffffffffff,370.0,0.0,0.0,0.0,0.0,8.0
82a897fffffffff,155.0,0.0,0.0,0.0,0.0,18.0
82a89ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,3034.0,0.0,0.0,0.0,0.0,131.0
82a8affffffffff,961.0,0.0,0.0,0.0,0.0,34.0
82a8c7fffffffff,383.0,0.0,0.0,0.0,0.0,0.0
82a8cffffffffff,28.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,830.0,0.0,0.0,0.0,0.0,0.0
82a8dffffffffff,191.0,0.0,0.0,0.0,0.0,0.0
82a8e7fffffffff,111.0,0.0,0.0,0.0,0.0,0.0
82a8effffffffff,38.0,0.0,0.0,0.0,0.0,0.0
82a8f7fffffffff,97.0,0.0,0.0,0.0,0.0,0.0
82a907fffffffff,313.0,0.0,0.0,0.0,0.0,19.0
82a90ffffffffff,586.0,0.0,0.0,0.0,0.0,28.0
82a91ffffffffff,724.0,0.0,0.0,0.0,0.0,18.0
82a927fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
82a92ffffffffff,1145.0,0.0,0.0,0.0,0.0,0.0
82a947fffffffff,2756.0,0.0,0.0,0.0,0.0,3.0
82a94ffffffffff,1471.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,1674.0,0.0,0.0,0.0,0.0,9.0
82a95ffffffffff,471.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,990.0,0.0,0.0,0.0,0.0,12.0
82a96ffffffffff,899.0,0.0,0.0,0.0,0.0,0.0
82a977fffffffff,276.0,0.0,0.0,0.0,0.0,0.0
82b247fffffffff,921.0,0.0,0.0,0.0,0.0,0.0
82b24ffffffffff,462.0,0.0,0.0,0.0,0.0,0.0
82b257fffffffff,62.0,0.0,0.0,0.0,0.0,0.0
82b25ffffffffff,889.0,0.0,0.0,0.0,0.0,0.0
82b267fffffffff,477.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,201.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,317.0,0.0,0.0,0.0,0.0,0.0
82b2effffffffff,15.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
82b32ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,1217.0,0.0,0.0,0.0,0.0,0.0
82b34ffffffffff,321.0,0.0,0.0,0.0,0.0,0.0
82b357fffffffff,185.0,0.0,0.0,0.0,0.0,0.0
82b35ffffffffff,1994.0,0.0,0.0,0.0,0.0,0.0
82b367fffffffff,225.0,0.0,0.0,0.0,0.0,0.0
82b36ffffffffff,415.0,0.0,0.0,0.0,0.0,0.0
82b377fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82c21ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,1053.0,0.0,0.0,0.0,0.0,1.0
82c2cffffffffff,1324.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,466.0,0.0,0.0,0.0,0.0,2.0
82c2dffffffffff,188.0,0.0,0.0,0.0,0.0,2.0
82c2e7fffffffff,2541.0,0.0,0.0,0.0,0.0,0.0
82c2effffffffff,158.0,0.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,1291.0,0.0,0.0,0.0,0.0,7.0
82c347fffffffff,104.0,0.0,0.0,0.0,0.0,0.0
82c34ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82c357fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82c36ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82c377fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
