cell_id,Vanellus chilensis,Vanellus chilensis cayennensis,Vanellus chilensis lampronotus,Vanellus chilensis chilensis/fretensis
83276bfffffffff,165.0,21.0,0.0,0.0
834520fffffffff,5.0,0.0,0.0,0.0
834521fffffffff,26.0,2.0,0.0,0.0
834524fffffffff,27.0,0.0,0.0,0.0
834525fffffffff,3.0,0.0,0.0,0.0
834526fffffffff,47.0,0.0,0.0,0.0
83452afffffffff,8.0,0.0,0.0,0.0
834532fffffffff,28.0,0.0,0.0,0.0
834534fffffffff,14.0,0.0,0.0,0.0
834535fffffffff,12.0,0.0,0.0,0.0
834536fffffffff,13.0,0.0,0.0,0.0
8348b3fffffffff,9.0,1.0,0.0,0.0
835e66fffffffff,70.0,0.0,0.0,0.0
835e70fffffffff,5.0,0.0,0.0,0.0
835e71fffffffff,8.0,0.0,0.0,0.0
835e72fffffffff,12.0,0.0,0.0,0.0
835f4bfffffffff,9.0,0.0,0.0,0.0
835f58fffffffff,11.0,11.0,0.0,0.0
835f5bfffffffff,8.0,3.0,0.0,0.0
836608fffffffff,1.0,0.0,0.0,0.0
83660bfffffffff,6.0,0.0,0.0,0.0
836612fffffffff,3.0,0.0,0.0,0.0
836616fffffffff,2.0,0.0,0.0,0.0
836622fffffffff,1.0,1.0,0.0,0.0
836641fffffffff,16.0,0.0,0.0,0.0
83665afffffffff,2.0,0.0,0.0,0.0
836670fffffffff,1.0,0.0,0.0,0.0
836675fffffffff,2.0,0.0,0.0,0.0
8366a0fffffffff,122.0,1.0,0.0,0.0
8366a1fffffffff,2.0,0.0,0.0,0.0
8366a2fffffffff,2.0,0.0,0.0,0.0
8366a3fffffffff,5.0,0.0,0.0,0.0
8366a5fffffffff,56.0,3.0,0.0,0.0
8366b0fffffffff,1.0,0.0,0.0,0.0
8366b1fffffffff,2.0,0.0,0.0,0.0
8366b4fffffffff,36.0,1.0,0.0,0.0
8366b5fffffffff,53.0,8.0,0.0,0.0
8366b6fffffffff,3.0,0.0,0.0,0.0
8366cefffffffff,5.0,0.0,0.0,0.0
8366d0fffffffff,8.0,0.0,0.0,0.0
8366d3fffffffff,35.0,1.0,0.0,0.0
8366defffffffff,4.0,3.0,0.0,0.0
8366e4fffffffff,1.0,0.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0,0.0
8366ecfffffffff,2.0,0.0,0.0,0.0
8366f1fffffffff,7.0,0.0,0.0,0.0
8366f5fffffffff,2.0,2.0,0.0,0.0
836741fffffffff,19.0,0.0,0.0,0.0
836743fffffffff,1.0,1.0,0.0,0.0
836744fffffffff,4.0,0.0,0.0,0.0
836746fffffffff,49.0,0.0,0.0,0.0
83674cfffffffff,3.0,0.0,0.0,0.0
83674efffffffff,1.0,0.0,0.0,0.0
836755fffffffff,2.0,2.0,0.0,0.0
836758fffffffff,27.0,27.0,0.0,0.0
836759fffffffff,6.0,6.0,0.0,0.0
83675bfffffffff,3.0,0.0,0.0,0.0
836773fffffffff,28.0,0.0,0.0,0.0
83679afffffffff,5.0,0.0,0.0,0.0
83679bfffffffff,62.0,0.0,0.0,0.0
836d05fffffffff,96.0,0.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0,0.0
836d2bfffffffff,2.0,0.0,0.0,0.0
836d2dfffffffff,92.0,0.0,0.0,0.0
836d60fffffffff,34.0,0.0,0.0,0.0
836d61fffffffff,78.0,0.0,0.0,0.0
836d64fffffffff,22.0,0.0,0.0,0.0
836d65fffffffff,20.0,0.0,0.0,0.0
836d66fffffffff,69.0,0.0,0.0,0.0
836d68fffffffff,28.0,1.0,0.0,0.0
836d69fffffffff,85.0,3.0,0.0,0.0
836d6bfffffffff,3.0,0.0,0.0,0.0
836d6cfffffffff,1.0,0.0,0.0,0.0
836d6dfffffffff,20.0,0.0,0.0,0.0
836d74fffffffff,7.0,0.0,0.0,0.0
836d75fffffffff,16.0,0.0,0.0,0.0
836d76fffffffff,6.0,0.0,0.0,0.0
838023fffffffff,2.0,0.0,0.0,0.0
838064fffffffff,2.0,0.0,2.0,0.0
838143fffffffff,4.0,0.0,4.0,0.0
83814afffffffff,8.0,0.0,8.0,0.0
838a45fffffffff,2.0,0.0,2.0,0.0
838a6dfffffffff,6.0,0.0,0.0,0.0
838aabfffffffff,4.0,0.0,0.0,0.0
838af6fffffffff,6.0,0.0,6.0,0.0
838b22fffffffff,5.0,0.0,5.0,0.0
838b4efffffffff,5.0,0.0,0.0,0.0
838b61fffffffff,4.0,0.0,0.0,0.0
838b71fffffffff,5.0,0.0,0.0,0.0
838e64fffffffff,25.0,0.0,0.0,0.0
838e65fffffffff,4.0,0.0,0.0,0.0
838f0dfffffffff,2.0,0.0,0.0,0.0
838f29fffffffff,12.0,0.0,0.0,0.0
838f2bfffffffff,18.0,0.0,0.0,0.0
838f2efffffffff,2.0,0.0,0.0,0.0
838f43fffffffff,2.0,0.0,0.0,0.0
838f4afffffffff,2.0,0.0,0.0,0.0
838f70fffffffff,18.0,0.0,0.0,0.0
838f72fffffffff,6.0,0.0,0.0,0.0
838f76fffffffff,7.0,0.0,0.0,0.0
83a806fffffffff,1.0,0.0,1.0,0.0
83a810fffffffff,1.0,0.0,0.0,0.0
83a844fffffffff,2.0,0.0,2.0,0.0
83a85dfffffffff,2.0,2.0,0.0,0.0
83a8a2fffffffff,3.0,0.0,0.0,0.0
83a92cfffffffff,1.0,0.0,0.0,0.0
83a943fffffffff,4.0,0.0,0.0,0.0
83a944fffffffff,2.0,0.0,2.0,0.0
83a94efffffffff,3.0,0.0,0.0,0.0
83a953fffffffff,6.0,0.0,5.0,0.0
83a95efffffffff,7.0,0.0,7.0,0.0
83a961fffffffff,106.0,0.0,0.0,0.0
83a962fffffffff,21.0,0.0,19.0,0.0
83a965fffffffff,31.0,0.0,0.0,0.0
83a96cfffffffff,34.0,0.0,0.0,0.0
83a96efffffffff,1.0,0.0,0.0,0.0
83b219fffffffff,15.0,0.0,0.0,15.0
83b21dfffffffff,2.0,0.0,0.0,2.0
83b226fffffffff,16.0,0.0,0.0,0.0
83b245fffffffff,3.0,0.0,3.0,0.0
83b248fffffffff,72.0,0.0,0.0,0.0
83b249fffffffff,166.0,0.0,0.0,0.0
83b24bfffffffff,14.0,0.0,0.0,0.0
83b24cfffffffff,10.0,0.0,0.0,0.0
83b24dfffffffff,1917.0,0.0,3.0,0.0
83b256fffffffff,2.0,0.0,2.0,0.0
83b25bfffffffff,4.0,0.0,4.0,0.0
83b261fffffffff,10.0,0.0,0.0,0.0
83b268fffffffff,70.0,0.0,0.0,0.0
83b269fffffffff,136.0,0.0,0.0,0.0
83b26afffffffff,68.0,0.0,53.0,0.0
83b26bfffffffff,259.0,0.0,0.0,0.0
83b26cfffffffff,6.0,0.0,0.0,0.0
83b26dfffffffff,117.0,0.0,0.0,0.0
83b26efffffffff,3.0,0.0,0.0,0.0
83b270fffffffff,4.0,0.0,0.0,0.0
83b274fffffffff,3.0,0.0,3.0,0.0
83b2c0fffffffff,164.0,0.0,0.0,157.0
83b2c3fffffffff,30.0,0.0,0.0,30.0
83b2c4fffffffff,118.0,0.0,0.0,118.0
83b2c5fffffffff,11.0,0.0,0.0,0.0
83b2d8fffffffff,3.0,0.0,0.0,0.0
83b2ddfffffffff,44.0,0.0,0.0,44.0
83b2e2fffffffff,15.0,0.0,0.0,15.0
83b2e3fffffffff,2.0,0.0,0.0,2.0
83b2e6fffffffff,7.0,0.0,0.0,7.0
83b2eafffffffff,5.0,0.0,0.0,5.0
83b2eefffffffff,4.0,0.0,0.0,3.0
83b30efffffffff,3.0,0.0,0.0,0.0
83b351fffffffff,5.0,0.0,5.0,0.0
83b35afffffffff,4.0,0.0,4.0,0.0
83c205fffffffff,2.0,0.0,2.0,0.0
83c219fffffffff,2.0,0.0,2.0,0.0
83c21bfffffffff,29.0,0.0,29.0,0.0
83c21dfffffffff,2.0,0.0,2.0,0.0
83c22afffffffff,25.0,0.0,25.0,0.0
83c22efffffffff,5.0,0.0,5.0,0.0
83c2c0fffffffff,1.0,0.0,0.0,0.0
83c2c5fffffffff,47.0,0.0,46.0,0.0
83c2c6fffffffff,6.0,0.0,0.0,0.0
83c2c9fffffffff,357.0,0.0,6.0,0.0
83c2cbfffffffff,3.0,0.0,0.0,0.0
83c2cdfffffffff,277.0,0.0,3.0,0.0
83c2d5fffffffff,1.0,0.0,0.0,0.0
83c2d8fffffffff,2.0,0.0,0.0,0.0
83c2e0fffffffff,7.0,0.0,7.0,0.0
83c2e2fffffffff,17.0,0.0,17.0,0.0
83c2e3fffffffff,8.0,0.0,2.0,1.0
83c2e6fffffffff,10.0,0.0,10.0,0.0
83c2e9fffffffff,143.0,0.0,0.0,0.0
83c2eafffffffff,8.0,0.0,8.0,0.0
83c2ebfffffffff,45.0,0.0,3.0,0.0
83c2f1fffffffff,29.0,0.0,27.0,0.0
83c2f3fffffffff,16.0,0.0,0.0,0.0
83c321fffffffff,2.0,0.0,0.0,2.0
83c325fffffffff,4.0,0.0,0.0,4.0
83c34bfffffffff,61.0,0.0,0.0,0.0
83ce80fffffffff,1.0,0.0,0.0,1.0
83ce81fffffffff,2.0,0.0,0.0,0.0
83ce88fffffffff,1.0,0.0,0.0,1.0
83ce8afffffffff,2.0,0.0,0.0,0.0
83ce8cfffffffff,20.0,0.0,0.0,0.0
83ce8efffffffff,1.0,0.0,0.0,1.0
83ce93fffffffff,2.0,0.0,0.0,2.0
83ce9cfffffffff,2.0,0.0,2.0,0.0
83cea0fffffffff,1.0,0.0,0.0,0.0
83cea1fffffffff,1.0,0.0,0.0,0.0
83cea3fffffffff,4.0,0.0,0.0,4.0
83ceacfffffffff,28.0,0.0,0.0,28.0
83cf12fffffffff,7.0,0.0,0.0,0.0
83cf16fffffffff,1.0,0.0,0.0,0.0
83cf8efffffffff,2.0,0.0,0.0,0.0
83cf91fffffffff,3.0,0.0,0.0,0.0
83cfa2fffffffff,32.0,0.0,0.0,2.0
83cfa4fffffffff,8.0,0.0,0.0,0.0
83cfaafffffffff,1.0,0.0,0.0,0.0
83cfacfffffffff,3.0,0.0,0.0,0.0
83df41fffffffff,15.0,0.0,0.0,11.0
83df45fffffffff,5.0,0.0,0.0,0.0
83df68fffffffff,18.0,0.0,0.0,10.0
83df69fffffffff,19.0,0.0,0.0,13.0
