cell_id,Limosa limosa,Limosa limosa islandica,Limosa limosa limosa,Limosa limosa melanuroides,Limosa limosa bohaii
831e12fffffffff,9.0,0.0,0.0,0.0,0.0
831e13fffffffff,5.0,0.0,0.0,0.0,0.0
831e18fffffffff,9.0,0.0,0.0,0.0,0.0
831e19fffffffff,15.0,0.0,1.0,0.0,0.0
831e1bfffffffff,30.0,0.0,0.0,0.0,0.0
831e1cfffffffff,72.0,0.0,2.0,0.0,0.0
831e1dfffffffff,91.0,0.0,4.0,0.0,0.0
831e20fffffffff,10.0,0.0,0.0,0.0,0.0
831e21fffffffff,16.0,0.0,0.0,0.0,0.0
831e22fffffffff,11.0,0.0,0.0,0.0,0.0
831e23fffffffff,1.0,0.0,0.0,0.0,0.0
831e24fffffffff,15.0,0.0,0.0,0.0,0.0
831e25fffffffff,5.0,0.0,0.0,0.0,0.0
831e26fffffffff,11.0,0.0,0.0,0.0,0.0
831e28fffffffff,16.0,0.0,0.0,0.0,0.0
831e29fffffffff,6.0,0.0,0.0,0.0,0.0
831e2bfffffffff,3.0,0.0,0.0,0.0,0.0
831e2cfffffffff,4.0,0.0,0.0,0.0,0.0
831e2dfffffffff,19.0,0.0,0.0,0.0,0.0
831e2efffffffff,33.0,0.0,0.0,0.0,0.0
831e30fffffffff,2.0,0.0,0.0,0.0,0.0
831e32fffffffff,8.0,0.0,0.0,0.0,0.0
831e33fffffffff,2.0,0.0,0.0,0.0,0.0
831e36fffffffff,8.0,0.0,0.0,0.0,0.0
831e42fffffffff,5.0,0.0,0.0,0.0,0.0
831e4afffffffff,4.0,0.0,0.0,0.0,0.0
831e4bfffffffff,8.0,0.0,0.0,0.0,0.0
831e51fffffffff,30.0,0.0,0.0,0.0,0.0
831e52fffffffff,4.0,0.0,0.0,0.0,0.0
831e55fffffffff,2.0,0.0,0.0,0.0,0.0
831e56fffffffff,2.0,0.0,0.0,0.0,0.0
831e58fffffffff,14.0,0.0,0.0,0.0,0.0
831e5afffffffff,55.0,0.0,0.0,0.0,0.0
831e5cfffffffff,7.0,0.0,0.0,0.0,0.0
831e5dfffffffff,15.0,0.0,0.0,0.0,0.0
831e5efffffffff,151.0,0.0,0.0,0.0,0.0
831e63fffffffff,17.0,0.0,0.0,0.0,0.0
831e64fffffffff,8.0,0.0,0.0,0.0,0.0
831e69fffffffff,1.0,0.0,0.0,0.0,0.0
831e6afffffffff,5.0,0.0,0.0,0.0,0.0
831e6bfffffffff,5.0,0.0,0.0,0.0,0.0
831e74fffffffff,2.0,0.0,0.0,0.0,0.0
831e75fffffffff,2.0,0.0,0.0,0.0,0.0
831e76fffffffff,8.0,0.0,0.0,0.0,0.0
831e80fffffffff,1.0,0.0,0.0,0.0,0.0
831e82fffffffff,3.0,0.0,0.0,0.0,0.0
831e83fffffffff,14.0,0.0,0.0,0.0,0.0
831e84fffffffff,3.0,0.0,0.0,0.0,0.0
831e86fffffffff,6.0,0.0,0.0,0.0,0.0
831e8efffffffff,4.0,0.0,0.0,0.0,0.0
831e92fffffffff,2.0,0.0,0.0,0.0,0.0
831e9afffffffff,3.0,0.0,0.0,0.0,0.0
831ea0fffffffff,32.0,0.0,0.0,0.0,0.0
831ea1fffffffff,17.0,0.0,0.0,0.0,0.0
831ea4fffffffff,1.0,0.0,0.0,0.0,0.0
831ea5fffffffff,20.0,0.0,0.0,0.0,0.0
831ea6fffffffff,4.0,0.0,0.0,0.0,0.0
831ea8fffffffff,4.0,0.0,0.0,0.0,0.0
831eabfffffffff,3.0,0.0,0.0,0.0,0.0
831eacfffffffff,2.0,0.0,0.0,0.0,0.0
831eadfffffffff,3.0,0.0,0.0,0.0,0.0
831eaefffffffff,4.0,0.0,0.0,0.0,0.0
831eb1fffffffff,7.0,0.0,0.0,0.0,0.0
831eb4fffffffff,4.0,0.0,0.0,0.0,0.0
831ec0fffffffff,6.0,0.0,0.0,0.0,0.0
831ec1fffffffff,40.0,0.0,0.0,0.0,0.0
831ec2fffffffff,53.0,0.0,0.0,0.0,0.0
831ec3fffffffff,19.0,0.0,0.0,0.0,0.0
831ec4fffffffff,14.0,0.0,0.0,0.0,0.0
831ec6fffffffff,1.0,0.0,0.0,0.0,0.0
831ec9fffffffff,98.0,0.0,0.0,0.0,0.0
831ecafffffffff,45.0,0.0,0.0,0.0,0.0
831ecbfffffffff,8.0,0.0,0.0,0.0,0.0
831eccfffffffff,2.0,0.0,0.0,0.0,0.0
831ecdfffffffff,7.0,0.0,0.0,0.0,0.0
831ecefffffffff,50.0,0.0,0.0,0.0,0.0
831ed1fffffffff,29.0,0.0,0.0,0.0,0.0
831ed2fffffffff,2.0,0.0,0.0,0.0,0.0
831ed3fffffffff,2.0,0.0,0.0,0.0,0.0
831ed4fffffffff,4.0,0.0,0.0,0.0,0.0
831ed5fffffffff,2.0,0.0,0.0,0.0,0.0
831ed6fffffffff,6.0,0.0,0.0,0.0,0.0
831ed9fffffffff,41.0,0.0,0.0,0.0,0.0
831edafffffffff,37.0,0.0,0.0,0.0,0.0
831edcfffffffff,16.0,0.0,0.0,0.0,0.0
831edefffffffff,37.0,0.0,0.0,0.0,0.0
831ee5fffffffff,3.0,0.0,0.0,0.0,0.0
831ee6fffffffff,8.0,0.0,0.0,0.0,0.0
831ee9fffffffff,18.0,0.0,0.0,0.0,0.0
831eebfffffffff,176.0,0.0,0.0,0.0,0.0
831eedfffffffff,2.0,0.0,0.0,0.0,0.0
831ef0fffffffff,4.0,0.0,0.0,0.0,0.0
831ef1fffffffff,2.0,0.0,0.0,0.0,0.0
831ef2fffffffff,15.0,0.0,0.0,0.0,0.0
831f00fffffffff,1.0,0.0,0.0,0.0,0.0
831f01fffffffff,7.0,0.0,0.0,0.0,0.0
831f03fffffffff,1.0,0.0,0.0,0.0,0.0
831f04fffffffff,1.0,0.0,1.0,0.0,0.0
831f05fffffffff,97.0,4.0,1.0,0.0,0.0
831f06fffffffff,11.0,0.0,0.0,0.0,0.0
831f0bfffffffff,3.0,0.0,0.0,0.0,0.0
831f0efffffffff,2.0,0.0,0.0,0.0,0.0
831f10fffffffff,14.0,2.0,1.0,0.0,0.0
831f11fffffffff,1.0,0.0,0.0,0.0,0.0
831f12fffffffff,30.0,0.0,0.0,0.0,0.0
831f13fffffffff,13.0,0.0,0.0,0.0,0.0
831f14fffffffff,54.0,0.0,3.0,0.0,0.0
831f15fffffffff,3.0,1.0,0.0,0.0,0.0
831f16fffffffff,8.0,0.0,0.0,0.0,0.0
831f18fffffffff,2.0,0.0,0.0,0.0,0.0
831f19fffffffff,12.0,0.0,0.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0,0.0,0.0
831f21fffffffff,18.0,0.0,0.0,0.0,0.0
831f22fffffffff,2.0,0.0,0.0,0.0,0.0
831f23fffffffff,6.0,0.0,0.0,0.0,0.0
831f24fffffffff,4.0,0.0,0.0,0.0,0.0
831f25fffffffff,3.0,0.0,0.0,0.0,0.0
831f26fffffffff,25.0,2.0,0.0,0.0,0.0
831f28fffffffff,14.0,0.0,0.0,0.0,0.0
831f29fffffffff,40.0,0.0,0.0,0.0,0.0
831f2dfffffffff,15.0,0.0,0.0,0.0,0.0
831f2efffffffff,6.0,0.0,0.0,0.0,0.0
831f30fffffffff,12.0,0.0,0.0,0.0,0.0
831f31fffffffff,83.0,6.0,7.0,0.0,0.0
831f32fffffffff,9.0,0.0,0.0,0.0,0.0
831f33fffffffff,124.0,2.0,7.0,0.0,0.0
831f35fffffffff,18.0,0.0,1.0,0.0,0.0
831f40fffffffff,4.0,0.0,0.0,0.0,0.0
831f41fffffffff,3.0,0.0,0.0,0.0,0.0
831f42fffffffff,6.0,0.0,0.0,0.0,0.0
831f45fffffffff,2.0,0.0,0.0,0.0,0.0
831f4afffffffff,4.0,0.0,0.0,0.0,0.0
831f4cfffffffff,6.0,0.0,0.0,0.0,0.0
831f4efffffffff,30.0,0.0,0.0,0.0,0.0
831f50fffffffff,3.0,0.0,0.0,0.0,0.0
831f51fffffffff,129.0,0.0,0.0,0.0,0.0
831f52fffffffff,3.0,0.0,0.0,0.0,0.0
831f53fffffffff,15.0,0.0,0.0,0.0,0.0
831f58fffffffff,16.0,0.0,0.0,0.0,0.0
831f59fffffffff,23.0,0.0,0.0,0.0,0.0
831f5afffffffff,8.0,0.0,0.0,0.0,0.0
831f5bfffffffff,3.0,0.0,0.0,0.0,0.0
831f5cfffffffff,17.0,0.0,0.0,0.0,0.0
831f5dfffffffff,4.0,0.0,0.0,0.0,0.0
831f5efffffffff,4.0,0.0,0.0,0.0,0.0
831f60fffffffff,2.0,0.0,0.0,0.0,0.0
831f64fffffffff,2.0,0.0,0.0,0.0,0.0
831f65fffffffff,15.0,0.0,3.0,0.0,0.0
831f68fffffffff,5.0,0.0,0.0,0.0,0.0
831f6afffffffff,2.0,0.0,0.0,0.0,0.0
831f6efffffffff,2.0,0.0,0.0,0.0,0.0
831f71fffffffff,71.0,0.0,0.0,0.0,0.0
831f72fffffffff,1.0,0.0,0.0,0.0,0.0
831f75fffffffff,4.0,0.0,0.0,0.0,0.0
831f81fffffffff,1.0,0.0,0.0,0.0,0.0
831f82fffffffff,10.0,0.0,0.0,0.0,0.0
831f83fffffffff,10.0,0.0,0.0,0.0,0.0
831f88fffffffff,3.0,0.0,2.0,0.0,0.0
831f8cfffffffff,14.0,0.0,0.0,0.0,0.0
831f8dfffffffff,20.0,0.0,12.0,0.0,0.0
831f8efffffffff,8.0,0.0,0.0,0.0,0.0
831f91fffffffff,4.0,0.0,0.0,0.0,0.0
831f98fffffffff,16.0,0.0,0.0,0.0,0.0
831f9afffffffff,1.0,0.0,0.0,0.0,0.0
831fa3fffffffff,2.0,0.0,0.0,0.0,0.0
831fa4fffffffff,49.0,0.0,0.0,0.0,0.0
831fa5fffffffff,12.0,0.0,0.0,0.0,0.0
831faafffffffff,9.0,0.0,0.0,0.0,0.0
831fabfffffffff,18.0,0.0,0.0,0.0,0.0
831fadfffffffff,6.0,0.0,0.0,0.0,0.0
831fb2fffffffff,5.0,0.0,0.0,0.0,0.0
831fb4fffffffff,3.0,0.0,0.0,0.0,0.0
831fb6fffffffff,1.0,0.0,0.0,0.0,0.0
83200efffffffff,2.0,0.0,0.0,0.0,0.0
832018fffffffff,2.0,0.0,0.0,0.0,0.0
83201dfffffffff,2.0,0.0,0.0,0.0,0.0
83204afffffffff,17.0,0.0,0.0,0.0,0.0
832054fffffffff,1.0,0.0,0.0,0.0,0.0
8320a4fffffffff,3.0,0.0,0.0,0.0,0.0
8320b1fffffffff,2.0,0.0,0.0,0.0,0.0
8320e2fffffffff,6.0,0.0,3.0,0.0,0.0
8320e6fffffffff,24.0,0.0,3.0,0.0,0.0
8320f4fffffffff,1.0,0.0,0.0,0.0,0.0
8320f5fffffffff,2.0,0.0,0.0,0.0,0.0
832123fffffffff,8.0,0.0,2.0,0.0,0.0
832148fffffffff,9.0,0.0,0.0,0.0,0.0
83214afffffffff,7.0,0.0,0.0,0.0,0.0
83214bfffffffff,3.0,0.0,0.0,0.0,0.0
832150fffffffff,8.0,0.0,0.0,0.0,0.0
832152fffffffff,44.0,0.0,5.0,0.0,0.0
832153fffffffff,6.0,0.0,0.0,0.0,0.0
832156fffffffff,2.0,0.0,0.0,0.0,0.0
832171fffffffff,2.0,0.0,0.0,0.0,0.0
832198fffffffff,7.0,0.0,0.0,0.0,0.0
832400fffffffff,1.0,0.0,0.0,1.0,0.0
832404fffffffff,19.0,0.0,0.0,3.0,0.0
832405fffffffff,3.0,0.0,0.0,0.0,0.0
832406fffffffff,3.0,0.0,0.0,1.0,0.0
832424fffffffff,4.0,0.0,0.0,0.0,0.0
832428fffffffff,10.0,0.0,0.0,1.0,0.0
83242afffffffff,2.0,0.0,0.0,0.0,0.0
83242bfffffffff,1.0,0.0,0.0,0.0,0.0
83242cfffffffff,53.0,0.0,0.0,2.0,0.0
83242dfffffffff,15.0,0.0,0.0,2.0,0.0
83242efffffffff,7.0,0.0,0.0,4.0,0.0
832431fffffffff,9.0,0.0,0.0,3.0,0.0
83244bfffffffff,25.0,0.0,0.0,11.0,0.0
83244cfffffffff,16.0,0.0,0.0,3.0,0.0
83245afffffffff,2.0,0.0,0.0,0.0,0.0
832460fffffffff,59.0,0.0,0.0,21.0,0.0
832461fffffffff,2.0,0.0,0.0,0.0,0.0
832464fffffffff,10.0,0.0,0.0,1.0,0.0
832466fffffffff,18.0,0.0,0.0,4.0,0.0
83246cfffffffff,4.0,0.0,0.0,1.0,0.0
83246dfffffffff,3.0,0.0,0.0,0.0,0.0
832475fffffffff,74.0,0.0,0.0,19.0,0.0
832476fffffffff,2.0,0.0,0.0,0.0,0.0
832482fffffffff,9.0,0.0,0.0,2.0,0.0
832488fffffffff,3.0,0.0,0.0,1.0,0.0
83248afffffffff,9.0,0.0,0.0,1.0,0.0
8324e8fffffffff,4.0,0.0,0.0,0.0,0.0
83250bfffffffff,2.0,0.0,0.0,0.0,0.0
832511fffffffff,11.0,0.0,0.0,0.0,0.0
832512fffffffff,4.0,0.0,0.0,2.0,0.0
832513fffffffff,3.0,0.0,0.0,1.0,0.0
832540fffffffff,7.0,0.0,0.0,0.0,0.0
83255afffffffff,5.0,0.0,0.0,0.0,0.0
832571fffffffff,2.0,0.0,0.0,0.0,0.0
832592fffffffff,2.0,0.0,0.0,0.0,0.0
8325a4fffffffff,10.0,0.0,0.0,0.0,0.0
8325a9fffffffff,2.0,0.0,0.0,0.0,0.0
8325acfffffffff,2.0,0.0,0.0,0.0,0.0
8325b4fffffffff,4.0,0.0,0.0,0.0,0.0
832c00fffffffff,17.0,0.0,0.0,0.0,0.0
832c01fffffffff,9.0,0.0,0.0,0.0,0.0
832c04fffffffff,2.0,0.0,0.0,0.0,0.0
832c05fffffffff,89.0,0.0,0.0,0.0,0.0
832c06fffffffff,24.0,0.0,0.0,0.0,0.0
832c0afffffffff,9.0,0.0,0.0,0.0,0.0
832c0bfffffffff,37.0,0.0,0.0,0.0,0.0
832c13fffffffff,9.0,0.0,0.0,0.0,0.0
832c18fffffffff,4.0,0.0,0.0,0.0,0.0
832c19fffffffff,51.0,0.0,0.0,0.0,0.0
832c1bfffffffff,2.0,0.0,0.0,0.0,0.0
832c1efffffffff,9.0,0.0,0.0,0.0,0.0
832c20fffffffff,6.0,0.0,0.0,0.0,0.0
832c21fffffffff,9.0,0.0,0.0,0.0,0.0
832c23fffffffff,12.0,0.0,0.0,0.0,0.0
832c2afffffffff,45.0,0.0,0.0,0.0,0.0
832c2efffffffff,4.0,0.0,0.0,0.0,0.0
832c56fffffffff,1.0,0.0,0.0,0.0,0.0
832c72fffffffff,10.0,0.0,0.0,0.0,0.0
832c82fffffffff,2.0,0.0,0.0,0.0,0.0
832c83fffffffff,5.0,0.0,0.0,0.0,0.0
832c8dfffffffff,10.0,0.0,0.0,0.0,0.0
832c91fffffffff,4.0,0.0,0.0,0.0,0.0
832c93fffffffff,237.0,0.0,3.0,0.0,0.0
832c9cfffffffff,38.0,0.0,0.0,0.0,0.0
832c9efffffffff,3.0,0.0,0.0,0.0,0.0
832cacfffffffff,1.0,0.0,0.0,0.0,0.0
832cc0fffffffff,252.0,0.0,0.0,0.0,0.0
832cc1fffffffff,5.0,0.0,0.0,0.0,0.0
832cc6fffffffff,29.0,0.0,0.0,0.0,0.0
832cd4fffffffff,23.0,0.0,0.0,0.0,0.0
832ce4fffffffff,70.0,0.0,0.0,0.0,0.0
832ce5fffffffff,6.0,0.0,0.0,0.0,0.0
832cf0fffffffff,20.0,0.0,0.0,0.0,0.0
832cf2fffffffff,8.0,0.0,0.0,0.0,0.0
832cf3fffffffff,63.0,0.0,0.0,0.0,0.0
832cf5fffffffff,12.0,0.0,0.0,0.0,0.0
832d01fffffffff,11.0,0.0,0.0,0.0,0.0
832d03fffffffff,51.0,0.0,0.0,0.0,0.0
832d05fffffffff,2.0,0.0,0.0,0.0,0.0
832d10fffffffff,32.0,0.0,0.0,0.0,0.0
832d12fffffffff,17.0,0.0,0.0,0.0,0.0
832d13fffffffff,2.0,0.0,0.0,0.0,0.0
832d14fffffffff,39.0,0.0,0.0,0.0,0.0
832d15fffffffff,4.0,0.0,0.0,0.0,0.0
832d16fffffffff,5.0,0.0,0.0,0.0,0.0
832d18fffffffff,2.0,0.0,0.0,0.0,0.0
832d22fffffffff,16.0,0.0,0.0,0.0,0.0
832d29fffffffff,2.0,0.0,0.0,0.0,0.0
832d32fffffffff,11.0,0.0,0.0,0.0,0.0
832d33fffffffff,67.0,0.0,0.0,0.0,0.0
832d34fffffffff,4.0,0.0,0.0,0.0,0.0
832d35fffffffff,2.0,0.0,0.0,0.0,0.0
832d5cfffffffff,28.0,0.0,0.0,0.0,0.0
832d64fffffffff,18.0,0.0,0.0,0.0,0.0
832d70fffffffff,4.0,0.0,0.0,0.0,0.0
832d71fffffffff,3.0,0.0,0.0,0.0,0.0
832d75fffffffff,4.0,0.0,0.0,0.0,0.0
832d76fffffffff,4.0,0.0,0.0,0.0,0.0
832da1fffffffff,140.0,0.0,0.0,0.0,0.0
832da4fffffffff,1.0,0.0,0.0,0.0,0.0
832da5fffffffff,43.0,0.0,0.0,0.0,0.0
832da6fffffffff,8.0,0.0,0.0,0.0,0.0
832da8fffffffff,13.0,0.0,0.0,0.0,0.0
832dacfffffffff,1.0,0.0,0.0,0.0,0.0
832daefffffffff,19.0,0.0,0.0,0.0,0.0
832db0fffffffff,465.0,0.0,16.0,0.0,0.0
