cell_id,Phylloscopus affinis,Phylloscopus affinis affinis/perflavus,Phylloscopus affinis occisinensis
8420999ffffffff,4.0,1.0,0.0
84209b5ffffffff,2.0,2.0,0.0
8424805ffffffff,3.0,0.0,3.0
8424833ffffffff,4.0,0.0,4.0
8424837ffffffff,13.0,0.0,13.0
8424851ffffffff,2.0,0.0,2.0
8424883ffffffff,5.0,0.0,5.0
842488bffffffff,5.0,0.0,5.0
8424897ffffffff,11.0,0.0,11.0
84248a3ffffffff,3.0,0.0,3.0
84248a9ffffffff,1.0,0.0,1.0
84248abffffffff,2.0,0.0,2.0
84248b3ffffffff,2.0,0.0,2.0
84248b9ffffffff,6.0,0.0,6.0
84248bbffffffff,6.0,0.0,6.0
84248c1ffffffff,3.0,0.0,3.0
84248e5ffffffff,3.0,0.0,2.0
84248e7ffffffff,52.0,0.0,52.0
842499dffffffff,1.0,0.0,1.0
84249c1ffffffff,2.0,0.0,2.0
84249c3ffffffff,2.0,0.0,2.0
84249c7ffffffff,4.0,0.0,4.0
84249d9ffffffff,2.0,0.0,2.0
8424d23ffffffff,2.0,0.0,2.0
8424d6dffffffff,7.0,0.0,7.0
843c005ffffffff,3.0,2.0,0.0
843c00dffffffff,4.0,4.0,0.0
843c027ffffffff,1.0,1.0,0.0
843c029ffffffff,77.0,62.0,0.0
843c02bffffffff,3.0,3.0,0.0
843c02dffffffff,92.0,74.0,0.0
843c031ffffffff,20.0,20.0,0.0
843c033ffffffff,20.0,20.0,0.0
843c039ffffffff,2.0,2.0,0.0
843c061ffffffff,1.0,1.0,0.0
843c063ffffffff,11.0,9.0,0.0
843c067ffffffff,9.0,7.0,0.0
843c06bffffffff,4.0,3.0,0.0
843c08bffffffff,4.0,4.0,0.0
843c09bffffffff,2.0,2.0,0.0
843c0a1ffffffff,34.0,34.0,0.0
843c0a3ffffffff,47.0,35.0,0.0
843c0a5ffffffff,249.0,239.0,0.0
843c0a7ffffffff,1.0,1.0,0.0
843c0a9ffffffff,44.0,40.0,0.0
843c0adffffffff,67.0,62.0,0.0
843c0b5ffffffff,84.0,51.0,0.0
843c0b7ffffffff,60.0,42.0,0.0
843c0bdffffffff,6.0,4.0,0.0
843c0c3ffffffff,12.0,12.0,0.0
843c0e3ffffffff,11.0,10.0,0.0
843c0e7ffffffff,31.0,30.0,0.0
843c139ffffffff,4.0,4.0,0.0
843c159ffffffff,20.0,15.0,0.0
843c15bffffffff,1.0,1.0,0.0
843c189ffffffff,2.0,2.0,0.0
843c18bffffffff,2.0,2.0,0.0
843c191ffffffff,16.0,16.0,0.0
843c199ffffffff,31.0,19.0,0.0
843c1c3ffffffff,113.0,102.0,0.0
843c1c7ffffffff,1.0,1.0,0.0
843c1c9ffffffff,1.0,0.0,0.0
843c1d1ffffffff,43.0,43.0,0.0
843c1d3ffffffff,78.0,67.0,0.0
843c1d7ffffffff,12.0,12.0,0.0
843c1d9ffffffff,1.0,1.0,0.0
843c1dbffffffff,16.0,12.0,0.0
843c1e9ffffffff,4.0,4.0,0.0
843c303ffffffff,5.0,5.0,0.0
843c307ffffffff,6.0,6.0,0.0
843c311ffffffff,21.0,18.0,0.0
843c315ffffffff,7.0,5.0,0.0
843c317ffffffff,11.0,11.0,0.0
843c319ffffffff,2.0,2.0,0.0
843c31dffffffff,2.0,2.0,0.0
843c32bffffffff,1.0,0.0,0.0
843c333ffffffff,9.0,5.0,0.0
843c335ffffffff,5.0,2.0,0.0
843c33bffffffff,12.0,7.0,0.0
843c33dffffffff,3.0,3.0,0.0
843c341ffffffff,10.0,10.0,0.0
843c34bffffffff,2.0,2.0,0.0
843c355ffffffff,1.0,1.0,0.0
843c369ffffffff,2.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0
843c421ffffffff,9.0,9.0,0.0
843c423ffffffff,2.0,2.0,0.0
843c429ffffffff,1.0,1.0,0.0
843c431ffffffff,2.0,2.0,0.0
843c435ffffffff,2.0,2.0,0.0
843c4a3ffffffff,1.0,1.0,0.0
843c521ffffffff,12.0,0.0,0.0
843c525ffffffff,1.0,0.0,0.0
843c527ffffffff,8.0,1.0,0.0
843c52dffffffff,6.0,4.0,0.0
843c537ffffffff,6.0,4.0,0.0
843c567ffffffff,2.0,2.0,0.0
843c56dffffffff,4.0,4.0,0.0
843c581ffffffff,84.0,64.0,0.0
843c583ffffffff,4.0,4.0,0.0
843c585ffffffff,11.0,8.0,0.0
843c587ffffffff,8.0,8.0,0.0
843c589ffffffff,3.0,3.0,0.0
843c58dffffffff,1.0,0.0,0.0
843c595ffffffff,37.0,30.0,0.0
843c5a1ffffffff,7.0,0.0,0.0
843c5a9ffffffff,46.0,0.0,0.0
843c5abffffffff,3.0,0.0,0.0
843c5adffffffff,2.0,0.0,0.0
843c5b1ffffffff,2.0,2.0,0.0
843c5b7ffffffff,8.0,8.0,0.0
843c5b9ffffffff,3.0,2.0,0.0
843c5bdffffffff,10.0,6.0,0.0
843c5c9ffffffff,14.0,14.0,0.0
843c5e3ffffffff,22.0,17.0,0.0
843c5e9ffffffff,1.0,0.0,0.0
843c681ffffffff,5.0,0.0,5.0
843c683ffffffff,40.0,0.0,40.0
843c687ffffffff,2.0,0.0,2.0
843c689ffffffff,7.0,0.0,7.0
843c691ffffffff,3.0,0.0,3.0
843c693ffffffff,1.0,0.0,0.0
843c69bffffffff,4.0,0.0,0.0
843c69dffffffff,2.0,0.0,2.0
843c6a3ffffffff,10.0,0.0,10.0
843c6abffffffff,15.0,0.0,15.0
843c6b1ffffffff,3.0,0.0,3.0
843c6bdffffffff,10.0,0.0,10.0
843c721ffffffff,2.0,2.0,0.0
843c723ffffffff,5.0,5.0,0.0
843c727ffffffff,28.0,28.0,0.0
843c73dffffffff,1.0,1.0,0.0
843c801ffffffff,3.0,3.0,0.0
843c805ffffffff,3.0,3.0,0.0
843c80dffffffff,2.0,2.0,0.0
843c8c1ffffffff,2.0,0.0,0.0
843c8cbffffffff,3.0,1.0,0.0
843c8e5ffffffff,1.0,1.0,0.0
843c909ffffffff,2.0,2.0,0.0
843c943ffffffff,9.0,9.0,0.0
843c945ffffffff,6.0,6.0,0.0
843c947ffffffff,3.0,0.0,0.0
843c9d9ffffffff,2.0,0.0,0.0
843ca25ffffffff,3.0,3.0,0.0
843ca45ffffffff,1.0,0.0,0.0
843ca47ffffffff,3.0,0.0,0.0
843ca8bffffffff,1.0,0.0,0.0
843ca8dffffffff,1.0,0.0,0.0
843ca93ffffffff,2.0,0.0,0.0
843cab9ffffffff,1.0,0.0,0.0
843caddffffffff,3.0,3.0,0.0
843cae5ffffffff,1.0,1.0,0.0
843cb03ffffffff,2.0,0.0,0.0
843cb11ffffffff,2.0,2.0,0.0
843cb15ffffffff,3.0,3.0,0.0
843cb1dffffffff,15.0,15.0,0.0
843cb39ffffffff,1.0,0.0,0.0
843cb6bffffffff,2.0,0.0,0.0
843cc41ffffffff,5.0,5.0,0.0
843cc43ffffffff,4.0,4.0,0.0
843cc47ffffffff,2.0,0.0,0.0
843cc5bffffffff,1.0,0.0,0.0
843cc5dffffffff,4.0,3.0,0.0
843cc67ffffffff,5.0,5.0,0.0
843cd49ffffffff,2.0,2.0,0.0
843cd8bffffffff,2.0,2.0,0.0
843cd91ffffffff,53.0,53.0,0.0
843cd93ffffffff,2.0,2.0,0.0
843cd9bffffffff,1.0,1.0,0.0
843cd9dffffffff,5.0,5.0,0.0
843cdc5ffffffff,2.0,2.0,0.0
843ce11ffffffff,3.0,0.0,0.0
843ce13ffffffff,4.0,0.0,0.0
843ce15ffffffff,13.0,0.0,0.0
843ce1dffffffff,1.0,0.0,0.0
843ce29ffffffff,4.0,3.0,0.0
843ce31ffffffff,2.0,0.0,0.0
843ce43ffffffff,2.0,0.0,0.0
843ce45ffffffff,5.0,5.0,0.0
843ce47ffffffff,1.0,0.0,0.0
843ce49ffffffff,4.0,4.0,0.0
843ce4bffffffff,28.0,25.0,0.0
843ce4dffffffff,17.0,16.0,0.0
843ce51ffffffff,14.0,0.0,0.0
843ce53ffffffff,9.0,1.0,0.0
843ce55ffffffff,3.0,0.0,0.0
843ce57ffffffff,8.0,0.0,0.0
843ce59ffffffff,19.0,19.0,0.0
843ce5bffffffff,28.0,19.0,0.0
843ce5dffffffff,22.0,15.0,0.0
843ce85ffffffff,5.0,0.0,0.0
843ce95ffffffff,2.0,0.0,0.0
843ce97ffffffff,3.0,3.0,0.0
843cea1ffffffff,2.0,0.0,0.0
843ceb9ffffffff,2.0,2.0,0.0
843cebbffffffff,2.0,2.0,0.0
843cec1ffffffff,17.0,0.0,0.0
843cec3ffffffff,6.0,0.0,0.0
843cec5ffffffff,1.0,0.0,0.0
843cec9ffffffff,19.0,6.0,0.0
843cecbffffffff,2.0,2.0,0.0
843cecdffffffff,6.0,0.0,0.0
843ced1ffffffff,4.0,0.0,0.0
843ced3ffffffff,1.0,0.0,0.0
843ced9ffffffff,2.0,0.0,0.0
843cf11ffffffff,5.0,5.0,0.0
843cf43ffffffff,4.0,4.0,0.0
843cf4bffffffff,1.0,0.0,0.0
843d001ffffffff,2.0,2.0,0.0
843d005ffffffff,50.0,47.0,0.0
843d009ffffffff,10.0,7.0,0.0
843d00dffffffff,47.0,41.0,0.0
843d025ffffffff,3.0,3.0,0.0
843d041ffffffff,4.0,4.0,0.0
843d043ffffffff,36.0,26.0,0.0
843d045ffffffff,11.0,11.0,0.0
843d049ffffffff,24.0,16.0,0.0
843d04dffffffff,8.0,7.0,0.0
843d065ffffffff,1.0,1.0,0.0
843d067ffffffff,8.0,8.0,0.0
843d06bffffffff,10.0,10.0,0.0
843d06dffffffff,3.0,3.0,0.0
843d103ffffffff,6.0,6.0,0.0
843d107ffffffff,33.0,33.0,0.0
843d111ffffffff,20.0,20.0,0.0
843d113ffffffff,6.0,6.0,0.0
843d115ffffffff,17.0,17.0,0.0
843d119ffffffff,59.0,55.0,0.0
843d137ffffffff,15.0,15.0,0.0
843d139ffffffff,26.0,26.0,0.0
843d13dffffffff,2.0,2.0,0.0
843d151ffffffff,7.0,3.0,0.0
843d153ffffffff,1.0,1.0,0.0
843d159ffffffff,7.0,3.0,0.0
843d15bffffffff,12.0,12.0,0.0
843d15dffffffff,6.0,5.0,0.0
843d1a9ffffffff,12.0,2.0,0.0
843d1e1ffffffff,1.0,1.0,0.0
843d1e5ffffffff,4.0,4.0,0.0
843d1e7ffffffff,22.0,19.0,0.0
843d1e9ffffffff,1.0,1.0,0.0
843d1ebffffffff,8.0,8.0,0.0
843d1edffffffff,30.0,26.0,0.0
843d223ffffffff,2.0,2.0,0.0
843d22dffffffff,5.0,5.0,0.0
843d26bffffffff,1.0,0.0,0.0
843d301ffffffff,4.0,4.0,0.0
843d303ffffffff,3.0,3.0,0.0
843d307ffffffff,18.0,18.0,0.0
843d311ffffffff,2.0,2.0,0.0
843d313ffffffff,3.0,0.0,0.0
843d31dffffffff,25.0,25.0,0.0
843d333ffffffff,3.0,1.0,0.0
843d34bffffffff,9.0,9.0,0.0
843d353ffffffff,9.0,9.0,0.0
843d355ffffffff,12.0,4.0,0.0
843d35bffffffff,3.0,3.0,0.0
843d35dffffffff,14.0,11.0,0.0
843d899ffffffff,2.0,2.0,0.0
843d8b1ffffffff,1.0,1.0,0.0
843d8c3ffffffff,2.0,2.0,0.0
843d8d5ffffffff,2.0,2.0,0.0
843d8ddffffffff,2.0,2.0,0.0
843d987ffffffff,1.0,0.0,0.0
843d993ffffffff,2.0,0.0,0.0
843da93ffffffff,2.0,2.0,0.0
843dab5ffffffff,1.0,1.0,0.0
843dac9ffffffff,2.0,2.0,0.0
843dad1ffffffff,127.0,119.0,0.0
843dad7ffffffff,2.0,2.0,0.0
843dad9ffffffff,11.0,10.0,0.0
843dadbffffffff,9.0,9.0,0.0
843daddffffffff,15.0,15.0,0.0
8440403ffffffff,3.0,0.0,3.0
8440439ffffffff,1.0,0.0,1.0
84404c1ffffffff,2.0,0.0,2.0
84404cbffffffff,10.0,0.0,10.0
84404ddffffffff,3.0,0.0,3.0
84404e7ffffffff,2.0,2.0,0.0
844052dffffffff,2.0,0.0,2.0
844058dffffffff,1.0,0.0,1.0
8440591ffffffff,3.0,0.0,3.0
84405b9ffffffff,1.0,0.0,1.0
84406b7ffffffff,3.0,0.0,1.0
8440717ffffffff,2.0,0.0,2.0
8440c15ffffffff,8.0,0.0,8.0
8440c19ffffffff,34.0,0.0,34.0
8440c1dffffffff,5.0,0.0,5.0
8440c21ffffffff,6.0,0.0,6.0
8440c27ffffffff,11.0,0.0,10.0
8440c29ffffffff,30.0,0.0,30.0
8440c2bffffffff,3.0,0.0,3.0
8440c2dffffffff,1.0,0.0,1.0
8440c35ffffffff,2.0,0.0,2.0
8440c43ffffffff,1.0,0.0,1.0
8440c59ffffffff,48.0,0.0,46.0
8440c5bffffffff,4.0,0.0,2.0
8440c61ffffffff,1.0,0.0,1.0
8440c63ffffffff,26.0,0.0,26.0
8440c67ffffffff,2.0,0.0,2.0
8440c6dffffffff,2.0,0.0,2.0
8440da9ffffffff,3.0,0.0,3.0
8440dc1ffffffff,9.0,0.0,9.0
8440dc7ffffffff,1.0,0.0,0.0
8440dcdffffffff,4.0,0.0,4.0
8440dedffffffff,6.0,0.0,6.0
8440e11ffffffff,4.0,0.0,0.0
8440e13ffffffff,21.0,0.0,21.0
8440e39ffffffff,1.0,0.0,0.0
8440e3dffffffff,1.0,0.0,0.0
8440e5bffffffff,2.0,0.0,2.0
8440e85ffffffff,5.0,0.0,5.0
8440e8dffffffff,4.0,0.0,4.0
8440ec5ffffffff,9.0,0.0,9.0
8440ec7ffffffff,1.0,0.0,1.0
8440ee5ffffffff,100.0,0.0,99.0
8440eebffffffff,2.0,0.0,2.0
8442db7ffffffff,2.0,2.0,0.0
8460065ffffffff,33.0,30.0,0.0
8460067ffffffff,3.0,3.0,0.0
846006dffffffff,8.0,3.0,0.0
8460111ffffffff,19.0,19.0,0.0
8460115ffffffff,5.0,5.0,0.0
8460117ffffffff,2.0,1.0,0.0
8460119ffffffff,3.0,3.0,0.0
846011dffffffff,2.0,2.0,0.0
8460139ffffffff,24.0,24.0,0.0
8460145ffffffff,335.0,296.0,0.0
846014dffffffff,105.0,76.0,0.0
8460151ffffffff,7.0,4.0,0.0
8460153ffffffff,21.0,20.0,0.0
8460159ffffffff,2.0,1.0,0.0
846015bffffffff,27.0,24.0,0.0
8460169ffffffff,325.0,308.0,0.0
8460225ffffffff,1.0,1.0,0.0
8460261ffffffff,2.0,2.0,0.0
846030bffffffff,32.0,29.0,0.0
8460311ffffffff,18.0,18.0,0.0
8460319ffffffff,303.0,270.0,0.0
846031dffffffff,140.0,130.0,0.0
8460331ffffffff,20.0,0.0,0.0
8460333ffffffff,41.0,2.0,0.0
846033bffffffff,34.0,4.0,0.0
8460351ffffffff,14.0,14.0,0.0
8460353ffffffff,34.0,28.0,0.0
8460357ffffffff,75.0,72.0,0.0
846035bffffffff,20.0,17.0,0.0
8460845ffffffff,2.0,2.0,0.0
8460887ffffffff,3.0,0.0,0.0
84608b5ffffffff,9.0,7.0,0.0
84608e9ffffffff,1.0,0.0,0.0
8460965ffffffff,2.0,0.0,0.0
846099bffffffff,2.0,0.0,0.0
8460a39ffffffff,3.0,3.0,0.0
8460a89ffffffff,9.0,9.0,0.0
8460acdffffffff,2.0,2.0,0.0
8460ad1ffffffff,3.0,2.0,0.0
8460ad3ffffffff,2.0,2.0,0.0
8460ad7ffffffff,5.0,5.0,0.0
8460b6dffffffff,4.0,4.0,0.0
8461893ffffffff,111.0,77.0,0.0
84648c9ffffffff,2.0,2.0,0.0
8464983ffffffff,11.0,11.0,0.0
8464997ffffffff,1.0,0.0,0.0
