cell_id,Phylloscopus trochiloides,Phylloscopus trochiloides viridanus,Phylloscopus trochiloides trochiloides/ludlowi,Phylloscopus trochiloides obscuratus
823c8ffffffffff,596.0,0.0,2.0,0.0
823c97fffffffff,1407.0,7.0,0.0,0.0
823c9ffffffffff,24.0,0.0,0.0,0.0
823ca7fffffffff,147.0,0.0,0.0,0.0
823caffffffffff,560.0,0.0,5.0,0.0
823cb7fffffffff,3840.0,6.0,0.0,0.0
823cc7fffffffff,317.0,0.0,0.0,0.0
823ccffffffffff,1.0,0.0,0.0,0.0
823cd7fffffffff,110.0,0.0,0.0,0.0
823cdffffffffff,39.0,0.0,0.0,0.0
823ce7fffffffff,642.0,0.0,0.0,0.0
823ceffffffffff,488.0,0.0,0.0,0.0
823cf7fffffffff,1175.0,3.0,129.0,0.0
823d07fffffffff,52.0,0.0,0.0,0.0
823d17fffffffff,1896.0,0.0,0.0,0.0
823d1ffffffffff,76.0,0.0,0.0,0.0
823d27fffffffff,13.0,0.0,0.0,0.0
823d37fffffffff,157.0,0.0,0.0,0.0
823d87fffffffff,963.0,2.0,0.0,0.0
823d8ffffffffff,138.0,0.0,0.0,0.0
823d97fffffffff,303.0,2.0,0.0,0.0
823d9ffffffffff,2002.0,36.0,0.0,0.0
823da7fffffffff,1597.0,0.0,0.0,0.0
823daffffffffff,797.0,0.0,0.0,0.0
823db7fffffffff,261.0,0.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0,0.0
824047fffffffff,6.0,0.0,0.0,0.0
82404ffffffffff,59.0,0.0,0.0,0.0
82405ffffffffff,6.0,0.0,0.0,0.0
824067fffffffff,12.0,0.0,0.0,0.0
82406ffffffffff,2.0,0.0,0.0,0.0
824077fffffffff,2.0,0.0,0.0,0.0
824087fffffffff,1.0,0.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0,0.0
82409ffffffffff,1.0,0.0,0.0,0.0
8240c7fffffffff,142.0,0.0,0.0,0.0
8240cffffffffff,6.0,0.0,0.0,0.0
8240d7fffffffff,22.0,0.0,0.0,0.0
8240dffffffffff,10.0,0.0,0.0,0.0
8240e7fffffffff,22.0,0.0,0.0,0.0
8240effffffffff,134.0,0.0,0.0,0.0
8240f7fffffffff,2.0,0.0,0.0,0.0
824147fffffffff,2.0,0.0,0.0,0.0
82414ffffffffff,4.0,0.0,0.0,0.0
82415ffffffffff,4.0,0.0,0.0,0.0
82416ffffffffff,1.0,0.0,0.0,0.0
82424ffffffffff,46.0,0.0,0.0,0.0
824257fffffffff,2.0,0.0,0.0,0.0
82426ffffffffff,213.0,0.0,0.0,0.0
8242c7fffffffff,253.0,0.0,0.0,0.0
8242cffffffffff,622.0,0.0,0.0,0.0
8242d7fffffffff,11.0,0.0,0.0,0.0
8242dffffffffff,305.0,0.0,0.0,0.0
8242e7fffffffff,3.0,0.0,0.0,0.0
8242effffffffff,95.0,0.0,0.0,0.0
826007fffffffff,2029.0,0.0,0.0,0.0
826017fffffffff,10018.0,110.0,0.0,0.0
82601ffffffffff,32.0,0.0,0.0,0.0
826027fffffffff,2055.0,0.0,0.0,0.0
826037fffffffff,16974.0,0.0,0.0,0.0
826087fffffffff,69.0,0.0,0.0,0.0
82608ffffffffff,3158.0,0.0,0.0,0.0
826097fffffffff,1256.0,0.0,0.0,0.0
82609ffffffffff,261.0,0.0,0.0,0.0
8260a7fffffffff,877.0,0.0,0.0,0.0
8260affffffffff,1846.0,0.0,0.0,0.0
8260b7fffffffff,995.0,0.0,0.0,0.0
8260f7fffffffff,1.0,0.0,0.0,0.0
82618ffffffffff,1335.0,0.0,0.0,0.0
82619ffffffffff,33.0,0.0,0.0,0.0
8261affffffffff,20.0,0.0,0.0,0.0
826417fffffffff,4.0,0.0,0.0,0.0
826487fffffffff,239.0,0.0,13.0,0.0
82648ffffffffff,20.0,0.0,0.0,0.0
826497fffffffff,481.0,0.0,48.0,0.0
82649ffffffffff,42.0,0.0,0.0,0.0
8264a7fffffffff,11.0,0.0,0.0,0.0
8264b7fffffffff,19.0,0.0,0.0,0.0
826937fffffffff,2.0,0.0,0.0,0.0
