cell_id,Phibalura flavirostris,Phibalura flavirostris boliviana,Phibalura flavirostris flavirostris
828b77fffffffff,47.0,37.0,0.0
82a807fffffffff,156.0,0.0,32.0
82a817fffffffff,122.0,0.0,15.0
82a827fffffffff,2.0,0.0,0.0
82a837fffffffff,2.0,0.0,0.0
82a887fffffffff,135.0,0.0,4.0
82a88ffffffffff,1.0,0.0,0.0
82a897fffffffff,1.0,0.0,0.0
82a8a7fffffffff,327.0,0.0,18.0
82a8affffffffff,48.0,0.0,6.0
82a90ffffffffff,26.0,0.0,2.0
