cell_id,Larus fuscus,Larus fuscus fuscus,Larus fuscus intermedius,Larus fuscus graellsii,Larus fuscus heuglini,Larus fuscus barabensis,Larus fuscus taimyrensis,Larus fuscus intermedius/graellsii
840130bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401517ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401531ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840153bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84015a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84015e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406885ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406c95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d1dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407043ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
84075d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84075ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407733ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84094b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c555ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e45bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411251ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118cdffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
84121e3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,261.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8412d11ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412e13ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ea7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413867ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8415929ffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
841594dffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8418233ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
84182e5ffffffff,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
8418491ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bdffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b5ffffffff,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84185bbffffffff,129.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8418607ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418717ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8418729ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84190e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84192a7ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84192cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841940dffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8419413ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419425ffffffff,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
8419427ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84194ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419501ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419513ffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8419591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84195c7ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
84195d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84195d7ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8419721ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8419723ffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
841972dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841a097ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841a849ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa07ffffffff,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa23ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa2bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa35ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa3dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b22bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b803ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b823ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b82bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b92dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b98bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b98dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841bb07ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e019ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e021ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e023ffffffff,9.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0
841e029ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e041ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e045ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e049ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e04bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e04dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e059ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e05dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e067ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e069ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
841e0c3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e10bffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
841e121ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e129ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e137ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e19dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b3ffffffff,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
841e1bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e205ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e20dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e225ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e229ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e233ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e235ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e237ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e249ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e24bffffffff,21.0,4.0,0.0,13.0,1.0,0.0,0.0,2.0
841e251ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e257ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e259ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e25dffffffff,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
841e263ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e269ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e281ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
841e287ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e293ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e319ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e341ffffffff,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
841e343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e34bffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e353ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e355ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e357ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e35dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e5a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e5adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e5c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e631ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e75dffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
841ea03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea0bffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
841ea19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea53ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eb07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eb4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec09ffffffff,13.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0
841ec99ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ed0bffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
841ed13ffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
841eda1ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
841eda7ffffffff,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
841ee67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ef59ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
841f09bffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f0c7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f129ffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
841f183ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f22bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
841f291ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
841f2a3ffffffff,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
841f33dffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
841f357ffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
841f4ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f535ffffffff,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841f727ffffffff,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841f72dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f767ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f823ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f827ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f83bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f83dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f883ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f8ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f985ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f98bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9b7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
