cell_id,Larus fuscus,Larus fuscus fuscus,Larus fuscus intermedius,Larus fuscus graellsii,Larus fuscus heuglini,Larus fuscus barabensis,Larus fuscus taimyrensis,Larus fuscus intermedius/graellsii
841f9d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842010dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
842016bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8420187ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8420333ffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8420b13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8421505ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8421507ffffffff,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
8421529ffffffff,47.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
842152bffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8421539ffffffff,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
842153dffffffff,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
8421567ffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
8422db7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84242e3ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84246c3ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
84255b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8425ac9ffffffff,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8426009ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842600bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426021ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426039ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426041ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426043ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842608dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84260a1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84260a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84260adffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84260d9ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842614bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84261b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84261b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84261e7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8426203ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426215ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842621bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426237ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426249ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426251ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842625bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426269ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842626dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426283ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84262c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84262c9ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84262cbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84262cdffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84262d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84262e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426341ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426345ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426369ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842636bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426409ffffffff,28.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
842640dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426413ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426415ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426443ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842644bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842644dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426461ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426463ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842646bffffffff,135.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
842646dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426481ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426489ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842648dffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426495ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426497ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264b9ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264c5ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264c7ffffffff,57.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
84264cdffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264d9ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264dbffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264e5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426501ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426505ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426521ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842652dffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426531ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426535ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842653bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842653dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426551ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426563ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426565ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426567ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842656dffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426593ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842659bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265a7ffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265b9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426603ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842661bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426623ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426625ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426629ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842662bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842662dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426631ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426635ffffffff,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
8426641ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426645ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426649ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842664dffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426651ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426661ffffffff,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
