cell_id,Regulus regulus,Regulus regulus [regulus Group],Regulus regulus ellenthalerae,Regulus regulus teneriffae,Regulus regulus azoricus,Regulus regulus sanctaemariae,Regulus regulus inermis,Regulus regulus [himalayensis Group]
820747fffffffff,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82074ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820767fffffffff,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820777fffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820807fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820817fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82081ffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82082ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820837fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82088ffffffffff,167.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
820897fffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,827.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
8208a7fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208affffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208b7fffffffff,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208c7fffffffff,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8208cffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208d7fffffffff,76.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8208dffffffffff,114.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8208e7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208effffffffff,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8208f7fffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82098ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820997fffffffff,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82099ffffffffff,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,395.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8209affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820bb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821027fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210c7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210dffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210effffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210f7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821107fffffffff,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821117fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,91.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
82112ffffffffff,59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821137fffffffff,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82148ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8214affffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8214cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82159ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821807fffffffff,166.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
82180ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821827fffffffff,194.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,1873.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
821847fffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821867fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,536.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821907fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,1046.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
821927fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,192.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,5816.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,3895.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,1479.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,4856.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,764.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,827.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,586.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,594.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,246.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,685.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,143.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,1230.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821e47fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e57fffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
