cell_id,Leiothlypis ruficapilla,Leiothlypis ruficapilla ruficapilla,Leiothlypis ruficapilla ridgwayi
8229a7fffffffff,561.0,1.0,20.0
8229affffffffff,158.0,0.0,15.0
8229b7fffffffff,110.0,0.0,20.0
822a07fffffffff,13.0,0.0,0.0
822a17fffffffff,758.0,18.0,1.0
822a27fffffffff,2.0,0.0,0.0
822a37fffffffff,416.0,3.0,0.0
822a4ffffffffff,3.0,0.0,0.0
822a87fffffffff,47.0,11.0,0.0
822a8ffffffffff,126.0,3.0,0.0
822a97fffffffff,48.0,1.0,0.0
822a9ffffffffff,17.0,0.0,0.0
822aa7fffffffff,109.0,4.0,0.0
822aaffffffffff,566.0,48.0,0.0
822ab7fffffffff,931.0,518.0,0.0
822ad7fffffffff,9.0,0.0,0.0
822af7fffffffff,129.0,0.0,0.0
822b07fffffffff,28.0,0.0,0.0
822b0ffffffffff,67.0,2.0,0.0
822b17fffffffff,52.0,0.0,0.0
822b1ffffffffff,45.0,1.0,0.0
822b27fffffffff,11.0,0.0,0.0
822b2ffffffffff,5.0,0.0,0.0
822b37fffffffff,9.0,0.0,0.0
822b87fffffffff,173.0,36.0,0.0
822b8ffffffffff,442.0,243.0,0.0
822b97fffffffff,114.0,89.0,0.0
822b9ffffffffff,905.0,465.0,0.0
822ba7fffffffff,18.0,9.0,0.0
822baffffffffff,289.0,43.0,0.0
822bb7fffffffff,12.0,0.0,0.0
824417fffffffff,59.0,1.0,0.0
82441ffffffffff,111.0,5.0,0.0
824437fffffffff,3.0,0.0,0.0
824447fffffffff,139.0,0.0,0.0
82444ffffffffff,27.0,0.0,0.0
824457fffffffff,78.0,0.0,0.0
82445ffffffffff,2.0,0.0,0.0
824467fffffffff,12.0,0.0,0.0
82446ffffffffff,136.0,2.0,1.0
824477fffffffff,92.0,0.0,0.0
824487fffffffff,39.0,0.0,0.0
8244a7fffffffff,123.0,0.0,0.0
8244affffffffff,169.0,1.0,0.0
8244b7fffffffff,5.0,0.0,0.0
8244c7fffffffff,113.0,1.0,0.0
8244cffffffffff,59.0,0.0,0.0
8244d7fffffffff,15.0,0.0,0.0
8244dffffffffff,54.0,0.0,0.0
8244e7fffffffff,46.0,0.0,0.0
8244effffffffff,10.0,0.0,0.0
8244f7fffffffff,285.0,0.0,0.0
824507fffffffff,2.0,0.0,0.0
82450ffffffffff,18.0,0.0,0.0
824527fffffffff,38.0,0.0,0.0
82452ffffffffff,23.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0
82458ffffffffff,1.0,0.0,0.0
82459ffffffffff,6.0,0.0,0.0
8245a7fffffffff,25.0,0.0,0.0
82480ffffffffff,1.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0
824827fffffffff,18.0,0.0,0.0
82482ffffffffff,5.0,0.0,0.0
824837fffffffff,53.0,0.0,37.0
824847fffffffff,78.0,0.0,0.0
82484ffffffffff,31.0,0.0,0.0
824857fffffffff,9.0,0.0,0.0
82485ffffffffff,192.0,0.0,34.0
824877fffffffff,79.0,0.0,0.0
824887fffffffff,13.0,2.0,0.0
82488ffffffffff,27.0,0.0,0.0
824897fffffffff,57.0,0.0,0.0
82489ffffffffff,255.0,2.0,5.0
8248a7fffffffff,19.0,0.0,0.0
8248affffffffff,3.0,0.0,0.0
8248b7fffffffff,41.0,2.0,0.0
8248c7fffffffff,34.0,0.0,9.0
8248cffffffffff,36.0,0.0,10.0
8248d7fffffffff,40.0,6.0,0.0
8248dffffffffff,67.0,0.0,0.0
8248e7fffffffff,10.0,0.0,0.0
8248effffffffff,293.0,2.0,33.0
8248f7fffffffff,2.0,0.0,0.0
82498ffffffffff,4.0,0.0,0.0
824997fffffffff,104.0,1.0,0.0
82499ffffffffff,4.0,2.0,0.0
8249a7fffffffff,29.0,0.0,29.0
8249affffffffff,54.0,0.0,50.0
8249b7fffffffff,54.0,13.0,40.0
824cb7fffffffff,2.0,0.0,0.0
824cc7fffffffff,3.0,0.0,0.0
825e5ffffffffff,1.0,0.0,0.0
8266a7fffffffff,5.0,0.0,0.0
8266b7fffffffff,43.0,0.0,0.0
82679ffffffffff,1.0,0.0,0.0
826d17fffffffff,15.0,4.0,10.0
826d27fffffffff,27.0,0.0,0.0
826d2ffffffffff,25.0,2.0,0.0
826d37fffffffff,110.0,89.0,6.0
826d67fffffffff,18.0,0.0,1.0
