cell_id,Nyctibius jamaicensis,Nyctibius jamaicensis [mexicanus Group],Nyctibius jamaicensis jamaicensis/abbotti
824507fffffffff,21.0,0.0,0.0
82450ffffffffff,2.0,0.0,0.0
824527fffffffff,5.0,0.0,0.0
82452ffffffffff,72.0,4.0,0.0
8245b7fffffffff,2.0,0.0,2.0
824837fffffffff,6.0,2.0,0.0
824cd7fffffffff,5.0,1.0,0.0
826737fffffffff,7.0,0.0,7.0
826d07fffffffff,2.0,0.0,0.0
826d17fffffffff,2.0,1.0,0.0
826d2ffffffffff,5.0,1.0,0.0
826d67fffffffff,3.0,3.0,0.0
826d6ffffffffff,18.0,2.0,0.0
