cell_id,Phrygilus gayi,Phrygilus gayi minor,Phrygilus gayi gayi/caniceps
84b2001ffffffff,10.0,0.0,0.0
84b2007ffffffff,15.0,0.0,0.0
84b2009ffffffff,1.0,0.0,0.0
84b2013ffffffff,4.0,0.0,0.0
84b2015ffffffff,9.0,0.0,0.0
84b2017ffffffff,8.0,0.0,0.0
84b2019ffffffff,6.0,0.0,0.0
84b201bffffffff,5.0,0.0,0.0
84b2031ffffffff,14.0,0.0,0.0
84b2037ffffffff,16.0,0.0,0.0
84b2039ffffffff,2.0,0.0,0.0
84b2043ffffffff,12.0,0.0,0.0
84b2051ffffffff,3.0,0.0,0.0
84b2053ffffffff,5.0,0.0,0.0
84b2057ffffffff,6.0,0.0,0.0
84b205bffffffff,3.0,0.0,0.0
84b2081ffffffff,7.0,0.0,0.0
84b2085ffffffff,3.0,0.0,0.0
84b2089ffffffff,21.0,0.0,0.0
84b208dffffffff,4.0,0.0,0.0
84b2091ffffffff,3.0,0.0,0.0
84b2095ffffffff,8.0,0.0,0.0
84b2097ffffffff,6.0,0.0,0.0
84b2099ffffffff,20.0,0.0,0.0
84b209bffffffff,5.0,0.0,0.0
84b20a3ffffffff,2.0,0.0,0.0
84b20a5ffffffff,101.0,0.0,0.0
84b20a7ffffffff,42.0,0.0,0.0
84b20abffffffff,30.0,0.0,0.0
84b20adffffffff,4.0,0.0,0.0
84b20b3ffffffff,4.0,0.0,0.0
84b20b7ffffffff,6.0,0.0,0.0
84b20bbffffffff,15.0,0.0,0.0
84b20c5ffffffff,2.0,0.0,0.0
84b20c7ffffffff,4.0,0.0,0.0
84b20e7ffffffff,3.0,0.0,0.0
84b20e9ffffffff,1.0,0.0,0.0
84b20edffffffff,5.0,0.0,0.0
84b2191ffffffff,174.0,0.0,0.0
84b2193ffffffff,36.0,0.0,0.0
84b2195ffffffff,37.0,0.0,0.0
84b2197ffffffff,71.0,0.0,0.0
84b2199ffffffff,36.0,0.0,0.0
84b219bffffffff,50.0,0.0,0.0
84b219dffffffff,82.0,0.0,0.0
84b21bbffffffff,23.0,0.0,0.0
84b21d7ffffffff,2.0,0.0,0.0
84b21dbffffffff,6.0,0.0,0.0
84b21ddffffffff,8.0,0.0,0.0
84b2223ffffffff,3.0,0.0,0.0
84b2261ffffffff,1.0,0.0,0.0
84b2283ffffffff,4.0,0.0,0.0
84b228bffffffff,3.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0
84b229dffffffff,3.0,0.0,0.0
84b22a5ffffffff,7.0,0.0,0.0
84b22b3ffffffff,8.0,0.0,0.0
84b22b5ffffffff,11.0,0.0,0.0
84b22b7ffffffff,6.0,0.0,0.0
84b22d9ffffffff,5.0,0.0,0.0
84b250dffffffff,2.0,0.0,0.0
84b2523ffffffff,2.0,0.0,0.0
84b2525ffffffff,26.0,0.0,0.0
84b2569ffffffff,12.0,0.0,0.0
84b2585ffffffff,1.0,0.0,0.0
84b2721ffffffff,2.0,0.0,0.0
84b2725ffffffff,7.0,0.0,0.0
84b272bffffffff,1.0,0.0,0.0
84b2745ffffffff,3.0,0.0,0.0
84b2c01ffffffff,15.0,1.0,0.0
84b2c03ffffffff,7.0,0.0,0.0
84b2c05ffffffff,26.0,2.0,0.0
84b2c07ffffffff,1.0,0.0,0.0
84b2c09ffffffff,7.0,1.0,0.0
84b2c0bffffffff,8.0,2.0,0.0
84b2c0dffffffff,66.0,31.0,0.0
84b2c11ffffffff,103.0,0.0,0.0
84b2c13ffffffff,4.0,0.0,0.0
84b2c15ffffffff,18.0,0.0,0.0
84b2c17ffffffff,8.0,0.0,0.0
84b2c19ffffffff,17.0,0.0,0.0
84b2c1bffffffff,10.0,0.0,0.0
84b2c1dffffffff,10.0,0.0,0.0
84b2c2bffffffff,66.0,3.0,0.0
84b2c31ffffffff,2.0,0.0,0.0
84b2c35ffffffff,35.0,3.0,0.0
84b2c37ffffffff,2.0,0.0,0.0
84b2c39ffffffff,4.0,0.0,0.0
84b2c3bffffffff,5.0,0.0,0.0
84b2c3dffffffff,58.0,22.0,0.0
84b2c41ffffffff,191.0,61.0,0.0
84b2c43ffffffff,15.0,6.0,0.0
84b2c45ffffffff,11.0,2.0,0.0
84b2c47ffffffff,143.0,78.0,0.0
84b2c49ffffffff,42.0,34.0,0.0
84b2c4bffffffff,14.0,3.0,0.0
84b2c4dffffffff,45.0,23.0,0.0
84b2c51ffffffff,233.0,0.0,89.0
84b2c53ffffffff,214.0,0.0,138.0
84b2c55ffffffff,11.0,0.0,0.0
84b2c57ffffffff,4.0,0.0,2.0
84b2c59ffffffff,6.0,0.0,0.0
84b2c5bffffffff,5.0,0.0,5.0
84b2c5dffffffff,6.0,0.0,0.0
84b2c81ffffffff,21.0,0.0,0.0
84b2c85ffffffff,33.0,0.0,0.0
84b2c8bffffffff,3.0,0.0,0.0
84b2c8dffffffff,13.0,0.0,0.0
84b2ca3ffffffff,14.0,0.0,0.0
84b2ca7ffffffff,46.0,0.0,0.0
84b2ca9ffffffff,244.0,0.0,0.0
84b2cadffffffff,3.0,0.0,0.0
84b2cb7ffffffff,2.0,0.0,0.0
84b2cc7ffffffff,8.0,0.0,0.0
84b2cd1ffffffff,1.0,0.0,0.0
84b2cd5ffffffff,1.0,0.0,0.0
84b2cddffffffff,12.0,0.0,0.0
84b2ce1ffffffff,2.0,0.0,0.0
84b2ce3ffffffff,32.0,0.0,0.0
84b2ce5ffffffff,58.0,0.0,0.0
84b2ce7ffffffff,1.0,0.0,0.0
84b2ce9ffffffff,25.0,0.0,0.0
84b2cebffffffff,7.0,0.0,0.0
84b2cedffffffff,3.0,0.0,0.0
84b2d89ffffffff,2.0,0.0,0.0
84b2d91ffffffff,2.0,0.0,0.0
84b2d93ffffffff,7.0,0.0,0.0
84b2d97ffffffff,7.0,0.0,0.0
84b2dc1ffffffff,3.0,0.0,0.0
84b2dc3ffffffff,4.0,0.0,0.0
84b2dcbffffffff,19.0,10.0,0.0
84b2dd1ffffffff,2.0,0.0,0.0
84b2dd3ffffffff,3.0,0.0,0.0
84b2ddbffffffff,4.0,0.0,0.0
84b2e05ffffffff,9.0,0.0,0.0
84b2e07ffffffff,3.0,0.0,0.0
84b2e0dffffffff,34.0,0.0,0.0
84b2e11ffffffff,24.0,0.0,0.0
84b2e13ffffffff,5.0,0.0,0.0
84b2e15ffffffff,2.0,0.0,0.0
84b2e17ffffffff,10.0,0.0,0.0
84b2e1bffffffff,36.0,0.0,0.0
84b2e1dffffffff,23.0,0.0,0.0
84b2e21ffffffff,129.0,6.0,0.0
84b2e23ffffffff,4.0,0.0,0.0
84b2e27ffffffff,67.0,22.0,0.0
84b2e29ffffffff,47.0,3.0,0.0
84b2e2bffffffff,9.0,0.0,0.0
84b2e2dffffffff,80.0,3.0,0.0
84b2e33ffffffff,163.0,0.0,0.0
84b2e35ffffffff,3.0,0.0,0.0
84b2e37ffffffff,1.0,0.0,0.0
84b2e3dffffffff,24.0,0.0,0.0
84b2e41ffffffff,39.0,0.0,0.0
84b2e45ffffffff,27.0,0.0,0.0
84b2e47ffffffff,6.0,0.0,0.0
84b2e49ffffffff,150.0,0.0,0.0
84b2e4bffffffff,3.0,0.0,0.0
84b2e4dffffffff,27.0,0.0,0.0
84b2e57ffffffff,3.0,0.0,0.0
84b2e5bffffffff,1.0,0.0,0.0
84b2e5dffffffff,1.0,0.0,0.0
