cell_id,Phrygilus gayi,Phrygilus gayi minor,Phrygilus gayi gayi/caniceps
84b2e65ffffffff,13.0,4.0,0.0
84b2e67ffffffff,21.0,5.0,0.0
84b2e69ffffffff,2.0,0.0,0.0
84b2e6bffffffff,5.0,0.0,0.0
84b2e6dffffffff,67.0,3.0,0.0
84b2e85ffffffff,12.0,0.0,0.0
84b2e8dffffffff,1.0,0.0,0.0
84b2ea3ffffffff,2.0,0.0,0.0
84b2ea5ffffffff,6.0,0.0,0.0
84b2ea7ffffffff,18.0,0.0,0.0
84b2ea9ffffffff,6.0,0.0,0.0
84b2eabffffffff,2.0,0.0,0.0
84b2eadffffffff,28.0,0.0,0.0
84b2eb5ffffffff,2.0,0.0,0.0
84b2eb7ffffffff,10.0,0.0,0.0
84b2ed9ffffffff,35.0,0.0,0.0
84b2ee1ffffffff,193.0,0.0,0.0
84b2ee3ffffffff,16.0,0.0,0.0
84b2ee5ffffffff,4.0,0.0,0.0
84b2ee7ffffffff,6.0,0.0,0.0
84b2ee9ffffffff,72.0,0.0,0.0
84b2eebffffffff,55.0,0.0,0.0
84b2eedffffffff,24.0,0.0,0.0
84b3515ffffffff,52.0,0.0,0.0
84b3517ffffffff,47.0,0.0,0.0
84b3533ffffffff,6.0,0.0,0.0
84b3539ffffffff,13.0,0.0,0.0
84b353bffffffff,10.0,0.0,0.0
84b35a5ffffffff,7.0,0.0,0.0
84b35a7ffffffff,212.0,0.0,0.0
84b35adffffffff,49.0,0.0,0.0
84b35e1ffffffff,183.0,0.0,0.0
84b35e5ffffffff,60.0,0.0,0.0
84b35e7ffffffff,1.0,0.0,0.0
84b35edffffffff,47.0,0.0,0.0
84b3733ffffffff,3.0,0.0,0.0
84c3201ffffffff,9.0,0.0,0.0
84c3203ffffffff,17.0,0.0,0.0
84c3207ffffffff,2.0,0.0,0.0
84c320dffffffff,40.0,0.0,0.0
84c3215ffffffff,4.0,0.0,0.0
84c3217ffffffff,13.0,0.0,0.0
84c3219ffffffff,8.0,0.0,0.0
84c3239ffffffff,61.0,0.0,0.0
84c3241ffffffff,49.0,0.0,0.0
84c3243ffffffff,8.0,0.0,0.0
84c3247ffffffff,13.0,0.0,0.0
84c3255ffffffff,6.0,0.0,0.0
84c326bffffffff,2.0,0.0,0.0
84c3283ffffffff,4.0,0.0,0.0
84c3297ffffffff,5.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a5ffffffff,4.0,0.0,0.0
84c32a9ffffffff,10.0,0.0,0.0
84c32adffffffff,3.0,0.0,0.0
84c32b9ffffffff,2.0,0.0,0.0
84c32dbffffffff,18.0,0.0,0.0
84c32e1ffffffff,3.0,0.0,0.0
84c3601ffffffff,2.0,0.0,0.0
84c3603ffffffff,8.0,0.0,0.0
84c3607ffffffff,2.0,0.0,0.0
84c364bffffffff,3.0,0.0,0.0
84c364dffffffff,3.0,0.0,0.0
84c3651ffffffff,1.0,0.0,0.0
84c3659ffffffff,3.0,0.0,0.0
84c36ddffffffff,6.0,0.0,0.0
84c371bffffffff,4.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,7.0,0.0,0.0
84ce801ffffffff,43.0,0.0,0.0
84ce803ffffffff,30.0,0.0,0.0
84ce805ffffffff,4.0,0.0,0.0
84ce807ffffffff,10.0,0.0,0.0
84ce809ffffffff,127.0,0.0,0.0
84ce80bffffffff,80.0,0.0,2.0
84ce80dffffffff,31.0,0.0,0.0
84ce81dffffffff,3.0,0.0,0.0
84ce823ffffffff,3.0,0.0,0.0
84ce82bffffffff,7.0,0.0,0.0
84ce831ffffffff,15.0,0.0,0.0
84ce833ffffffff,4.0,0.0,0.0
84ce835ffffffff,4.0,0.0,0.0
84ce837ffffffff,4.0,0.0,0.0
84ce839ffffffff,22.0,0.0,0.0
84ce83bffffffff,2.0,0.0,0.0
84ce83dffffffff,27.0,0.0,0.0
84ce847ffffffff,24.0,0.0,0.0
84ce849ffffffff,6.0,0.0,0.0
84ce84bffffffff,1.0,0.0,0.0
84ce855ffffffff,11.0,0.0,0.0
84ce85dffffffff,3.0,0.0,0.0
84ce861ffffffff,1.0,0.0,0.0
84ce863ffffffff,5.0,0.0,0.0
84ce865ffffffff,3.0,0.0,0.0
84ce86bffffffff,2.0,0.0,0.0
84ce90bffffffff,16.0,0.0,0.0
84ce913ffffffff,5.0,0.0,0.0
84ce917ffffffff,9.0,0.0,0.0
84ce931ffffffff,8.0,0.0,0.0
84ce935ffffffff,51.0,0.0,0.0
84ce937ffffffff,4.0,0.0,0.0
84ce93bffffffff,9.0,0.0,0.0
84ce955ffffffff,8.0,0.0,0.0
84ce969ffffffff,5.0,0.0,0.0
84ce981ffffffff,3.0,0.0,0.0
84ce983ffffffff,9.0,0.0,0.0
84ce985ffffffff,3.0,0.0,0.0
84ce989ffffffff,54.0,0.0,0.0
84ce98dffffffff,20.0,0.0,0.0
84ce995ffffffff,13.0,0.0,0.0
84ce997ffffffff,14.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0
84ce9adffffffff,6.0,0.0,0.0
84ce9b1ffffffff,5.0,0.0,0.0
84ce9b3ffffffff,18.0,0.0,0.0
84ce9b5ffffffff,28.0,0.0,0.0
84ce9b7ffffffff,45.0,0.0,0.0
84ce9bdffffffff,1.0,0.0,0.0
84ce9c1ffffffff,5.0,0.0,0.0
84ce9c3ffffffff,58.0,0.0,0.0
84ce9c7ffffffff,43.0,0.0,0.0
84ce9c9ffffffff,1.0,0.0,0.0
84ce9cbffffffff,4.0,0.0,0.0
84ce9d1ffffffff,20.0,0.0,0.0
84ce9d5ffffffff,12.0,0.0,0.0
84ce9d9ffffffff,2.0,0.0,0.0
84ce9ddffffffff,22.0,0.0,0.0
84ce9e1ffffffff,5.0,0.0,0.0
84ce9e3ffffffff,14.0,0.0,0.0
84ce9ebffffffff,2.0,0.0,0.0
84ce9edffffffff,20.0,0.0,0.0
84cea05ffffffff,6.0,0.0,0.0
84cea07ffffffff,6.0,0.0,0.0
84cea21ffffffff,5.0,0.0,0.0
84cea23ffffffff,5.0,0.0,0.0
84cea25ffffffff,8.0,0.0,0.0
84cea27ffffffff,5.0,0.0,0.0
84cea29ffffffff,4.0,0.0,0.0
84cea2bffffffff,8.0,0.0,0.0
84cea31ffffffff,2.0,0.0,0.0
84cea35ffffffff,2.0,0.0,0.0
84cea37ffffffff,2.0,0.0,0.0
84cea39ffffffff,3.0,0.0,0.0
84cea3dffffffff,42.0,0.0,0.0
84cea61ffffffff,3.0,0.0,0.0
84cea63ffffffff,2.0,0.0,0.0
84ceb01ffffffff,1.0,0.0,0.0
84ceb31ffffffff,1.0,0.0,0.0
84ceb37ffffffff,9.0,0.0,0.0
84ceb4bffffffff,3.0,0.0,0.0
84cf121ffffffff,32.0,0.0,0.0
84cf123ffffffff,280.0,0.0,16.0
84cf125ffffffff,3.0,0.0,0.0
84cf127ffffffff,198.0,0.0,5.0
84cf129ffffffff,16.0,0.0,0.0
84cf12bffffffff,43.0,0.0,0.0
84cf135ffffffff,27.0,0.0,0.0
84cf13dffffffff,20.0,0.0,0.0
84cf163ffffffff,2.0,0.0,0.0
84cf165ffffffff,3.0,0.0,0.0
84cf167ffffffff,6.0,0.0,0.0
84cf813ffffffff,13.0,0.0,0.0
84cf829ffffffff,8.0,0.0,0.0
84cf82dffffffff,2.0,0.0,0.0
84cf831ffffffff,4.0,0.0,0.0
84cf833ffffffff,2.0,0.0,0.0
84cf853ffffffff,24.0,0.0,2.0
84cf855ffffffff,2.0,0.0,0.0
84cf85bffffffff,5.0,0.0,0.0
84cf881ffffffff,13.0,0.0,0.0
84cf885ffffffff,11.0,0.0,0.0
84cf889ffffffff,6.0,0.0,0.0
84cf88dffffffff,36.0,0.0,0.0
84cf8a3ffffffff,6.0,0.0,0.0
84cf8b5ffffffff,2.0,0.0,0.0
84cf8bdffffffff,3.0,0.0,0.0
84cf8c1ffffffff,41.0,0.0,0.0
84cf8c3ffffffff,8.0,0.0,0.0
84cf8c5ffffffff,351.0,0.0,0.0
84cf8c7ffffffff,6.0,0.0,0.0
84cf8c9ffffffff,2.0,0.0,0.0
84cf8cdffffffff,1.0,0.0,0.0
84cf8d5ffffffff,7.0,0.0,0.0
84cf8e1ffffffff,8.0,0.0,0.0
84cf8e9ffffffff,173.0,0.0,5.0
84cf8ebffffffff,18.0,0.0,2.0
84cf8edffffffff,83.0,0.0,0.0
84cf913ffffffff,13.0,0.0,0.0
84cf943ffffffff,76.0,0.0,0.0
84cf955ffffffff,4.0,0.0,0.0
84cf95dffffffff,3.0,0.0,0.0
84cf98bffffffff,4.0,0.0,0.0
84cf98dffffffff,21.0,0.0,0.0
84cf9d5ffffffff,2.0,0.0,0.0
84cf9e1ffffffff,14.0,0.0,0.0
84cf9e3ffffffff,2.0,0.0,0.0
84cf9e9ffffffff,5.0,0.0,0.0
84cf9ebffffffff,21.0,0.0,0.0
84cfa01ffffffff,14.0,0.0,0.0
84cfa05ffffffff,32.0,0.0,0.0
84cfa07ffffffff,5.0,0.0,0.0
84cfa09ffffffff,40.0,0.0,0.0
84cfa0dffffffff,124.0,0.0,0.0
84cfa13ffffffff,11.0,0.0,1.0
84cfa17ffffffff,30.0,0.0,2.0
84cfa21ffffffff,195.0,0.0,0.0
84cfa23ffffffff,20.0,0.0,0.0
84cfa27ffffffff,38.0,0.0,1.0
84cfa2bffffffff,78.0,0.0,0.0
84cfa35ffffffff,2.0,0.0,0.0
84cfa41ffffffff,60.0,0.0,2.0
84cfa43ffffffff,21.0,0.0,0.0
84cfa45ffffffff,509.0,0.0,4.0
84cfa47ffffffff,126.0,0.0,2.0
84cfa49ffffffff,396.0,0.0,92.0
84cfa4bffffffff,77.0,0.0,23.0
84cfa4dffffffff,38.0,0.0,5.0
84cfa55ffffffff,4.0,0.0,0.0
84cfa57ffffffff,2.0,0.0,0.0
84cfa59ffffffff,2.0,0.0,0.0
84cfa5dffffffff,44.0,0.0,1.0
84cfa81ffffffff,6.0,0.0,2.0
84cfa85ffffffff,3.0,0.0,0.0
84cfa89ffffffff,61.0,0.0,0.0
84cfa8bffffffff,2.0,0.0,0.0
84cfaa1ffffffff,70.0,0.0,4.0
84cfaa5ffffffff,8.0,0.0,2.0
84cfaa7ffffffff,6.0,0.0,0.0
84cfaadffffffff,98.0,0.0,1.0
84cfab5ffffffff,1.0,0.0,0.0
84cfac1ffffffff,2.0,0.0,0.0
84cfac5ffffffff,30.0,0.0,1.0
84cfac7ffffffff,5.0,0.0,0.0
84cfac9ffffffff,48.0,0.0,0.0
84cfacdffffffff,288.0,0.0,2.0
84cfae1ffffffff,18.0,0.0,0.0
84cfae3ffffffff,11.0,0.0,0.0
84cfae7ffffffff,20.0,0.0,2.0
84cfaebffffffff,6.0,0.0,0.0
84cfb11ffffffff,3.0,0.0,0.0
84cfb13ffffffff,2.0,0.0,0.0
84cfb37ffffffff,2.0,0.0,0.0
84df44dffffffff,3.0,0.0,0.0
84df455ffffffff,2.0,0.0,0.0
84df4d9ffffffff,61.0,0.0,4.0
84df681ffffffff,3.0,0.0,0.0
84df683ffffffff,221.0,0.0,31.0
84df687ffffffff,41.0,0.0,5.0
84df68dffffffff,1.0,0.0,0.0
84df691ffffffff,156.0,0.0,30.0
84df693ffffffff,41.0,0.0,9.0
84df695ffffffff,8.0,0.0,2.0
84df697ffffffff,78.0,0.0,16.0
84df699ffffffff,239.0,0.0,40.0
84df69bffffffff,15.0,0.0,6.0
84df69dffffffff,7.0,0.0,2.0
84df6a3ffffffff,15.0,0.0,2.0
84df6a7ffffffff,4.0,0.0,0.0
84df6abffffffff,2.0,0.0,0.0
84df6adffffffff,5.0,0.0,0.0
84df6b1ffffffff,11.0,0.0,5.0
84df6b3ffffffff,4.0,0.0,4.0
84df6b5ffffffff,29.0,0.0,2.0
84df6b7ffffffff,34.0,0.0,0.0
84df6b9ffffffff,2.0,0.0,0.0
84df6bbffffffff,34.0,0.0,0.0
84df6d3ffffffff,1.0,0.0,0.0
84df6d7ffffffff,4.0,0.0,0.0
