cell_id,Corvus corone,Corvus corone corone,Corvus corone orientalis
83309bfffffffff,3.0,0.0,0.0
83309dfffffffff,2.0,0.0,0.0
8330e1fffffffff,1.0,0.0,0.0
8330e5fffffffff,5.0,0.0,0.0
8331aafffffffff,2.0,0.0,0.0
833824fffffffff,63.0,0.0,0.0
833900fffffffff,56.0,0.0,0.0
833901fffffffff,32.0,0.0,0.0
833902fffffffff,20.0,0.0,0.0
833904fffffffff,21.0,0.0,0.0
833905fffffffff,89.0,0.0,0.0
833906fffffffff,14.0,0.0,0.0
833908fffffffff,8.0,0.0,0.0
833909fffffffff,6.0,0.0,0.0
83390afffffffff,79.0,0.0,0.0
83390bfffffffff,74.0,0.0,0.0
83390efffffffff,2.0,0.0,0.0
833910fffffffff,31.0,0.0,0.0
833911fffffffff,3.0,0.0,0.0
833915fffffffff,15.0,0.0,0.0
833919fffffffff,2.0,0.0,0.0
83391efffffffff,5.0,0.0,0.0
833920fffffffff,8.0,0.0,0.0
833921fffffffff,2.0,0.0,0.0
833922fffffffff,24.0,0.0,0.0
833923fffffffff,18.0,0.0,0.0
833925fffffffff,6.0,0.0,0.0
833928fffffffff,58.0,0.0,0.0
833929fffffffff,6.0,0.0,0.0
83392afffffffff,25.0,0.0,0.0
83392bfffffffff,2.0,0.0,0.0
83392cfffffffff,15.0,1.0,0.0
83392efffffffff,5.0,1.0,0.0
833931fffffffff,27.0,0.0,0.0
833933fffffffff,22.0,1.0,0.0
833944fffffffff,2.0,0.0,0.0
833949fffffffff,4.0,0.0,0.0
833954fffffffff,2.0,0.0,0.0
833956fffffffff,61.0,0.0,0.0
833970fffffffff,8.0,0.0,0.0
833971fffffffff,3.0,0.0,0.0
833972fffffffff,364.0,0.0,0.0
833973fffffffff,37.0,0.0,0.0
833975fffffffff,1.0,1.0,0.0
833976fffffffff,4.0,0.0,0.0
833c43fffffffff,1.0,0.0,0.0
833c5cfffffffff,1.0,0.0,0.0
833d22fffffffff,2.0,0.0,0.0
833d35fffffffff,21.0,0.0,9.0
834009fffffffff,1.0,0.0,0.0
83411cfffffffff,11.0,0.0,1.0
83415efffffffff,4.0,0.0,0.0
834192fffffffff,3.0,0.0,2.0
83419dfffffffff,2.0,0.0,0.0
8341a4fffffffff,18.0,0.0,0.0
8341a5fffffffff,69.0,0.0,0.0
8341b2fffffffff,2.0,0.0,0.0
834b66fffffffff,2.0,0.0,2.0
834b75fffffffff,2.0,0.0,2.0
834b86fffffffff,6.0,0.0,0.0
834ba0fffffffff,3.0,0.0,0.0
834ba1fffffffff,1.0,0.0,0.0
834bb5fffffffff,7.0,0.0,0.0
