cell_id,Daption capense,Daption capense capense,Daption capense australe
83611afffffffff,1.0,0.0,0.0
838e44fffffffff,2.0,0.0,0.0
838e75fffffffff,4.0,0.0,0.0
839480fffffffff,2.0,2.0,0.0
83a116fffffffff,1.0,0.0,0.0
83a925fffffffff,3.0,0.0,0.0
83ad34fffffffff,27.0,0.0,0.0
83ad36fffffffff,2.0,1.0,0.0
83b2c2fffffffff,2.0,0.0,0.0
83b2c4fffffffff,72.0,0.0,0.0
83b303fffffffff,2.0,0.0,0.0
83b330fffffffff,2.0,0.0,0.0
83bb0afffffffff,12.0,4.0,1.0
83bb0efffffffff,2.0,0.0,0.0
83bb24fffffffff,3.0,0.0,3.0
83bb26fffffffff,1.0,0.0,0.0
83bb29fffffffff,5.0,0.0,0.0
83bb2dfffffffff,63.0,7.0,7.0
83bb36fffffffff,9.0,0.0,9.0
83be29fffffffff,12.0,6.0,6.0
83be61fffffffff,2.0,0.0,0.0
83beabfffffffff,24.0,0.0,2.0
83bf4cfffffffff,19.0,2.0,11.0
83bf4efffffffff,1.0,0.0,0.0
83c304fffffffff,10.0,3.0,0.0
83c330fffffffff,9.0,0.0,0.0
83c331fffffffff,37.0,0.0,0.0
83c983fffffffff,8.0,0.0,0.0
83c986fffffffff,2.0,0.0,0.0
83c99efffffffff,5.0,0.0,0.0
83ce10fffffffff,2.0,0.0,0.0
83ce12fffffffff,1.0,0.0,0.0
83ce30fffffffff,7.0,0.0,0.0
83ce33fffffffff,9.0,0.0,0.0
83ce34fffffffff,1.0,0.0,0.0
83d44dfffffffff,1.0,0.0,0.0
83d469fffffffff,7.0,0.0,5.0
83d46bfffffffff,12.0,0.0,6.0
83da00fffffffff,1.0,0.0,0.0
83da01fffffffff,11.0,0.0,11.0
83da06fffffffff,9.0,0.0,0.0
83da0cfffffffff,10.0,4.0,6.0
83da11fffffffff,1.0,0.0,0.0
83da13fffffffff,1.0,0.0,0.0
83da18fffffffff,10.0,0.0,0.0
83da1afffffffff,30.0,4.0,2.0
83da1cfffffffff,5.0,0.0,0.0
83da1dfffffffff,17.0,8.0,9.0
83da32fffffffff,9.0,0.0,9.0
83da73fffffffff,2.0,0.0,2.0
83da84fffffffff,170.0,6.0,14.0
83da86fffffffff,2.0,0.0,0.0
83da8cfffffffff,15.0,0.0,0.0
83da8efffffffff,17.0,4.0,8.0
83da92fffffffff,4.0,0.0,0.0
83da94fffffffff,8.0,3.0,0.0
83daa3fffffffff,2.0,0.0,2.0
83daa8fffffffff,20.0,0.0,0.0
83daa9fffffffff,29.0,0.0,5.0
83daaafffffffff,20.0,2.0,6.0
83daabfffffffff,6.0,0.0,0.0
83daacfffffffff,7.0,0.0,4.0
83daadfffffffff,3.0,0.0,0.0
83dab1fffffffff,9.0,0.0,9.0
83dab3fffffffff,4.0,0.0,0.0
83dab5fffffffff,6.0,0.0,6.0
83daebfffffffff,1.0,0.0,0.0
83db80fffffffff,13.0,0.0,13.0
83db81fffffffff,2.0,0.0,2.0
83db82fffffffff,18.0,0.0,15.0
83db85fffffffff,17.0,4.0,13.0
83db8dfffffffff,6.0,0.0,6.0
83db95fffffffff,17.0,0.0,17.0
83de09fffffffff,2.0,0.0,0.0
83de0bfffffffff,5.0,0.0,0.0
83de0dfffffffff,2.0,0.0,0.0
83de1afffffffff,2.0,0.0,0.0
83de24fffffffff,2.0,0.0,0.0
83de35fffffffff,1.0,0.0,0.0
83de76fffffffff,2.0,0.0,0.0
83de95fffffffff,7.0,0.0,0.0
83df0dfffffffff,3.0,0.0,0.0
83df1efffffffff,2.0,0.0,0.0
83df40fffffffff,2.0,0.0,0.0
83df44fffffffff,4.0,0.0,0.0
83df4dfffffffff,2.0,0.0,0.0
83df59fffffffff,2.0,2.0,0.0
83df68fffffffff,2.0,0.0,0.0
83df69fffffffff,2.0,0.0,0.0
83df6efffffffff,2.0,0.0,0.0
83df72fffffffff,3.0,3.0,0.0
83df76fffffffff,2.0,0.0,0.0
83df81fffffffff,3.0,0.0,0.0
83df83fffffffff,4.0,0.0,0.0
83df88fffffffff,1.0,0.0,0.0
83df8cfffffffff,1.0,0.0,0.0
83df9bfffffffff,6.0,0.0,0.0
83dfabfffffffff,14.0,0.0,0.0
