cell_id,Botaurus minutus,Botaurus minutus minutus,Botaurus minutus payesii,Botaurus minutus podiceps
821f47fffffffff,3.0,0.0,0.0,0.0
821f4ffffffffff,17.0,0.0,0.0,0.0
821f57fffffffff,27.0,0.0,0.0,0.0
821f5ffffffffff,19.0,0.0,0.0,0.0
821f77fffffffff,12.0,0.0,0.0,0.0
821f87fffffffff,72.0,0.0,0.0,0.0
821f8ffffffffff,52.0,0.0,0.0,0.0
821f97fffffffff,29.0,0.0,0.0,0.0
821f9ffffffffff,50.0,0.0,0.0,0.0
821fa7fffffffff,27.0,0.0,0.0,0.0
821faffffffffff,52.0,0.0,0.0,0.0
821fb7fffffffff,18.0,0.0,0.0,0.0
82201ffffffffff,8.0,0.0,0.0,0.0
82202ffffffffff,1.0,0.0,0.0,0.0
82204ffffffffff,5.0,0.0,0.0,0.0
822057fffffffff,1.0,0.0,0.0,0.0
82205ffffffffff,7.0,0.0,0.0,0.0
82209ffffffffff,2.0,0.0,0.0,0.0
8220a7fffffffff,4.0,0.0,0.0,0.0
8220b7fffffffff,3.0,0.0,0.0,0.0
8220cffffffffff,4.0,0.0,0.0,0.0
8220e7fffffffff,8.0,0.0,0.0,0.0
8220effffffffff,8.0,0.0,0.0,0.0
822127fffffffff,9.0,0.0,0.0,0.0
822157fffffffff,1.0,0.0,0.0,0.0
82219ffffffffff,2.0,0.0,0.0,0.0
8221a7fffffffff,2.0,0.0,0.0,0.0
82242ffffffffff,3.0,0.0,0.0,0.0
822517fffffffff,3.0,0.0,0.0,0.0
8225a7fffffffff,7.0,0.0,0.0,0.0
8225affffffffff,1.0,0.0,0.0,0.0
8225b7fffffffff,27.0,0.0,0.0,0.0
822c07fffffffff,336.0,0.0,0.0,0.0
822c0ffffffffff,24.0,0.0,0.0,0.0
822c17fffffffff,30.0,0.0,0.0,0.0
822c1ffffffffff,8.0,0.0,0.0,0.0
822c27fffffffff,51.0,0.0,0.0,0.0
822c2ffffffffff,65.0,0.0,0.0,0.0
822c37fffffffff,7.0,0.0,0.0,0.0
822c47fffffffff,1.0,0.0,0.0,0.0
822c67fffffffff,8.0,0.0,0.0,0.0
822c6ffffffffff,3.0,0.0,0.0,0.0
822c77fffffffff,6.0,0.0,0.0,0.0
822c87fffffffff,40.0,2.0,0.0,0.0
822c97fffffffff,319.0,7.0,0.0,0.0
822c9ffffffffff,8.0,0.0,0.0,0.0
822ca7fffffffff,4.0,0.0,0.0,0.0
822caffffffffff,31.0,0.0,0.0,0.0
822cc7fffffffff,30.0,0.0,0.0,0.0
822ccffffffffff,1.0,0.0,0.0,0.0
822cd7fffffffff,12.0,1.0,0.0,0.0
822cdffffffffff,2.0,0.0,0.0,0.0
822ce7fffffffff,25.0,0.0,0.0,0.0
822cf7fffffffff,72.0,5.0,0.0,0.0
822d07fffffffff,23.0,0.0,0.0,0.0
822d17fffffffff,57.0,0.0,0.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0
822d27fffffffff,7.0,0.0,0.0,0.0
822d37fffffffff,113.0,0.0,0.0,0.0
822d67fffffffff,30.0,0.0,0.0,0.0
822d77fffffffff,6.0,0.0,0.0,0.0
822d97fffffffff,20.0,0.0,0.0,0.0
822da7fffffffff,118.0,0.0,0.0,0.0
822daffffffffff,104.0,0.0,0.0,0.0
822db7fffffffff,1019.0,61.0,0.0,0.0
823817fffffffff,2.0,0.0,0.0,0.0
823827fffffffff,69.0,0.0,0.0,0.0
823847fffffffff,2.0,0.0,0.0,0.0
823867fffffffff,2.0,0.0,0.0,0.0
82386ffffffffff,9.0,0.0,0.0,0.0
823907fffffffff,964.0,0.0,0.0,0.0
82390ffffffffff,575.0,0.0,0.0,0.0
823917fffffffff,850.0,0.0,0.0,0.0
82391ffffffffff,852.0,0.0,0.0,0.0
823927fffffffff,91.0,0.0,0.0,0.0
82392ffffffffff,186.0,0.0,0.0,0.0
823937fffffffff,150.0,0.0,0.0,0.0
823947fffffffff,283.0,0.0,0.0,0.0
823957fffffffff,1339.0,0.0,0.0,0.0
823967fffffffff,7.0,0.0,0.0,0.0
82396ffffffffff,74.0,3.0,0.0,0.0
823977fffffffff,658.0,0.0,0.0,0.0
823987fffffffff,4.0,0.0,0.0,0.0
823997fffffffff,41.0,4.0,0.0,0.0
8239affffffffff,16.0,0.0,0.0,0.0
823d37fffffffff,91.0,0.0,0.0,0.0
823d67fffffffff,2.0,0.0,0.0,0.0
823e5ffffffffff,62.0,0.0,0.0,0.0
823e67fffffffff,41.0,0.0,0.0,0.0
823e6ffffffffff,1733.0,89.0,0.0,0.0
823e77fffffffff,13.0,0.0,0.0,0.0
823f2ffffffffff,13.0,0.0,0.0,0.0
823f37fffffffff,6.0,0.0,0.0,0.0
823f47fffffffff,4.0,0.0,0.0,0.0
823f4ffffffffff,20.0,0.0,0.0,0.0
823f5ffffffffff,2.0,0.0,0.0,0.0
823f67fffffffff,44.0,0.0,0.0,0.0
823f6ffffffffff,68.0,0.0,0.0,0.0
823f77fffffffff,39.0,0.0,0.0,0.0
82424ffffffffff,2.0,0.0,0.0,0.0
824307fffffffff,2.0,0.0,0.0,0.0
824327fffffffff,24.0,0.0,0.0,0.0
824337fffffffff,5.0,0.0,0.0,0.0
824357fffffffff,3.0,0.0,0.0,0.0
824367fffffffff,41.0,0.0,0.0,0.0
824377fffffffff,3.0,0.0,0.0,0.0
82438ffffffffff,6.0,0.0,0.0,0.0
82439ffffffffff,4.0,0.0,0.0,0.0
8243a7fffffffff,33.0,0.0,0.0,0.0
8243affffffffff,257.0,1.0,0.0,0.0
825217fffffffff,6.0,0.0,0.0,0.0
82521ffffffffff,3.0,0.0,0.0,0.0
82524ffffffffff,8.0,0.0,0.0,0.0
82529ffffffffff,2.0,0.0,0.0,0.0
825347fffffffff,15.0,0.0,0.0,0.0
82534ffffffffff,6.0,0.0,0.0,0.0
825357fffffffff,8.0,0.0,0.0,0.0
825367fffffffff,30.0,0.0,0.0,0.0
82536ffffffffff,24.0,0.0,0.0,0.0
8253affffffffff,1.0,0.0,0.0,0.0
8253b7fffffffff,6.0,0.0,0.0,0.0
825417fffffffff,46.0,0.0,6.0,0.0
82541ffffffffff,3.0,0.0,0.0,0.0
8254affffffffff,22.0,3.0,0.0,0.0
8254f7fffffffff,5.0,0.0,0.0,0.0
82585ffffffffff,2.0,0.0,0.0,0.0
825887fffffffff,2.0,0.0,0.0,0.0
825897fffffffff,37.0,0.0,0.0,0.0
8258b7fffffffff,1.0,0.0,0.0,0.0
8258f7fffffffff,1.0,0.0,0.0,0.0
82599ffffffffff,3.0,0.0,0.0,0.0
826337fffffffff,13.0,0.0,0.0,0.0
826a47fffffffff,1.0,0.0,0.0,0.0
826a5ffffffffff,2.0,0.0,0.0,0.0
826ac7fffffffff,24.0,0.0,0.0,0.0
826acffffffffff,71.0,0.0,0.0,0.0
826adffffffffff,21.0,0.0,0.0,0.0
826aeffffffffff,33.0,0.0,0.0,0.0
82750ffffffffff,2.0,0.0,0.0,0.0
827517fffffffff,2.0,0.0,0.0,0.0
827527fffffffff,2.0,0.0,0.0,0.0
827577fffffffff,22.0,0.0,0.0,0.0
827a4ffffffffff,51.0,0.0,0.0,0.0
827a67fffffffff,18.0,0.0,0.0,0.0
827a6ffffffffff,41.0,0.0,0.0,0.0
827acffffffffff,10.0,0.0,0.0,0.0
827adffffffffff,2.0,0.0,0.0,0.0
827b5ffffffffff,4.0,0.0,0.0,0.0
827b6ffffffffff,1.0,0.0,0.0,0.0
82821ffffffffff,1.0,0.0,0.0,0.0
828307fffffffff,1.0,0.0,0.0,0.0
828317fffffffff,3.0,0.0,0.0,0.0
82831ffffffffff,4.0,0.0,0.0,0.0
829607fffffffff,7.0,0.0,2.0,0.0
829617fffffffff,5.0,0.0,0.0,0.0
82961ffffffffff,4.0,0.0,2.0,0.0
829627fffffffff,11.0,0.0,2.0,0.0
82962ffffffffff,7.0,0.0,0.0,0.0
829697fffffffff,25.0,0.0,0.0,0.0
82969ffffffffff,3.0,0.0,0.0,0.0
8296a7fffffffff,4.0,0.0,0.0,0.0
8296b7fffffffff,3.0,0.0,0.0,0.0
82970ffffffffff,1.0,0.0,0.0,0.0
829717fffffffff,6.0,0.0,0.0,0.0
82971ffffffffff,2.0,0.0,0.0,0.0
829747fffffffff,20.0,0.0,0.0,0.0
82974ffffffffff,152.0,0.0,55.0,0.0
829757fffffffff,23.0,0.0,2.0,0.0
82975ffffffffff,53.0,0.0,0.0,0.0
82976ffffffffff,3.0,0.0,0.0,0.0
829777fffffffff,3.0,0.0,0.0,0.0
82978ffffffffff,2.0,0.0,2.0,0.0
8297affffffffff,3.0,0.0,0.0,0.0
82a227fffffffff,6.0,0.0,0.0,0.0
82a237fffffffff,3.0,0.0,0.0,0.0
82a2a7fffffffff,2.0,0.0,0.0,0.0
82a31ffffffffff,30.0,0.0,0.0,0.0
82a377fffffffff,2.0,0.0,0.0,0.0
82a38ffffffffff,11.0,0.0,0.0,0.0
82a39ffffffffff,20.0,0.0,0.0,0.0
82a3affffffffff,2.0,0.0,0.0,0.0
82ac97fffffffff,13.0,0.0,5.0,0.0
82aca7fffffffff,14.0,0.0,0.0,0.0
82ad37fffffffff,74.0,0.0,0.0,0.0
82ada7fffffffff,6.0,0.0,0.0,0.0
82adaffffffffff,3.0,0.0,0.0,0.0
82bc1ffffffffff,2.0,0.0,0.0,0.0
82bc47fffffffff,23.0,0.0,0.0,0.0
82bc4ffffffffff,17.0,0.0,0.0,0.0
82bc6ffffffffff,4.0,0.0,0.0,0.0
82bc8ffffffffff,79.0,0.0,7.0,0.0
82bc9ffffffffff,2.0,0.0,0.0,0.0
82bcc7fffffffff,87.0,0.0,0.0,0.0
82bccffffffffff,2.0,0.0,0.0,0.0
82bcd7fffffffff,24.0,0.0,0.0,0.0
82bcdffffffffff,28.0,0.0,0.0,0.0
82bce7fffffffff,4.0,0.0,0.0,0.0
82bceffffffffff,4.0,0.0,0.0,0.0
82bcf7fffffffff,103.0,0.0,0.0,0.0
