cell_id,Thalassarche melanophris,Thalassarche melanophris melanophris,Thalassarche melanophris impavida
84c3217ffffffff,2.0,0.0,0.0
84c32adffffffff,3.0,0.0,0.0
84c32e7ffffffff,7.0,0.0,0.0
84c32edffffffff,9.0,0.0,0.0
84c3307ffffffff,14.0,0.0,0.0
84c330bffffffff,9.0,0.0,0.0
84c3311ffffffff,3.0,0.0,0.0
84c3315ffffffff,3.0,0.0,0.0
84c331bffffffff,10.0,0.0,0.0
84c331dffffffff,13.0,0.0,0.0
84c3329ffffffff,20.0,0.0,0.0
84c332bffffffff,15.0,0.0,0.0
84c332dffffffff,3.0,0.0,0.0
84c3331ffffffff,5.0,0.0,0.0
84c3339ffffffff,2.0,0.0,0.0
84c333bffffffff,5.0,0.0,0.0
84c3a47ffffffff,7.0,7.0,0.0
84c9845ffffffff,8.0,2.0,4.0
84c9869ffffffff,9.0,9.0,0.0
84c986bffffffff,2.0,2.0,0.0
84c9935ffffffff,6.0,4.0,0.0
84c99ebffffffff,2.0,0.0,0.0
84c9b03ffffffff,5.0,0.0,5.0
84c9b0bffffffff,22.0,2.0,14.0
84c9b1dffffffff,6.0,0.0,6.0
84cc40dffffffff,2.0,2.0,0.0
84cc447ffffffff,2.0,2.0,0.0
84ce11dffffffff,4.0,4.0,0.0
84ce139ffffffff,3.0,3.0,0.0
84ce337ffffffff,9.0,0.0,0.0
84ce897ffffffff,3.0,3.0,0.0
84ce8c3ffffffff,5.0,0.0,0.0
84cead9ffffffff,3.0,3.0,0.0
84ced65ffffffff,3.0,3.0,0.0
84cf119ffffffff,5.0,0.0,0.0
84cf9e1ffffffff,2.0,0.0,0.0
84d6a9dffffffff,1.0,1.0,0.0
84d6d19ffffffff,1.0,1.0,0.0
84da009ffffffff,1.0,0.0,1.0
84da00bffffffff,7.0,0.0,7.0
84da00dffffffff,17.0,0.0,17.0
84da011ffffffff,2.0,0.0,0.0
84da01dffffffff,15.0,2.0,4.0
84da029ffffffff,7.0,0.0,7.0
84da061ffffffff,3.0,0.0,3.0
84da063ffffffff,10.0,0.0,8.0
84da093ffffffff,2.0,0.0,2.0
84da097ffffffff,6.0,0.0,6.0
84da0a1ffffffff,3.0,0.0,3.0
84da0a3ffffffff,2.0,0.0,2.0
84da0abffffffff,4.0,0.0,2.0
84da0adffffffff,2.0,0.0,2.0
84da0c1ffffffff,2.0,0.0,2.0
84da0c5ffffffff,2.0,0.0,0.0
84da0cbffffffff,1.0,0.0,0.0
84da0cdffffffff,9.0,0.0,9.0
84da111ffffffff,2.0,0.0,2.0
84da131ffffffff,2.0,0.0,2.0
84da137ffffffff,8.0,0.0,8.0
84da13bffffffff,4.0,0.0,4.0
84da1a9ffffffff,11.0,0.0,11.0
84da1abffffffff,2.0,0.0,1.0
84da1c3ffffffff,1.0,0.0,1.0
84da1cbffffffff,2.0,0.0,2.0
84da321ffffffff,5.0,0.0,5.0
84da327ffffffff,2.0,0.0,2.0
84da32dffffffff,10.0,0.0,5.0
84da339ffffffff,2.0,0.0,2.0
84da735ffffffff,2.0,2.0,0.0
84da841ffffffff,38.0,24.0,11.0
84da845ffffffff,13.0,6.0,7.0
84da849ffffffff,6.0,6.0,0.0
84da8c3ffffffff,2.0,0.0,2.0
84da93dffffffff,7.0,0.0,7.0
84da9c9ffffffff,1.0,0.0,0.0
84daa4bffffffff,3.0,0.0,1.0
84daa99ffffffff,2.0,0.0,2.0
84daadbffffffff,2.0,0.0,2.0
84dab57ffffffff,1.0,0.0,1.0
84dab67ffffffff,1.0,0.0,0.0
84db8a9ffffffff,6.0,0.0,4.0
84db8b5ffffffff,4.0,0.0,4.0
84db8d3ffffffff,1.0,0.0,0.0
84db8d5ffffffff,2.0,0.0,2.0
84db8d7ffffffff,4.0,0.0,4.0
84db8d9ffffffff,2.0,0.0,2.0
84db8dbffffffff,5.0,0.0,5.0
84db8ddffffffff,2.0,0.0,2.0
84de083ffffffff,2.0,0.0,0.0
84de0a3ffffffff,8.0,4.0,0.0
84de0b9ffffffff,2.0,0.0,0.0
84de0bdffffffff,2.0,0.0,0.0
84de191ffffffff,4.0,2.0,0.0
84de195ffffffff,2.0,0.0,0.0
84de19bffffffff,4.0,0.0,0.0
84de1a7ffffffff,5.0,0.0,0.0
84de1b1ffffffff,2.0,2.0,0.0
84de239ffffffff,3.0,3.0,0.0
84de249ffffffff,2.0,2.0,0.0
84de481ffffffff,2.0,0.0,0.0
84de483ffffffff,3.0,0.0,0.0
84de48dffffffff,6.0,0.0,0.0
84de497ffffffff,3.0,0.0,0.0
84de4ebffffffff,3.0,0.0,0.0
84de599ffffffff,8.0,8.0,0.0
84de5d1ffffffff,3.0,3.0,0.0
84de5ddffffffff,7.0,7.0,0.0
84de625ffffffff,2.0,0.0,0.0
84de629ffffffff,24.0,10.0,0.0
84de62dffffffff,3.0,1.0,0.0
84de6b7ffffffff,6.0,0.0,0.0
84de707ffffffff,2.0,0.0,0.0
84de719ffffffff,2.0,2.0,0.0
84de721ffffffff,2.0,0.0,0.0
84de807ffffffff,6.0,0.0,0.0
84de821ffffffff,2.0,0.0,0.0
84de825ffffffff,2.0,0.0,0.0
84de82bffffffff,2.0,0.0,0.0
84de943ffffffff,2.0,0.0,0.0
84de953ffffffff,2.0,0.0,0.0
84de955ffffffff,3.0,0.0,0.0
84de957ffffffff,2.0,0.0,0.0
84de95dffffffff,2.0,0.0,0.0
84dea5dffffffff,10.0,10.0,0.0
84dea6dffffffff,2.0,2.0,0.0
84dea91ffffffff,2.0,0.0,0.0
84dea95ffffffff,2.0,0.0,0.0
84dea9bffffffff,4.0,0.0,0.0
84deaa3ffffffff,2.0,0.0,0.0
84deaa5ffffffff,2.0,0.0,0.0
84deaabffffffff,2.0,0.0,0.0
84deab9ffffffff,2.0,0.0,0.0
84deabdffffffff,2.0,0.0,0.0
84deb03ffffffff,4.0,0.0,0.0
84deb0bffffffff,3.0,0.0,0.0
84deb55ffffffff,2.0,0.0,0.0
84df045ffffffff,2.0,2.0,0.0
84df051ffffffff,2.0,2.0,0.0
84df09dffffffff,2.0,0.0,0.0
84df0d1ffffffff,3.0,1.0,0.0
84df0ddffffffff,2.0,2.0,0.0
84df1e1ffffffff,3.0,0.0,0.0
84df1edffffffff,8.0,8.0,0.0
84df269ffffffff,2.0,0.0,0.0
84df28bffffffff,1.0,0.0,0.0
84df299ffffffff,2.0,0.0,0.0
84df29dffffffff,4.0,0.0,0.0
84df2a1ffffffff,2.0,2.0,0.0
84df2b1ffffffff,2.0,2.0,0.0
84df2b7ffffffff,2.0,0.0,0.0
84df409ffffffff,1.0,0.0,0.0
84df42bffffffff,3.0,2.0,0.0
84df43dffffffff,1.0,0.0,0.0
84df445ffffffff,8.0,0.0,0.0
84df447ffffffff,6.0,0.0,0.0
84df44dffffffff,8.0,0.0,0.0
84df451ffffffff,2.0,2.0,0.0
84df455ffffffff,8.0,0.0,0.0
84df46bffffffff,1.0,0.0,0.0
84df59dffffffff,2.0,0.0,0.0
84df5d5ffffffff,1.0,0.0,0.0
84df5ddffffffff,2.0,2.0,0.0
84df621ffffffff,1.0,0.0,0.0
84df625ffffffff,2.0,2.0,0.0
84df681ffffffff,5.0,0.0,0.0
84df683ffffffff,1.0,0.0,0.0
84df687ffffffff,7.0,0.0,0.0
84df689ffffffff,2.0,0.0,0.0
84df68bffffffff,13.0,0.0,0.0
84df6d7ffffffff,3.0,0.0,0.0
84df6e7ffffffff,2.0,0.0,0.0
84df711ffffffff,11.0,11.0,0.0
84df713ffffffff,11.0,8.0,0.0
84df715ffffffff,5.0,5.0,0.0
84df719ffffffff,3.0,3.0,0.0
84df723ffffffff,3.0,3.0,0.0
84df803ffffffff,2.0,0.0,0.0
84df8c1ffffffff,2.0,2.0,0.0
84df9b1ffffffff,2.0,0.0,0.0
84df9b7ffffffff,2.0,0.0,0.0
