cell_id,Contopus latirostris,Contopus latirostris brunneicapillus,Contopus latirostris blancoi,Contopus latirostris latirostris
834cc0fffffffff,486.0,0.0,203.0,0.0
834cc5fffffffff,1676.0,0.0,946.0,0.0
834ceafffffffff,31.0,0.0,19.0,0.0
834ceefffffffff,18.0,0.0,9.0,0.0
835e42fffffffff,16.0,0.0,0.0,0.0
835e43fffffffff,196.0,0.0,0.0,0.0
835e46fffffffff,238.0,0.0,0.0,143.0
835e5dfffffffff,136.0,0.0,0.0,0.0
835e71fffffffff,101.0,0.0,0.0,61.0
