cell_id,Sitta carolinensis,Sitta carolinensis carolinensis,Sitta carolinensis [lagunae Group],Sitta carolinensis aculeata/alexandrae
8326c6fffffffff,13.0,0.0,0.0,0.0
8326c8fffffffff,1148.0,14.0,0.0,0.0
8326c9fffffffff,700.0,4.0,0.0,0.0
8326cafffffffff,15.0,0.0,0.0,0.0
8326cbfffffffff,45.0,4.0,0.0,0.0
8326ccfffffffff,121.0,0.0,0.0,0.0
8326cdfffffffff,204.0,10.0,0.0,0.0
8326cefffffffff,21.0,0.0,0.0,0.0
8326d0fffffffff,14.0,0.0,0.0,0.0
8326d1fffffffff,51.0,0.0,0.0,0.0
8326d4fffffffff,42.0,8.0,0.0,0.0
8326d5fffffffff,24.0,0.0,0.0,0.0
8326d6fffffffff,3.0,0.0,0.0,0.0
8326dcfffffffff,1.0,0.0,0.0,0.0
8326ddfffffffff,2.0,0.0,0.0,0.0
8326defffffffff,1.0,0.0,0.0,0.0
8326e0fffffffff,844.0,36.0,0.0,0.0
8326e1fffffffff,368.0,42.0,0.0,0.0
8326e2fffffffff,537.0,45.0,0.0,0.0
8326e3fffffffff,487.0,58.0,0.0,0.0
8326e4fffffffff,1646.0,53.0,0.0,0.0
8326e5fffffffff,4704.0,376.0,0.0,0.0
8326e6fffffffff,435.0,39.0,0.0,0.0
8326e8fffffffff,410.0,0.0,0.0,0.0
8326e9fffffffff,588.0,35.0,0.0,0.0
8326eafffffffff,80.0,0.0,0.0,0.0
8326ebfffffffff,76.0,0.0,0.0,0.0
8326ecfffffffff,1603.0,27.0,0.0,0.0
8326edfffffffff,2843.0,48.0,0.0,0.0
8326eefffffffff,567.0,1.0,0.0,0.0
8326f0fffffffff,179.0,20.0,0.0,0.0
8326f1fffffffff,263.0,103.0,0.0,0.0
8326f2fffffffff,156.0,51.0,0.0,0.0
8326f3fffffffff,61.0,19.0,0.0,0.0
8326f4fffffffff,84.0,15.0,0.0,0.0
8326f5fffffffff,110.0,26.0,0.0,0.0
8326f6fffffffff,233.0,136.0,0.0,0.0
832700fffffffff,84.0,0.0,0.0,0.0
832701fffffffff,10.0,0.0,0.0,0.0
832702fffffffff,1626.0,0.0,0.0,0.0
832703fffffffff,769.0,0.0,0.0,0.0
832706fffffffff,44.0,0.0,0.0,0.0
832708fffffffff,125.0,6.0,0.0,0.0
832709fffffffff,4033.0,457.0,0.0,0.0
83270afffffffff,417.0,38.0,0.0,0.0
83270bfffffffff,395.0,21.0,0.0,0.0
83270cfffffffff,23.0,0.0,0.0,0.0
83270dfffffffff,20.0,0.0,0.0,0.0
83270efffffffff,198.0,6.0,0.0,0.0
832710fffffffff,215.0,0.0,0.0,0.0
832711fffffffff,258.0,0.0,0.0,0.0
832712fffffffff,62.0,0.0,0.0,0.0
832713fffffffff,534.0,0.0,0.0,0.0
832715fffffffff,7.0,0.0,0.0,0.0
832716fffffffff,17.0,0.0,0.0,0.0
832718fffffffff,547.0,75.0,0.0,0.0
832719fffffffff,1295.0,100.0,0.0,0.0
83271afffffffff,255.0,29.0,0.0,0.0
83271bfffffffff,463.0,97.0,0.0,0.0
83271cfffffffff,4385.0,11.0,0.0,0.0
83271dfffffffff,350.0,6.0,0.0,0.0
83271efffffffff,204.0,1.0,0.0,0.0
832740fffffffff,1305.0,5.0,0.0,0.0
832741fffffffff,2384.0,0.0,0.0,0.0
832742fffffffff,1593.0,76.0,0.0,0.0
832743fffffffff,2875.0,57.0,0.0,0.0
832744fffffffff,652.0,0.0,0.0,0.0
832745fffffffff,1063.0,0.0,0.0,0.0
832746fffffffff,5038.0,165.0,0.0,0.0
832748fffffffff,20543.0,0.0,0.0,0.0
832749fffffffff,18336.0,89.0,0.0,0.0
83274afffffffff,1062.0,0.0,0.0,0.0
83274bfffffffff,9412.0,243.0,0.0,0.0
83274cfffffffff,2621.0,0.0,0.0,0.0
83274dfffffffff,15237.0,0.0,0.0,0.0
83274efffffffff,3362.0,0.0,0.0,0.0
832750fffffffff,452.0,18.0,0.0,0.0
832751fffffffff,1240.0,183.0,0.0,0.0
832752fffffffff,10798.0,554.0,0.0,0.0
832753fffffffff,1947.0,73.0,0.0,0.0
832754fffffffff,1423.0,42.0,0.0,0.0
832755fffffffff,1485.0,27.0,0.0,0.0
832756fffffffff,3378.0,942.0,0.0,0.0
832758fffffffff,20046.0,471.0,0.0,0.0
832759fffffffff,28101.0,496.0,0.0,0.0
83275afffffffff,1977.0,43.0,0.0,0.0
83275bfffffffff,2918.0,96.0,0.0,0.0
83275cfffffffff,6020.0,505.0,0.0,0.0
83275dfffffffff,13763.0,309.0,0.0,0.0
83275efffffffff,2019.0,47.0,0.0,0.0
832760fffffffff,19.0,0.0,0.0,0.0
832761fffffffff,374.0,16.0,0.0,0.0
832763fffffffff,1884.0,212.0,0.0,0.0
832764fffffffff,3.0,0.0,0.0,0.0
832765fffffffff,2.0,0.0,0.0,0.0
832766fffffffff,3.0,0.0,0.0,0.0
832768fffffffff,311.0,0.0,0.0,0.0
832769fffffffff,979.0,104.0,0.0,0.0
83276afffffffff,2689.0,0.0,0.0,0.0
83276bfffffffff,2620.0,0.0,0.0,0.0
83276cfffffffff,96.0,9.0,0.0,0.0
83276dfffffffff,846.0,51.0,0.0,0.0
83276efffffffff,1302.0,50.0,0.0,0.0
832770fffffffff,87.0,11.0,0.0,0.0
832771fffffffff,410.0,0.0,0.0,0.0
832772fffffffff,191.0,4.0,0.0,0.0
832773fffffffff,233.0,0.0,0.0,0.0
832774fffffffff,3.0,0.0,0.0,0.0
832776fffffffff,1.0,0.0,0.0,0.0
832780fffffffff,45.0,0.0,0.0,0.0
832781fffffffff,3.0,0.0,0.0,0.0
832782fffffffff,5.0,0.0,0.0,0.0
832785fffffffff,72.0,14.0,0.0,0.0
832786fffffffff,11.0,4.0,0.0,0.0
832788fffffffff,29.0,0.0,0.0,0.0
832789fffffffff,4.0,0.0,0.0,0.0
83278afffffffff,4.0,0.0,0.0,0.0
83278bfffffffff,371.0,8.0,55.0,0.0
83278cfffffffff,262.0,17.0,0.0,0.0
83278dfffffffff,34.0,5.0,0.0,0.0
83278efffffffff,17.0,0.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0,0.0
832791fffffffff,27.0,0.0,0.0,0.0
832792fffffffff,828.0,0.0,0.0,0.0
832793fffffffff,14.0,0.0,5.0,0.0
832795fffffffff,57.0,4.0,0.0,0.0
832796fffffffff,4.0,0.0,2.0,0.0
832798fffffffff,31.0,0.0,0.0,0.0
832799fffffffff,251.0,0.0,15.0,0.0
83279afffffffff,56.0,0.0,0.0,0.0
83279bfffffffff,4.0,0.0,0.0,0.0
83279cfffffffff,112.0,0.0,0.0,0.0
83279dfffffffff,27.0,0.0,0.0,0.0
83279efffffffff,257.0,0.0,0.0,0.0
8327a0fffffffff,335.0,0.0,0.0,0.0
8327a1fffffffff,28.0,0.0,0.0,0.0
8327a2fffffffff,2.0,0.0,0.0,0.0
8327a3fffffffff,6.0,0.0,0.0,0.0
8327a4fffffffff,38.0,0.0,0.0,0.0
8327a5fffffffff,84.0,0.0,0.0,0.0
8327a6fffffffff,34.0,0.0,0.0,0.0
8327a8fffffffff,265.0,21.0,0.0,0.0
8327a9fffffffff,381.0,30.0,0.0,0.0
8327aafffffffff,155.0,19.0,0.0,0.0
8327abfffffffff,133.0,7.0,0.0,0.0
8327acfffffffff,86.0,2.0,0.0,0.0
8327adfffffffff,633.0,84.0,0.0,0.0
8327aefffffffff,87.0,5.0,0.0,0.0
8327b0fffffffff,4.0,0.0,0.0,0.0
8327b1fffffffff,1.0,0.0,0.0,0.0
8327b2fffffffff,28.0,1.0,0.0,0.0
8327b5fffffffff,2.0,0.0,0.0,0.0
8327b6fffffffff,28.0,1.0,0.0,0.0
832802fffffffff,109.0,0.0,0.0,0.0
832806fffffffff,667.0,0.0,0.0,54.0
832810fffffffff,762.0,0.0,63.0,59.0
832811fffffffff,1626.0,0.0,0.0,599.0
832812fffffffff,69.0,0.0,8.0,0.0
832813fffffffff,239.0,0.0,10.0,0.0
832814fffffffff,1391.0,0.0,78.0,172.0
832815fffffffff,2012.0,0.0,0.0,169.0
832816fffffffff,41.0,0.0,17.0,0.0
832818fffffffff,486.0,0.0,0.0,112.0
83281afffffffff,140.0,0.0,10.0,11.0
83281bfffffffff,1495.0,0.0,0.0,222.0
83281cfffffffff,204.0,0.0,0.0,50.0
83281efffffffff,4610.0,0.0,0.0,364.0
832830fffffffff,17253.0,0.0,0.0,1668.0
832831fffffffff,1665.0,0.0,0.0,188.0
832832fffffffff,22408.0,0.0,42.0,8412.0
832833fffffffff,2636.0,0.0,0.0,421.0
832834fffffffff,13861.0,0.0,0.0,1403.0
832836fffffffff,4206.0,0.0,0.0,582.0
832880fffffffff,189.0,0.0,0.0,0.0
832881fffffffff,182.0,0.0,48.0,0.0
832882fffffffff,5.0,0.0,0.0,0.0
832883fffffffff,68.0,0.0,0.0,0.0
832884fffffffff,892.0,0.0,0.0,0.0
832885fffffffff,8.0,0.0,0.0,0.0
832886fffffffff,52.0,0.0,0.0,0.0
832888fffffffff,51.0,0.0,0.0,0.0
832889fffffffff,462.0,0.0,61.0,0.0
83288afffffffff,666.0,0.0,3.0,0.0
83288bfffffffff,23.0,0.0,0.0,0.0
83288cfffffffff,443.0,0.0,70.0,0.0
83288dfffffffff,87.0,0.0,11.0,0.0
83288efffffffff,161.0,0.0,12.0,0.0
832890fffffffff,2.0,0.0,0.0,0.0
832891fffffffff,13.0,0.0,0.0,0.0
832892fffffffff,209.0,0.0,7.0,0.0
832893fffffffff,242.0,0.0,99.0,0.0
832894fffffffff,23.0,0.0,0.0,0.0
832895fffffffff,3.0,0.0,2.0,0.0
832896fffffffff,73.0,0.0,7.0,0.0
832898fffffffff,1436.0,0.0,38.0,0.0
832899fffffffff,32.0,0.0,0.0,0.0
83289afffffffff,70.0,0.0,5.0,0.0
83289bfffffffff,299.0,0.0,53.0,0.0
83289cfffffffff,145.0,0.0,4.0,0.0
83289dfffffffff,51.0,0.0,0.0,0.0
83289efffffffff,554.0,0.0,15.0,0.0
8328a1fffffffff,10.0,0.0,1.0,0.0
8328a3fffffffff,2.0,0.0,0.0,0.0
8328a8fffffffff,58.0,0.0,3.0,0.0
8328a9fffffffff,3110.0,0.0,378.0,0.0
8328aafffffffff,410.0,0.0,77.0,0.0
8328abfffffffff,139.0,0.0,8.0,0.0
8328acfffffffff,46.0,0.0,19.0,0.0
8328adfffffffff,569.0,0.0,60.0,0.0
8328aefffffffff,51.0,0.0,3.0,0.0
8328b0fffffffff,10.0,0.0,0.0,0.0
8328b1fffffffff,6.0,0.0,0.0,0.0
8328b2fffffffff,13.0,0.0,0.0,0.0
8328b3fffffffff,11.0,0.0,0.0,0.0
8328b5fffffffff,20.0,0.0,0.0,0.0
8328d0fffffffff,7.0,0.0,0.0,0.0
8328d2fffffffff,534.0,0.0,37.0,0.0
8328d3fffffffff,8.0,0.0,0.0,0.0
8328d4fffffffff,731.0,0.0,47.0,0.0
8328d6fffffffff,391.0,0.0,13.0,0.0
8328dafffffffff,2.0,0.0,0.0,0.0
8328f0fffffffff,10418.0,0.0,0.0,1126.0
8328f1fffffffff,2.0,0.0,0.0,0.0
8328f2fffffffff,967.0,0.0,218.0,3.0
8328f3fffffffff,58.0,0.0,0.0,1.0
8328f4fffffffff,6000.0,0.0,0.0,845.0
8328f5fffffffff,994.0,0.0,0.0,273.0
8328f6fffffffff,424.0,0.0,46.0,0.0
832912fffffffff,3818.0,0.0,0.0,256.0
832913fffffffff,546.0,0.0,0.0,36.0
83291afffffffff,1335.0,0.0,0.0,869.0
832980fffffffff,330.0,0.0,24.0,0.0
832981fffffffff,30.0,0.0,5.0,0.0
832982fffffffff,11.0,0.0,0.0,0.0
832983fffffffff,4.0,0.0,0.0,0.0
832984fffffffff,105.0,0.0,10.0,0.0
832985fffffffff,19.0,0.0,1.0,0.0
832986fffffffff,242.0,0.0,23.0,0.0
832988fffffffff,2.0,0.0,0.0,0.0
832989fffffffff,2286.0,0.0,494.0,19.0
83298afffffffff,7.0,0.0,0.0,0.0
83298bfffffffff,2.0,0.0,0.0,0.0
83298cfffffffff,2525.0,0.0,518.0,9.0
83298dfffffffff,1489.0,0.0,171.0,76.0
83298efffffffff,13.0,0.0,2.0,0.0
832990fffffffff,1036.0,0.0,209.0,0.0
832991fffffffff,35.0,0.0,4.0,0.0
832992fffffffff,196.0,0.0,16.0,0.0
832993fffffffff,14.0,0.0,0.0,0.0
832994fffffffff,1664.0,0.0,269.0,0.0
832995fffffffff,210.0,0.0,28.0,0.0
832996fffffffff,11.0,0.0,2.0,0.0
832998fffffffff,15.0,0.0,6.0,0.0
832999fffffffff,10.0,0.0,0.0,0.0
83299bfffffffff,131.0,0.0,33.0,0.0
83299cfffffffff,13.0,0.0,7.0,0.0
83299dfffffffff,2.0,0.0,2.0,0.0
83299efffffffff,57.0,0.0,18.0,0.0
8329a0fffffffff,11275.0,0.0,0.0,529.0
8329a1fffffffff,12166.0,0.0,0.0,1019.0
8329a2fffffffff,30.0,0.0,0.0,0.0
8329a3fffffffff,96.0,0.0,0.0,7.0
8329a4fffffffff,6076.0,0.0,0.0,0.0
8329a5fffffffff,192.0,0.0,0.0,6.0
8329a6fffffffff,1849.0,0.0,0.0,24.0
8329a8fffffffff,53.0,0.0,0.0,0.0
8329a9fffffffff,2657.0,0.0,0.0,722.0
8329aafffffffff,1608.0,0.0,184.0,2.0
8329abfffffffff,1590.0,0.0,39.0,231.0
8329acfffffffff,4503.0,0.0,0.0,333.0
8329adfffffffff,2212.0,0.0,0.0,212.0
8329aefffffffff,1853.0,0.0,2.0,256.0
8329b0fffffffff,320.0,0.0,48.0,0.0
8329b2fffffffff,4596.0,0.0,631.0,0.0
8329b6fffffffff,1627.0,0.0,336.0,0.0
832a06fffffffff,440.0,117.0,0.0,0.0
832a10fffffffff,38240.0,2438.0,0.0,0.0
832a12fffffffff,13668.0,1254.0,0.0,0.0
832a13fffffffff,19700.0,2064.0,0.0,0.0
832a14fffffffff,48665.0,2767.0,0.0,0.0
832a15fffffffff,11712.0,406.0,0.0,0.0
832a16fffffffff,11246.0,778.0,0.0,0.0
832a1afffffffff,4.0,2.0,0.0,0.0
832a30fffffffff,51425.0,11374.0,0.0,0.0
832a31fffffffff,17117.0,2876.0,0.0,0.0
832a32fffffffff,26260.0,4048.0,0.0,0.0
832a33fffffffff,29739.0,3739.0,0.0,0.0
832a34fffffffff,16137.0,771.0,0.0,0.0
832a35fffffffff,1.0,0.0,0.0,0.0
832a36fffffffff,22520.0,430.0,0.0,0.0
832a80fffffffff,1720.0,148.0,0.0,0.0
832a81fffffffff,3942.0,269.0,0.0,0.0
832a82fffffffff,2998.0,295.0,0.0,0.0
832a83fffffffff,195.0,2.0,0.0,0.0
832a84fffffffff,18974.0,4090.0,0.0,0.0
832a85fffffffff,6261.0,541.0,0.0,0.0
832a86fffffffff,4219.0,164.0,0.0,0.0
832a88fffffffff,2033.0,156.0,0.0,0.0
832a89fffffffff,6639.0,326.0,0.0,0.0
832a8afffffffff,8133.0,566.0,0.0,0.0
832a8bfffffffff,13976.0,2027.0,0.0,0.0
832a8cfffffffff,11543.0,1488.0,0.0,0.0
832a8dfffffffff,3316.0,175.0,0.0,0.0
832a8efffffffff,4319.0,226.0,0.0,0.0
832a90fffffffff,7689.0,876.0,0.0,0.0
832a91fffffffff,3439.0,448.0,0.0,0.0
832a92fffffffff,4172.0,407.0,0.0,0.0
832a93fffffffff,9553.0,1542.0,0.0,0.0
832a94fffffffff,15912.0,995.0,0.0,0.0
832a95fffffffff,20322.0,1839.0,0.0,0.0
832a96fffffffff,1943.0,55.0,0.0,0.0
832a98fffffffff,256.0,52.0,0.0,0.0
832a99fffffffff,2696.0,96.0,0.0,0.0
832a9afffffffff,2437.0,152.0,0.0,0.0
832a9bfffffffff,2356.0,95.0,0.0,0.0
832a9cfffffffff,859.0,26.0,0.0,0.0
832a9dfffffffff,898.0,131.0,0.0,0.0
832a9efffffffff,1365.0,179.0,0.0,0.0
832aa0fffffffff,2699.0,225.0,0.0,0.0
832aa1fffffffff,10775.0,876.0,0.0,0.0
832aa2fffffffff,1976.0,235.0,0.0,0.0
832aa3fffffffff,12988.0,1603.0,0.0,0.0
832aa4fffffffff,32254.0,16481.0,0.0,0.0
832aa5fffffffff,3755.0,258.0,0.0,0.0
832aa6fffffffff,4625.0,694.0,0.0,0.0
