cell_id,Sitta carolinensis,Sitta carolinensis carolinensis,Sitta carolinensis [lagunae Group],Sitta carolinensis aculeata/alexandrae
830edbfffffffff,1.0,0.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0,0.0
831218fffffffff,5.0,0.0,0.0,0.0
831219fffffffff,2.0,0.0,0.0,0.0
83121afffffffff,23.0,0.0,0.0,0.0
83121bfffffffff,19.0,0.0,0.0,0.0
83121efffffffff,9.0,0.0,0.0,0.0
831243fffffffff,14.0,0.0,0.0,0.0
831249fffffffff,6.0,0.0,0.0,0.0
83124afffffffff,7.0,0.0,0.0,0.0
83124bfffffffff,6.0,0.0,0.0,0.0
83124dfffffffff,1.0,0.0,0.0,0.0
83124efffffffff,18.0,0.0,0.0,0.0
831250fffffffff,72.0,0.0,0.0,0.0
831251fffffffff,265.0,156.0,0.0,0.0
831252fffffffff,242.0,16.0,0.0,0.0
831253fffffffff,44.0,10.0,0.0,0.0
831256fffffffff,2.0,0.0,0.0,0.0
831258fffffffff,12.0,1.0,0.0,0.0
831259fffffffff,409.0,5.0,0.0,0.0
83125afffffffff,5.0,0.0,0.0,0.0
83125bfffffffff,15.0,0.0,0.0,0.0
83125cfffffffff,4.0,0.0,0.0,0.0
83125dfffffffff,121.0,0.0,0.0,0.0
83125efffffffff,4.0,0.0,0.0,0.0
83126bfffffffff,1.0,0.0,0.0,0.0
83126efffffffff,10.0,0.0,0.0,0.0
831272fffffffff,8.0,0.0,0.0,0.0
831289fffffffff,3.0,0.0,0.0,0.0
83128bfffffffff,1.0,0.0,0.0,0.0
83128dfffffffff,4.0,0.0,0.0,0.0
8312abfffffffff,2.0,0.0,0.0,0.0
8312c0fffffffff,28.0,2.0,0.0,0.0
8312c1fffffffff,418.0,50.0,0.0,0.0
8312c2fffffffff,5.0,0.0,0.0,0.0
8312c3fffffffff,12.0,0.0,0.0,0.0
8312c4fffffffff,6.0,0.0,0.0,0.0
8312c5fffffffff,42.0,0.0,0.0,0.0
8312c8fffffffff,255.0,2.0,0.0,0.0
8312c9fffffffff,9.0,0.0,0.0,0.0
8312cafffffffff,104.0,0.0,0.0,0.0
8312cbfffffffff,35.0,0.0,0.0,0.0
8312ccfffffffff,13475.0,60.0,0.0,0.0
8312cdfffffffff,13.0,0.0,0.0,0.0
8312cefffffffff,36.0,0.0,0.0,0.0
8312d0fffffffff,41.0,0.0,0.0,0.0
8312d1fffffffff,406.0,0.0,0.0,0.0
8312d2fffffffff,4.0,0.0,0.0,0.0
8312d3fffffffff,369.0,0.0,0.0,0.0
8312d5fffffffff,6.0,0.0,0.0,0.0
8312d6fffffffff,22.0,0.0,0.0,0.0
8312d8fffffffff,136.0,0.0,3.0,0.0
8312d9fffffffff,13.0,0.0,0.0,0.0
8312dafffffffff,276.0,0.0,24.0,0.0
8312dbfffffffff,1017.0,0.0,98.0,0.0
8312dcfffffffff,11.0,0.0,0.0,0.0
8312ddfffffffff,506.0,0.0,0.0,0.0
8312defffffffff,696.0,0.0,19.0,0.0
8312e0fffffffff,2.0,0.0,0.0,0.0
8312e1fffffffff,1548.0,25.0,0.0,0.0
8312e2fffffffff,17.0,0.0,0.0,0.0
8312e3fffffffff,26.0,0.0,0.0,0.0
8312e5fffffffff,54.0,0.0,0.0,0.0
8312e6fffffffff,5.0,0.0,0.0,0.0
8312e8fffffffff,14.0,0.0,0.0,0.0
8312eafffffffff,184.0,0.0,0.0,0.0
8312ebfffffffff,122.0,0.0,0.0,0.0
8312ecfffffffff,2823.0,50.0,0.0,0.0
8312edfffffffff,8.0,0.0,0.0,0.0
8312eefffffffff,389.0,8.0,0.0,0.0
8312f1fffffffff,8.0,0.0,0.0,0.0
8312f2fffffffff,2.0,0.0,0.0,0.0
8312f5fffffffff,2.0,0.0,0.0,0.0
8312f6fffffffff,184.0,0.0,0.0,0.0
832600fffffffff,140.0,18.0,0.0,0.0
832601fffffffff,1170.0,310.0,0.0,0.0
832602fffffffff,76.0,4.0,0.0,0.0
832603fffffffff,641.0,135.0,0.0,0.0
832604fffffffff,247.0,4.0,0.0,0.0
832605fffffffff,633.0,34.0,0.0,0.0
832606fffffffff,11.0,0.0,0.0,0.0
832608fffffffff,1118.0,45.0,0.0,0.0
832609fffffffff,214.0,19.0,0.0,0.0
83260afffffffff,1994.0,63.0,0.0,0.0
83260bfffffffff,1546.0,141.0,0.0,0.0
83260cfffffffff,101.0,2.0,0.0,0.0
83260dfffffffff,1611.0,13.0,0.0,0.0
83260efffffffff,1343.0,284.0,0.0,0.0
832610fffffffff,32.0,0.0,5.0,0.0
832611fffffffff,263.0,23.0,0.0,0.0
832612fffffffff,223.0,15.0,21.0,0.0
832613fffffffff,3.0,0.0,0.0,0.0
832615fffffffff,5.0,0.0,0.0,0.0
832616fffffffff,147.0,0.0,24.0,0.0
832618fffffffff,235.0,14.0,0.0,0.0
832619fffffffff,119.0,9.0,0.0,0.0
83261afffffffff,95.0,21.0,0.0,0.0
83261bfffffffff,117.0,16.0,0.0,0.0
83261cfffffffff,25.0,3.0,0.0,0.0
83261dfffffffff,37.0,0.0,0.0,0.0
83261efffffffff,33.0,0.0,0.0,0.0
832620fffffffff,2894.0,34.0,0.0,0.0
832621fffffffff,5733.0,59.0,0.0,0.0
832622fffffffff,283.0,30.0,0.0,0.0
832623fffffffff,586.0,6.0,0.0,0.0
832624fffffffff,3997.0,79.0,0.0,0.0
832625fffffffff,2188.0,20.0,0.0,0.0
832626fffffffff,4150.0,536.0,0.0,0.0
832628fffffffff,665.0,14.0,0.0,0.0
832629fffffffff,883.0,10.0,0.0,0.0
83262afffffffff,113.0,0.0,0.0,0.0
83262bfffffffff,1858.0,7.0,0.0,0.0
83262cfffffffff,19335.0,567.0,0.0,0.0
83262dfffffffff,2410.0,153.0,0.0,0.0
83262efffffffff,815.0,30.0,0.0,0.0
832630fffffffff,28.0,0.0,0.0,0.0
832631fffffffff,34.0,2.0,0.0,0.0
832632fffffffff,4.0,0.0,0.0,0.0
832633fffffffff,177.0,2.0,0.0,0.0
832634fffffffff,478.0,32.0,0.0,0.0
832635fffffffff,222.0,50.0,0.0,0.0
832636fffffffff,517.0,121.0,0.0,0.0
832640fffffffff,3109.0,252.0,0.0,0.0
832641fffffffff,1929.0,362.0,0.0,0.0
832642fffffffff,1914.0,130.0,0.0,0.0
832643fffffffff,2834.0,121.0,0.0,0.0
832644fffffffff,524.0,40.0,0.0,0.0
832645fffffffff,279.0,66.0,0.0,0.0
832646fffffffff,7380.0,855.0,0.0,0.0
832648fffffffff,1288.0,0.0,0.0,0.0
832649fffffffff,1964.0,15.0,0.0,0.0
83264afffffffff,3053.0,1.0,0.0,0.0
83264bfffffffff,522.0,9.0,0.0,0.0
83264cfffffffff,3429.0,164.0,0.0,0.0
83264dfffffffff,3960.0,1.0,0.0,0.0
83264efffffffff,843.0,13.0,0.0,0.0
832650fffffffff,1321.0,140.0,0.0,0.0
832651fffffffff,1737.0,123.0,0.0,0.0
832652fffffffff,1809.0,148.0,0.0,0.0
832653fffffffff,3265.0,97.0,0.0,0.0
832654fffffffff,1542.0,183.0,0.0,0.0
832655fffffffff,7326.0,342.0,0.0,0.0
832656fffffffff,6314.0,434.0,0.0,0.0
832658fffffffff,348.0,5.0,0.0,0.0
832659fffffffff,1540.0,36.0,0.0,0.0
83265afffffffff,1192.0,42.0,0.0,0.0
83265bfffffffff,1766.0,30.0,0.0,0.0
83265cfffffffff,972.0,58.0,0.0,0.0
83265dfffffffff,440.0,2.0,0.0,0.0
83265efffffffff,1312.0,55.0,0.0,0.0
832660fffffffff,1000.0,186.0,0.0,0.0
832661fffffffff,8563.0,844.0,0.0,0.0
832662fffffffff,4252.0,255.0,0.0,0.0
832663fffffffff,1961.0,91.0,0.0,0.0
832664fffffffff,20281.0,1812.0,0.0,0.0
832665fffffffff,3025.0,318.0,0.0,0.0
832666fffffffff,8205.0,3081.0,0.0,0.0
832668fffffffff,4811.0,1063.0,0.0,0.0
832669fffffffff,666.0,177.0,0.0,0.0
83266afffffffff,1656.0,149.0,0.0,0.0
83266bfffffffff,1948.0,213.0,0.0,0.0
83266cfffffffff,6463.0,1111.0,0.0,0.0
83266dfffffffff,4577.0,710.0,0.0,0.0
83266efffffffff,1835.0,546.0,0.0,0.0
832670fffffffff,603.0,10.0,0.0,0.0
832671fffffffff,1375.0,105.0,0.0,0.0
832672fffffffff,441.0,1.0,0.0,0.0
832673fffffffff,946.0,73.0,0.0,0.0
832674fffffffff,2120.0,56.0,0.0,0.0
832675fffffffff,1473.0,72.0,0.0,0.0
832676fffffffff,451.0,8.0,0.0,0.0
832680fffffffff,243.0,0.0,77.0,0.0
832681fffffffff,17402.0,0.0,3110.0,0.0
832682fffffffff,29.0,0.0,16.0,0.0
832683fffffffff,662.0,0.0,214.0,0.0
832684fffffffff,100.0,0.0,5.0,0.0
832685fffffffff,938.0,0.0,148.0,0.0
832688fffffffff,6326.0,0.0,1388.0,0.0
832689fffffffff,52.0,0.0,4.0,0.0
83268afffffffff,418.0,0.0,131.0,0.0
83268bfffffffff,615.0,0.0,316.0,0.0
83268cfffffffff,19591.0,5.0,4132.0,0.0
83268dfffffffff,181.0,15.0,74.0,0.0
83268efffffffff,1398.0,0.0,417.0,0.0
832690fffffffff,62.0,0.0,1.0,0.0
832691fffffffff,3.0,0.0,3.0,0.0
832692fffffffff,40.0,0.0,3.0,0.0
832693fffffffff,6.0,0.0,0.0,0.0
832694fffffffff,12.0,0.0,1.0,0.0
832695fffffffff,36.0,0.0,13.0,0.0
832696fffffffff,38.0,0.0,19.0,0.0
832698fffffffff,1639.0,0.0,112.0,0.0
832699fffffffff,1779.0,0.0,249.0,0.0
83269afffffffff,153.0,0.0,25.0,0.0
83269bfffffffff,283.0,0.0,117.0,0.0
83269cfffffffff,1511.0,0.0,370.0,0.0
83269dfffffffff,774.0,0.0,140.0,0.0
83269efffffffff,117.0,0.0,5.0,0.0
8326a0fffffffff,3.0,0.0,0.0,0.0
8326a1fffffffff,215.0,7.0,24.0,0.0
8326a2fffffffff,82.0,0.0,13.0,0.0
8326a3fffffffff,5.0,0.0,3.0,0.0
8326a4fffffffff,26.0,0.0,0.0,0.0
8326a5fffffffff,774.0,0.0,121.0,0.0
8326a6fffffffff,9.0,0.0,0.0,0.0
8326a8fffffffff,616.0,273.0,1.0,0.0
8326a9fffffffff,297.0,158.0,0.0,0.0
8326aafffffffff,3663.0,68.0,416.0,0.0
8326abfffffffff,111.0,55.0,11.0,0.0
8326acfffffffff,104.0,12.0,0.0,0.0
8326adfffffffff,115.0,53.0,0.0,0.0
8326aefffffffff,185.0,5.0,3.0,0.0
8326b0fffffffff,70.0,0.0,4.0,0.0
8326b1fffffffff,8.0,0.0,0.0,0.0
8326b2fffffffff,5.0,0.0,0.0,0.0
8326b3fffffffff,1.0,0.0,0.0,0.0
8326b4fffffffff,60.0,0.0,3.0,0.0
8326b5fffffffff,29.0,0.0,0.0,0.0
8326b6fffffffff,162.0,0.0,31.0,0.0
8326c0fffffffff,12.0,0.0,0.0,0.0
8326c1fffffffff,343.0,0.0,0.0,0.0
8326c2fffffffff,25.0,0.0,0.0,0.0
8326c3fffffffff,199.0,0.0,0.0,0.0
8326c4fffffffff,147.0,13.0,0.0,0.0
8326c5fffffffff,552.0,0.0,0.0,0.0
