cell_id,Columba livia,Columba livia (Wild type)
822c37fffffffff,4.0,4.0
822c57fffffffff,37.0,0.0
822ca7fffffffff,9.0,9.0
822ce7fffffffff,8.0,3.0
822cf7fffffffff,2.0,2.0
822d07fffffffff,2.0,2.0
822d17fffffffff,9.0,7.0
822d1ffffffffff,2.0,2.0
822d37fffffffff,11.0,8.0
822d67fffffffff,3.0,0.0
822da7fffffffff,3.0,0.0
822db7fffffffff,12.0,7.0
822ecffffffffff,1.0,0.0
823037fffffffff,7.0,0.0
823087fffffffff,1.0,0.0
823097fffffffff,2.0,0.0
82309ffffffffff,761.0,0.0
823427fffffffff,3.0,0.0
823437fffffffff,4.0,0.0
82344ffffffffff,2.0,0.0
823467fffffffff,3.0,0.0
82346ffffffffff,2.0,2.0
82351ffffffffff,12.0,2.0
8235affffffffff,2.0,0.0
82380ffffffffff,2.0,0.0
823817fffffffff,3.0,0.0
823827fffffffff,2.0,2.0
82382ffffffffff,18.0,0.0
823847fffffffff,5.0,0.0
823857fffffffff,4.0,0.0
823867fffffffff,197.0,16.0
823877fffffffff,177.0,12.0
8238affffffffff,6.0,0.0
8238cffffffffff,2.0,0.0
8238e7fffffffff,1.0,0.0
8238effffffffff,1.0,0.0
823907fffffffff,278.0,77.0
82390ffffffffff,321.0,2.0
823917fffffffff,233.0,98.0
82391ffffffffff,36.0,6.0
823927fffffffff,117.0,0.0
82392ffffffffff,150.0,12.0
823937fffffffff,31.0,0.0
823947fffffffff,233.0,10.0
82394ffffffffff,10.0,8.0
823957fffffffff,6.0,2.0
82395ffffffffff,65.0,2.0
823967fffffffff,2.0,0.0
823977fffffffff,129.0,19.0
82398ffffffffff,5.0,5.0
82399ffffffffff,1.0,0.0
8239affffffffff,12.0,0.0
823c07fffffffff,110.0,2.0
823c0ffffffffff,15.0,0.0
823c17fffffffff,16.0,0.0
823c1ffffffffff,65.0,0.0
823c37fffffffff,31.0,16.0
823c47fffffffff,3.0,0.0
823c57fffffffff,31.0,0.0
823c5ffffffffff,4.0,0.0
823c77fffffffff,1.0,0.0
823c87fffffffff,191.0,0.0
823c8ffffffffff,1064.0,23.0
823c97fffffffff,58.0,1.0
823c9ffffffffff,148.0,14.0
823ca7fffffffff,3.0,0.0
823caffffffffff,10.0,0.0
823cc7fffffffff,14.0,0.0
823ccffffffffff,4.0,0.0
823cd7fffffffff,2.0,0.0
823cdffffffffff,25.0,0.0
823ce7fffffffff,21.0,0.0
823ceffffffffff,4.0,0.0
823cf7fffffffff,54.0,0.0
823d07fffffffff,87.0,11.0
823d17fffffffff,6088.0,13.0
823d1ffffffffff,4.0,3.0
823d27fffffffff,54.0,16.0
823d37fffffffff,75.0,3.0
823d87fffffffff,49.0,6.0
823d8ffffffffff,39.0,0.0
823d9ffffffffff,7.0,7.0
823da7fffffffff,57.0,0.0
823daffffffffff,1086.0,2.0
823db7fffffffff,20.0,0.0
823e6ffffffffff,17.0,8.0
823f37fffffffff,3.0,2.0
823f47fffffffff,1.0,1.0
823f67fffffffff,3.0,3.0
823f6ffffffffff,3.0,3.0
823f77fffffffff,5.0,0.0
823fb7fffffffff,2.0,0.0
82406ffffffffff,2.0,0.0
8240a7fffffffff,3.0,0.0
82411ffffffffff,1.0,0.0
82415ffffffffff,4.0,0.0
824167fffffffff,1.0,0.0
8241a7fffffffff,7.0,0.0
8241b7fffffffff,7.0,0.0
82424ffffffffff,271.0,0.0
824257fffffffff,7.0,4.0
82425ffffffffff,2.0,0.0
8242c7fffffffff,8.0,2.0
8242cffffffffff,28.0,0.0
8242dffffffffff,8.0,0.0
8242effffffffff,2.0,0.0
824367fffffffff,2.0,0.0
824387fffffffff,4.0,0.0
82438ffffffffff,2.0,2.0
8243a7fffffffff,40.0,0.0
8243affffffffff,157.0,0.0
824417fffffffff,39.0,0.0
82441ffffffffff,27.0,0.0
824437fffffffff,44.0,0.0
824447fffffffff,27.0,0.0
82444ffffffffff,12.0,0.0
824457fffffffff,26.0,0.0
82445ffffffffff,5.0,0.0
82446ffffffffff,47.0,0.0
824477fffffffff,2.0,0.0
824487fffffffff,12.0,0.0
8244a7fffffffff,501.0,0.0
8244affffffffff,12.0,0.0
8244b7fffffffff,2.0,0.0
8244c7fffffffff,15.0,0.0
8244cffffffffff,25.0,0.0
8244d7fffffffff,23.0,0.0
8244dffffffffff,10.0,0.0
8244e7fffffffff,8.0,0.0
8244effffffffff,1.0,0.0
8244f7fffffffff,19.0,0.0
824507fffffffff,2.0,0.0
82450ffffffffff,23.0,0.0
824527fffffffff,11.0,0.0
82452ffffffffff,19.0,0.0
824577fffffffff,4.0,0.0
824587fffffffff,2.0,0.0
82458ffffffffff,31.0,0.0
82459ffffffffff,17.0,0.0
8245b7fffffffff,2.0,0.0
82464ffffffffff,11.0,0.0
824807fffffffff,2.0,0.0
82482ffffffffff,1.0,0.0
824837fffffffff,2.0,0.0
824847fffffffff,1.0,0.0
82485ffffffffff,40.0,0.0
824877fffffffff,1.0,0.0
824887fffffffff,12.0,0.0
82488ffffffffff,75.0,0.0
824897fffffffff,46.0,0.0
82489ffffffffff,23.0,0.0
8248b7fffffffff,29.0,0.0
8248c7fffffffff,24.0,0.0
8248cffffffffff,4.0,0.0
8248d7fffffffff,9.0,0.0
8248dffffffffff,18.0,0.0
8248effffffffff,75.0,0.0
824987fffffffff,6.0,0.0
824997fffffffff,78.0,0.0
8249affffffffff,5.0,0.0
8249b7fffffffff,26.0,0.0
824b87fffffffff,3.0,0.0
824ba7fffffffff,92.0,0.0
824bb7fffffffff,33.0,0.0
824c87fffffffff,6.0,0.0
824c8ffffffffff,2.0,0.0
824c97fffffffff,7.0,0.0
824c9ffffffffff,4.0,0.0
824cc7fffffffff,8.0,0.0
824cd7fffffffff,19.0,0.0
824ceffffffffff,69.0,0.0
824d4ffffffffff,3.0,0.0
82524ffffffffff,2.0,2.0
8252d7fffffffff,9.0,0.0
825317fffffffff,2.0,2.0
825337fffffffff,2.0,2.0
82536ffffffffff,1.0,0.0
8254e7fffffffff,1.0,0.0
8254f7fffffffff,1.0,0.0
825907fffffffff,10.0,0.0
82590ffffffffff,7.0,0.0
82592ffffffffff,1.0,0.0
825967fffffffff,6.0,0.0
825977fffffffff,18.0,0.0
825d17fffffffff,42.0,0.0
825e77fffffffff,2.0,0.0
825f77fffffffff,1.0,0.0
826007fffffffff,129.0,0.0
826017fffffffff,43.0,9.0
82601ffffffffff,9.0,3.0
826027fffffffff,115.0,0.0
826037fffffffff,77.0,1.0
826087fffffffff,190.0,0.0
82608ffffffffff,46.0,0.0
826097fffffffff,7.0,1.0
82609ffffffffff,188.0,3.0
8260a7fffffffff,692.0,7.0
8260affffffffff,175.0,20.0
8260b7fffffffff,2950.0,9.0
8260f7fffffffff,6.0,6.0
826107fffffffff,1.0,1.0
82618ffffffffff,63.0,8.0
82619ffffffffff,10.0,0.0
8261affffffffff,2.0,0.0
82640ffffffffff,4.0,0.0
826487fffffffff,4.0,0.0
82648ffffffffff,1.0,0.0
82649ffffffffff,23.0,0.0
8264a7fffffffff,6.0,0.0
826507fffffffff,89.0,0.0
82650ffffffffff,2.0,0.0
82651ffffffffff,365.0,0.0
826527fffffffff,618.0,0.0
826587fffffffff,3.0,0.0
82658ffffffffff,2.0,0.0
82659ffffffffff,4.0,0.0
8265b7fffffffff,2.0,0.0
826607fffffffff,1.0,0.0
82660ffffffffff,13.0,0.0
826617fffffffff,7.0,0.0
82661ffffffffff,22.0,0.0
826627fffffffff,11.0,0.0
82662ffffffffff,3.0,0.0
826637fffffffff,2.0,0.0
826647fffffffff,7.0,0.0
826657fffffffff,2.0,0.0
82665ffffffffff,10.0,0.0
826667fffffffff,11.0,0.0
8266a7fffffffff,32.0,0.0
8266b7fffffffff,13.0,0.0
8266c7fffffffff,8.0,0.0
8266d7fffffffff,6.0,0.0
8266dffffffffff,6.0,0.0
8266e7fffffffff,62.0,0.0
8266f7fffffffff,15.0,0.0
826747fffffffff,61.0,0.0
82674ffffffffff,3.0,0.0
826757fffffffff,124.0,0.0
82675ffffffffff,85.0,0.0
82676ffffffffff,17.0,0.0
82679ffffffffff,9.0,0.0
826847fffffffff,2.0,0.0
826c5ffffffffff,7.0,0.0
826d07fffffffff,2.0,0.0
826d27fffffffff,7.0,0.0
826d2ffffffffff,10.0,0.0
826d37fffffffff,13.0,0.0
826d67fffffffff,4.0,0.0
826d6ffffffffff,31.0,0.0
8272cffffffffff,2.0,0.0
827397fffffffff,2.0,0.0
827a47fffffffff,21.0,0.0
827a4ffffffffff,2.0,0.0
827a5ffffffffff,3.0,0.0
827a67fffffffff,16.0,0.0
827a77fffffffff,1.0,0.0
827b4ffffffffff,5.0,0.0
828147fffffffff,2.0,0.0
828a47fffffffff,3.0,0.0
828adffffffffff,4.0,0.0
828af7fffffffff,4.0,0.0
828b27fffffffff,4.0,0.0
828b57fffffffff,3.0,0.0
828b67fffffffff,6.0,0.0
828b77fffffffff,2.0,0.0
828c97fffffffff,2.0,0.0
828e67fffffffff,140.0,0.0
828f2ffffffffff,10.0,0.0
828f4ffffffffff,6.0,0.0
828f57fffffffff,7.0,0.0
828f77fffffffff,8.0,0.0
828fa7fffffffff,2.0,0.0
829457fffffffff,43.0,0.0
829487fffffffff,10.0,0.0
82948ffffffffff,1.0,0.0
829707fffffffff,2.0,0.0
829717fffffffff,15.0,0.0
829757fffffffff,3.0,0.0
829a17fffffffff,1.0,0.0
829b47fffffffff,2.0,0.0
829b4ffffffffff,2.0,0.0
829b6ffffffffff,1.0,0.0
829c8ffffffffff,4.0,0.0
829c97fffffffff,7.0,0.0
829caffffffffff,2.0,0.0
829d0ffffffffff,2.0,0.0
829d27fffffffff,6.0,0.0
829e27fffffffff,2.0,0.0
82a807fffffffff,5.0,0.0
82a817fffffffff,8.0,0.0
82a82ffffffffff,2.0,0.0
82a837fffffffff,4.0,0.0
82a88ffffffffff,6.0,0.0
82a90ffffffffff,2.0,0.0
82a91ffffffffff,31.0,0.0
82a92ffffffffff,2.0,0.0
82a94ffffffffff,41.0,0.0
82a957fffffffff,1.0,0.0
82a967fffffffff,2.0,0.0
82a96ffffffffff,8.0,0.0
82ac87fffffffff,2.0,0.0
82ac9ffffffffff,3.0,0.0
82ad37fffffffff,5.0,0.0
82b21ffffffffff,4.0,0.0
82b227fffffffff,4.0,0.0
82b24ffffffffff,1107.0,0.0
82b26ffffffffff,21.0,0.0
82b2c7fffffffff,40.0,0.0
82b2dffffffffff,5.0,0.0
82b2e7fffffffff,4.0,0.0
82b307fffffffff,33.0,0.0
82b337fffffffff,2.0,0.0
82b357fffffffff,3.0,0.0
82b377fffffffff,3.0,0.0
82b887fffffffff,1.0,0.0
82b89ffffffffff,2.0,0.0
82b8a7fffffffff,2.0,0.0
82b917fffffffff,2.0,0.0
82bb0ffffffffff,3.0,0.0
82bb77fffffffff,2.0,0.0
82bc1ffffffffff,20.0,0.0
82bc77fffffffff,2.0,0.0
82bc8ffffffffff,5.0,0.0
82bcc7fffffffff,2.0,0.0
82bcdffffffffff,5.0,0.0
82be0ffffffffff,14.0,0.0
82be47fffffffff,1.0,0.0
82be57fffffffff,2.0,0.0
82be67fffffffff,6.0,0.0
82be6ffffffffff,6.0,0.0
82be77fffffffff,39.0,0.0
82be8ffffffffff,7.0,0.0
82bee7fffffffff,4.0,0.0
82bef7fffffffff,2.0,0.0
82c2c7fffffffff,3.0,0.0
82c2cffffffffff,172.0,0.0
82c2e7fffffffff,8.0,0.0
82c2effffffffff,85.0,0.0
82c2f7fffffffff,2.0,0.0
82c34ffffffffff,19.0,0.0
82c357fffffffff,9.0,0.0
82ce87fffffffff,5.0,0.0
82ce9ffffffffff,6.0,0.0
82ceaffffffffff,3.0,0.0
82cedffffffffff,2.0,0.0
82cf17fffffffff,2.0,0.0
82cfa7fffffffff,3.0,0.0
82da87fffffffff,23.0,0.0
82da97fffffffff,2.0,0.0
82df47fffffffff,2.0,0.0
82df6ffffffffff,7.0,0.0
