cell_id,Columba livia,Columba livia (Wild type)
820747fffffffff,4.0,1.0
82074ffffffffff,2.0,0.0
820757fffffffff,1.0,0.0
820767fffffffff,2.0,0.0
8209a7fffffffff,2.0,0.0
820c17fffffffff,10.0,0.0
820c47fffffffff,90.0,0.0
820c57fffffffff,105.0,0.0
820c5ffffffffff,20.0,0.0
820c77fffffffff,163.0,0.0
820d5ffffffffff,25.0,0.0
820e4ffffffffff,2.0,0.0
820e87fffffffff,1.0,0.0
820e9ffffffffff,1.0,0.0
820ecffffffffff,3.0,0.0
8211b7fffffffff,6.0,0.0
82125ffffffffff,4.0,0.0
8212b7fffffffff,73.0,0.0
8212cffffffffff,24.0,0.0
8212d7fffffffff,6.0,0.0
8212dffffffffff,6.0,0.0
8212e7fffffffff,1.0,0.0
8212effffffffff,5.0,0.0
821387fffffffff,39.0,0.0
82138ffffffffff,1.0,0.0
821397fffffffff,5.0,0.0
82139ffffffffff,13.0,0.0
8213b7fffffffff,2.0,0.0
821807fffffffff,8.0,4.0
82180ffffffffff,4.0,4.0
821827fffffffff,16.0,16.0
82182ffffffffff,26.0,13.0
821847fffffffff,12.0,0.0
82184ffffffffff,34.0,0.0
82185ffffffffff,250.0,0.0
821867fffffffff,8.0,0.0
82190ffffffffff,8.0,1.0
82192ffffffffff,2.0,2.0
821947fffffffff,60.0,0.0
82194ffffffffff,17.0,0.0
821957fffffffff,7.0,0.0
82195ffffffffff,6.0,0.0
82196ffffffffff,16.0,0.0
821977fffffffff,21.0,0.0
821aa7fffffffff,6.0,0.0
821d27fffffffff,2.0,0.0
821e07fffffffff,62.0,0.0
821e0ffffffffff,18.0,0.0
821e1ffffffffff,3.0,0.0
821e2ffffffffff,3.0,0.0
821e37fffffffff,30.0,0.0
821e47fffffffff,4.0,0.0
821e5ffffffffff,4.0,0.0
821e67fffffffff,4.0,0.0
821e6ffffffffff,89.0,0.0
821e77fffffffff,4.0,0.0
821e87fffffffff,2.0,0.0
821e97fffffffff,6.0,6.0
821e9ffffffffff,5.0,2.0
821ea7fffffffff,20.0,0.0
821eb7fffffffff,9.0,4.0
821ec7fffffffff,18.0,0.0
821ecffffffffff,43.0,9.0
821edffffffffff,9.0,2.0
821eeffffffffff,3.0,0.0
821ef7fffffffff,5.0,5.0
821f0ffffffffff,1.0,0.0
821f27fffffffff,2.0,0.0
821f2ffffffffff,4.0,0.0
821f37fffffffff,4.0,0.0
821f57fffffffff,2.0,0.0
821f77fffffffff,1.0,0.0
821f87fffffffff,7.0,0.0
821f8ffffffffff,5.0,0.0
821f97fffffffff,1.0,0.0
821f9ffffffffff,5.0,0.0
821fa7fffffffff,4.0,0.0
821fb7fffffffff,1.0,0.0
822017fffffffff,1.0,1.0
822087fffffffff,2.0,2.0
82209ffffffffff,2.0,0.0
8220a7fffffffff,2.0,2.0
8220b7fffffffff,2.0,2.0
8220e7fffffffff,2.0,0.0
822157fffffffff,2.0,0.0
822407fffffffff,12.0,1.0
82240ffffffffff,8.0,3.0
822427fffffffff,6.0,4.0
82242ffffffffff,4.0,0.0
822437fffffffff,1.0,1.0
822457fffffffff,3.0,0.0
82246ffffffffff,2.0,2.0
8224a7fffffffff,2.0,0.0
822517fffffffff,13.0,9.0
822557fffffffff,1.0,0.0
82255ffffffffff,8.0,2.0
822607fffffffff,1.0,0.0
82260ffffffffff,10.0,0.0
82261ffffffffff,2.0,0.0
822627fffffffff,4.0,0.0
82262ffffffffff,3.0,0.0
822637fffffffff,6.0,0.0
822647fffffffff,851.0,0.0
82264ffffffffff,90.0,0.0
822657fffffffff,1107.0,0.0
82265ffffffffff,169.0,0.0
822667fffffffff,16.0,0.0
82266ffffffffff,12.0,0.0
822677fffffffff,2.0,0.0
822687fffffffff,128.0,0.0
82268ffffffffff,214.0,0.0
822697fffffffff,138.0,0.0
82269ffffffffff,16.0,0.0
8226a7fffffffff,4.0,0.0
8226affffffffff,88.0,0.0
8226b7fffffffff,1.0,0.0
8226c7fffffffff,5.0,0.0
8226cffffffffff,17.0,0.0
8226d7fffffffff,8.0,0.0
8226dffffffffff,12.0,0.0
8226e7fffffffff,16.0,0.0
8226effffffffff,6.0,0.0
8226f7fffffffff,29.0,0.0
822707fffffffff,46.0,0.0
82270ffffffffff,3.0,0.0
822717fffffffff,62.0,0.0
82271ffffffffff,35.0,0.0
822747fffffffff,48.0,0.0
82274ffffffffff,448.0,0.0
822757fffffffff,58.0,0.0
82275ffffffffff,33.0,0.0
822767fffffffff,64.0,0.0
82276ffffffffff,12.0,0.0
822777fffffffff,30.0,0.0
822787fffffffff,16.0,0.0
822797fffffffff,10.0,0.0
82279ffffffffff,10.0,0.0
8227a7fffffffff,8.0,0.0
8227affffffffff,9.0,0.0
8227b7fffffffff,3.0,0.0
822807fffffffff,6.0,0.0
822817fffffffff,7.0,0.0
82281ffffffffff,8.0,0.0
822837fffffffff,3525.0,0.0
822887fffffffff,16.0,0.0
82288ffffffffff,20.0,0.0
822897fffffffff,14.0,0.0
82289ffffffffff,11.0,0.0
8228a7fffffffff,7.0,0.0
8228affffffffff,4.0,0.0
8228b7fffffffff,6.0,0.0
8228d7fffffffff,68.0,0.0
8228dffffffffff,19.0,0.0
8228f7fffffffff,41.0,0.0
822917fffffffff,16.0,0.0
82291ffffffffff,35.0,0.0
82298ffffffffff,16.0,0.0
822997fffffffff,8.0,0.0
8229a7fffffffff,226.0,0.0
8229affffffffff,50.0,0.0
8229b7fffffffff,4.0,0.0
822a07fffffffff,7.0,0.0
822a17fffffffff,3014.0,0.0
822a27fffffffff,2.0,0.0
822a37fffffffff,98.0,0.0
822a87fffffffff,24.0,0.0
822a8ffffffffff,52.0,0.0
822a97fffffffff,29.0,0.0
822a9ffffffffff,5.0,0.0
822aa7fffffffff,42.0,0.0
822aaffffffffff,436.0,0.0
822ab7fffffffff,369.0,0.0
822ad7fffffffff,16.0,0.0
822af7fffffffff,27.0,0.0
822b07fffffffff,2.0,0.0
822b0ffffffffff,1.0,0.0
822b17fffffffff,10.0,0.0
822b1ffffffffff,41.0,0.0
822b27fffffffff,4.0,0.0
822b2ffffffffff,2.0,0.0
822b37fffffffff,2.0,0.0
822b87fffffffff,24.0,0.0
822b8ffffffffff,492.0,0.0
822b97fffffffff,23.0,0.0
822b9ffffffffff,267.0,0.0
822ba7fffffffff,14.0,0.0
822baffffffffff,138.0,0.0
822bb7fffffffff,4.0,0.0
822c07fffffffff,13.0,13.0
822c0ffffffffff,26.0,18.0
822c27fffffffff,1.0,1.0
822c2ffffffffff,108.0,108.0
